linha=1 | nome=Felipe | acao=executou o benchmark | valor=1523
linha=451 | nome=Lucas | acao=escreveu o relatorio | valor=2046
linha=452 | nome=Tiago | acao=otimizou o algoritmo | valor=4559
linha=453 | nome=Sofia | acao=estudou computacao | valor=7937
linha=454 | nome=Ana | acao=escreveu o relatorio | valor=8150
linha=455 | nome=Karen | acao=comparou as metricas | valor=9569
linha=456 | nome=Gabriela | acao=analisou os resultados | valor=7807
linha=457 | nome=Eduarda | acao=executou o benchmark | valor=5321
linha=458 | nome=Natalia | acao=comparou as metricas | valor=1138
linha=459 | nome=Helena | acao=executou o benchmark | valor=2187
linha=460 | nome=Felipe | acao=executou o benchmark | valor=6167
linha=461 | nome=Otavio | acao=analisou os resultados | valor=1421
linha=462 | nome=Mariana | acao=fez um experimento | valor=3347
linha=463 | nome=Vitor | acao=fez um experimento | valor=3801
linha=464 | nome=Bruno | acao=comparou as metricas | valor=1791
linha=465 | nome=Helena | acao=participou da aula | valor=5300
linha=466 | nome=Mariana | acao=comparou as metricas | valor=1888
linha=467 | nome=Sofia | acao=analisou os resultados | valor=4121
linha=468 | nome=Felipe | acao=comparou as metricas | valor=3273
linha=469 | nome=Karen | acao=escreveu o relatorio | valor=8396
linha=470 | nome=Joao | acao=otimizou o algoritmo | valor=2054
linha=471 | nome=Ana | acao=escreveu o relatorio | valor=1740
linha=472 | nome=Paulo | acao=executou o benchmark | valor=4192
linha=473 | nome=Carlos | acao=comparou as metricas | valor=4572
linha=474 | nome=Joao | acao=estudou computacao | valor=4456
linha=475 | nome=Daniela | acao=analisou os resultados | valor=4303
linha=476 | nome=Joao | acao=comparou as metricas | valor=2619
linha=477 | nome=Felipe | acao=analisou os resultados | valor=8819
linha=478 | nome=Ana | acao=fez um experimento | valor=7798
linha=479 | nome=Mariana | acao=comparou as metricas | valor=4604
linha=480 | nome=Ana | acao=otimizou o algoritmo | valor=1088
linha=481 | nome=Sofia | acao=analisou os resultados | valor=1163
linha=482 | nome=Joao | acao=fez um experimento | valor=1440
linha=483 | nome=Daniela | acao=fez um experimento | valor=2283
linha=484 | nome=Carlos | acao=otimizou o algoritmo | valor=8370
linha=485 | nome=Lucas | acao=estudou computacao | valor=7030
linha=486 | nome=Lucas | acao=comparou as metricas | valor=4730
linha=487 | nome=Joao | acao=comparou as metricas | valor=9251
linha=488 | nome=Bruno | acao=analisou os resultados | valor=1653
linha=489 | nome=Igor | acao=fez um experimento | valor=2099
linha=490 | nome=Natalia | acao=executou o benchmark | valor=1318
linha=491 | nome=Ana | acao=otimizou o algoritmo | valor=9188
linha=492 | nome=Natalia | acao=estudou computacao | valor=8597
linha=493 | nome=Karen | acao=participou da aula | valor=4070
linha=494 | nome=Daniela | acao=analisou os resultados | valor=8988
linha=495 | nome=Igor | acao=executou o benchmark | valor=7661
linha=496 | nome=Paulo | acao=fez um experimento | valor=1326
linha=497 | nome=Renata | acao=otimizou o algoritmo | valor=2891
linha=498 | nome=Tiago | acao=participou da aula | valor=1301
linha=499 | nome=Bruno | acao=escreveu o relatorio | valor=4750
linha=500 | nome=Otavio | acao=otimizou o algoritmo | valor=2701
linha=501 | nome=Tiago | acao=estudou computacao | valor=9334
linha=502 | nome=Joao | acao=fez um experimento | valor=3141
linha=503 | nome=Eduarda | acao=estudou computacao | valor=5388
linha=504 | nome=Renata | acao=executou o benchmark | valor=2884
linha=505 | nome=Sofia | acao=escreveu o relatorio | valor=5041
linha=506 | nome=Daniela | acao=otimizou o algoritmo | valor=6200
linha=507 | nome=Paulo | acao=escreveu o relatorio | valor=5012
linha=508 | nome=Renata | acao=executou o benchmark | valor=6267
linha=509 | nome=Daniela | acao=otimizou o algoritmo | valor=3651
linha=510 | nome=Bruno | acao=fez um experimento | valor=6444
linha=511 | nome=Sofia | acao=estudou computacao | valor=9959
linha=512 | nome=Tiago | acao=escreveu o relatorio | valor=4347
linha=513 | nome=Renata | acao=fez um experimento | valor=2362
linha=514 | nome=Joao | acao=escreveu o relatorio | valor=6629
linha=515 | nome=Joao | acao=escreveu o relatorio | valor=3208
linha=516 | nome=Felipe | acao=participou da aula | valor=7205
linha=517 | nome=Bruno | acao=analisou os resultados | valor=9597
linha=518 | nome=Lucas | acao=escreveu o relatorio | valor=9759
linha=519 | nome=Natalia | acao=fez um experimento | valor=6971
linha=520 | nome=Paulo | acao=analisou os resultados | valor=3647
linha=521 | nome=Natalia | acao=estudou computacao | valor=6312
linha=522 | nome=Sofia | acao=comparou as metricas | valor=8980
linha=523 | nome=Tiago | acao=fez um experimento | valor=1709
linha=524 | nome=Daniela | acao=executou o benchmark | valor=6983
linha=525 | nome=Otavio | acao=fez um experimento | valor=8724
linha=526 | nome=Otavio | acao=fez um experimento | valor=2174
linha=527 | nome=Natalia | acao=fez um experimento | valor=1388
linha=528 | nome=Felipe | acao=otimizou o algoritmo | valor=8337
linha=529 | nome=Felipe | acao=analisou os resultados | valor=9761
linha=530 | nome=Paulo | acao=escreveu o relatorio | valor=3303
linha=531 | nome=Mariana | acao=estudou computacao | valor=4892
linha=532 | nome=Helena | acao=estudou computacao | valor=7083
linha=533 | nome=Paulo | acao=executou o benchmark | valor=3739
linha=534 | nome=Ana | acao=otimizou o algoritmo | valor=7109
linha=535 | nome=Eduarda | acao=comparou as metricas | valor=6397
linha=536 | nome=Carlos | acao=analisou os resultados | valor=5945
linha=537 | nome=Bruno | acao=executou o benchmark | valor=8342
linha=538 | nome=Mariana | acao=fez um experimento | valor=3210
linha=539 | nome=Daniela | acao=fez um experimento | valor=8614
linha=540 | nome=Gabriela | acao=estudou computacao | valor=6738
linha=541 | nome=Tiago | acao=analisou os resultados | valor=8635
linha=542 | nome=Karen | acao=comparou as metricas | valor=3946
linha=543 | nome=Eduarda | acao=analisou os resultados | valor=5253
linha=544 | nome=Vitor | acao=estudou computacao | valor=3355
linha=545 | nome=Bruno | acao=fez um experimento | valor=1968
linha=546 | nome=Renata | acao=fez um experimento | valor=1474
linha=547 | nome=Felipe | acao=fez um experimento | valor=5229
linha=548 | nome=Sofia | acao=executou o benchmark | valor=7471
linha=549 | nome=Sofia | acao=estudou computacao | valor=2911
linha=550 | nome=Karen | acao=participou da aula | valor=1097
linha=551 | nome=Tiago | acao=participou da aula | valor=9412
linha=552 | nome=Felipe | acao=comparou as metricas | valor=1482
linha=553 | nome=Paulo | acao=fez um experimento | valor=8170
linha=554 | nome=Igor | acao=escreveu o relatorio | valor=7749
linha=555 | nome=Igor | acao=executou o benchmark | valor=1533
linha=556 | nome=Igor | acao=participou da aula | valor=4196
linha=557 | nome=Sofia | acao=fez um experimento | valor=6581
linha=558 | nome=Mariana | acao=executou o benchmark | valor=3434
linha=559 | nome=Sofia | acao=otimizou o algoritmo | valor=2158
linha=560 | nome=Felipe | acao=fez um experimento | valor=3565
linha=561 | nome=Renata | acao=comparou as metricas | valor=8891
linha=562 | nome=Mariana | acao=estudou computacao | valor=2412
linha=563 | nome=Otavio | acao=estudou computacao | valor=8555
linha=564 | nome=Bruno | acao=escreveu o relatorio | valor=9687
linha=565 | nome=Sofia | acao=fez um experimento | valor=1813
linha=566 | nome=Felipe | acao=otimizou o algoritmo | valor=6619
linha=567 | nome=Felipe | acao=analisou os resultados | valor=7213
linha=568 | nome=Natalia | acao=estudou computacao | valor=2469
linha=569 | nome=Karen | acao=otimizou o algoritmo | valor=1915
linha=570 | nome=Vitor | acao=executou o benchmark | valor=5979
linha=571 | nome=Natalia | acao=analisou os resultados | valor=2906
linha=572 | nome=Bruno | acao=estudou computacao | valor=5653
linha=573 | nome=Joao | acao=escreveu o relatorio | valor=7865
linha=574 | nome=Mariana | acao=fez um experimento | valor=2738
linha=575 | nome=Sofia | acao=escreveu o relatorio | valor=6418
linha=576 | nome=Sofia | acao=executou o benchmark | valor=9245
linha=577 | nome=Sofia | acao=comparou as metricas | valor=8556
linha=578 | nome=Joao | acao=fez um experimento | valor=1829
linha=579 | nome=Helena | acao=analisou os resultados | valor=7837
linha=580 | nome=Lucas | acao=comparou as metricas | valor=2590
linha=581 | nome=Daniela | acao=escreveu o relatorio | valor=1216
linha=582 | nome=Karen | acao=escreveu o relatorio | valor=8561
linha=583 | nome=Mariana | acao=escreveu o relatorio | valor=7741
linha=584 | nome=Paulo | acao=otimizou o algoritmo | valor=6772
linha=585 | nome=Igor | acao=comparou as metricas | valor=7139
linha=586 | nome=Gabriela | acao=participou da aula | valor=2803
linha=587 | nome=Eduarda | acao=estudou computacao | valor=6593
linha=588 | nome=Otavio | acao=escreveu o relatorio | valor=3155
linha=589 | nome=Mariana | acao=estudou computacao | valor=3678
linha=590 | nome=Sofia | acao=otimizou o algoritmo | valor=3897
linha=591 | nome=Mariana | acao=executou o benchmark | valor=1062
linha=592 | nome=Tiago | acao=escreveu o relatorio | valor=6505
linha=593 | nome=Mariana | acao=analisou os resultados | valor=1362
linha=594 | nome=Bruno | acao=fez um experimento | valor=3955
linha=595 | nome=Vitor | acao=executou o benchmark | valor=5447
linha=596 | nome=Otavio | acao=participou da aula | valor=2486
linha=597 | nome=Carlos | acao=fez um experimento | valor=3351
linha=598 | nome=Ana | acao=executou o benchmark | valor=9054
linha=599 | nome=Sofia | acao=analisou os resultados | valor=3038
linha=600 | nome=Bruno | acao=estudou computacao | valor=6824
linha=601 | nome=Otavio | acao=participou da aula | valor=5646
linha=602 | nome=Tiago | acao=participou da aula | valor=7287
linha=603 | nome=Tiago | acao=comparou as metricas | valor=1048
linha=604 | nome=Mariana | acao=executou o benchmark | valor=4363
linha=605 | nome=Igor | acao=analisou os resultados | valor=4345
linha=606 | nome=Felipe | acao=analisou os resultados | valor=8860
linha=607 | nome=Gabriela | acao=executou o benchmark | valor=5288
linha=608 | nome=Joao | acao=comparou as metricas | valor=7752
linha=609 | nome=Daniela | acao=participou da aula | valor=4781
linha=610 | nome=Carlos | acao=comparou as metricas | valor=6898
linha=611 | nome=Gabriela | acao=estudou computacao | valor=1812
linha=612 | nome=Tiago | acao=otimizou o algoritmo | valor=9009
linha=613 | nome=Vitor | acao=otimizou o algoritmo | valor=4062
linha=614 | nome=Sofia | acao=analisou os resultados | valor=1248
linha=615 | nome=Eduarda | acao=comparou as metricas | valor=9204
linha=616 | nome=Bruno | acao=analisou os resultados | valor=7802
linha=617 | nome=Renata | acao=otimizou o algoritmo | valor=6582
linha=618 | nome=Mariana | acao=otimizou o algoritmo | valor=2632
linha=619 | nome=Daniela | acao=fez um experimento | valor=5205
linha=620 | nome=Mariana | acao=analisou os resultados | valor=1364
linha=621 | nome=Carlos | acao=comparou as metricas | valor=6325
linha=622 | nome=Vitor | acao=executou o benchmark | valor=4545
linha=623 | nome=Vitor | acao=escreveu o relatorio | valor=2243
linha=624 | nome=Tiago | acao=otimizou o algoritmo | valor=9126
linha=625 | nome=Bruno | acao=comparou as metricas | valor=1537
linha=626 | nome=Renata | acao=comparou as metricas | valor=8973
linha=627 | nome=Otavio | acao=analisou os resultados | valor=3163
linha=628 | nome=Renata | acao=comparou as metricas | valor=6747
linha=629 | nome=Igor | acao=otimizou o algoritmo | valor=6428
linha=630 | nome=Igor | acao=analisou os resultados | valor=5804
linha=631 | nome=Carlos | acao=analisou os resultados | valor=9935
linha=632 | nome=Gabriela | acao=escreveu o relatorio | valor=3129
linha=633 | nome=Bruno | acao=fez um experimento | valor=8181
linha=634 | nome=Gabriela | acao=otimizou o algoritmo | valor=6667
linha=635 | nome=Tiago | acao=comparou as metricas | valor=6859
linha=636 | nome=Paulo | acao=executou o benchmark | valor=7549
linha=637 | nome=Paulo | acao=executou o benchmark | valor=7487
linha=638 | nome=Tiago | acao=executou o benchmark | valor=9389
linha=639 | nome=Mariana | acao=comparou as metricas | valor=4581
linha=640 | nome=Eduarda | acao=escreveu o relatorio | valor=5985
linha=641 | nome=Lucas | acao=fez um experimento | valor=5719
linha=642 | nome=Lucas | acao=comparou as metricas | valor=5876
linha=643 | nome=Natalia | acao=comparou as metricas | valor=8106
linha=644 | nome=Tiago | acao=comparou as metricas | valor=9414
linha=645 | nome=Otavio | acao=escreveu o relatorio | valor=8242
linha=646 | nome=Karen | acao=analisou os resultados | valor=9403
linha=647 | nome=Eduarda | acao=participou da aula | valor=7123
linha=648 | nome=Natalia | acao=participou da aula | valor=7739
linha=649 | nome=Bruno | acao=estudou computacao | valor=7180
linha=650 | nome=Lucas | acao=fez um experimento | valor=9963
linha=651 | nome=Gabriela | acao=estudou computacao | valor=6608
linha=652 | nome=Joao | acao=fez um experimento | valor=1954
linha=653 | nome=Bruno | acao=escreveu o relatorio | valor=1452
linha=654 | nome=Helena | acao=fez um experimento | valor=2408
linha=655 | nome=Mariana | acao=fez um experimento | valor=9153
linha=656 | nome=Mariana | acao=participou da aula | valor=1959
linha=657 | nome=Igor | acao=comparou as metricas | valor=7595
linha=658 | nome=Helena | acao=estudou computacao | valor=1385
linha=659 | nome=Igor | acao=participou da aula | valor=1304
linha=660 | nome=Lucas | acao=escreveu o relatorio | valor=9623
linha=661 | nome=Lucas | acao=participou da aula | valor=3713
linha=662 | nome=Helena | acao=escreveu o relatorio | valor=3443
linha=663 | nome=Lucas | acao=escreveu o relatorio | valor=4309
linha=664 | nome=Gabriela | acao=analisou os resultados | valor=1384
linha=665 | nome=Felipe | acao=escreveu o relatorio | valor=9170
linha=666 | nome=Lucas | acao=otimizou o algoritmo | valor=5652
linha=667 | nome=Renata | acao=executou o benchmark | valor=3991
linha=668 | nome=Otavio | acao=estudou computacao | valor=8611
linha=669 | nome=Igor | acao=otimizou o algoritmo | valor=2467
linha=670 | nome=Sofia | acao=estudou computacao | valor=4773
linha=671 | nome=Sofia | acao=otimizou o algoritmo | valor=3676
linha=672 | nome=Igor | acao=comparou as metricas | valor=8791
linha=673 | nome=Joao | acao=otimizou o algoritmo | valor=1677
linha=674 | nome=Tiago | acao=executou o benchmark | valor=6941
linha=675 | nome=Paulo | acao=executou o benchmark | valor=1349
linha=676 | nome=Bruno | acao=estudou computacao | valor=7312
linha=677 | nome=Renata | acao=estudou computacao | valor=4048
linha=678 | nome=Paulo | acao=fez um experimento | valor=6180
linha=679 | nome=Daniela | acao=comparou as metricas | valor=7086
linha=680 | nome=Felipe | acao=estudou computacao | valor=8495
linha=681 | nome=Ana | acao=comparou as metricas | valor=1364
linha=682 | nome=Tiago | acao=estudou computacao | valor=5456
linha=683 | nome=Renata | acao=estudou computacao | valor=8560
linha=684 | nome=Tiago | acao=fez um experimento | valor=9427
linha=685 | nome=Eduarda | acao=comparou as metricas | valor=6421
linha=686 | nome=Renata | acao=executou o benchmark | valor=9081
linha=687 | nome=Ana | acao=executou o benchmark | valor=9797
linha=688 | nome=Lucas | acao=estudou computacao | valor=3421
linha=689 | nome=Renata | acao=analisou os resultados | valor=5571
linha=690 | nome=Gabriela | acao=analisou os resultados | valor=6817
linha=691 | nome=Mariana | acao=otimizou o algoritmo | valor=3359
linha=692 | nome=Carlos | acao=participou da aula | valor=7506
linha=693 | nome=Mariana | acao=fez um experimento | valor=4877
linha=694 | nome=Renata | acao=otimizou o algoritmo | valor=2838
linha=695 | nome=Carlos | acao=estudou computacao | valor=2742
linha=696 | nome=Ana | acao=comparou as metricas | valor=6679
linha=697 | nome=Mariana | acao=escreveu o relatorio | valor=2905
linha=698 | nome=Otavio | acao=otimizou o algoritmo | valor=4616
linha=699 | nome=Gabriela | acao=participou da aula | valor=8297
linha=700 | nome=Helena | acao=comparou as metricas | valor=8075
linha=701 | nome=Gabriela | acao=participou da aula | valor=4732
linha=702 | nome=Joao | acao=participou da aula | valor=4604
linha=703 | nome=Vitor | acao=estudou computacao | valor=3231
linha=704 | nome=Karen | acao=participou da aula | valor=6545
