linha=1 | nome=Karen | acao=escreveu o relatorio | valor=9539
linha=452 | nome=Lucas | acao=analisou os resultados | valor=8305
linha=453 | nome=Igor | acao=otimizou o algoritmo | valor=5108
linha=454 | nome=Paulo | acao=fez um experimento | valor=9847
linha=455 | nome=Vitor | acao=escreveu o relatorio | valor=2488
linha=456 | nome=Helena | acao=estudou computacao | valor=8631
linha=457 | nome=Lucas | acao=comparou as metricas | valor=3022
linha=458 | nome=Helena | acao=executou o benchmark | valor=1244
linha=459 | nome=Eduarda | acao=fez um experimento | valor=2911
linha=460 | nome=Paulo | acao=fez um experimento | valor=7984
linha=461 | nome=Felipe | acao=estudou computacao | valor=5632
linha=462 | nome=Natalia | acao=fez um experimento | valor=1440
linha=463 | nome=Karen | acao=escreveu o relatorio | valor=4116
linha=464 | nome=Sofia | acao=estudou computacao | valor=9529
linha=465 | nome=Felipe | acao=fez um experimento | valor=9986
linha=466 | nome=Vitor | acao=fez um experimento | valor=7937
linha=467 | nome=Ana | acao=executou o benchmark | valor=1902
linha=468 | nome=Felipe | acao=analisou os resultados | valor=5347
linha=469 | nome=Renata | acao=executou o benchmark | valor=9002
linha=470 | nome=Felipe | acao=otimizou o algoritmo | valor=7487
linha=471 | nome=Renata | acao=analisou os resultados | valor=2689
linha=472 | nome=Vitor | acao=executou o benchmark | valor=2801
linha=473 | nome=Carlos | acao=otimizou o algoritmo | valor=5056
linha=474 | nome=Otavio | acao=otimizou o algoritmo | valor=9437
linha=475 | nome=Natalia | acao=comparou as metricas | valor=5423
linha=476 | nome=Lucas | acao=analisou os resultados | valor=3630
linha=477 | nome=Carlos | acao=analisou os resultados | valor=6030
linha=478 | nome=Karen | acao=executou o benchmark | valor=7150
linha=479 | nome=Helena | acao=executou o benchmark | valor=2521
linha=480 | nome=Gabriela | acao=analisou os resultados | valor=6745
linha=481 | nome=Natalia | acao=estudou computacao | valor=4388
linha=482 | nome=Lucas | acao=escreveu o relatorio | valor=6983
linha=483 | nome=Carlos | acao=escreveu o relatorio | valor=3093
linha=484 | nome=Otavio | acao=participou da aula | valor=5070
linha=485 | nome=Sofia | acao=fez um experimento | valor=2121
linha=486 | nome=Helena | acao=fez um experimento | valor=3628
linha=487 | nome=Natalia | acao=comparou as metricas | valor=4848
linha=488 | nome=Gabriela | acao=comparou as metricas | valor=7921
linha=489 | nome=Karen | acao=fez um experimento | valor=9516
linha=490 | nome=Otavio | acao=analisou os resultados | valor=6362
linha=491 | nome=Joao | acao=escreveu o relatorio | valor=7178
linha=492 | nome=Sofia | acao=escreveu o relatorio | valor=2753
linha=493 | nome=Gabriela | acao=executou o benchmark | valor=1217
linha=494 | nome=Gabriela | acao=estudou computacao | valor=2568
linha=495 | nome=Gabriela | acao=estudou computacao | valor=9017
linha=496 | nome=Ana | acao=executou o benchmark | valor=9695
linha=497 | nome=Paulo | acao=otimizou o algoritmo | valor=8567
linha=498 | nome=Renata | acao=participou da aula | valor=9034
linha=499 | nome=Vitor | acao=comparou as metricas | valor=1999
linha=500 | nome=Karen | acao=executou o benchmark | valor=4505
linha=501 | nome=Lucas | acao=escreveu o relatorio | valor=7535
linha=502 | nome=Bruno | acao=executou o benchmark | valor=8292
linha=503 | nome=Lucas | acao=otimizou o algoritmo | valor=9229
linha=504 | nome=Natalia | acao=escreveu o relatorio | valor=9008
linha=505 | nome=Otavio | acao=otimizou o algoritmo | valor=5640
linha=506 | nome=Helena | acao=estudou computacao | valor=9559
linha=507 | nome=Ana | acao=executou o benchmark | valor=4210
linha=508 | nome=Vitor | acao=executou o benchmark | valor=5082
linha=509 | nome=Mariana | acao=analisou os resultados | valor=8929
linha=510 | nome=Daniela | acao=participou da aula | valor=8193
linha=511 | nome=Igor | acao=executou o benchmark | valor=2567
linha=512 | nome=Helena | acao=escreveu o relatorio | valor=6425
linha=513 | nome=Eduarda | acao=comparou as metricas | valor=7034
linha=514 | nome=Paulo | acao=executou o benchmark | valor=3921
linha=515 | nome=Mariana | acao=analisou os resultados | valor=7358
linha=516 | nome=Tiago | acao=executou o benchmark | valor=3999
linha=517 | nome=Joao | acao=participou da aula | valor=9451
linha=518 | nome=Karen | acao=fez um experimento | valor=9980
linha=519 | nome=Vitor | acao=escreveu o relatorio | valor=5645
linha=520 | nome=Paulo | acao=comparou as metricas | valor=7387
linha=521 | nome=Daniela | acao=estudou computacao | valor=8329
linha=522 | nome=Joao | acao=estudou computacao | valor=8402
linha=523 | nome=Ana | acao=fez um experimento | valor=4916
linha=524 | nome=Carlos | acao=analisou os resultados | valor=4633
linha=525 | nome=Vitor | acao=participou da aula | valor=6509
linha=526 | nome=Carlos | acao=executou o benchmark | valor=4396
linha=527 | nome=Otavio | acao=executou o benchmark | valor=4815
linha=528 | nome=Vitor | acao=participou da aula | valor=4335
linha=529 | nome=Ana | acao=participou da aula | valor=7248
linha=530 | nome=Karen | acao=comparou as metricas | valor=2637
linha=531 | nome=Eduarda | acao=fez um experimento | valor=1265
linha=532 | nome=Renata | acao=participou da aula | valor=6740
linha=533 | nome=Bruno | acao=escreveu o relatorio | valor=1136
linha=534 | nome=Lucas | acao=executou o benchmark | valor=2393
linha=535 | nome=Eduarda | acao=participou da aula | valor=5362
linha=536 | nome=Karen | acao=estudou computacao | valor=7067
linha=537 | nome=Tiago | acao=participou da aula | valor=3715
linha=538 | nome=Vitor | acao=escreveu o relatorio | valor=1232
linha=539 | nome=Igor | acao=otimizou o algoritmo | valor=5103
linha=540 | nome=Mariana | acao=fez um experimento | valor=9489
linha=541 | nome=Natalia | acao=comparou as metricas | valor=5637
linha=542 | nome=Otavio | acao=fez um experimento | valor=1087
linha=543 | nome=Eduarda | acao=estudou computacao | valor=1276
linha=544 | nome=Karen | acao=escreveu o relatorio | valor=9492
linha=545 | nome=Tiago | acao=participou da aula | valor=4232
linha=546 | nome=Felipe | acao=analisou os resultados | valor=4517
linha=547 | nome=Sofia | acao=analisou os resultados | valor=2654
linha=548 | nome=Eduarda | acao=fez um experimento | valor=1194
linha=549 | nome=Karen | acao=estudou computacao | valor=7961
linha=550 | nome=Tiago | acao=otimizou o algoritmo | valor=6055
linha=551 | nome=Mariana | acao=comparou as metricas | valor=8228
linha=552 | nome=Joao | acao=executou o benchmark | valor=4371
linha=553 | nome=Daniela | acao=executou o benchmark | valor=8186
linha=554 | nome=Eduarda | acao=executou o benchmark | valor=6488
linha=555 | nome=Gabriela | acao=fez um experimento | valor=4764
linha=556 | nome=Bruno | acao=analisou os resultados | valor=2292
linha=557 | nome=Otavio | acao=otimizou o algoritmo | valor=1882
linha=558 | nome=Helena | acao=executou o benchmark | valor=1993
linha=559 | nome=Otavio | acao=fez um experimento | valor=2338
linha=560 | nome=Lucas | acao=comparou as metricas | valor=9617
linha=561 | nome=Daniela | acao=estudou computacao | valor=2312
linha=562 | nome=Felipe | acao=analisou os resultados | valor=5368
linha=563 | nome=Tiago | acao=comparou as metricas | valor=6196
linha=564 | nome=Helena | acao=participou da aula | valor=5061
linha=565 | nome=Otavio | acao=participou da aula | valor=9744
linha=566 | nome=Vitor | acao=analisou os resultados | valor=1240
linha=567 | nome=Paulo | acao=analisou os resultados | valor=6658
linha=568 | nome=Paulo | acao=estudou computacao | valor=5633
linha=569 | nome=Paulo | acao=escreveu o relatorio | valor=3653
linha=570 | nome=Ana | acao=estudou computacao | valor=4092
linha=571 | nome=Vitor | acao=fez um experimento | valor=5977
linha=572 | nome=Mariana | acao=participou da aula | valor=2822
linha=573 | nome=Karen | acao=estudou computacao | valor=3669
linha=574 | nome=Eduarda | acao=estudou computacao | valor=1897
linha=575 | nome=Igor | acao=comparou as metricas | valor=7383
linha=576 | nome=Natalia | acao=escreveu o relatorio | valor=3281
linha=577 | nome=Natalia | acao=estudou computacao | valor=4812
linha=578 | nome=Otavio | acao=participou da aula | valor=9799
linha=579 | nome=Otavio | acao=escreveu o relatorio | valor=3346
linha=580 | nome=Eduarda | acao=estudou computacao | valor=7218
linha=581 | nome=Vitor | acao=fez um experimento | valor=8615
linha=582 | nome=Eduarda | acao=estudou computacao | valor=6675
linha=583 | nome=Helena | acao=fez um experimento | valor=7137
linha=584 | nome=Gabriela | acao=analisou os resultados | valor=4145
linha=585 | nome=Carlos | acao=otimizou o algoritmo | valor=8049
linha=586 | nome=Helena | acao=analisou os resultados | valor=4228
linha=587 | nome=Igor | acao=otimizou o algoritmo | valor=6805
linha=588 | nome=Otavio | acao=analisou os resultados | valor=5294
linha=589 | nome=Lucas | acao=participou da aula | valor=3843
linha=590 | nome=Lucas | acao=participou da aula | valor=4727
linha=591 | nome=Felipe | acao=estudou computacao | valor=9609
linha=592 | nome=Bruno | acao=otimizou o algoritmo | valor=7250
linha=593 | nome=Otavio | acao=executou o benchmark | valor=6477
linha=594 | nome=Mariana | acao=estudou computacao | valor=9194
linha=595 | nome=Renata | acao=analisou os resultados | valor=7637
linha=596 | nome=Felipe | acao=otimizou o algoritmo | valor=8614
linha=597 | nome=Felipe | acao=escreveu o relatorio | valor=5426
linha=598 | nome=Ana | acao=estudou computacao | valor=2801
linha=599 | nome=Carlos | acao=participou da aula | valor=5698
linha=600 | nome=Mariana | acao=escreveu o relatorio | valor=2776
linha=601 | nome=Sofia | acao=otimizou o algoritmo | valor=4832
linha=602 | nome=Carlos | acao=participou da aula | valor=6640
linha=603 | nome=Mariana | acao=executou o benchmark | valor=1419
linha=604 | nome=Igor | acao=analisou os resultados | valor=7298
linha=605 | nome=Vitor | acao=comparou as metricas | valor=4623
linha=606 | nome=Paulo | acao=escreveu o relatorio | valor=8537
linha=607 | nome=Igor | acao=executou o benchmark | valor=7324
linha=608 | nome=Eduarda | acao=executou o benchmark | valor=1031
linha=609 | nome=Felipe | acao=otimizou o algoritmo | valor=6649
linha=610 | nome=Lucas | acao=comparou as metricas | valor=3404
linha=611 | nome=Ana | acao=otimizou o algoritmo | valor=4142
linha=612 | nome=Karen | acao=estudou computacao | valor=1658
linha=613 | nome=Otavio | acao=comparou as metricas | valor=7297
linha=614 | nome=Sofia | acao=otimizou o algoritmo | valor=3176
linha=615 | nome=Helena | acao=otimizou o algoritmo | valor=3388
linha=616 | nome=Felipe | acao=escreveu o relatorio | valor=3332
linha=617 | nome=Carlos | acao=fez um experimento | valor=1879
linha=618 | nome=Ana | acao=executou o benchmark | valor=5690
linha=619 | nome=Igor | acao=executou o benchmark | valor=4457
linha=620 | nome=Gabriela | acao=escreveu o relatorio | valor=2717
linha=621 | nome=Otavio | acao=executou o benchmark | valor=4048
linha=622 | nome=Felipe | acao=comparou as metricas | valor=8626
linha=623 | nome=Joao | acao=comparou as metricas | valor=3589
linha=624 | nome=Lucas | acao=estudou computacao | valor=4709
linha=625 | nome=Joao | acao=estudou computacao | valor=9361
linha=626 | nome=Tiago | acao=participou da aula | valor=7865
linha=627 | nome=Vitor | acao=analisou os resultados | valor=1396
linha=628 | nome=Sofia | acao=analisou os resultados | valor=8984
linha=629 | nome=Renata | acao=analisou os resultados | valor=5595
linha=630 | nome=Eduarda | acao=participou da aula | valor=8533
linha=631 | nome=Ana | acao=estudou computacao | valor=3324
linha=632 | nome=Joao | acao=analisou os resultados | valor=7024
linha=633 | nome=Igor | acao=analisou os resultados | valor=4363
linha=634 | nome=Gabriela | acao=analisou os resultados | valor=3704
linha=635 | nome=Paulo | acao=executou o benchmark | valor=5424
linha=636 | nome=Eduarda | acao=fez um experimento | valor=7180
linha=637 | nome=Paulo | acao=escreveu o relatorio | valor=2420
linha=638 | nome=Joao | acao=analisou os resultados | valor=6815
linha=639 | nome=Vitor | acao=estudou computacao | valor=3534
linha=640 | nome=Lucas | acao=analisou os resultados | valor=2559
linha=641 | nome=Lucas | acao=executou o benchmark | valor=2315
linha=642 | nome=Renata | acao=fez um experimento | valor=9488
linha=643 | nome=Sofia | acao=fez um experimento | valor=1057
linha=644 | nome=Otavio | acao=participou da aula | valor=3309
linha=645 | nome=Renata | acao=escreveu o relatorio | valor=8759
linha=646 | nome=Natalia | acao=otimizou o algoritmo | valor=3307
linha=647 | nome=Helena | acao=comparou as metricas | valor=6971
linha=648 | nome=Gabriela | acao=otimizou o algoritmo | valor=3311
linha=649 | nome=Eduarda | acao=estudou computacao | valor=4171
linha=650 | nome=Daniela | acao=participou da aula | valor=4826
linha=651 | nome=Renata | acao=executou o benchmark | valor=6858
linha=652 | nome=Tiago | acao=otimizou o algoritmo | valor=3743
linha=653 | nome=Bruno | acao=analisou os resultados | valor=1360
linha=654 | nome=Karen | acao=executou o benchmark | valor=7396
linha=655 | nome=Bruno | acao=comparou as metricas | valor=2134
linha=656 | nome=Vitor | acao=otimizou o algoritmo | valor=3261
linha=657 | nome=Lucas | acao=fez um experimento | valor=7372
linha=658 | nome=Ana | acao=participou da aula | valor=8883
linha=659 | nome=Daniela | acao=estudou computacao | valor=8092
linha=660 | nome=Helena | acao=comparou as metricas | valor=5304
linha=661 | nome=Natalia | acao=analisou os resultados | valor=4016
linha=662 | nome=Gabriela | acao=estudou computacao | valor=8398
linha=663 | nome=Karen | acao=participou da aula | valor=9770
linha=664 | nome=Mariana | acao=participou da aula | valor=7193
linha=665 | nome=Paulo | acao=escreveu o relatorio | valor=7099
linha=666 | nome=Mariana | acao=estudou computacao | valor=5810
linha=667 | nome=Joao | acao=fez um experimento | valor=5768
linha=668 | nome=Otavio | acao=estudou computacao | valor=1418
linha=669 | nome=Carlos | acao=executou o benchmark | valor=8937
linha=670 | nome=Vitor | acao=participou da aula | valor=5610
linha=671 | nome=Felipe | acao=fez um experimento | valor=7214
linha=672 | nome=Eduarda | acao=analisou os resultados | valor=4029
linha=673 | nome=Paulo | acao=participou da aula | valor=3814
linha=674 | nome=Natalia | acao=escreveu o relatorio | valor=7046
linha=675 | nome=Igor | acao=otimizou o algoritmo | valor=1599
linha=676 | nome=Natalia | acao=otimizou o algoritmo | valor=4536
linha=677 | nome=Mariana | acao=participou da aula | valor=1250
linha=678 | nome=Bruno | acao=executou o benchmark | valor=6132
linha=679 | nome=Tiago | acao=escreveu o relatorio | valor=9839
linha=680 | nome=Daniela | acao=escreveu o relatorio | valor=8413
linha=681 | nome=Lucas | acao=fez um experimento | valor=5981
linha=682 | nome=Felipe | acao=otimizou o algoritmo | valor=5533
linha=683 | nome=Vitor | acao=executou o benchmark | valor=2510
linha=684 | nome=Natalia | acao=estudou computacao | valor=6438
linha=685 | nome=Igor | acao=otimizou o algoritmo | valor=1118
linha=686 | nome=Natalia | acao=fez um experimento | valor=6548
linha=687 | nome=Bruno | acao=participou da aula | valor=3877
linha=688 | nome=Helena | acao=estudou computacao | valor=3701
linha=689 | nome=Felipe | acao=comparou as metricas | valor=9003
linha=690 | nome=Sofia | acao=participou da aula | valor=1221
linha=691 | nome=Ana | acao=executou o benchmark | valor=2432
linha=692 | nome=Felipe | acao=escreveu o relatorio | valor=1179
linha=693 | nome=Mariana | acao=analisou os resultados | valor=9778
linha=694 | nome=Karen | acao=analisou os resultados | valor=9861
linha=695 | nome=Mariana | acao=analisou os resultados | valor=9363
linha=696 | nome=Mariana | acao=otimizou o algoritmo | valor=6343
linha=697 | nome=Helena | acao=otimizou o algoritmo | valor=9569
linha=698 | nome=Natalia | acao=comparou as metricas | valor=8180
linha=699 | nome=Gabriela | acao=fez um experimento | valor=1307
linha=700 | nome=Vitor | acao=analisou os resultados | valor=1107
linha=701 | nome=Daniela | acao=comparou as metricas | valor=3137
linha=702 | nome=Eduarda | acao=estudou computacao | valor=4694
linha=703 | nome=Daniela | acao=estudou computacao | valor=8393
linha=704 | nome=Karen | acao=estudou computacao | valor=9417
