linha=1 | nome=Felipe | acao=fez um experimento | valor=1278
linha=452 | nome=Mariana | acao=comparou as metricas | valor=2284
linha=453 | nome=Sofia | acao=participou da aula | valor=4629
linha=454 | nome=Gabriela | acao=comparou as metricas | valor=7364
linha=455 | nome=Renata | acao=otimizou o algoritmo | valor=6974
linha=456 | nome=Ana | acao=escreveu o relatorio | valor=5310
linha=457 | nome=Paulo | acao=otimizou o algoritmo | valor=7666
linha=458 | nome=Sofia | acao=escreveu o relatorio | valor=9833
linha=459 | nome=Helena | acao=participou da aula | valor=8216
linha=460 | nome=Helena | acao=comparou as metricas | valor=8599
linha=461 | nome=Igor | acao=estudou computacao | valor=6960
linha=462 | nome=Daniela | acao=executou o benchmark | valor=3994
linha=463 | nome=Mariana | acao=comparou as metricas | valor=3903
linha=464 | nome=Carlos | acao=estudou computacao | valor=1782
linha=465 | nome=Otavio | acao=comparou as metricas | valor=2610
linha=466 | nome=Carlos | acao=analisou os resultados | valor=6159
linha=467 | nome=Mariana | acao=fez um experimento | valor=9468
linha=468 | nome=Daniela | acao=otimizou o algoritmo | valor=2799
linha=469 | nome=Mariana | acao=executou o benchmark | valor=7386
linha=470 | nome=Helena | acao=fez um experimento | valor=6780
linha=471 | nome=Tiago | acao=analisou os resultados | valor=7298
linha=472 | nome=Otavio | acao=analisou os resultados | valor=1102
linha=473 | nome=Helena | acao=estudou computacao | valor=5203
linha=474 | nome=Karen | acao=executou o benchmark | valor=2029
linha=475 | nome=Ana | acao=comparou as metricas | valor=2475
linha=476 | nome=Sofia | acao=analisou os resultados | valor=8853
linha=477 | nome=Mariana | acao=estudou computacao | valor=3478
linha=478 | nome=Otavio | acao=analisou os resultados | valor=1927
linha=479 | nome=Eduarda | acao=escreveu o relatorio | valor=8112
linha=480 | nome=Felipe | acao=analisou os resultados | valor=5337
linha=481 | nome=Daniela | acao=executou o benchmark | valor=2882
linha=482 | nome=Helena | acao=executou o benchmark | valor=1893
linha=483 | nome=Natalia | acao=estudou computacao | valor=3429
linha=484 | nome=Paulo | acao=fez um experimento | valor=6218
linha=485 | nome=Mariana | acao=comparou as metricas | valor=3354
linha=486 | nome=Daniela | acao=participou da aula | valor=6617
linha=487 | nome=Natalia | acao=escreveu o relatorio | valor=7246
linha=488 | nome=Otavio | acao=executou o benchmark | valor=2664
linha=489 | nome=Renata | acao=executou o benchmark | valor=2513
linha=490 | nome=Eduarda | acao=analisou os resultados | valor=9197
linha=491 | nome=Otavio | acao=escreveu o relatorio | valor=7365
linha=492 | nome=Helena | acao=comparou as metricas | valor=7616
linha=493 | nome=Karen | acao=escreveu o relatorio | valor=9012
linha=494 | nome=Mariana | acao=comparou as metricas | valor=4656
linha=495 | nome=Karen | acao=comparou as metricas | valor=3554
linha=496 | nome=Ana | acao=participou da aula | valor=5649
linha=497 | nome=Renata | acao=participou da aula | valor=4740
linha=498 | nome=Karen | acao=otimizou o algoritmo | valor=6917
linha=499 | nome=Gabriela | acao=executou o benchmark | valor=3663
linha=500 | nome=Tiago | acao=executou o benchmark | valor=8719
linha=501 | nome=Helena | acao=otimizou o algoritmo | valor=1982
linha=502 | nome=Joao | acao=escreveu o relatorio | valor=3725
linha=503 | nome=Paulo | acao=participou da aula | valor=4391
linha=504 | nome=Ana | acao=escreveu o relatorio | valor=3010
linha=505 | nome=Daniela | acao=executou o benchmark | valor=9264
linha=506 | nome=Felipe | acao=escreveu o relatorio | valor=2045
linha=507 | nome=Renata | acao=escreveu o relatorio | valor=4330
linha=508 | nome=Mariana | acao=fez um experimento | valor=7215
linha=509 | nome=Eduarda | acao=otimizou o algoritmo | valor=9202
linha=510 | nome=Carlos | acao=estudou computacao | valor=9227
linha=511 | nome=Ana | acao=participou da aula | valor=2952
linha=512 | nome=Paulo | acao=escreveu o relatorio | valor=8700
linha=513 | nome=Paulo | acao=comparou as metricas | valor=6079
linha=514 | nome=Bruno | acao=executou o benchmark | valor=5474
linha=515 | nome=Daniela | acao=estudou computacao | valor=9391
linha=516 | nome=Carlos | acao=executou o benchmark | valor=5738
linha=517 | nome=Renata | acao=otimizou o algoritmo | valor=3183
linha=518 | nome=Karen | acao=estudou computacao | valor=7318
linha=519 | nome=Natalia | acao=escreveu o relatorio | valor=8418
linha=520 | nome=Felipe | acao=estudou computacao | valor=3892
linha=521 | nome=Gabriela | acao=executou o benchmark | valor=4522
linha=522 | nome=Helena | acao=comparou as metricas | valor=9418
linha=523 | nome=Helena | acao=executou o benchmark | valor=6920
linha=524 | nome=Eduarda | acao=escreveu o relatorio | valor=9685
linha=525 | nome=Eduarda | acao=fez um experimento | valor=8002
linha=526 | nome=Helena | acao=otimizou o algoritmo | valor=7501
linha=527 | nome=Tiago | acao=analisou os resultados | valor=3909
linha=528 | nome=Sofia | acao=fez um experimento | valor=6990
linha=529 | nome=Carlos | acao=escreveu o relatorio | valor=8396
linha=530 | nome=Carlos | acao=analisou os resultados | valor=9916
linha=531 | nome=Bruno | acao=executou o benchmark | valor=3049
linha=532 | nome=Igor | acao=estudou computacao | valor=7077
linha=533 | nome=Joao | acao=fez um experimento | valor=9540
linha=534 | nome=Tiago | acao=fez um experimento | valor=2690
linha=535 | nome=Lucas | acao=analisou os resultados | valor=1019
linha=536 | nome=Lucas | acao=estudou computacao | valor=6737
linha=537 | nome=Mariana | acao=escreveu o relatorio | valor=2125
linha=538 | nome=Bruno | acao=estudou computacao | valor=7427
linha=539 | nome=Daniela | acao=fez um experimento | valor=5369
linha=540 | nome=Otavio | acao=otimizou o algoritmo | valor=8939
linha=541 | nome=Sofia | acao=escreveu o relatorio | valor=3186
linha=542 | nome=Bruno | acao=otimizou o algoritmo | valor=2966
linha=543 | nome=Bruno | acao=comparou as metricas | valor=5479
linha=544 | nome=Lucas | acao=participou da aula | valor=2160
linha=545 | nome=Mariana | acao=executou o benchmark | valor=9044
linha=546 | nome=Mariana | acao=estudou computacao | valor=5866
linha=547 | nome=Gabriela | acao=otimizou o algoritmo | valor=3102
linha=548 | nome=Otavio | acao=otimizou o algoritmo | valor=3060
linha=549 | nome=Renata | acao=analisou os resultados | valor=7576
linha=550 | nome=Mariana | acao=executou o benchmark | valor=9998
linha=551 | nome=Vitor | acao=estudou computacao | valor=9638
linha=552 | nome=Otavio | acao=estudou computacao | valor=6710
linha=553 | nome=Sofia | acao=estudou computacao | valor=1743
linha=554 | nome=Paulo | acao=executou o benchmark | valor=6651
linha=555 | nome=Karen | acao=escreveu o relatorio | valor=5551
linha=556 | nome=Renata | acao=otimizou o algoritmo | valor=8089
linha=557 | nome=Helena | acao=fez um experimento | valor=7526
linha=558 | nome=Natalia | acao=comparou as metricas | valor=8299
linha=559 | nome=Karen | acao=comparou as metricas | valor=8398
linha=560 | nome=Vitor | acao=analisou os resultados | valor=4178
linha=561 | nome=Tiago | acao=estudou computacao | valor=2444
linha=562 | nome=Renata | acao=comparou as metricas | valor=3540
linha=563 | nome=Carlos | acao=participou da aula | valor=5857
linha=564 | nome=Natalia | acao=estudou computacao | valor=3284
linha=565 | nome=Renata | acao=executou o benchmark | valor=2580
linha=566 | nome=Karen | acao=executou o benchmark | valor=3790
linha=567 | nome=Mariana | acao=estudou computacao | valor=5219
linha=568 | nome=Ana | acao=executou o benchmark | valor=8622
linha=569 | nome=Carlos | acao=analisou os resultados | valor=8093
linha=570 | nome=Gabriela | acao=analisou os resultados | valor=1029
linha=571 | nome=Igor | acao=participou da aula | valor=8457
linha=572 | nome=Paulo | acao=analisou os resultados | valor=6187
linha=573 | nome=Igor | acao=fez um experimento | valor=8935
linha=574 | nome=Tiago | acao=executou o benchmark | valor=9335
linha=575 | nome=Vitor | acao=escreveu o relatorio | valor=9882
linha=576 | nome=Natalia | acao=analisou os resultados | valor=2437
linha=577 | nome=Felipe | acao=executou o benchmark | valor=7582
linha=578 | nome=Tiago | acao=comparou as metricas | valor=2679
linha=579 | nome=Joao | acao=escreveu o relatorio | valor=6485
linha=580 | nome=Eduarda | acao=otimizou o algoritmo | valor=2886
linha=581 | nome=Ana | acao=participou da aula | valor=1642
linha=582 | nome=Carlos | acao=escreveu o relatorio | valor=3740
linha=583 | nome=Vitor | acao=escreveu o relatorio | valor=7077
linha=584 | nome=Carlos | acao=otimizou o algoritmo | valor=7065
linha=585 | nome=Vitor | acao=fez um experimento | valor=9032
linha=586 | nome=Felipe | acao=otimizou o algoritmo | valor=3157
linha=587 | nome=Vitor | acao=analisou os resultados | valor=4337
linha=588 | nome=Bruno | acao=escreveu o relatorio | valor=3159
linha=589 | nome=Felipe | acao=fez um experimento | valor=1793
linha=590 | nome=Eduarda | acao=participou da aula | valor=2773
linha=591 | nome=Mariana | acao=estudou computacao | valor=7541
linha=592 | nome=Karen | acao=analisou os resultados | valor=8993
linha=593 | nome=Otavio | acao=comparou as metricas | valor=6124
linha=594 | nome=Daniela | acao=escreveu o relatorio | valor=1799
linha=595 | nome=Renata | acao=executou o benchmark | valor=5365
linha=596 | nome=Daniela | acao=escreveu o relatorio | valor=1137
linha=597 | nome=Otavio | acao=estudou computacao | valor=8330
linha=598 | nome=Natalia | acao=otimizou o algoritmo | valor=6642
linha=599 | nome=Lucas | acao=escreveu o relatorio | valor=5741
linha=600 | nome=Bruno | acao=estudou computacao | valor=4714
linha=601 | nome=Mariana | acao=escreveu o relatorio | valor=1156
linha=602 | nome=Natalia | acao=fez um experimento | valor=1705
linha=603 | nome=Joao | acao=fez um experimento | valor=1056
linha=604 | nome=Renata | acao=estudou computacao | valor=2694
linha=605 | nome=Tiago | acao=comparou as metricas | valor=4664
linha=606 | nome=Carlos | acao=participou da aula | valor=1739
linha=607 | nome=Renata | acao=escreveu o relatorio | valor=4584
linha=608 | nome=Eduarda | acao=analisou os resultados | valor=4947
linha=609 | nome=Gabriela | acao=participou da aula | valor=9756
linha=610 | nome=Ana | acao=fez um experimento | valor=1213
linha=611 | nome=Carlos | acao=participou da aula | valor=5173
linha=612 | nome=Otavio | acao=fez um experimento | valor=8116
linha=613 | nome=Vitor | acao=estudou computacao | valor=2087
linha=614 | nome=Sofia | acao=estudou computacao | valor=6903
linha=615 | nome=Sofia | acao=executou o benchmark | valor=2897
linha=616 | nome=Gabriela | acao=comparou as metricas | valor=4701
linha=617 | nome=Ana | acao=comparou as metricas | valor=6517
linha=618 | nome=Paulo | acao=otimizou o algoritmo | valor=5527
linha=619 | nome=Vitor | acao=analisou os resultados | valor=3848
linha=620 | nome=Lucas | acao=comparou as metricas | valor=1542
linha=621 | nome=Renata | acao=escreveu o relatorio | valor=2536
linha=622 | nome=Eduarda | acao=comparou as metricas | valor=4288
linha=623 | nome=Renata | acao=otimizou o algoritmo | valor=5780
linha=624 | nome=Sofia | acao=estudou computacao | valor=9992
linha=625 | nome=Joao | acao=escreveu o relatorio | valor=1172
linha=626 | nome=Lucas | acao=otimizou o algoritmo | valor=8937
linha=627 | nome=Joao | acao=fez um experimento | valor=9975
linha=628 | nome=Mariana | acao=escreveu o relatorio | valor=8155
linha=629 | nome=Carlos | acao=estudou computacao | valor=1153
linha=630 | nome=Eduarda | acao=fez um experimento | valor=5191
linha=631 | nome=Karen | acao=fez um experimento | valor=7308
linha=632 | nome=Eduarda | acao=executou o benchmark | valor=8471
linha=633 | nome=Lucas | acao=estudou computacao | valor=6170
linha=634 | nome=Sofia | acao=otimizou o algoritmo | valor=2063
linha=635 | nome=Natalia | acao=participou da aula | valor=9856
linha=636 | nome=Gabriela | acao=analisou os resultados | valor=2356
linha=637 | nome=Mariana | acao=executou o benchmark | valor=7311
linha=638 | nome=Felipe | acao=comparou as metricas | valor=7261
linha=639 | nome=Otavio | acao=analisou os resultados | valor=8691
linha=640 | nome=Joao | acao=otimizou o algoritmo | valor=9961
linha=641 | nome=Carlos | acao=otimizou o algoritmo | valor=1536
linha=642 | nome=Eduarda | acao=executou o benchmark | valor=5678
linha=643 | nome=Felipe | acao=executou o benchmark | valor=9095
linha=644 | nome=Natalia | acao=comparou as metricas | valor=3397
linha=645 | nome=Paulo | acao=analisou os resultados | valor=3070
linha=646 | nome=Sofia | acao=executou o benchmark | valor=2131
linha=647 | nome=Karen | acao=fez um experimento | valor=2144
linha=648 | nome=Helena | acao=fez um experimento | valor=6511
linha=649 | nome=Renata | acao=comparou as metricas | valor=4583
linha=650 | nome=Lucas | acao=fez um experimento | valor=5200
linha=651 | nome=Lucas | acao=comparou as metricas | valor=7330
linha=652 | nome=Paulo | acao=participou da aula | valor=9314
linha=653 | nome=Carlos | acao=participou da aula | valor=7230
linha=654 | nome=Helena | acao=estudou computacao | valor=2069
linha=655 | nome=Daniela | acao=fez um experimento | valor=8347
linha=656 | nome=Lucas | acao=executou o benchmark | valor=9224
linha=657 | nome=Vitor | acao=escreveu o relatorio | valor=8235
linha=658 | nome=Paulo | acao=otimizou o algoritmo | valor=3771
linha=659 | nome=Daniela | acao=participou da aula | valor=5185
linha=660 | nome=Mariana | acao=escreveu o relatorio | valor=8383
linha=661 | nome=Tiago | acao=comparou as metricas | valor=3646
linha=662 | nome=Joao | acao=executou o benchmark | valor=2528
linha=663 | nome=Eduarda | acao=analisou os resultados | valor=7828
linha=664 | nome=Paulo | acao=analisou os resultados | valor=1917
linha=665 | nome=Natalia | acao=participou da aula | valor=2937
linha=666 | nome=Eduarda | acao=comparou as metricas | valor=9194
linha=667 | nome=Gabriela | acao=estudou computacao | valor=2075
linha=668 | nome=Mariana | acao=otimizou o algoritmo | valor=4109
linha=669 | nome=Sofia | acao=estudou computacao | valor=4579
linha=670 | nome=Otavio | acao=fez um experimento | valor=8807
linha=671 | nome=Otavio | acao=otimizou o algoritmo | valor=8019
linha=672 | nome=Natalia | acao=comparou as metricas | valor=8242
linha=673 | nome=Renata | acao=otimizou o algoritmo | valor=7183
linha=674 | nome=Daniela | acao=fez um experimento | valor=9130
linha=675 | nome=Daniela | acao=participou da aula | valor=5630
linha=676 | nome=Carlos | acao=otimizou o algoritmo | valor=8790
linha=677 | nome=Igor | acao=otimizou o algoritmo | valor=4330
linha=678 | nome=Sofia | acao=otimizou o algoritmo | valor=5636
linha=679 | nome=Ana | acao=fez um experimento | valor=2744
linha=680 | nome=Mariana | acao=otimizou o algoritmo | valor=9806
linha=681 | nome=Paulo | acao=escreveu o relatorio | valor=7784
linha=682 | nome=Ana | acao=fez um experimento | valor=3755
linha=683 | nome=Daniela | acao=comparou as metricas | valor=9209
linha=684 | nome=Ana | acao=comparou as metricas | valor=9339
linha=685 | nome=Sofia | acao=analisou os resultados | valor=9094
linha=686 | nome=Karen | acao=analisou os resultados | valor=2935
linha=687 | nome=Karen | acao=executou o benchmark | valor=7398
linha=688 | nome=Felipe | acao=fez um experimento | valor=9550
linha=689 | nome=Mariana | acao=otimizou o algoritmo | valor=3173
linha=690 | nome=Gabriela | acao=otimizou o algoritmo | valor=6089
linha=691 | nome=Bruno | acao=estudou computacao | valor=2097
linha=692 | nome=Carlos | acao=fez um experimento | valor=9056
linha=693 | nome=Karen | acao=executou o benchmark | valor=8426
linha=694 | nome=Igor | acao=comparou as metricas | valor=4771
linha=695 | nome=Felipe | acao=fez um experimento | valor=9701
linha=696 | nome=Daniela | acao=fez um experimento | valor=7965
linha=697 | nome=Natalia | acao=escreveu o relatorio | valor=5327
linha=698 | nome=Felipe | acao=participou da aula | valor=4681
linha=699 | nome=Natalia | acao=executou o benchmark | valor=6615
linha=700 | nome=Joao | acao=otimizou o algoritmo | valor=3442
linha=701 | nome=Renata | acao=otimizou o algoritmo | valor=3940
linha=702 | nome=Ana | acao=comparou as metricas | valor=9313
linha=703 | nome=Mariana | acao=analisou os resultados | valor=7952
