linha=1 | nome=Ana | acao=estudou computacao | valor=3240
linha=451 | nome=Mariana | acao=escreveu o relatorio | valor=4555
linha=452 | nome=Bruno | acao=estudou computacao | valor=3513
linha=453 | nome=Carlos | acao=otimizou o algoritmo | valor=3182
linha=454 | nome=Karen | acao=fez um experimento | valor=5743
linha=455 | nome=Lucas | acao=executou o benchmark | valor=9806
linha=456 | nome=Natalia | acao=estudou computacao | valor=2490
linha=457 | nome=Ana | acao=fez um experimento | valor=5916
linha=458 | nome=Vitor | acao=participou da aula | valor=8776
linha=459 | nome=Joao | acao=estudou computacao | valor=3128
linha=460 | nome=Paulo | acao=participou da aula | valor=1449
linha=461 | nome=Daniela | acao=comparou as metricas | valor=5501
linha=462 | nome=Paulo | acao=estudou computacao | valor=8886
linha=463 | nome=Helena | acao=estudou computacao | valor=4474
linha=464 | nome=Helena | acao=fez um experimento | valor=5032
linha=465 | nome=Paulo | acao=executou o benchmark | valor=4932
linha=466 | nome=Sofia | acao=otimizou o algoritmo | valor=3437
linha=467 | nome=Mariana | acao=fez um experimento | valor=7283
linha=468 | nome=Otavio | acao=comparou as metricas | valor=3266
linha=469 | nome=Felipe | acao=analisou os resultados | valor=1609
linha=470 | nome=Natalia | acao=executou o benchmark | valor=1028
linha=471 | nome=Helena | acao=comparou as metricas | valor=3902
linha=472 | nome=Karen | acao=fez um experimento | valor=9102
linha=473 | nome=Bruno | acao=fez um experimento | valor=9745
linha=474 | nome=Joao | acao=analisou os resultados | valor=3840
linha=475 | nome=Otavio | acao=comparou as metricas | valor=8951
linha=476 | nome=Sofia | acao=executou o benchmark | valor=7670
linha=477 | nome=Carlos | acao=analisou os resultados | valor=9297
linha=478 | nome=Renata | acao=escreveu o relatorio | valor=9307
linha=479 | nome=Gabriela | acao=participou da aula | valor=8656
linha=480 | nome=Lucas | acao=executou o benchmark | valor=3080
linha=481 | nome=Joao | acao=escreveu o relatorio | valor=2738
linha=482 | nome=Eduarda | acao=escreveu o relatorio | valor=8848
linha=483 | nome=Vitor | acao=executou o benchmark | valor=3551
linha=484 | nome=Carlos | acao=escreveu o relatorio | valor=4226
linha=485 | nome=Ana | acao=otimizou o algoritmo | valor=4339
linha=486 | nome=Gabriela | acao=otimizou o algoritmo | valor=9502
linha=487 | nome=Sofia | acao=participou da aula | valor=2796
linha=488 | nome=Tiago | acao=analisou os resultados | valor=5556
linha=489 | nome=Karen | acao=comparou as metricas | valor=9285
linha=490 | nome=Mariana | acao=escreveu o relatorio | valor=2545
linha=491 | nome=Felipe | acao=estudou computacao | valor=1915
linha=492 | nome=Joao | acao=otimizou o algoritmo | valor=1371
linha=493 | nome=Gabriela | acao=escreveu o relatorio | valor=5975
linha=494 | nome=Paulo | acao=executou o benchmark | valor=5616
linha=495 | nome=Bruno | acao=analisou os resultados | valor=5281
linha=496 | nome=Igor | acao=participou da aula | valor=7379
linha=497 | nome=Sofia | acao=estudou computacao | valor=4592
linha=498 | nome=Gabriela | acao=fez um experimento | valor=2387
linha=499 | nome=Karen | acao=fez um experimento | valor=5812
linha=500 | nome=Joao | acao=estudou computacao | valor=8712
linha=501 | nome=Daniela | acao=fez um experimento | valor=7467
linha=502 | nome=Otavio | acao=comparou as metricas | valor=1283
linha=503 | nome=Bruno | acao=otimizou o algoritmo | valor=1429
linha=504 | nome=Renata | acao=escreveu o relatorio | valor=9913
linha=505 | nome=Felipe | acao=comparou as metricas | valor=2134
linha=506 | nome=Carlos | acao=otimizou o algoritmo | valor=7149
linha=507 | nome=Lucas | acao=fez um experimento | valor=4175
linha=508 | nome=Felipe | acao=executou o benchmark | valor=3904
linha=509 | nome=Tiago | acao=executou o benchmark | valor=4812
linha=510 | nome=Helena | acao=analisou os resultados | valor=9172
linha=511 | nome=Felipe | acao=escreveu o relatorio | valor=2586
linha=512 | nome=Gabriela | acao=comparou as metricas | valor=9890
linha=513 | nome=Otavio | acao=fez um experimento | valor=4529
linha=514 | nome=Bruno | acao=analisou os resultados | valor=1442
linha=515 | nome=Daniela | acao=escreveu o relatorio | valor=9265
linha=516 | nome=Daniela | acao=participou da aula | valor=9423
linha=517 | nome=Eduarda | acao=otimizou o algoritmo | valor=9484
linha=518 | nome=Natalia | acao=executou o benchmark | valor=1771
linha=519 | nome=Carlos | acao=fez um experimento | valor=5144
linha=520 | nome=Daniela | acao=estudou computacao | valor=6719
linha=521 | nome=Eduarda | acao=otimizou o algoritmo | valor=8503
linha=522 | nome=Renata | acao=executou o benchmark | valor=8293
linha=523 | nome=Felipe | acao=escreveu o relatorio | valor=1874
linha=524 | nome=Lucas | acao=fez um experimento | valor=4585
linha=525 | nome=Carlos | acao=participou da aula | valor=1642
linha=526 | nome=Mariana | acao=analisou os resultados | valor=9375
linha=527 | nome=Tiago | acao=participou da aula | valor=3135
linha=528 | nome=Helena | acao=comparou as metricas | valor=5497
linha=529 | nome=Lucas | acao=escreveu o relatorio | valor=4687
linha=530 | nome=Gabriela | acao=participou da aula | valor=8197
linha=531 | nome=Vitor | acao=otimizou o algoritmo | valor=1556
linha=532 | nome=Eduarda | acao=estudou computacao | valor=8413
linha=533 | nome=Bruno | acao=analisou os resultados | valor=5656
linha=534 | nome=Ana | acao=participou da aula | valor=4461
linha=535 | nome=Vitor | acao=participou da aula | valor=5363
linha=536 | nome=Otavio | acao=executou o benchmark | valor=9444
linha=537 | nome=Carlos | acao=comparou as metricas | valor=5395
linha=538 | nome=Natalia | acao=participou da aula | valor=8418
linha=539 | nome=Carlos | acao=estudou computacao | valor=2563
linha=540 | nome=Felipe | acao=escreveu o relatorio | valor=1796
linha=541 | nome=Felipe | acao=fez um experimento | valor=2542
linha=542 | nome=Lucas | acao=estudou computacao | valor=3754
linha=543 | nome=Igor | acao=comparou as metricas | valor=6889
linha=544 | nome=Vitor | acao=estudou computacao | valor=8453
linha=545 | nome=Carlos | acao=executou o benchmark | valor=7909
linha=546 | nome=Sofia | acao=escreveu o relatorio | valor=3709
linha=547 | nome=Otavio | acao=estudou computacao | valor=8028
linha=548 | nome=Felipe | acao=fez um experimento | valor=8047
linha=549 | nome=Felipe | acao=participou da aula | valor=2105
linha=550 | nome=Daniela | acao=otimizou o algoritmo | valor=8284
linha=551 | nome=Bruno | acao=estudou computacao | valor=2246
linha=552 | nome=Lucas | acao=escreveu o relatorio | valor=4340
linha=553 | nome=Bruno | acao=estudou computacao | valor=7428
linha=554 | nome=Vitor | acao=comparou as metricas | valor=9315
linha=555 | nome=Sofia | acao=estudou computacao | valor=6951
linha=556 | nome=Vitor | acao=escreveu o relatorio | valor=2571
linha=557 | nome=Daniela | acao=otimizou o algoritmo | valor=3128
linha=558 | nome=Felipe | acao=comparou as metricas | valor=1917
linha=559 | nome=Sofia | acao=escreveu o relatorio | valor=1140
linha=560 | nome=Mariana | acao=analisou os resultados | valor=6924
linha=561 | nome=Natalia | acao=estudou computacao | valor=1440
linha=562 | nome=Helena | acao=escreveu o relatorio | valor=2201
linha=563 | nome=Karen | acao=fez um experimento | valor=7857
linha=564 | nome=Lucas | acao=fez um experimento | valor=1845
linha=565 | nome=Helena | acao=comparou as metricas | valor=6466
linha=566 | nome=Joao | acao=comparou as metricas | valor=8334
linha=567 | nome=Karen | acao=comparou as metricas | valor=2107
linha=568 | nome=Karen | acao=analisou os resultados | valor=9445
linha=569 | nome=Gabriela | acao=estudou computacao | valor=2625
linha=570 | nome=Igor | acao=fez um experimento | valor=4579
linha=571 | nome=Sofia | acao=participou da aula | valor=2822
linha=572 | nome=Joao | acao=estudou computacao | valor=4394
linha=573 | nome=Otavio | acao=executou o benchmark | valor=6996
linha=574 | nome=Sofia | acao=executou o benchmark | valor=6109
linha=575 | nome=Gabriela | acao=estudou computacao | valor=2127
linha=576 | nome=Joao | acao=otimizou o algoritmo | valor=2558
linha=577 | nome=Vitor | acao=estudou computacao | valor=8300
linha=578 | nome=Ana | acao=participou da aula | valor=9401
linha=579 | nome=Lucas | acao=participou da aula | valor=8842
linha=580 | nome=Felipe | acao=estudou computacao | valor=3438
linha=581 | nome=Paulo | acao=otimizou o algoritmo | valor=2180
linha=582 | nome=Joao | acao=analisou os resultados | valor=3322
linha=583 | nome=Lucas | acao=participou da aula | valor=1986
linha=584 | nome=Sofia | acao=escreveu o relatorio | valor=5755
linha=585 | nome=Gabriela | acao=fez um experimento | valor=5874
linha=586 | nome=Renata | acao=fez um experimento | valor=2190
linha=587 | nome=Ana | acao=comparou as metricas | valor=8036
linha=588 | nome=Igor | acao=executou o benchmark | valor=7079
linha=589 | nome=Joao | acao=executou o benchmark | valor=6527
linha=590 | nome=Gabriela | acao=estudou computacao | valor=4775
linha=591 | nome=Lucas | acao=executou o benchmark | valor=4535
linha=592 | nome=Carlos | acao=participou da aula | valor=9355
linha=593 | nome=Renata | acao=fez um experimento | valor=9126
linha=594 | nome=Lucas | acao=estudou computacao | valor=2710
linha=595 | nome=Carlos | acao=estudou computacao | valor=3730
linha=596 | nome=Igor | acao=fez um experimento | valor=7316
linha=597 | nome=Bruno | acao=analisou os resultados | valor=3220
linha=598 | nome=Felipe | acao=escreveu o relatorio | valor=7402
linha=599 | nome=Felipe | acao=fez um experimento | valor=8025
linha=600 | nome=Renata | acao=participou da aula | valor=1309
linha=601 | nome=Gabriela | acao=otimizou o algoritmo | valor=3556
linha=602 | nome=Renata | acao=otimizou o algoritmo | valor=5231
linha=603 | nome=Eduarda | acao=participou da aula | valor=3581
linha=604 | nome=Carlos | acao=executou o benchmark | valor=1886
linha=605 | nome=Gabriela | acao=escreveu o relatorio | valor=1326
linha=606 | nome=Karen | acao=estudou computacao | valor=1442
linha=607 | nome=Felipe | acao=comparou as metricas | valor=4815
linha=608 | nome=Igor | acao=executou o benchmark | valor=2738
linha=609 | nome=Renata | acao=escreveu o relatorio | valor=9163
linha=610 | nome=Lucas | acao=fez um experimento | valor=2258
linha=611 | nome=Tiago | acao=analisou os resultados | valor=6553
linha=612 | nome=Helena | acao=participou da aula | valor=4159
linha=613 | nome=Bruno | acao=comparou as metricas | valor=3167
linha=614 | nome=Natalia | acao=analisou os resultados | valor=4769
linha=615 | nome=Carlos | acao=participou da aula | valor=2329
linha=616 | nome=Gabriela | acao=participou da aula | valor=3976
linha=617 | nome=Joao | acao=fez um experimento | valor=3603
linha=618 | nome=Joao | acao=analisou os resultados | valor=5176
linha=619 | nome=Gabriela | acao=fez um experimento | valor=2626
linha=620 | nome=Eduarda | acao=participou da aula | valor=7301
linha=621 | nome=Joao | acao=executou o benchmark | valor=4693
linha=622 | nome=Eduarda | acao=comparou as metricas | valor=7289
linha=623 | nome=Gabriela | acao=analisou os resultados | valor=6744
linha=624 | nome=Lucas | acao=fez um experimento | valor=8466
linha=625 | nome=Sofia | acao=escreveu o relatorio | valor=7807
linha=626 | nome=Sofia | acao=participou da aula | valor=6431
linha=627 | nome=Felipe | acao=comparou as metricas | valor=3128
linha=628 | nome=Daniela | acao=comparou as metricas | valor=8542
linha=629 | nome=Igor | acao=fez um experimento | valor=9721
linha=630 | nome=Natalia | acao=escreveu o relatorio | valor=5825
linha=631 | nome=Lucas | acao=fez um experimento | valor=4977
linha=632 | nome=Sofia | acao=participou da aula | valor=6514
linha=633 | nome=Sofia | acao=executou o benchmark | valor=6203
linha=634 | nome=Lucas | acao=executou o benchmark | valor=8460
linha=635 | nome=Tiago | acao=participou da aula | valor=7179
linha=636 | nome=Joao | acao=comparou as metricas | valor=7674
linha=637 | nome=Bruno | acao=fez um experimento | valor=4538
linha=638 | nome=Vitor | acao=comparou as metricas | valor=6895
linha=639 | nome=Felipe | acao=otimizou o algoritmo | valor=8747
linha=640 | nome=Igor | acao=estudou computacao | valor=2065
linha=641 | nome=Otavio | acao=analisou os resultados | valor=5006
linha=642 | nome=Natalia | acao=otimizou o algoritmo | valor=1984
linha=643 | nome=Bruno | acao=fez um experimento | valor=5839
linha=644 | nome=Vitor | acao=fez um experimento | valor=4869
linha=645 | nome=Helena | acao=comparou as metricas | valor=3646
linha=646 | nome=Mariana | acao=analisou os resultados | valor=8605
linha=647 | nome=Vitor | acao=comparou as metricas | valor=2012
linha=648 | nome=Daniela | acao=otimizou o algoritmo | valor=8310
linha=649 | nome=Sofia | acao=estudou computacao | valor=8282
linha=650 | nome=Vitor | acao=estudou computacao | valor=5956
linha=651 | nome=Mariana | acao=fez um experimento | valor=5801
linha=652 | nome=Carlos | acao=fez um experimento | valor=1519
linha=653 | nome=Renata | acao=otimizou o algoritmo | valor=1019
linha=654 | nome=Lucas | acao=participou da aula | valor=8249
linha=655 | nome=Gabriela | acao=otimizou o algoritmo | valor=5471
linha=656 | nome=Joao | acao=fez um experimento | valor=4454
linha=657 | nome=Lucas | acao=analisou os resultados | valor=9835
linha=658 | nome=Felipe | acao=escreveu o relatorio | valor=5708
linha=659 | nome=Natalia | acao=estudou computacao | valor=6939
linha=660 | nome=Ana | acao=otimizou o algoritmo | valor=9551
linha=661 | nome=Ana | acao=comparou as metricas | valor=9242
linha=662 | nome=Igor | acao=fez um experimento | valor=4357
linha=663 | nome=Vitor | acao=otimizou o algoritmo | valor=2733
linha=664 | nome=Lucas | acao=fez um experimento | valor=7883
linha=665 | nome=Mariana | acao=escreveu o relatorio | valor=3937
linha=666 | nome=Felipe | acao=analisou os resultados | valor=3670
linha=667 | nome=Lucas | acao=executou o benchmark | valor=7802
linha=668 | nome=Helena | acao=analisou os resultados | valor=7554
linha=669 | nome=Tiago | acao=comparou as metricas | valor=1945
linha=670 | nome=Tiago | acao=escreveu o relatorio | valor=6816
linha=671 | nome=Paulo | acao=otimizou o algoritmo | valor=8779
linha=672 | nome=Mariana | acao=comparou as metricas | valor=9630
linha=673 | nome=Otavio | acao=participou da aula | valor=2331
linha=674 | nome=Bruno | acao=executou o benchmark | valor=9704
linha=675 | nome=Sofia | acao=estudou computacao | valor=7595
linha=676 | nome=Mariana | acao=fez um experimento | valor=9588
linha=677 | nome=Mariana | acao=otimizou o algoritmo | valor=5603
linha=678 | nome=Felipe | acao=fez um experimento | valor=2748
linha=679 | nome=Joao | acao=analisou os resultados | valor=8724
linha=680 | nome=Karen | acao=participou da aula | valor=5922
linha=681 | nome=Bruno | acao=estudou computacao | valor=9958
linha=682 | nome=Daniela | acao=participou da aula | valor=9983
linha=683 | nome=Karen | acao=executou o benchmark | valor=8593
linha=684 | nome=Paulo | acao=analisou os resultados | valor=1006
linha=685 | nome=Bruno | acao=estudou computacao | valor=5462
linha=686 | nome=Mariana | acao=comparou as metricas | valor=3946
linha=687 | nome=Renata | acao=participou da aula | valor=8072
linha=688 | nome=Mariana | acao=analisou os resultados | valor=2308
linha=689 | nome=Mariana | acao=analisou os resultados | valor=7121
linha=690 | nome=Paulo | acao=otimizou o algoritmo | valor=7542
linha=691 | nome=Renata | acao=estudou computacao | valor=3494
linha=692 | nome=Mariana | acao=fez um experimento | valor=5219
linha=693 | nome=Igor | acao=executou o benchmark | valor=8760
linha=694 | nome=Gabriela | acao=otimizou o algoritmo | valor=6289
linha=695 | nome=Renata | acao=otimizou o algoritmo | valor=9567
linha=696 | nome=Gabriela | acao=escreveu o relatorio | valor=9919
linha=697 | nome=Mariana | acao=comparou as metricas | valor=3573
linha=698 | nome=Eduarda | acao=escreveu o relatorio | valor=5226
linha=699 | nome=Daniela | acao=otimizou o algoritmo | valor=5500
linha=700 | nome=Paulo | acao=participou da aula | valor=2050
linha=701 | nome=Natalia | acao=executou o benchmark | valor=8142
linha=702 | nome=Daniela | acao=comparou as metricas | valor=6417
linha=703 | nome=Vitor | acao=comparou as metricas | valor=1750
