linha=1 | nome=Tiago | acao=estudou computacao | valor=4256
linha=452 | nome=Mariana | acao=participou da aula | valor=4836
linha=453 | nome=Mariana | acao=comparou as metricas | valor=3482
linha=454 | nome=Tiago | acao=analisou os resultados | valor=7355
linha=455 | nome=Carlos | acao=escreveu o relatorio | valor=6281
linha=456 | nome=Otavio | acao=escreveu o relatorio | valor=5063
linha=457 | nome=Joao | acao=analisou os resultados | valor=2079
linha=458 | nome=Tiago | acao=comparou as metricas | valor=8208
linha=459 | nome=Igor | acao=executou o benchmark | valor=3034
linha=460 | nome=Mariana | acao=analisou os resultados | valor=8910
linha=461 | nome=Sofia | acao=estudou computacao | valor=9279
linha=462 | nome=Vitor | acao=escreveu o relatorio | valor=9306
linha=463 | nome=Daniela | acao=escreveu o relatorio | valor=4158
linha=464 | nome=Tiago | acao=escreveu o relatorio | valor=9947
linha=465 | nome=Eduarda | acao=estudou computacao | valor=8762
linha=466 | nome=Bruno | acao=escreveu o relatorio | valor=2620
linha=467 | nome=Igor | acao=estudou computacao | valor=9675
linha=468 | nome=Igor | acao=fez um experimento | valor=1941
linha=469 | nome=Paulo | acao=otimizou o algoritmo | valor=7759
linha=470 | nome=Tiago | acao=fez um experimento | valor=1518
linha=471 | nome=Helena | acao=executou o benchmark | valor=7152
linha=472 | nome=Renata | acao=fez um experimento | valor=4440
linha=473 | nome=Carlos | acao=escreveu o relatorio | valor=5418
linha=474 | nome=Carlos | acao=fez um experimento | valor=9354
linha=475 | nome=Renata | acao=escreveu o relatorio | valor=7649
linha=476 | nome=Paulo | acao=estudou computacao | valor=4716
linha=477 | nome=Carlos | acao=fez um experimento | valor=2409
linha=478 | nome=Ana | acao=otimizou o algoritmo | valor=6745
linha=479 | nome=Natalia | acao=escreveu o relatorio | valor=9436
linha=480 | nome=Gabriela | acao=estudou computacao | valor=8666
linha=481 | nome=Lucas | acao=estudou computacao | valor=7994
linha=482 | nome=Helena | acao=otimizou o algoritmo | valor=7580
linha=483 | nome=Karen | acao=otimizou o algoritmo | valor=8148
linha=484 | nome=Sofia | acao=executou o benchmark | valor=6129
linha=485 | nome=Bruno | acao=fez um experimento | valor=8381
linha=486 | nome=Gabriela | acao=analisou os resultados | valor=6013
linha=487 | nome=Mariana | acao=participou da aula | valor=8967
linha=488 | nome=Bruno | acao=escreveu o relatorio | valor=3600
linha=489 | nome=Mariana | acao=comparou as metricas | valor=4663
linha=490 | nome=Helena | acao=escreveu o relatorio | valor=6128
linha=491 | nome=Otavio | acao=estudou computacao | valor=3837
linha=492 | nome=Karen | acao=executou o benchmark | valor=1982
linha=493 | nome=Helena | acao=escreveu o relatorio | valor=1780
linha=494 | nome=Carlos | acao=analisou os resultados | valor=1952
linha=495 | nome=Vitor | acao=escreveu o relatorio | valor=4884
linha=496 | nome=Helena | acao=fez um experimento | valor=3669
linha=497 | nome=Renata | acao=analisou os resultados | valor=4760
linha=498 | nome=Mariana | acao=analisou os resultados | valor=2156
linha=499 | nome=Helena | acao=comparou as metricas | valor=3027
linha=500 | nome=Helena | acao=analisou os resultados | valor=3711
linha=501 | nome=Paulo | acao=comparou as metricas | valor=7932
linha=502 | nome=Mariana | acao=escreveu o relatorio | valor=8519
linha=503 | nome=Eduarda | acao=fez um experimento | valor=4072
linha=504 | nome=Karen | acao=fez um experimento | valor=2479
linha=505 | nome=Helena | acao=comparou as metricas | valor=4860
linha=506 | nome=Karen | acao=estudou computacao | valor=7805
linha=507 | nome=Lucas | acao=estudou computacao | valor=8401
linha=508 | nome=Helena | acao=fez um experimento | valor=1605
linha=509 | nome=Helena | acao=analisou os resultados | valor=3557
linha=510 | nome=Daniela | acao=comparou as metricas | valor=7505
linha=511 | nome=Lucas | acao=participou da aula | valor=5344
linha=512 | nome=Karen | acao=participou da aula | valor=9011
linha=513 | nome=Sofia | acao=executou o benchmark | valor=7633
linha=514 | nome=Gabriela | acao=estudou computacao | valor=7437
linha=515 | nome=Mariana | acao=executou o benchmark | valor=9242
linha=516 | nome=Mariana | acao=fez um experimento | valor=8506
linha=517 | nome=Renata | acao=otimizou o algoritmo | valor=2762
linha=518 | nome=Karen | acao=executou o benchmark | valor=5990
linha=519 | nome=Otavio | acao=analisou os resultados | valor=8977
linha=520 | nome=Vitor | acao=fez um experimento | valor=1853
linha=521 | nome=Igor | acao=comparou as metricas | valor=2951
linha=522 | nome=Daniela | acao=comparou as metricas | valor=4783
linha=523 | nome=Tiago | acao=executou o benchmark | valor=5014
linha=524 | nome=Eduarda | acao=analisou os resultados | valor=1788
linha=525 | nome=Helena | acao=executou o benchmark | valor=5775
linha=526 | nome=Mariana | acao=escreveu o relatorio | valor=9052
linha=527 | nome=Igor | acao=fez um experimento | valor=5858
linha=528 | nome=Tiago | acao=otimizou o algoritmo | valor=8748
linha=529 | nome=Karen | acao=analisou os resultados | valor=5679
linha=530 | nome=Tiago | acao=escreveu o relatorio | valor=6626
linha=531 | nome=Mariana | acao=escreveu o relatorio | valor=3080
linha=532 | nome=Natalia | acao=executou o benchmark | valor=6939
linha=533 | nome=Gabriela | acao=executou o benchmark | valor=6642
linha=534 | nome=Sofia | acao=analisou os resultados | valor=5240
linha=535 | nome=Mariana | acao=analisou os resultados | valor=4541
linha=536 | nome=Carlos | acao=estudou computacao | valor=1669
linha=537 | nome=Paulo | acao=participou da aula | valor=8013
linha=538 | nome=Lucas | acao=estudou computacao | valor=4257
linha=539 | nome=Karen | acao=comparou as metricas | valor=9193
linha=540 | nome=Eduarda | acao=escreveu o relatorio | valor=5449
linha=541 | nome=Joao | acao=otimizou o algoritmo | valor=9501
linha=542 | nome=Helena | acao=executou o benchmark | valor=3177
linha=543 | nome=Paulo | acao=analisou os resultados | valor=7126
linha=544 | nome=Helena | acao=executou o benchmark | valor=8944
linha=545 | nome=Helena | acao=fez um experimento | valor=3446
linha=546 | nome=Paulo | acao=participou da aula | valor=4877
linha=547 | nome=Otavio | acao=analisou os resultados | valor=5022
linha=548 | nome=Vitor | acao=fez um experimento | valor=7346
linha=549 | nome=Carlos | acao=escreveu o relatorio | valor=3799
linha=550 | nome=Vitor | acao=estudou computacao | valor=5905
linha=551 | nome=Carlos | acao=otimizou o algoritmo | valor=1244
linha=552 | nome=Natalia | acao=analisou os resultados | valor=9647
linha=553 | nome=Daniela | acao=participou da aula | valor=8411
linha=554 | nome=Lucas | acao=comparou as metricas | valor=2862
linha=555 | nome=Helena | acao=fez um experimento | valor=2723
linha=556 | nome=Paulo | acao=escreveu o relatorio | valor=3477
linha=557 | nome=Renata | acao=comparou as metricas | valor=9715
linha=558 | nome=Lucas | acao=comparou as metricas | valor=5654
linha=559 | nome=Joao | acao=escreveu o relatorio | valor=7293
linha=560 | nome=Joao | acao=otimizou o algoritmo | valor=5468
linha=561 | nome=Helena | acao=fez um experimento | valor=3618
linha=562 | nome=Otavio | acao=participou da aula | valor=7285
linha=563 | nome=Bruno | acao=estudou computacao | valor=6245
linha=564 | nome=Renata | acao=analisou os resultados | valor=2262
linha=565 | nome=Paulo | acao=participou da aula | valor=2084
linha=566 | nome=Karen | acao=estudou computacao | valor=5578
linha=567 | nome=Karen | acao=escreveu o relatorio | valor=6953
linha=568 | nome=Ana | acao=analisou os resultados | valor=4731
linha=569 | nome=Igor | acao=escreveu o relatorio | valor=6987
linha=570 | nome=Karen | acao=executou o benchmark | valor=4212
linha=571 | nome=Karen | acao=otimizou o algoritmo | valor=5055
linha=572 | nome=Bruno | acao=estudou computacao | valor=4737
linha=573 | nome=Daniela | acao=fez um experimento | valor=4615
linha=574 | nome=Joao | acao=otimizou o algoritmo | valor=4680
linha=575 | nome=Daniela | acao=otimizou o algoritmo | valor=7458
linha=576 | nome=Natalia | acao=analisou os resultados | valor=5321
linha=577 | nome=Daniela | acao=participou da aula | valor=1082
linha=578 | nome=Igor | acao=estudou computacao | valor=8351
linha=579 | nome=Felipe | acao=comparou as metricas | valor=8073
linha=580 | nome=Igor | acao=fez um experimento | valor=4774
linha=581 | nome=Mariana | acao=escreveu o relatorio | valor=4621
linha=582 | nome=Vitor | acao=estudou computacao | valor=1982
linha=583 | nome=Daniela | acao=escreveu o relatorio | valor=2988
linha=584 | nome=Sofia | acao=estudou computacao | valor=8951
linha=585 | nome=Tiago | acao=otimizou o algoritmo | valor=2626
linha=586 | nome=Joao | acao=fez um experimento | valor=8318
linha=587 | nome=Karen | acao=otimizou o algoritmo | valor=6051
linha=588 | nome=Gabriela | acao=fez um experimento | valor=2453
linha=589 | nome=Karen | acao=comparou as metricas | valor=7590
linha=590 | nome=Natalia | acao=otimizou o algoritmo | valor=8818
linha=591 | nome=Eduarda | acao=otimizou o algoritmo | valor=8773
linha=592 | nome=Bruno | acao=executou o benchmark | valor=1951
linha=593 | nome=Felipe | acao=comparou as metricas | valor=8898
linha=594 | nome=Natalia | acao=comparou as metricas | valor=2439
linha=595 | nome=Karen | acao=comparou as metricas | valor=4266
linha=596 | nome=Sofia | acao=otimizou o algoritmo | valor=8721
linha=597 | nome=Natalia | acao=executou o benchmark | valor=3934
linha=598 | nome=Sofia | acao=analisou os resultados | valor=4030
linha=599 | nome=Carlos | acao=comparou as metricas | valor=7709
linha=600 | nome=Igor | acao=fez um experimento | valor=4915
linha=601 | nome=Karen | acao=comparou as metricas | valor=3875
linha=602 | nome=Otavio | acao=fez um experimento | valor=5438
linha=603 | nome=Natalia | acao=otimizou o algoritmo | valor=2049
linha=604 | nome=Tiago | acao=comparou as metricas | valor=6974
linha=605 | nome=Tiago | acao=executou o benchmark | valor=2579
linha=606 | nome=Natalia | acao=escreveu o relatorio | valor=5222
linha=607 | nome=Gabriela | acao=estudou computacao | valor=9535
linha=608 | nome=Vitor | acao=escreveu o relatorio | valor=2675
linha=609 | nome=Bruno | acao=participou da aula | valor=7143
linha=610 | nome=Vitor | acao=otimizou o algoritmo | valor=9102
linha=611 | nome=Tiago | acao=escreveu o relatorio | valor=2977
linha=612 | nome=Karen | acao=escreveu o relatorio | valor=8893
linha=613 | nome=Igor | acao=analisou os resultados | valor=6733
linha=614 | nome=Vitor | acao=participou da aula | valor=7710
linha=615 | nome=Daniela | acao=fez um experimento | valor=8101
linha=616 | nome=Gabriela | acao=participou da aula | valor=5749
linha=617 | nome=Renata | acao=comparou as metricas | valor=7107
linha=618 | nome=Otavio | acao=estudou computacao | valor=3847
linha=619 | nome=Joao | acao=executou o benchmark | valor=2505
linha=620 | nome=Lucas | acao=otimizou o algoritmo | valor=7428
linha=621 | nome=Vitor | acao=analisou os resultados | valor=9692
linha=622 | nome=Daniela | acao=analisou os resultados | valor=4542
linha=623 | nome=Renata | acao=otimizou o algoritmo | valor=5504
linha=624 | nome=Karen | acao=participou da aula | valor=7140
linha=625 | nome=Renata | acao=fez um experimento | valor=9070
linha=626 | nome=Helena | acao=estudou computacao | valor=1896
linha=627 | nome=Felipe | acao=escreveu o relatorio | valor=6726
linha=628 | nome=Tiago | acao=executou o benchmark | valor=3720
linha=629 | nome=Eduarda | acao=analisou os resultados | valor=3205
linha=630 | nome=Gabriela | acao=estudou computacao | valor=1111
linha=631 | nome=Helena | acao=fez um experimento | valor=7877
linha=632 | nome=Karen | acao=analisou os resultados | valor=5651
linha=633 | nome=Joao | acao=estudou computacao | valor=2143
linha=634 | nome=Joao | acao=otimizou o algoritmo | valor=8963
linha=635 | nome=Felipe | acao=otimizou o algoritmo | valor=3884
linha=636 | nome=Lucas | acao=comparou as metricas | valor=7365
linha=637 | nome=Carlos | acao=analisou os resultados | valor=9885
linha=638 | nome=Lucas | acao=participou da aula | valor=4661
linha=639 | nome=Vitor | acao=executou o benchmark | valor=7360
linha=640 | nome=Igor | acao=escreveu o relatorio | valor=1344
linha=641 | nome=Joao | acao=fez um experimento | valor=9570
linha=642 | nome=Otavio | acao=escreveu o relatorio | valor=6213
linha=643 | nome=Paulo | acao=fez um experimento | valor=2594
linha=644 | nome=Tiago | acao=estudou computacao | valor=6938
linha=645 | nome=Carlos | acao=comparou as metricas | valor=3059
linha=646 | nome=Tiago | acao=otimizou o algoritmo | valor=4140
linha=647 | nome=Gabriela | acao=fez um experimento | valor=1725
linha=648 | nome=Carlos | acao=executou o benchmark | valor=4444
linha=649 | nome=Bruno | acao=escreveu o relatorio | valor=7748
linha=650 | nome=Bruno | acao=escreveu o relatorio | valor=8757
linha=651 | nome=Mariana | acao=comparou as metricas | valor=1329
linha=652 | nome=Gabriela | acao=executou o benchmark | valor=8783
linha=653 | nome=Helena | acao=estudou computacao | valor=6370
linha=654 | nome=Karen | acao=comparou as metricas | valor=1421
linha=655 | nome=Ana | acao=otimizou o algoritmo | valor=1241
linha=656 | nome=Helena | acao=analisou os resultados | valor=4351
linha=657 | nome=Otavio | acao=executou o benchmark | valor=8849
linha=658 | nome=Joao | acao=escreveu o relatorio | valor=3794
linha=659 | nome=Renata | acao=participou da aula | valor=6077
linha=660 | nome=Carlos | acao=analisou os resultados | valor=8080
linha=661 | nome=Helena | acao=analisou os resultados | valor=2916
linha=662 | nome=Felipe | acao=estudou computacao | valor=8392
linha=663 | nome=Felipe | acao=otimizou o algoritmo | valor=3757
linha=664 | nome=Gabriela | acao=escreveu o relatorio | valor=2782
linha=665 | nome=Sofia | acao=fez um experimento | valor=4700
linha=666 | nome=Mariana | acao=fez um experimento | valor=5272
linha=667 | nome=Eduarda | acao=fez um experimento | valor=4666
linha=668 | nome=Sofia | acao=escreveu o relatorio | valor=1770
linha=669 | nome=Daniela | acao=estudou computacao | valor=4088
linha=670 | nome=Ana | acao=otimizou o algoritmo | valor=6449
linha=671 | nome=Vitor | acao=comparou as metricas | valor=9946
linha=672 | nome=Paulo | acao=otimizou o algoritmo | valor=8598
linha=673 | nome=Gabriela | acao=comparou as metricas | valor=6919
linha=674 | nome=Carlos | acao=otimizou o algoritmo | valor=4401
linha=675 | nome=Gabriela | acao=escreveu o relatorio | valor=9552
linha=676 | nome=Vitor | acao=executou o benchmark | valor=8314
linha=677 | nome=Otavio | acao=otimizou o algoritmo | valor=6100
linha=678 | nome=Sofia | acao=escreveu o relatorio | valor=3190
linha=679 | nome=Joao | acao=escreveu o relatorio | valor=3845
linha=680 | nome=Gabriela | acao=escreveu o relatorio | valor=4192
linha=681 | nome=Eduarda | acao=analisou os resultados | valor=4991
linha=682 | nome=Natalia | acao=comparou as metricas | valor=1053
linha=683 | nome=Karen | acao=otimizou o algoritmo | valor=1152
linha=684 | nome=Lucas | acao=otimizou o algoritmo | valor=3562
linha=685 | nome=Paulo | acao=comparou as metricas | valor=6995
linha=686 | nome=Gabriela | acao=fez um experimento | valor=6484
linha=687 | nome=Eduarda | acao=fez um experimento | valor=2365
linha=688 | nome=Joao | acao=estudou computacao | valor=1276
linha=689 | nome=Helena | acao=participou da aula | valor=6673
linha=690 | nome=Bruno | acao=participou da aula | valor=3820
linha=691 | nome=Joao | acao=comparou as metricas | valor=8524
linha=692 | nome=Felipe | acao=escreveu o relatorio | valor=9005
linha=693 | nome=Felipe | acao=participou da aula | valor=7096
linha=694 | nome=Joao | acao=otimizou o algoritmo | valor=1431
linha=695 | nome=Felipe | acao=analisou os resultados | valor=1616
linha=696 | nome=Paulo | acao=estudou computacao | valor=7408
linha=697 | nome=Sofia | acao=analisou os resultados | valor=8343
linha=698 | nome=Daniela | acao=comparou as metricas | valor=6815
linha=699 | nome=Renata | acao=comparou as metricas | valor=7273
linha=700 | nome=Lucas | acao=participou da aula | valor=3103
linha=701 | nome=Otavio | acao=otimizou o algoritmo | valor=2472
linha=702 | nome=Daniela | acao=fez um experimento | valor=9600
linha=703 | nome=Bruno | acao=participou da aula | valor=7217
