linha=1 | nome=Igor | acao=fez um experimento | valor=2511
linha=453 | nome=Natalia | acao=executou o benchmark | valor=3862
linha=454 | nome=Igor | acao=estudou computacao | valor=3351
linha=455 | nome=Otavio | acao=executou o benchmark | valor=3176
linha=456 | nome=Vitor | acao=fez um experimento | valor=2753
linha=457 | nome=Ana | acao=estudou computacao | valor=7594
linha=458 | nome=Gabriela | acao=otimizou o algoritmo | valor=5266
linha=459 | nome=Natalia | acao=executou o benchmark | valor=5376
linha=460 | nome=Joao | acao=escreveu o relatorio | valor=9693
linha=461 | nome=Karen | acao=fez um experimento | valor=7691
linha=462 | nome=Carlos | acao=executou o benchmark | valor=2314
linha=463 | nome=Karen | acao=estudou computacao | valor=6796
linha=464 | nome=Natalia | acao=participou da aula | valor=8049
linha=465 | nome=Helena | acao=analisou os resultados | valor=2922
linha=466 | nome=Gabriela | acao=estudou computacao | valor=7289
linha=467 | nome=Felipe | acao=comparou as metricas | valor=7671
linha=468 | nome=Tiago | acao=fez um experimento | valor=9393
linha=469 | nome=Sofia | acao=analisou os resultados | valor=9661
linha=470 | nome=Eduarda | acao=analisou os resultados | valor=6840
linha=471 | nome=Carlos | acao=executou o benchmark | valor=4261
linha=472 | nome=Vitor | acao=otimizou o algoritmo | valor=5423
linha=473 | nome=Igor | acao=escreveu o relatorio | valor=7766
linha=474 | nome=Natalia | acao=executou o benchmark | valor=4617
linha=475 | nome=Eduarda | acao=fez um experimento | valor=6666
linha=476 | nome=Tiago | acao=estudou computacao | valor=5832
linha=477 | nome=Joao | acao=otimizou o algoritmo | valor=4348
linha=478 | nome=Eduarda | acao=comparou as metricas | valor=2252
linha=479 | nome=Vitor | acao=participou da aula | valor=2088
linha=480 | nome=Otavio | acao=fez um experimento | valor=9281
linha=481 | nome=Gabriela | acao=executou o benchmark | valor=8145
linha=482 | nome=Karen | acao=fez um experimento | valor=9719
linha=483 | nome=Joao | acao=fez um experimento | valor=9211
linha=484 | nome=Bruno | acao=executou o benchmark | valor=2604
linha=485 | nome=Paulo | acao=analisou os resultados | valor=5914
linha=486 | nome=Mariana | acao=participou da aula | valor=5087
linha=487 | nome=Bruno | acao=escreveu o relatorio | valor=2946
linha=488 | nome=Bruno | acao=analisou os resultados | valor=5515
linha=489 | nome=Igor | acao=estudou computacao | valor=7396
linha=490 | nome=Tiago | acao=executou o benchmark | valor=3244
linha=491 | nome=Eduarda | acao=analisou os resultados | valor=2365
linha=492 | nome=Renata | acao=otimizou o algoritmo | valor=4534
linha=493 | nome=Igor | acao=otimizou o algoritmo | valor=7513
linha=494 | nome=Carlos | acao=otimizou o algoritmo | valor=6489
linha=495 | nome=Joao | acao=fez um experimento | valor=5269
linha=496 | nome=Helena | acao=analisou os resultados | valor=2231
linha=497 | nome=Joao | acao=analisou os resultados | valor=6327
linha=498 | nome=Otavio | acao=estudou computacao | valor=8097
linha=499 | nome=Eduarda | acao=executou o benchmark | valor=2244
linha=500 | nome=Bruno | acao=participou da aula | valor=5195
linha=501 | nome=Otavio | acao=analisou os resultados | valor=8552
linha=502 | nome=Renata | acao=fez um experimento | valor=2463
linha=503 | nome=Lucas | acao=fez um experimento | valor=7922
linha=504 | nome=Bruno | acao=otimizou o algoritmo | valor=4565
linha=505 | nome=Natalia | acao=participou da aula | valor=9259
linha=506 | nome=Vitor | acao=estudou computacao | valor=6061
linha=507 | nome=Sofia | acao=participou da aula | valor=9304
linha=508 | nome=Mariana | acao=comparou as metricas | valor=2313
linha=509 | nome=Paulo | acao=otimizou o algoritmo | valor=7186
linha=510 | nome=Natalia | acao=executou o benchmark | valor=7703
linha=511 | nome=Sofia | acao=participou da aula | valor=3631
linha=512 | nome=Renata | acao=participou da aula | valor=5712
linha=513 | nome=Igor | acao=analisou os resultados | valor=9530
linha=514 | nome=Tiago | acao=comparou as metricas | valor=2695
linha=515 | nome=Gabriela | acao=fez um experimento | valor=4169
linha=516 | nome=Igor | acao=comparou as metricas | valor=9959
linha=517 | nome=Karen | acao=otimizou o algoritmo | valor=5035
linha=518 | nome=Igor | acao=executou o benchmark | valor=3400
linha=519 | nome=Renata | acao=fez um experimento | valor=3407
linha=520 | nome=Gabriela | acao=comparou as metricas | valor=3483
linha=521 | nome=Ana | acao=analisou os resultados | valor=8581
linha=522 | nome=Otavio | acao=fez um experimento | valor=6448
linha=523 | nome=Vitor | acao=fez um experimento | valor=1877
linha=524 | nome=Joao | acao=escreveu o relatorio | valor=1259
linha=525 | nome=Felipe | acao=estudou computacao | valor=9272
linha=526 | nome=Tiago | acao=analisou os resultados | valor=9897
linha=527 | nome=Igor | acao=otimizou o algoritmo | valor=9212
linha=528 | nome=Gabriela | acao=otimizou o algoritmo | valor=9147
linha=529 | nome=Helena | acao=executou o benchmark | valor=2608
linha=530 | nome=Lucas | acao=comparou as metricas | valor=7085
linha=531 | nome=Lucas | acao=analisou os resultados | valor=2922
linha=532 | nome=Paulo | acao=executou o benchmark | valor=1385
linha=533 | nome=Natalia | acao=analisou os resultados | valor=4844
linha=534 | nome=Daniela | acao=otimizou o algoritmo | valor=1499
linha=535 | nome=Helena | acao=otimizou o algoritmo | valor=1164
linha=536 | nome=Karen | acao=otimizou o algoritmo | valor=1850
linha=537 | nome=Bruno | acao=participou da aula | valor=4317
linha=538 | nome=Renata | acao=fez um experimento | valor=7576
linha=539 | nome=Natalia | acao=estudou computacao | valor=8425
linha=540 | nome=Bruno | acao=fez um experimento | valor=7329
linha=541 | nome=Sofia | acao=estudou computacao | valor=3946
linha=542 | nome=Gabriela | acao=comparou as metricas | valor=9708
linha=543 | nome=Carlos | acao=executou o benchmark | valor=9748
linha=544 | nome=Tiago | acao=escreveu o relatorio | valor=6981
linha=545 | nome=Helena | acao=fez um experimento | valor=8506
linha=546 | nome=Gabriela | acao=otimizou o algoritmo | valor=3672
linha=547 | nome=Karen | acao=estudou computacao | valor=3300
linha=548 | nome=Natalia | acao=otimizou o algoritmo | valor=6590
linha=549 | nome=Mariana | acao=analisou os resultados | valor=5770
linha=550 | nome=Gabriela | acao=participou da aula | valor=9793
linha=551 | nome=Otavio | acao=escreveu o relatorio | valor=1919
linha=552 | nome=Joao | acao=otimizou o algoritmo | valor=8484
linha=553 | nome=Natalia | acao=estudou computacao | valor=6412
linha=554 | nome=Felipe | acao=estudou computacao | valor=6515
linha=555 | nome=Bruno | acao=executou o benchmark | valor=9841
linha=556 | nome=Tiago | acao=estudou computacao | valor=2500
linha=557 | nome=Helena | acao=executou o benchmark | valor=1761
linha=558 | nome=Otavio | acao=fez um experimento | valor=6188
linha=559 | nome=Karen | acao=escreveu o relatorio | valor=1980
linha=560 | nome=Sofia | acao=analisou os resultados | valor=6416
linha=561 | nome=Joao | acao=analisou os resultados | valor=6446
linha=562 | nome=Felipe | acao=escreveu o relatorio | valor=1476
linha=563 | nome=Carlos | acao=comparou as metricas | valor=3936
linha=564 | nome=Tiago | acao=comparou as metricas | valor=3977
linha=565 | nome=Natalia | acao=analisou os resultados | valor=4922
linha=566 | nome=Joao | acao=estudou computacao | valor=3974
linha=567 | nome=Natalia | acao=executou o benchmark | valor=1530
linha=568 | nome=Carlos | acao=escreveu o relatorio | valor=1195
linha=569 | nome=Felipe | acao=executou o benchmark | valor=3881
linha=570 | nome=Gabriela | acao=comparou as metricas | valor=1878
linha=571 | nome=Igor | acao=estudou computacao | valor=2049
linha=572 | nome=Vitor | acao=analisou os resultados | valor=2053
linha=573 | nome=Joao | acao=analisou os resultados | valor=6938
linha=574 | nome=Daniela | acao=participou da aula | valor=5006
linha=575 | nome=Gabriela | acao=analisou os resultados | valor=8028
linha=576 | nome=Helena | acao=fez um experimento | valor=1539
linha=577 | nome=Bruno | acao=participou da aula | valor=2379
linha=578 | nome=Igor | acao=otimizou o algoritmo | valor=4470
linha=579 | nome=Natalia | acao=executou o benchmark | valor=9569
linha=580 | nome=Joao | acao=executou o benchmark | valor=9378
linha=581 | nome=Mariana | acao=escreveu o relatorio | valor=4045
linha=582 | nome=Tiago | acao=participou da aula | valor=5199
linha=583 | nome=Sofia | acao=otimizou o algoritmo | valor=5247
linha=584 | nome=Eduarda | acao=otimizou o algoritmo | valor=4199
linha=585 | nome=Igor | acao=estudou computacao | valor=6226
linha=586 | nome=Helena | acao=otimizou o algoritmo | valor=3756
linha=587 | nome=Mariana | acao=participou da aula | valor=6770
linha=588 | nome=Renata | acao=estudou computacao | valor=5607
linha=589 | nome=Lucas | acao=comparou as metricas | valor=5833
linha=590 | nome=Sofia | acao=escreveu o relatorio | valor=9508
linha=591 | nome=Gabriela | acao=otimizou o algoritmo | valor=4213
linha=592 | nome=Carlos | acao=analisou os resultados | valor=6252
linha=593 | nome=Otavio | acao=otimizou o algoritmo | valor=5077
linha=594 | nome=Tiago | acao=participou da aula | valor=1681
linha=595 | nome=Gabriela | acao=estudou computacao | valor=8520
linha=596 | nome=Igor | acao=executou o benchmark | valor=1622
linha=597 | nome=Renata | acao=estudou computacao | valor=9476
linha=598 | nome=Daniela | acao=otimizou o algoritmo | valor=3511
linha=599 | nome=Ana | acao=comparou as metricas | valor=8879
linha=600 | nome=Sofia | acao=executou o benchmark | valor=1893
linha=601 | nome=Lucas | acao=participou da aula | valor=4064
linha=602 | nome=Eduarda | acao=analisou os resultados | valor=1679
linha=603 | nome=Otavio | acao=fez um experimento | valor=9109
linha=604 | nome=Paulo | acao=analisou os resultados | valor=2205
linha=605 | nome=Daniela | acao=comparou as metricas | valor=9234
linha=606 | nome=Ana | acao=analisou os resultados | valor=7100
linha=607 | nome=Tiago | acao=analisou os resultados | valor=8706
linha=608 | nome=Helena | acao=estudou computacao | valor=2098
linha=609 | nome=Daniela | acao=executou o benchmark | valor=7027
linha=610 | nome=Lucas | acao=executou o benchmark | valor=9511
linha=611 | nome=Igor | acao=executou o benchmark | valor=1481
linha=612 | nome=Karen | acao=otimizou o algoritmo | valor=3779
linha=613 | nome=Ana | acao=participou da aula | valor=3143
linha=614 | nome=Tiago | acao=participou da aula | valor=4014
linha=615 | nome=Bruno | acao=fez um experimento | valor=9052
linha=616 | nome=Felipe | acao=analisou os resultados | valor=7908
linha=617 | nome=Carlos | acao=analisou os resultados | valor=2657
linha=618 | nome=Gabriela | acao=comparou as metricas | valor=1764
linha=619 | nome=Daniela | acao=participou da aula | valor=8061
linha=620 | nome=Otavio | acao=participou da aula | valor=2836
linha=621 | nome=Gabriela | acao=otimizou o algoritmo | valor=4535
linha=622 | nome=Lucas | acao=escreveu o relatorio | valor=6755
linha=623 | nome=Carlos | acao=analisou os resultados | valor=1137
linha=624 | nome=Otavio | acao=otimizou o algoritmo | valor=4853
linha=625 | nome=Paulo | acao=comparou as metricas | valor=9578
linha=626 | nome=Bruno | acao=comparou as metricas | valor=2389
linha=627 | nome=Carlos | acao=estudou computacao | valor=3714
linha=628 | nome=Vitor | acao=analisou os resultados | valor=7850
linha=629 | nome=Joao | acao=comparou as metricas | valor=1729
linha=630 | nome=Igor | acao=otimizou o algoritmo | valor=7401
linha=631 | nome=Igor | acao=estudou computacao | valor=1041
linha=632 | nome=Carlos | acao=fez um experimento | valor=5563
linha=633 | nome=Paulo | acao=estudou computacao | valor=2220
linha=634 | nome=Sofia | acao=estudou computacao | valor=8281
linha=635 | nome=Eduarda | acao=escreveu o relatorio | valor=6014
linha=636 | nome=Otavio | acao=analisou os resultados | valor=7789
linha=637 | nome=Helena | acao=otimizou o algoritmo | valor=4143
linha=638 | nome=Sofia | acao=analisou os resultados | valor=6593
linha=639 | nome=Felipe | acao=otimizou o algoritmo | valor=2237
linha=640 | nome=Sofia | acao=escreveu o relatorio | valor=2262
linha=641 | nome=Sofia | acao=fez um experimento | valor=4803
linha=642 | nome=Carlos | acao=escreveu o relatorio | valor=5042
linha=643 | nome=Felipe | acao=participou da aula | valor=7734
linha=644 | nome=Sofia | acao=participou da aula | valor=7749
linha=645 | nome=Otavio | acao=participou da aula | valor=3940
linha=646 | nome=Otavio | acao=executou o benchmark | valor=7125
linha=647 | nome=Daniela | acao=participou da aula | valor=2633
linha=648 | nome=Helena | acao=participou da aula | valor=6606
linha=649 | nome=Mariana | acao=estudou computacao | valor=5519
linha=650 | nome=Daniela | acao=analisou os resultados | valor=7652
linha=651 | nome=Otavio | acao=executou o benchmark | valor=7588
linha=652 | nome=Lucas | acao=comparou as metricas | valor=6188
linha=653 | nome=Mariana | acao=participou da aula | valor=6861
linha=654 | nome=Bruno | acao=fez um experimento | valor=7179
linha=655 | nome=Mariana | acao=executou o benchmark | valor=4682
linha=656 | nome=Helena | acao=otimizou o algoritmo | valor=5184
linha=657 | nome=Tiago | acao=otimizou o algoritmo | valor=7180
linha=658 | nome=Lucas | acao=escreveu o relatorio | valor=2469
linha=659 | nome=Renata | acao=escreveu o relatorio | valor=7042
linha=660 | nome=Otavio | acao=otimizou o algoritmo | valor=8750
linha=661 | nome=Ana | acao=analisou os resultados | valor=5224
linha=662 | nome=Paulo | acao=comparou as metricas | valor=6809
linha=663 | nome=Karen | acao=otimizou o algoritmo | valor=7145
linha=664 | nome=Daniela | acao=analisou os resultados | valor=1535
linha=665 | nome=Gabriela | acao=participou da aula | valor=2469
linha=666 | nome=Bruno | acao=executou o benchmark | valor=7292
linha=667 | nome=Natalia | acao=otimizou o algoritmo | valor=4605
linha=668 | nome=Daniela | acao=participou da aula | valor=8474
linha=669 | nome=Vitor | acao=analisou os resultados | valor=1319
linha=670 | nome=Joao | acao=fez um experimento | valor=4017
linha=671 | nome=Vitor | acao=executou o benchmark | valor=1647
linha=672 | nome=Paulo | acao=estudou computacao | valor=4493
linha=673 | nome=Vitor | acao=analisou os resultados | valor=8176
linha=674 | nome=Felipe | acao=comparou as metricas | valor=6028
linha=675 | nome=Joao | acao=fez um experimento | valor=5851
linha=676 | nome=Tiago | acao=fez um experimento | valor=8536
linha=677 | nome=Felipe | acao=analisou os resultados | valor=1077
linha=678 | nome=Sofia | acao=otimizou o algoritmo | valor=2476
linha=679 | nome=Natalia | acao=comparou as metricas | valor=8926
linha=680 | nome=Lucas | acao=escreveu o relatorio | valor=7873
linha=681 | nome=Gabriela | acao=otimizou o algoritmo | valor=5189
linha=682 | nome=Lucas | acao=participou da aula | valor=6671
linha=683 | nome=Tiago | acao=executou o benchmark | valor=4597
linha=684 | nome=Sofia | acao=fez um experimento | valor=8979
linha=685 | nome=Vitor | acao=participou da aula | valor=6815
linha=686 | nome=Eduarda | acao=comparou as metricas | valor=3993
linha=687 | nome=Paulo | acao=analisou os resultados | valor=1797
linha=688 | nome=Renata | acao=comparou as metricas | valor=1960
linha=689 | nome=Ana | acao=executou o benchmark | valor=5535
linha=690 | nome=Igor | acao=escreveu o relatorio | valor=5237
linha=691 | nome=Igor | acao=fez um experimento | valor=8484
linha=692 | nome=Helena | acao=otimizou o algoritmo | valor=3470
linha=693 | nome=Vitor | acao=analisou os resultados | valor=1116
linha=694 | nome=Carlos | acao=analisou os resultados | valor=2325
linha=695 | nome=Mariana | acao=analisou os resultados | valor=1639
linha=696 | nome=Daniela | acao=fez um experimento | valor=3996
linha=697 | nome=Carlos | acao=analisou os resultados | valor=8624
linha=698 | nome=Mariana | acao=executou o benchmark | valor=6749
linha=699 | nome=Eduarda | acao=otimizou o algoritmo | valor=8349
linha=700 | nome=Ana | acao=comparou as metricas | valor=4222
linha=701 | nome=Gabriela | acao=escreveu o relatorio | valor=6459
linha=702 | nome=Mariana | acao=estudou computacao | valor=5103
