linha=1 | nome=Vitor | acao=escreveu o relatorio | valor=1160
linha=451 | nome=Lucas | acao=fez um experimento | valor=6083
linha=452 | nome=Igor | acao=escreveu o relatorio | valor=1619
linha=453 | nome=Paulo | acao=analisou os resultados | valor=3858
linha=454 | nome=Carlos | acao=executou o benchmark | valor=8414
linha=455 | nome=Helena | acao=participou da aula | valor=5838
linha=456 | nome=Paulo | acao=executou o benchmark | valor=6638
linha=457 | nome=Bruno | acao=otimizou o algoritmo | valor=5173
linha=458 | nome=Vitor | acao=escreveu o relatorio | valor=1589
linha=459 | nome=Joao | acao=escreveu o relatorio | valor=8433
linha=460 | nome=Helena | acao=executou o benchmark | valor=7990
linha=461 | nome=Tiago | acao=analisou os resultados | valor=8310
linha=462 | nome=Bruno | acao=participou da aula | valor=2498
linha=463 | nome=Gabriela | acao=fez um experimento | valor=3783
linha=464 | nome=Gabriela | acao=executou o benchmark | valor=7875
linha=465 | nome=Mariana | acao=executou o benchmark | valor=9738
linha=466 | nome=Vitor | acao=estudou computacao | valor=6723
linha=467 | nome=Otavio | acao=comparou as metricas | valor=1950
linha=468 | nome=Tiago | acao=escreveu o relatorio | valor=1921
linha=469 | nome=Renata | acao=participou da aula | valor=9917
linha=470 | nome=Bruno | acao=otimizou o algoritmo | valor=4850
linha=471 | nome=Natalia | acao=analisou os resultados | valor=7659
linha=472 | nome=Renata | acao=escreveu o relatorio | valor=8378
linha=473 | nome=Otavio | acao=escreveu o relatorio | valor=3469
linha=474 | nome=Ana | acao=escreveu o relatorio | valor=7617
linha=475 | nome=Gabriela | acao=estudou computacao | valor=6356
linha=476 | nome=Eduarda | acao=analisou os resultados | valor=4897
linha=477 | nome=Tiago | acao=escreveu o relatorio | valor=8963
linha=478 | nome=Karen | acao=executou o benchmark | valor=6297
linha=479 | nome=Karen | acao=analisou os resultados | valor=1934
linha=480 | nome=Helena | acao=fez um experimento | valor=1322
linha=481 | nome=Joao | acao=escreveu o relatorio | valor=7614
linha=482 | nome=Karen | acao=participou da aula | valor=5775
linha=483 | nome=Natalia | acao=fez um experimento | valor=3748
linha=484 | nome=Vitor | acao=estudou computacao | valor=7702
linha=485 | nome=Ana | acao=otimizou o algoritmo | valor=2078
linha=486 | nome=Eduarda | acao=otimizou o algoritmo | valor=5102
linha=487 | nome=Felipe | acao=escreveu o relatorio | valor=4056
linha=488 | nome=Paulo | acao=escreveu o relatorio | valor=9259
linha=489 | nome=Joao | acao=comparou as metricas | valor=7058
linha=490 | nome=Lucas | acao=escreveu o relatorio | valor=1713
linha=491 | nome=Ana | acao=participou da aula | valor=7673
linha=492 | nome=Helena | acao=comparou as metricas | valor=3937
linha=493 | nome=Renata | acao=executou o benchmark | valor=4518
linha=494 | nome=Renata | acao=comparou as metricas | valor=3823
linha=495 | nome=Mariana | acao=analisou os resultados | valor=1488
linha=496 | nome=Tiago | acao=comparou as metricas | valor=5535
linha=497 | nome=Felipe | acao=otimizou o algoritmo | valor=1412
linha=498 | nome=Lucas | acao=escreveu o relatorio | valor=8713
linha=499 | nome=Bruno | acao=comparou as metricas | valor=6912
linha=500 | nome=Paulo | acao=comparou as metricas | valor=9333
linha=501 | nome=Eduarda | acao=otimizou o algoritmo | valor=6485
linha=502 | nome=Otavio | acao=escreveu o relatorio | valor=2225
linha=503 | nome=Paulo | acao=comparou as metricas | valor=6026
linha=504 | nome=Lucas | acao=comparou as metricas | valor=6227
linha=505 | nome=Natalia | acao=estudou computacao | valor=5612
linha=506 | nome=Sofia | acao=fez um experimento | valor=7817
linha=507 | nome=Gabriela | acao=estudou computacao | valor=3842
linha=508 | nome=Joao | acao=escreveu o relatorio | valor=9368
linha=509 | nome=Igor | acao=participou da aula | valor=2344
linha=510 | nome=Sofia | acao=otimizou o algoritmo | valor=4523
linha=511 | nome=Igor | acao=fez um experimento | valor=1673
linha=512 | nome=Igor | acao=escreveu o relatorio | valor=4590
linha=513 | nome=Bruno | acao=analisou os resultados | valor=6292
linha=514 | nome=Gabriela | acao=estudou computacao | valor=2176
linha=515 | nome=Carlos | acao=comparou as metricas | valor=7560
linha=516 | nome=Karen | acao=executou o benchmark | valor=9688
linha=517 | nome=Joao | acao=analisou os resultados | valor=2748
linha=518 | nome=Renata | acao=escreveu o relatorio | valor=7608
linha=519 | nome=Vitor | acao=estudou computacao | valor=2837
linha=520 | nome=Otavio | acao=comparou as metricas | valor=2470
linha=521 | nome=Joao | acao=comparou as metricas | valor=9285
linha=522 | nome=Otavio | acao=analisou os resultados | valor=2417
linha=523 | nome=Karen | acao=escreveu o relatorio | valor=5405
linha=524 | nome=Mariana | acao=participou da aula | valor=9126
linha=525 | nome=Vitor | acao=otimizou o algoritmo | valor=1596
linha=526 | nome=Bruno | acao=otimizou o algoritmo | valor=5749
linha=527 | nome=Igor | acao=fez um experimento | valor=3292
linha=528 | nome=Carlos | acao=estudou computacao | valor=9451
linha=529 | nome=Bruno | acao=estudou computacao | valor=2236
linha=530 | nome=Tiago | acao=comparou as metricas | valor=8810
linha=531 | nome=Natalia | acao=escreveu o relatorio | valor=2193
linha=532 | nome=Sofia | acao=analisou os resultados | valor=4453
linha=533 | nome=Joao | acao=otimizou o algoritmo | valor=4380
linha=534 | nome=Mariana | acao=fez um experimento | valor=2341
linha=535 | nome=Otavio | acao=participou da aula | valor=5634
linha=536 | nome=Bruno | acao=comparou as metricas | valor=3795
linha=537 | nome=Sofia | acao=participou da aula | valor=7064
linha=538 | nome=Paulo | acao=estudou computacao | valor=2180
linha=539 | nome=Bruno | acao=analisou os resultados | valor=4624
linha=540 | nome=Sofia | acao=otimizou o algoritmo | valor=2508
linha=541 | nome=Bruno | acao=executou o benchmark | valor=8589
linha=542 | nome=Mariana | acao=analisou os resultados | valor=2172
linha=543 | nome=Natalia | acao=comparou as metricas | valor=1396
linha=544 | nome=Lucas | acao=escreveu o relatorio | valor=4568
linha=545 | nome=Paulo | acao=comparou as metricas | valor=2942
linha=546 | nome=Carlos | acao=executou o benchmark | valor=2311
linha=547 | nome=Mariana | acao=otimizou o algoritmo | valor=3370
linha=548 | nome=Otavio | acao=escreveu o relatorio | valor=2126
linha=549 | nome=Karen | acao=executou o benchmark | valor=5403
linha=550 | nome=Ana | acao=comparou as metricas | valor=7332
linha=551 | nome=Ana | acao=otimizou o algoritmo | valor=5493
linha=552 | nome=Eduarda | acao=otimizou o algoritmo | valor=9148
linha=553 | nome=Helena | acao=estudou computacao | valor=5782
linha=554 | nome=Vitor | acao=executou o benchmark | valor=7717
linha=555 | nome=Vitor | acao=comparou as metricas | valor=2216
linha=556 | nome=Eduarda | acao=otimizou o algoritmo | valor=6255
linha=557 | nome=Renata | acao=estudou computacao | valor=4243
linha=558 | nome=Igor | acao=otimizou o algoritmo | valor=8655
linha=559 | nome=Daniela | acao=analisou os resultados | valor=4030
linha=560 | nome=Gabriela | acao=otimizou o algoritmo | valor=4382
linha=561 | nome=Lucas | acao=estudou computacao | valor=2179
linha=562 | nome=Vitor | acao=escreveu o relatorio | valor=8008
linha=563 | nome=Bruno | acao=participou da aula | valor=3682
linha=564 | nome=Tiago | acao=fez um experimento | valor=6840
linha=565 | nome=Gabriela | acao=fez um experimento | valor=2717
linha=566 | nome=Tiago | acao=analisou os resultados | valor=7099
linha=567 | nome=Joao | acao=executou o benchmark | valor=5603
linha=568 | nome=Igor | acao=executou o benchmark | valor=7260
linha=569 | nome=Mariana | acao=escreveu o relatorio | valor=4771
linha=570 | nome=Daniela | acao=escreveu o relatorio | valor=8859
linha=571 | nome=Vitor | acao=executou o benchmark | valor=5847
linha=572 | nome=Joao | acao=executou o benchmark | valor=8225
linha=573 | nome=Felipe | acao=fez um experimento | valor=9395
linha=574 | nome=Mariana | acao=analisou os resultados | valor=9519
linha=575 | nome=Felipe | acao=executou o benchmark | valor=7963
linha=576 | nome=Daniela | acao=participou da aula | valor=1359
linha=577 | nome=Helena | acao=analisou os resultados | valor=1951
linha=578 | nome=Felipe | acao=otimizou o algoritmo | valor=7201
linha=579 | nome=Mariana | acao=comparou as metricas | valor=1303
linha=580 | nome=Felipe | acao=otimizou o algoritmo | valor=7634
linha=581 | nome=Tiago | acao=escreveu o relatorio | valor=9773
linha=582 | nome=Bruno | acao=comparou as metricas | valor=4944
linha=583 | nome=Joao | acao=comparou as metricas | valor=1610
linha=584 | nome=Otavio | acao=executou o benchmark | valor=7404
linha=585 | nome=Bruno | acao=escreveu o relatorio | valor=5983
linha=586 | nome=Renata | acao=participou da aula | valor=3419
linha=587 | nome=Helena | acao=escreveu o relatorio | valor=3479
linha=588 | nome=Mariana | acao=analisou os resultados | valor=7472
linha=589 | nome=Karen | acao=escreveu o relatorio | valor=5532
linha=590 | nome=Otavio | acao=escreveu o relatorio | valor=9122
linha=591 | nome=Sofia | acao=estudou computacao | valor=2611
linha=592 | nome=Felipe | acao=analisou os resultados | valor=3683
linha=593 | nome=Tiago | acao=estudou computacao | valor=4719
linha=594 | nome=Natalia | acao=estudou computacao | valor=2325
linha=595 | nome=Vitor | acao=otimizou o algoritmo | valor=2473
linha=596 | nome=Paulo | acao=participou da aula | valor=4821
linha=597 | nome=Paulo | acao=otimizou o algoritmo | valor=8919
linha=598 | nome=Carlos | acao=comparou as metricas | valor=7100
linha=599 | nome=Vitor | acao=executou o benchmark | valor=2750
linha=600 | nome=Carlos | acao=comparou as metricas | valor=4102
linha=601 | nome=Karen | acao=estudou computacao | valor=1870
linha=602 | nome=Igor | acao=analisou os resultados | valor=2796
linha=603 | nome=Sofia | acao=escreveu o relatorio | valor=6288
linha=604 | nome=Bruno | acao=otimizou o algoritmo | valor=2507
linha=605 | nome=Otavio | acao=fez um experimento | valor=8422
linha=606 | nome=Vitor | acao=otimizou o algoritmo | valor=7073
linha=607 | nome=Tiago | acao=comparou as metricas | valor=1736
linha=608 | nome=Helena | acao=fez um experimento | valor=5746
linha=609 | nome=Natalia | acao=fez um experimento | valor=5162
linha=610 | nome=Mariana | acao=estudou computacao | valor=5475
linha=611 | nome=Ana | acao=executou o benchmark | valor=6390
linha=612 | nome=Tiago | acao=estudou computacao | valor=5519
linha=613 | nome=Lucas | acao=fez um experimento | valor=4715
linha=614 | nome=Lucas | acao=comparou as metricas | valor=3156
linha=615 | nome=Paulo | acao=analisou os resultados | valor=7282
linha=616 | nome=Eduarda | acao=otimizou o algoritmo | valor=5659
linha=617 | nome=Ana | acao=escreveu o relatorio | valor=7925
linha=618 | nome=Carlos | acao=otimizou o algoritmo | valor=4111
linha=619 | nome=Gabriela | acao=estudou computacao | valor=5324
linha=620 | nome=Daniela | acao=participou da aula | valor=4142
linha=621 | nome=Lucas | acao=escreveu o relatorio | valor=3554
linha=622 | nome=Lucas | acao=participou da aula | valor=5988
linha=623 | nome=Felipe | acao=escreveu o relatorio | valor=2369
linha=624 | nome=Daniela | acao=participou da aula | valor=2114
linha=625 | nome=Gabriela | acao=fez um experimento | valor=6762
linha=626 | nome=Helena | acao=fez um experimento | valor=6693
linha=627 | nome=Tiago | acao=analisou os resultados | valor=7450
linha=628 | nome=Mariana | acao=comparou as metricas | valor=4983
linha=629 | nome=Renata | acao=fez um experimento | valor=3767
linha=630 | nome=Bruno | acao=fez um experimento | valor=6939
linha=631 | nome=Daniela | acao=estudou computacao | valor=4907
linha=632 | nome=Helena | acao=executou o benchmark | valor=2398
linha=633 | nome=Lucas | acao=estudou computacao | valor=4425
linha=634 | nome=Igor | acao=otimizou o algoritmo | valor=6968
linha=635 | nome=Igor | acao=analisou os resultados | valor=2943
linha=636 | nome=Mariana | acao=analisou os resultados | valor=3566
linha=637 | nome=Felipe | acao=estudou computacao | valor=4089
linha=638 | nome=Daniela | acao=fez um experimento | valor=6865
linha=639 | nome=Renata | acao=fez um experimento | valor=5832
linha=640 | nome=Tiago | acao=estudou computacao | valor=1358
linha=641 | nome=Lucas | acao=estudou computacao | valor=4327
linha=642 | nome=Gabriela | acao=estudou computacao | valor=7143
linha=643 | nome=Karen | acao=analisou os resultados | valor=9483
linha=644 | nome=Ana | acao=estudou computacao | valor=2653
linha=645 | nome=Helena | acao=comparou as metricas | valor=2373
linha=646 | nome=Karen | acao=analisou os resultados | valor=7402
linha=647 | nome=Sofia | acao=analisou os resultados | valor=2841
linha=648 | nome=Igor | acao=fez um experimento | valor=5104
linha=649 | nome=Helena | acao=estudou computacao | valor=7037
linha=650 | nome=Mariana | acao=participou da aula | valor=9672
linha=651 | nome=Felipe | acao=otimizou o algoritmo | valor=5883
linha=652 | nome=Vitor | acao=comparou as metricas | valor=3499
linha=653 | nome=Vitor | acao=comparou as metricas | valor=5650
linha=654 | nome=Gabriela | acao=otimizou o algoritmo | valor=1089
linha=655 | nome=Mariana | acao=analisou os resultados | valor=5385
linha=656 | nome=Renata | acao=estudou computacao | valor=9231
linha=657 | nome=Lucas | acao=analisou os resultados | valor=8118
linha=658 | nome=Ana | acao=fez um experimento | valor=3439
linha=659 | nome=Natalia | acao=escreveu o relatorio | valor=9741
linha=660 | nome=Otavio | acao=otimizou o algoritmo | valor=3275
linha=661 | nome=Helena | acao=escreveu o relatorio | valor=5290
linha=662 | nome=Mariana | acao=otimizou o algoritmo | valor=2687
linha=663 | nome=Joao | acao=executou o benchmark | valor=4329
linha=664 | nome=Bruno | acao=analisou os resultados | valor=8202
linha=665 | nome=Felipe | acao=fez um experimento | valor=8004
linha=666 | nome=Mariana | acao=participou da aula | valor=3393
linha=667 | nome=Bruno | acao=participou da aula | valor=9082
linha=668 | nome=Mariana | acao=estudou computacao | valor=7724
linha=669 | nome=Daniela | acao=estudou computacao | valor=9225
linha=670 | nome=Daniela | acao=analisou os resultados | valor=1180
linha=671 | nome=Daniela | acao=comparou as metricas | valor=3809
linha=672 | nome=Bruno | acao=comparou as metricas | valor=5690
linha=673 | nome=Paulo | acao=fez um experimento | valor=4006
linha=674 | nome=Helena | acao=fez um experimento | valor=9700
linha=675 | nome=Natalia | acao=analisou os resultados | valor=8675
linha=676 | nome=Joao | acao=escreveu o relatorio | valor=5315
linha=677 | nome=Vitor | acao=comparou as metricas | valor=5774
linha=678 | nome=Mariana | acao=otimizou o algoritmo | valor=8573
linha=679 | nome=Gabriela | acao=executou o benchmark | valor=4615
linha=680 | nome=Mariana | acao=comparou as metricas | valor=6428
linha=681 | nome=Gabriela | acao=executou o benchmark | valor=4364
linha=682 | nome=Felipe | acao=estudou computacao | valor=2379
linha=683 | nome=Tiago | acao=otimizou o algoritmo | valor=6586
linha=684 | nome=Tiago | acao=fez um experimento | valor=2388
linha=685 | nome=Lucas | acao=escreveu o relatorio | valor=5256
linha=686 | nome=Lucas | acao=participou da aula | valor=1935
linha=687 | nome=Joao | acao=otimizou o algoritmo | valor=9629
linha=688 | nome=Daniela | acao=otimizou o algoritmo | valor=8410
linha=689 | nome=Natalia | acao=fez um experimento | valor=5806
linha=690 | nome=Ana | acao=participou da aula | valor=6241
linha=691 | nome=Vitor | acao=escreveu o relatorio | valor=1132
linha=692 | nome=Lucas | acao=participou da aula | valor=7159
linha=693 | nome=Helena | acao=participou da aula | valor=2269
linha=694 | nome=Carlos | acao=otimizou o algoritmo | valor=6443
linha=695 | nome=Ana | acao=otimizou o algoritmo | valor=5023
linha=696 | nome=Joao | acao=fez um experimento | valor=6522
linha=697 | nome=Daniela | acao=otimizou o algoritmo | valor=9554
linha=698 | nome=Daniela | acao=estudou computacao | valor=8476
linha=699 | nome=Lucas | acao=escreveu o relatorio | valor=5237
linha=700 | nome=Bruno | acao=escreveu o relatorio | valor=3007
linha=701 | nome=Igor | acao=escreveu o relatorio | valor=7957
linha=702 | nome=Joao | acao=escreveu o relatorio | valor=4614
linha=703 | nome=Carlos | acao=fez um experimento | valor=2589
linha=704 | nome=Eduarda | acao=executou o benchmark | valor=2441
