linha=1 | nome=Carlos | acao=escreveu o relatorio | valor=8227
linha=452 | nome=Renata | acao=participou da aula | valor=8237
linha=453 | nome=Joao | acao=estudou computacao | valor=8227
linha=454 | nome=Felipe | acao=estudou computacao | valor=2293
linha=455 | nome=Carlos | acao=otimizou o algoritmo | valor=4971
linha=456 | nome=Sofia | acao=estudou computacao | valor=1262
linha=457 | nome=Paulo | acao=analisou os resultados | valor=8070
linha=458 | nome=Igor | acao=fez um experimento | valor=8987
linha=459 | nome=Vitor | acao=executou o benchmark | valor=7984
linha=460 | nome=Lucas | acao=comparou as metricas | valor=9217
linha=461 | nome=Renata | acao=analisou os resultados | valor=6187
linha=462 | nome=Gabriela | acao=estudou computacao | valor=5354
linha=463 | nome=Tiago | acao=estudou computacao | valor=1298
linha=464 | nome=Otavio | acao=executou o benchmark | valor=7073
linha=465 | nome=Paulo | acao=escreveu o relatorio | valor=4671
linha=466 | nome=Paulo | acao=analisou os resultados | valor=2738
linha=467 | nome=Helena | acao=executou o benchmark | valor=7600
linha=468 | nome=Carlos | acao=analisou os resultados | valor=8082
linha=469 | nome=Mariana | acao=analisou os resultados | valor=7153
linha=470 | nome=Daniela | acao=estudou computacao | valor=5269
linha=471 | nome=Mariana | acao=comparou as metricas | valor=1460
linha=472 | nome=Otavio | acao=analisou os resultados | valor=3794
linha=473 | nome=Tiago | acao=analisou os resultados | valor=6751
linha=474 | nome=Paulo | acao=comparou as metricas | valor=5343
linha=475 | nome=Tiago | acao=fez um experimento | valor=9885
linha=476 | nome=Igor | acao=comparou as metricas | valor=3411
linha=477 | nome=Ana | acao=analisou os resultados | valor=7075
linha=478 | nome=Sofia | acao=estudou computacao | valor=1551
linha=479 | nome=Mariana | acao=participou da aula | valor=7700
linha=480 | nome=Carlos | acao=escreveu o relatorio | valor=4541
linha=481 | nome=Ana | acao=estudou computacao | valor=5334
linha=482 | nome=Ana | acao=executou o benchmark | valor=2513
linha=483 | nome=Paulo | acao=participou da aula | valor=9666
linha=484 | nome=Igor | acao=fez um experimento | valor=9652
linha=485 | nome=Daniela | acao=estudou computacao | valor=2196
linha=486 | nome=Bruno | acao=estudou computacao | valor=3165
linha=487 | nome=Lucas | acao=participou da aula | valor=7142
linha=488 | nome=Joao | acao=otimizou o algoritmo | valor=6867
linha=489 | nome=Bruno | acao=escreveu o relatorio | valor=2055
linha=490 | nome=Bruno | acao=escreveu o relatorio | valor=3442
linha=491 | nome=Felipe | acao=executou o benchmark | valor=7517
linha=492 | nome=Eduarda | acao=participou da aula | valor=8046
linha=493 | nome=Joao | acao=executou o benchmark | valor=3501
linha=494 | nome=Joao | acao=comparou as metricas | valor=9550
linha=495 | nome=Vitor | acao=executou o benchmark | valor=9474
linha=496 | nome=Natalia | acao=analisou os resultados | valor=2577
linha=497 | nome=Felipe | acao=estudou computacao | valor=1892
linha=498 | nome=Otavio | acao=estudou computacao | valor=7229
linha=499 | nome=Karen | acao=otimizou o algoritmo | valor=1151
linha=500 | nome=Vitor | acao=comparou as metricas | valor=8675
linha=501 | nome=Igor | acao=executou o benchmark | valor=8626
linha=502 | nome=Bruno | acao=analisou os resultados | valor=6947
linha=503 | nome=Daniela | acao=estudou computacao | valor=6730
linha=504 | nome=Mariana | acao=fez um experimento | valor=6587
linha=505 | nome=Paulo | acao=participou da aula | valor=1899
linha=506 | nome=Gabriela | acao=executou o benchmark | valor=4560
linha=507 | nome=Vitor | acao=estudou computacao | valor=1662
linha=508 | nome=Otavio | acao=escreveu o relatorio | valor=7300
linha=509 | nome=Tiago | acao=estudou computacao | valor=3909
linha=510 | nome=Joao | acao=escreveu o relatorio | valor=9596
linha=511 | nome=Bruno | acao=fez um experimento | valor=1377
linha=512 | nome=Natalia | acao=executou o benchmark | valor=7189
linha=513 | nome=Vitor | acao=fez um experimento | valor=1677
linha=514 | nome=Eduarda | acao=analisou os resultados | valor=5437
linha=515 | nome=Joao | acao=analisou os resultados | valor=6479
linha=516 | nome=Joao | acao=analisou os resultados | valor=1250
linha=517 | nome=Igor | acao=escreveu o relatorio | valor=5218
linha=518 | nome=Tiago | acao=executou o benchmark | valor=1162
linha=519 | nome=Sofia | acao=fez um experimento | valor=3279
linha=520 | nome=Otavio | acao=participou da aula | valor=2522
linha=521 | nome=Paulo | acao=fez um experimento | valor=7962
linha=522 | nome=Tiago | acao=estudou computacao | valor=8841
linha=523 | nome=Vitor | acao=comparou as metricas | valor=1472
linha=524 | nome=Mariana | acao=executou o benchmark | valor=4738
linha=525 | nome=Lucas | acao=participou da aula | valor=9959
linha=526 | nome=Helena | acao=analisou os resultados | valor=2397
linha=527 | nome=Joao | acao=participou da aula | valor=9215
linha=528 | nome=Otavio | acao=estudou computacao | valor=8326
linha=529 | nome=Tiago | acao=otimizou o algoritmo | valor=8846
linha=530 | nome=Helena | acao=participou da aula | valor=8852
linha=531 | nome=Daniela | acao=analisou os resultados | valor=5103
linha=532 | nome=Joao | acao=comparou as metricas | valor=6481
linha=533 | nome=Lucas | acao=estudou computacao | valor=8239
linha=534 | nome=Mariana | acao=fez um experimento | valor=7508
linha=535 | nome=Daniela | acao=executou o benchmark | valor=7242
linha=536 | nome=Eduarda | acao=otimizou o algoritmo | valor=8082
linha=537 | nome=Karen | acao=executou o benchmark | valor=5662
linha=538 | nome=Ana | acao=participou da aula | valor=8470
linha=539 | nome=Mariana | acao=executou o benchmark | valor=9754
linha=540 | nome=Helena | acao=executou o benchmark | valor=8223
linha=541 | nome=Lucas | acao=participou da aula | valor=5221
linha=542 | nome=Karen | acao=otimizou o algoritmo | valor=8668
linha=543 | nome=Joao | acao=analisou os resultados | valor=2324
linha=544 | nome=Ana | acao=participou da aula | valor=8479
linha=545 | nome=Bruno | acao=analisou os resultados | valor=1804
linha=546 | nome=Gabriela | acao=otimizou o algoritmo | valor=9412
linha=547 | nome=Joao | acao=escreveu o relatorio | valor=6578
linha=548 | nome=Natalia | acao=estudou computacao | valor=9600
linha=549 | nome=Natalia | acao=comparou as metricas | valor=5334
linha=550 | nome=Paulo | acao=escreveu o relatorio | valor=6975
linha=551 | nome=Natalia | acao=estudou computacao | valor=1506
linha=552 | nome=Natalia | acao=executou o benchmark | valor=8840
linha=553 | nome=Igor | acao=otimizou o algoritmo | valor=7432
linha=554 | nome=Igor | acao=analisou os resultados | valor=3068
linha=555 | nome=Carlos | acao=estudou computacao | valor=9384
linha=556 | nome=Gabriela | acao=participou da aula | valor=9976
linha=557 | nome=Gabriela | acao=fez um experimento | valor=7256
linha=558 | nome=Ana | acao=otimizou o algoritmo | valor=2510
linha=559 | nome=Joao | acao=comparou as metricas | valor=7565
linha=560 | nome=Eduarda | acao=participou da aula | valor=9651
linha=561 | nome=Otavio | acao=analisou os resultados | valor=3352
linha=562 | nome=Helena | acao=executou o benchmark | valor=5150
linha=563 | nome=Natalia | acao=comparou as metricas | valor=9602
linha=564 | nome=Bruno | acao=executou o benchmark | valor=3228
linha=565 | nome=Daniela | acao=analisou os resultados | valor=7054
linha=566 | nome=Sofia | acao=participou da aula | valor=9330
linha=567 | nome=Ana | acao=analisou os resultados | valor=9301
linha=568 | nome=Paulo | acao=participou da aula | valor=2926
linha=569 | nome=Felipe | acao=analisou os resultados | valor=8488
linha=570 | nome=Paulo | acao=fez um experimento | valor=1154
linha=571 | nome=Joao | acao=analisou os resultados | valor=3526
linha=572 | nome=Eduarda | acao=escreveu o relatorio | valor=2493
linha=573 | nome=Sofia | acao=participou da aula | valor=7401
linha=574 | nome=Paulo | acao=fez um experimento | valor=1260
linha=575 | nome=Karen | acao=analisou os resultados | valor=8526
linha=576 | nome=Joao | acao=analisou os resultados | valor=9378
linha=577 | nome=Bruno | acao=fez um experimento | valor=1426
linha=578 | nome=Bruno | acao=participou da aula | valor=7894
linha=579 | nome=Gabriela | acao=escreveu o relatorio | valor=8797
linha=580 | nome=Karen | acao=analisou os resultados | valor=5325
linha=581 | nome=Renata | acao=escreveu o relatorio | valor=6431
linha=582 | nome=Paulo | acao=estudou computacao | valor=7394
linha=583 | nome=Paulo | acao=executou o benchmark | valor=9542
linha=584 | nome=Tiago | acao=analisou os resultados | valor=3061
linha=585 | nome=Paulo | acao=comparou as metricas | valor=6239
linha=586 | nome=Natalia | acao=executou o benchmark | valor=8799
linha=587 | nome=Tiago | acao=participou da aula | valor=5306
linha=588 | nome=Gabriela | acao=estudou computacao | valor=4146
linha=589 | nome=Mariana | acao=fez um experimento | valor=5769
linha=590 | nome=Felipe | acao=executou o benchmark | valor=2274
linha=591 | nome=Tiago | acao=estudou computacao | valor=9568
linha=592 | nome=Renata | acao=otimizou o algoritmo | valor=1572
linha=593 | nome=Tiago | acao=otimizou o algoritmo | valor=9027
linha=594 | nome=Felipe | acao=comparou as metricas | valor=4240
linha=595 | nome=Eduarda | acao=escreveu o relatorio | valor=2189
linha=596 | nome=Karen | acao=analisou os resultados | valor=6253
linha=597 | nome=Karen | acao=escreveu o relatorio | valor=8283
linha=598 | nome=Carlos | acao=comparou as metricas | valor=1131
linha=599 | nome=Eduarda | acao=analisou os resultados | valor=4494
linha=600 | nome=Natalia | acao=participou da aula | valor=5343
linha=601 | nome=Carlos | acao=estudou computacao | valor=6550
linha=602 | nome=Daniela | acao=escreveu o relatorio | valor=8017
linha=603 | nome=Helena | acao=escreveu o relatorio | valor=7026
linha=604 | nome=Sofia | acao=escreveu o relatorio | valor=3841
linha=605 | nome=Natalia | acao=participou da aula | valor=8465
linha=606 | nome=Igor | acao=analisou os resultados | valor=5290
linha=607 | nome=Felipe | acao=comparou as metricas | valor=1013
linha=608 | nome=Otavio | acao=otimizou o algoritmo | valor=8278
linha=609 | nome=Tiago | acao=otimizou o algoritmo | valor=5211
linha=610 | nome=Lucas | acao=estudou computacao | valor=3092
linha=611 | nome=Felipe | acao=analisou os resultados | valor=4904
linha=612 | nome=Renata | acao=estudou computacao | valor=2456
linha=613 | nome=Mariana | acao=executou o benchmark | valor=1313
linha=614 | nome=Mariana | acao=comparou as metricas | valor=9408
linha=615 | nome=Vitor | acao=fez um experimento | valor=9353
linha=616 | nome=Paulo | acao=fez um experimento | valor=2906
linha=617 | nome=Igor | acao=estudou computacao | valor=6072
linha=618 | nome=Mariana | acao=otimizou o algoritmo | valor=2665
linha=619 | nome=Vitor | acao=participou da aula | valor=4432
linha=620 | nome=Renata | acao=participou da aula | valor=4503
linha=621 | nome=Igor | acao=otimizou o algoritmo | valor=8328
linha=622 | nome=Vitor | acao=executou o benchmark | valor=1632
linha=623 | nome=Renata | acao=executou o benchmark | valor=9360
linha=624 | nome=Paulo | acao=analisou os resultados | valor=3781
linha=625 | nome=Ana | acao=participou da aula | valor=5114
linha=626 | nome=Paulo | acao=otimizou o algoritmo | valor=7902
linha=627 | nome=Tiago | acao=fez um experimento | valor=1920
linha=628 | nome=Mariana | acao=comparou as metricas | valor=4211
linha=629 | nome=Igor | acao=analisou os resultados | valor=7129
linha=630 | nome=Bruno | acao=participou da aula | valor=6172
linha=631 | nome=Karen | acao=otimizou o algoritmo | valor=8137
linha=632 | nome=Renata | acao=comparou as metricas | valor=8656
linha=633 | nome=Joao | acao=executou o benchmark | valor=3021
linha=634 | nome=Renata | acao=escreveu o relatorio | valor=7832
linha=635 | nome=Gabriela | acao=comparou as metricas | valor=4202
linha=636 | nome=Mariana | acao=analisou os resultados | valor=2210
linha=637 | nome=Joao | acao=otimizou o algoritmo | valor=6224
linha=638 | nome=Sofia | acao=escreveu o relatorio | valor=6445
linha=639 | nome=Lucas | acao=analisou os resultados | valor=1139
linha=640 | nome=Tiago | acao=analisou os resultados | valor=6582
linha=641 | nome=Tiago | acao=comparou as metricas | valor=8606
linha=642 | nome=Natalia | acao=fez um experimento | valor=4833
linha=643 | nome=Carlos | acao=escreveu o relatorio | valor=9688
linha=644 | nome=Mariana | acao=executou o benchmark | valor=3555
linha=645 | nome=Lucas | acao=comparou as metricas | valor=7487
linha=646 | nome=Sofia | acao=fez um experimento | valor=8273
linha=647 | nome=Paulo | acao=escreveu o relatorio | valor=8989
linha=648 | nome=Felipe | acao=escreveu o relatorio | valor=5184
linha=649 | nome=Eduarda | acao=comparou as metricas | valor=7228
linha=650 | nome=Eduarda | acao=executou o benchmark | valor=4191
linha=651 | nome=Renata | acao=fez um experimento | valor=3927
linha=652 | nome=Renata | acao=participou da aula | valor=8596
linha=653 | nome=Felipe | acao=fez um experimento | valor=4052
linha=654 | nome=Bruno | acao=comparou as metricas | valor=6180
linha=655 | nome=Karen | acao=fez um experimento | valor=4038
linha=656 | nome=Eduarda | acao=estudou computacao | valor=9829
linha=657 | nome=Gabriela | acao=executou o benchmark | valor=4553
linha=658 | nome=Helena | acao=escreveu o relatorio | valor=8769
linha=659 | nome=Helena | acao=executou o benchmark | valor=9133
linha=660 | nome=Gabriela | acao=comparou as metricas | valor=4945
linha=661 | nome=Otavio | acao=fez um experimento | valor=7332
linha=662 | nome=Bruno | acao=escreveu o relatorio | valor=7721
linha=663 | nome=Bruno | acao=fez um experimento | valor=6243
linha=664 | nome=Natalia | acao=participou da aula | valor=7009
linha=665 | nome=Otavio | acao=estudou computacao | valor=7170
linha=666 | nome=Lucas | acao=comparou as metricas | valor=8353
linha=667 | nome=Karen | acao=participou da aula | valor=9514
linha=668 | nome=Renata | acao=comparou as metricas | valor=8156
linha=669 | nome=Eduarda | acao=escreveu o relatorio | valor=7953
linha=670 | nome=Eduarda | acao=executou o benchmark | valor=5984
linha=671 | nome=Ana | acao=otimizou o algoritmo | valor=8824
linha=672 | nome=Carlos | acao=participou da aula | valor=9303
linha=673 | nome=Otavio | acao=estudou computacao | valor=4730
linha=674 | nome=Vitor | acao=executou o benchmark | valor=2338
linha=675 | nome=Helena | acao=escreveu o relatorio | valor=3319
linha=676 | nome=Vitor | acao=participou da aula | valor=8979
linha=677 | nome=Joao | acao=otimizou o algoritmo | valor=8348
linha=678 | nome=Mariana | acao=otimizou o algoritmo | valor=9046
linha=679 | nome=Carlos | acao=executou o benchmark | valor=9381
linha=680 | nome=Ana | acao=estudou computacao | valor=4832
linha=681 | nome=Helena | acao=otimizou o algoritmo | valor=7122
linha=682 | nome=Renata | acao=analisou os resultados | valor=5632
linha=683 | nome=Eduarda | acao=estudou computacao | valor=2465
linha=684 | nome=Renata | acao=comparou as metricas | valor=4271
linha=685 | nome=Mariana | acao=otimizou o algoritmo | valor=9186
linha=686 | nome=Renata | acao=analisou os resultados | valor=8066
linha=687 | nome=Natalia | acao=comparou as metricas | valor=7963
linha=688 | nome=Daniela | acao=otimizou o algoritmo | valor=4972
linha=689 | nome=Igor | acao=estudou computacao | valor=9652
linha=690 | nome=Mariana | acao=executou o benchmark | valor=8644
linha=691 | nome=Felipe | acao=analisou os resultados | valor=1877
linha=692 | nome=Igor | acao=fez um experimento | valor=7521
linha=693 | nome=Igor | acao=comparou as metricas | valor=5123
linha=694 | nome=Eduarda | acao=executou o benchmark | valor=9644
linha=695 | nome=Renata | acao=fez um experimento | valor=3732
linha=696 | nome=Tiago | acao=otimizou o algoritmo | valor=5950
linha=697 | nome=Helena | acao=escreveu o relatorio | valor=2363
linha=698 | nome=Ana | acao=executou o benchmark | valor=5791
linha=699 | nome=Helena | acao=analisou os resultados | valor=2685
linha=700 | nome=Bruno | acao=executou o benchmark | valor=4316
linha=701 | nome=Sofia | acao=otimizou o algoritmo | valor=9678
linha=702 | nome=Otavio | acao=analisou os resultados | valor=2933
linha=703 | nome=Eduarda | acao=executou o benchmark | valor=8702
