linha=1 | nome=Sofia | acao=fez um experimento | valor=8873
linha=454 | nome=Helena | acao=otimizou o algoritmo | valor=7393
linha=455 | nome=Felipe | acao=executou o benchmark | valor=1260
linha=456 | nome=Felipe | acao=analisou os resultados | valor=1104
linha=457 | nome=Carlos | acao=otimizou o algoritmo | valor=6682
linha=458 | nome=Vitor | acao=otimizou o algoritmo | valor=9278
linha=459 | nome=Igor | acao=participou da aula | valor=8192
linha=460 | nome=Igor | acao=otimizou o algoritmo | valor=2791
linha=461 | nome=Lucas | acao=comparou as metricas | valor=9144
linha=462 | nome=Ana | acao=otimizou o algoritmo | valor=9198
linha=463 | nome=Felipe | acao=participou da aula | valor=8157
linha=464 | nome=Joao | acao=estudou computacao | valor=3952
linha=465 | nome=Daniela | acao=analisou os resultados | valor=5582
linha=466 | nome=Karen | acao=fez um experimento | valor=9006
linha=467 | nome=Mariana | acao=executou o benchmark | valor=3755
linha=468 | nome=Daniela | acao=participou da aula | valor=9261
linha=469 | nome=Sofia | acao=otimizou o algoritmo | valor=1416
linha=470 | nome=Otavio | acao=fez um experimento | valor=8367
linha=471 | nome=Sofia | acao=escreveu o relatorio | valor=2814
linha=472 | nome=Helena | acao=fez um experimento | valor=9490
linha=473 | nome=Ana | acao=comparou as metricas | valor=9829
linha=474 | nome=Ana | acao=otimizou o algoritmo | valor=1753
linha=475 | nome=Vitor | acao=analisou os resultados | valor=8339
linha=476 | nome=Mariana | acao=otimizou o algoritmo | valor=9149
linha=477 | nome=Bruno | acao=executou o benchmark | valor=5145
linha=478 | nome=Mariana | acao=estudou computacao | valor=3627
linha=479 | nome=Ana | acao=estudou computacao | valor=3020
linha=480 | nome=Felipe | acao=participou da aula | valor=9696
linha=481 | nome=Joao | acao=executou o benchmark | valor=8225
linha=482 | nome=Sofia | acao=estudou computacao | valor=5656
linha=483 | nome=Vitor | acao=executou o benchmark | valor=2387
linha=484 | nome=Natalia | acao=participou da aula | valor=9281
linha=485 | nome=Vitor | acao=fez um experimento | valor=2617
linha=486 | nome=Mariana | acao=participou da aula | valor=3953
linha=487 | nome=Igor | acao=fez um experimento | valor=7798
linha=488 | nome=Mariana | acao=fez um experimento | valor=7238
linha=489 | nome=Natalia | acao=fez um experimento | valor=1904
linha=490 | nome=Sofia | acao=otimizou o algoritmo | valor=7942
linha=491 | nome=Sofia | acao=comparou as metricas | valor=5189
linha=492 | nome=Lucas | acao=comparou as metricas | valor=3931
linha=493 | nome=Daniela | acao=participou da aula | valor=8599
linha=494 | nome=Mariana | acao=estudou computacao | valor=7126
linha=495 | nome=Eduarda | acao=executou o benchmark | valor=1012
linha=496 | nome=Tiago | acao=estudou computacao | valor=4277
linha=497 | nome=Joao | acao=fez um experimento | valor=3053
linha=498 | nome=Eduarda | acao=escreveu o relatorio | valor=6173
linha=499 | nome=Vitor | acao=participou da aula | valor=1734
linha=500 | nome=Natalia | acao=analisou os resultados | valor=4606
linha=501 | nome=Felipe | acao=fez um experimento | valor=8160
linha=502 | nome=Otavio | acao=estudou computacao | valor=4950
linha=503 | nome=Mariana | acao=otimizou o algoritmo | valor=8490
linha=504 | nome=Renata | acao=comparou as metricas | valor=9595
linha=505 | nome=Carlos | acao=analisou os resultados | valor=6786
linha=506 | nome=Mariana | acao=estudou computacao | valor=1539
linha=507 | nome=Natalia | acao=otimizou o algoritmo | valor=5477
linha=508 | nome=Bruno | acao=estudou computacao | valor=1547
linha=509 | nome=Helena | acao=otimizou o algoritmo | valor=2085
linha=510 | nome=Sofia | acao=estudou computacao | valor=3428
linha=511 | nome=Renata | acao=fez um experimento | valor=2900
linha=512 | nome=Mariana | acao=escreveu o relatorio | valor=3497
linha=513 | nome=Mariana | acao=analisou os resultados | valor=3998
linha=514 | nome=Sofia | acao=estudou computacao | valor=9311
linha=515 | nome=Ana | acao=escreveu o relatorio | valor=5688
linha=516 | nome=Otavio | acao=analisou os resultados | valor=9837
linha=517 | nome=Igor | acao=executou o benchmark | valor=7718
linha=518 | nome=Carlos | acao=fez um experimento | valor=3492
linha=519 | nome=Igor | acao=estudou computacao | valor=1494
linha=520 | nome=Eduarda | acao=fez um experimento | valor=2851
linha=521 | nome=Eduarda | acao=executou o benchmark | valor=3607
linha=522 | nome=Lucas | acao=participou da aula | valor=6590
linha=523 | nome=Tiago | acao=comparou as metricas | valor=5042
linha=524 | nome=Carlos | acao=estudou computacao | valor=9925
linha=525 | nome=Joao | acao=analisou os resultados | valor=1238
linha=526 | nome=Daniela | acao=participou da aula | valor=4181
linha=527 | nome=Lucas | acao=analisou os resultados | valor=9492
linha=528 | nome=Igor | acao=executou o benchmark | valor=3702
linha=529 | nome=Renata | acao=analisou os resultados | valor=9882
linha=530 | nome=Tiago | acao=escreveu o relatorio | valor=2407
linha=531 | nome=Karen | acao=analisou os resultados | valor=7579
linha=532 | nome=Helena | acao=analisou os resultados | valor=4103
linha=533 | nome=Lucas | acao=otimizou o algoritmo | valor=7208
linha=534 | nome=Karen | acao=participou da aula | valor=2075
linha=535 | nome=Renata | acao=estudou computacao | valor=7179
linha=536 | nome=Joao | acao=comparou as metricas | valor=8064
linha=537 | nome=Helena | acao=executou o benchmark | valor=3246
linha=538 | nome=Felipe | acao=otimizou o algoritmo | valor=5301
linha=539 | nome=Vitor | acao=participou da aula | valor=3506
linha=540 | nome=Helena | acao=executou o benchmark | valor=6171
linha=541 | nome=Carlos | acao=comparou as metricas | valor=5608
linha=542 | nome=Karen | acao=fez um experimento | valor=4345
linha=543 | nome=Natalia | acao=participou da aula | valor=3118
linha=544 | nome=Gabriela | acao=executou o benchmark | valor=6953
linha=545 | nome=Vitor | acao=escreveu o relatorio | valor=6442
linha=546 | nome=Gabriela | acao=executou o benchmark | valor=3524
linha=547 | nome=Ana | acao=fez um experimento | valor=9879
linha=548 | nome=Mariana | acao=escreveu o relatorio | valor=9413
linha=549 | nome=Igor | acao=analisou os resultados | valor=2987
linha=550 | nome=Vitor | acao=analisou os resultados | valor=4893
linha=551 | nome=Eduarda | acao=fez um experimento | valor=4460
linha=552 | nome=Bruno | acao=analisou os resultados | valor=4493
linha=553 | nome=Renata | acao=analisou os resultados | valor=1681
linha=554 | nome=Mariana | acao=estudou computacao | valor=1309
linha=555 | nome=Tiago | acao=executou o benchmark | valor=6066
linha=556 | nome=Vitor | acao=analisou os resultados | valor=4727
linha=557 | nome=Karen | acao=fez um experimento | valor=8424
linha=558 | nome=Paulo | acao=analisou os resultados | valor=1758
linha=559 | nome=Renata | acao=executou o benchmark | valor=8667
linha=560 | nome=Carlos | acao=escreveu o relatorio | valor=6673
linha=561 | nome=Felipe | acao=analisou os resultados | valor=1553
linha=562 | nome=Renata | acao=fez um experimento | valor=7902
linha=563 | nome=Vitor | acao=estudou computacao | valor=6506
linha=564 | nome=Joao | acao=participou da aula | valor=9412
linha=565 | nome=Eduarda | acao=analisou os resultados | valor=3065
linha=566 | nome=Paulo | acao=participou da aula | valor=4269
linha=567 | nome=Igor | acao=fez um experimento | valor=1713
linha=568 | nome=Lucas | acao=comparou as metricas | valor=4033
linha=569 | nome=Renata | acao=fez um experimento | valor=2671
linha=570 | nome=Natalia | acao=analisou os resultados | valor=9183
linha=571 | nome=Ana | acao=participou da aula | valor=5827
linha=572 | nome=Felipe | acao=fez um experimento | valor=5869
linha=573 | nome=Natalia | acao=analisou os resultados | valor=3049
linha=574 | nome=Ana | acao=fez um experimento | valor=6978
linha=575 | nome=Daniela | acao=estudou computacao | valor=7314
linha=576 | nome=Paulo | acao=participou da aula | valor=5777
linha=577 | nome=Tiago | acao=otimizou o algoritmo | valor=1612
linha=578 | nome=Helena | acao=participou da aula | valor=9705
linha=579 | nome=Carlos | acao=fez um experimento | valor=6365
linha=580 | nome=Mariana | acao=executou o benchmark | valor=8941
linha=581 | nome=Joao | acao=estudou computacao | valor=4198
linha=582 | nome=Karen | acao=participou da aula | valor=7092
linha=583 | nome=Renata | acao=escreveu o relatorio | valor=1925
linha=584 | nome=Mariana | acao=participou da aula | valor=2353
linha=585 | nome=Otavio | acao=analisou os resultados | valor=5881
linha=586 | nome=Paulo | acao=estudou computacao | valor=5434
linha=587 | nome=Eduarda | acao=estudou computacao | valor=1668
linha=588 | nome=Igor | acao=participou da aula | valor=8232
linha=589 | nome=Joao | acao=executou o benchmark | valor=6998
linha=590 | nome=Igor | acao=comparou as metricas | valor=2088
linha=591 | nome=Helena | acao=otimizou o algoritmo | valor=2887
linha=592 | nome=Helena | acao=comparou as metricas | valor=1501
linha=593 | nome=Vitor | acao=participou da aula | valor=2024
linha=594 | nome=Karen | acao=estudou computacao | valor=8428
linha=595 | nome=Otavio | acao=comparou as metricas | valor=1629
linha=596 | nome=Mariana | acao=escreveu o relatorio | valor=3115
linha=597 | nome=Vitor | acao=executou o benchmark | valor=7920
linha=598 | nome=Ana | acao=executou o benchmark | valor=5630
linha=599 | nome=Paulo | acao=estudou computacao | valor=3964
linha=600 | nome=Bruno | acao=executou o benchmark | valor=6922
linha=601 | nome=Eduarda | acao=participou da aula | valor=7123
linha=602 | nome=Igor | acao=estudou computacao | valor=1624
linha=603 | nome=Lucas | acao=otimizou o algoritmo | valor=5991
linha=604 | nome=Natalia | acao=otimizou o algoritmo | valor=2700
linha=605 | nome=Gabriela | acao=otimizou o algoritmo | valor=5682
linha=606 | nome=Sofia | acao=executou o benchmark | valor=3014
linha=607 | nome=Sofia | acao=comparou as metricas | valor=1528
linha=608 | nome=Joao | acao=participou da aula | valor=4324
linha=609 | nome=Karen | acao=escreveu o relatorio | valor=9736
linha=610 | nome=Sofia | acao=executou o benchmark | valor=8513
linha=611 | nome=Sofia | acao=otimizou o algoritmo | valor=9334
linha=612 | nome=Sofia | acao=escreveu o relatorio | valor=7439
linha=613 | nome=Gabriela | acao=otimizou o algoritmo | valor=8401
linha=614 | nome=Daniela | acao=fez um experimento | valor=2598
linha=615 | nome=Lucas | acao=executou o benchmark | valor=9299
linha=616 | nome=Ana | acao=analisou os resultados | valor=6051
linha=617 | nome=Lucas | acao=otimizou o algoritmo | valor=2845
linha=618 | nome=Felipe | acao=comparou as metricas | valor=2828
linha=619 | nome=Daniela | acao=comparou as metricas | valor=8837
linha=620 | nome=Joao | acao=escreveu o relatorio | valor=3340
linha=621 | nome=Natalia | acao=otimizou o algoritmo | valor=4793
linha=622 | nome=Tiago | acao=participou da aula | valor=4731
linha=623 | nome=Paulo | acao=analisou os resultados | valor=9558
linha=624 | nome=Igor | acao=otimizou o algoritmo | valor=5455
linha=625 | nome=Ana | acao=comparou as metricas | valor=3765
linha=626 | nome=Carlos | acao=executou o benchmark | valor=1609
linha=627 | nome=Daniela | acao=escreveu o relatorio | valor=9914
linha=628 | nome=Joao | acao=executou o benchmark | valor=6438
linha=629 | nome=Daniela | acao=escreveu o relatorio | valor=3400
linha=630 | nome=Helena | acao=participou da aula | valor=5799
linha=631 | nome=Bruno | acao=comparou as metricas | valor=8196
linha=632 | nome=Felipe | acao=escreveu o relatorio | valor=6146
linha=633 | nome=Otavio | acao=executou o benchmark | valor=3108
linha=634 | nome=Otavio | acao=fez um experimento | valor=6169
linha=635 | nome=Sofia | acao=escreveu o relatorio | valor=1189
linha=636 | nome=Karen | acao=escreveu o relatorio | valor=9808
linha=637 | nome=Carlos | acao=estudou computacao | valor=7702
linha=638 | nome=Renata | acao=comparou as metricas | valor=6027
linha=639 | nome=Renata | acao=comparou as metricas | valor=1978
linha=640 | nome=Karen | acao=otimizou o algoritmo | valor=6587
linha=641 | nome=Renata | acao=otimizou o algoritmo | valor=8886
linha=642 | nome=Vitor | acao=participou da aula | valor=5647
linha=643 | nome=Karen | acao=escreveu o relatorio | valor=4480
linha=644 | nome=Vitor | acao=comparou as metricas | valor=1744
linha=645 | nome=Gabriela | acao=estudou computacao | valor=2279
linha=646 | nome=Bruno | acao=fez um experimento | valor=8907
linha=647 | nome=Felipe | acao=executou o benchmark | valor=8151
linha=648 | nome=Joao | acao=fez um experimento | valor=7055
linha=649 | nome=Gabriela | acao=executou o benchmark | valor=5260
linha=650 | nome=Gabriela | acao=estudou computacao | valor=5169
linha=651 | nome=Carlos | acao=otimizou o algoritmo | valor=8016
linha=652 | nome=Daniela | acao=executou o benchmark | valor=3270
linha=653 | nome=Joao | acao=otimizou o algoritmo | valor=8087
linha=654 | nome=Lucas | acao=otimizou o algoritmo | valor=8967
linha=655 | nome=Tiago | acao=executou o benchmark | valor=9115
linha=656 | nome=Mariana | acao=escreveu o relatorio | valor=4472
linha=657 | nome=Joao | acao=otimizou o algoritmo | valor=1990
linha=658 | nome=Karen | acao=executou o benchmark | valor=2086
linha=659 | nome=Felipe | acao=escreveu o relatorio | valor=6554
linha=660 | nome=Karen | acao=participou da aula | valor=5651
linha=661 | nome=Helena | acao=executou o benchmark | valor=3876
linha=662 | nome=Otavio | acao=comparou as metricas | valor=4918
linha=663 | nome=Renata | acao=analisou os resultados | valor=6275
linha=664 | nome=Renata | acao=participou da aula | valor=1072
linha=665 | nome=Ana | acao=executou o benchmark | valor=9649
linha=666 | nome=Mariana | acao=escreveu o relatorio | valor=6687
linha=667 | nome=Joao | acao=otimizou o algoritmo | valor=3358
linha=668 | nome=Sofia | acao=estudou computacao | valor=2204
linha=669 | nome=Otavio | acao=executou o benchmark | valor=8455
linha=670 | nome=Eduarda | acao=fez um experimento | valor=9363
linha=671 | nome=Mariana | acao=analisou os resultados | valor=6673
linha=672 | nome=Tiago | acao=analisou os resultados | valor=8050
linha=673 | nome=Daniela | acao=estudou computacao | valor=8174
linha=674 | nome=Lucas | acao=participou da aula | valor=1760
linha=675 | nome=Gabriela | acao=escreveu o relatorio | valor=6071
linha=676 | nome=Daniela | acao=comparou as metricas | valor=7433
linha=677 | nome=Eduarda | acao=otimizou o algoritmo | valor=3960
linha=678 | nome=Tiago | acao=estudou computacao | valor=6903
linha=679 | nome=Otavio | acao=analisou os resultados | valor=6123
linha=680 | nome=Igor | acao=executou o benchmark | valor=2830
linha=681 | nome=Tiago | acao=executou o benchmark | valor=8561
linha=682 | nome=Otavio | acao=escreveu o relatorio | valor=4193
linha=683 | nome=Sofia | acao=comparou as metricas | valor=4348
linha=684 | nome=Vitor | acao=participou da aula | valor=9342
linha=685 | nome=Ana | acao=estudou computacao | valor=8319
linha=686 | nome=Gabriela | acao=participou da aula | valor=8117
linha=687 | nome=Gabriela | acao=participou da aula | valor=7854
linha=688 | nome=Karen | acao=analisou os resultados | valor=5869
linha=689 | nome=Otavio | acao=otimizou o algoritmo | valor=7186
linha=690 | nome=Carlos | acao=participou da aula | valor=8317
linha=691 | nome=Lucas | acao=participou da aula | valor=1971
linha=692 | nome=Renata | acao=fez um experimento | valor=9641
linha=693 | nome=Bruno | acao=executou o benchmark | valor=5541
linha=694 | nome=Otavio | acao=estudou computacao | valor=7603
linha=695 | nome=Helena | acao=participou da aula | valor=9862
linha=696 | nome=Ana | acao=escreveu o relatorio | valor=2171
linha=697 | nome=Paulo | acao=analisou os resultados | valor=9064
linha=698 | nome=Paulo | acao=comparou as metricas | valor=2224
linha=699 | nome=Otavio | acao=comparou as metricas | valor=4163
linha=700 | nome=Lucas | acao=executou o benchmark | valor=2354
linha=701 | nome=Daniela | acao=participou da aula | valor=4851
linha=702 | nome=Felipe | acao=analisou os resultados | valor=7986
linha=703 | nome=Carlos | acao=fez um experimento | valor=6491
linha=704 | nome=Gabriela | acao=comparou as metricas | valor=3110
linha=705 | nome=Felipe | acao=escreveu o relatorio | valor=9678
