linha=1 | nome=Paulo | acao=executou o benchmark | valor=3803
linha=452 | nome=Eduarda | acao=estudou computacao | valor=5982
linha=453 | nome=Renata | acao=participou da aula | valor=3561
linha=454 | nome=Mariana | acao=executou o benchmark | valor=5868
linha=455 | nome=Natalia | acao=executou o benchmark | valor=1055
linha=456 | nome=Felipe | acao=executou o benchmark | valor=3154
linha=457 | nome=Karen | acao=fez um experimento | valor=8446
linha=458 | nome=Renata | acao=executou o benchmark | valor=4752
linha=459 | nome=Ana | acao=fez um experimento | valor=7108
linha=460 | nome=Mariana | acao=analisou os resultados | valor=8937
linha=461 | nome=Gabriela | acao=escreveu o relatorio | valor=7020
linha=462 | nome=Vitor | acao=comparou as metricas | valor=1855
linha=463 | nome=Otavio | acao=fez um experimento | valor=6523
linha=464 | nome=Bruno | acao=participou da aula | valor=8021
linha=465 | nome=Renata | acao=comparou as metricas | valor=5334
linha=466 | nome=Felipe | acao=fez um experimento | valor=5636
linha=467 | nome=Renata | acao=comparou as metricas | valor=4952
linha=468 | nome=Bruno | acao=executou o benchmark | valor=7880
linha=469 | nome=Joao | acao=estudou computacao | valor=8016
linha=470 | nome=Gabriela | acao=analisou os resultados | valor=7326
linha=471 | nome=Felipe | acao=escreveu o relatorio | valor=4582
linha=472 | nome=Bruno | acao=comparou as metricas | valor=1681
linha=473 | nome=Ana | acao=executou o benchmark | valor=5719
linha=474 | nome=Sofia | acao=participou da aula | valor=8896
linha=475 | nome=Joao | acao=analisou os resultados | valor=3390
linha=476 | nome=Joao | acao=otimizou o algoritmo | valor=5014
linha=477 | nome=Bruno | acao=participou da aula | valor=1058
linha=478 | nome=Ana | acao=escreveu o relatorio | valor=5342
linha=479 | nome=Helena | acao=fez um experimento | valor=9048
linha=480 | nome=Gabriela | acao=analisou os resultados | valor=6445
linha=481 | nome=Lucas | acao=analisou os resultados | valor=3251
linha=482 | nome=Carlos | acao=escreveu o relatorio | valor=5065
linha=483 | nome=Sofia | acao=participou da aula | valor=1855
linha=484 | nome=Ana | acao=comparou as metricas | valor=8670
linha=485 | nome=Igor | acao=comparou as metricas | valor=7641
linha=486 | nome=Karen | acao=executou o benchmark | valor=9877
linha=487 | nome=Mariana | acao=estudou computacao | valor=4355
linha=488 | nome=Felipe | acao=analisou os resultados | valor=3942
linha=489 | nome=Karen | acao=fez um experimento | valor=9982
linha=490 | nome=Igor | acao=fez um experimento | valor=2985
linha=491 | nome=Helena | acao=fez um experimento | valor=2199
linha=492 | nome=Igor | acao=fez um experimento | valor=7887
linha=493 | nome=Helena | acao=analisou os resultados | valor=7024
linha=494 | nome=Igor | acao=executou o benchmark | valor=3420
linha=495 | nome=Mariana | acao=comparou as metricas | valor=8424
linha=496 | nome=Ana | acao=escreveu o relatorio | valor=8380
linha=497 | nome=Mariana | acao=analisou os resultados | valor=8462
linha=498 | nome=Daniela | acao=escreveu o relatorio | valor=4477
linha=499 | nome=Joao | acao=comparou as metricas | valor=3174
linha=500 | nome=Eduarda | acao=analisou os resultados | valor=9736
linha=501 | nome=Igor | acao=escreveu o relatorio | valor=7064
linha=502 | nome=Natalia | acao=participou da aula | valor=7472
linha=503 | nome=Lucas | acao=otimizou o algoritmo | valor=1905
linha=504 | nome=Gabriela | acao=executou o benchmark | valor=4057
linha=505 | nome=Tiago | acao=analisou os resultados | valor=8268
linha=506 | nome=Natalia | acao=escreveu o relatorio | valor=3401
linha=507 | nome=Igor | acao=escreveu o relatorio | valor=8773
linha=508 | nome=Gabriela | acao=fez um experimento | valor=7035
linha=509 | nome=Carlos | acao=executou o benchmark | valor=9901
linha=510 | nome=Helena | acao=estudou computacao | valor=9407
linha=511 | nome=Ana | acao=participou da aula | valor=1268
linha=512 | nome=Otavio | acao=estudou computacao | valor=2857
linha=513 | nome=Sofia | acao=executou o benchmark | valor=3699
linha=514 | nome=Eduarda | acao=executou o benchmark | valor=8686
linha=515 | nome=Karen | acao=comparou as metricas | valor=6987
linha=516 | nome=Helena | acao=escreveu o relatorio | valor=2917
linha=517 | nome=Otavio | acao=analisou os resultados | valor=2377
linha=518 | nome=Ana | acao=executou o benchmark | valor=8642
linha=519 | nome=Paulo | acao=estudou computacao | valor=3358
linha=520 | nome=Ana | acao=executou o benchmark | valor=4858
linha=521 | nome=Eduarda | acao=comparou as metricas | valor=4999
linha=522 | nome=Felipe | acao=fez um experimento | valor=9192
linha=523 | nome=Vitor | acao=executou o benchmark | valor=2518
linha=524 | nome=Mariana | acao=participou da aula | valor=8196
linha=525 | nome=Gabriela | acao=participou da aula | valor=4478
linha=526 | nome=Tiago | acao=escreveu o relatorio | valor=7146
linha=527 | nome=Felipe | acao=participou da aula | valor=7462
linha=528 | nome=Ana | acao=otimizou o algoritmo | valor=6582
linha=529 | nome=Tiago | acao=otimizou o algoritmo | valor=4811
linha=530 | nome=Otavio | acao=executou o benchmark | valor=3663
linha=531 | nome=Eduarda | acao=otimizou o algoritmo | valor=1204
linha=532 | nome=Renata | acao=executou o benchmark | valor=5009
linha=533 | nome=Igor | acao=participou da aula | valor=3027
linha=534 | nome=Eduarda | acao=analisou os resultados | valor=5789
linha=535 | nome=Joao | acao=participou da aula | valor=3923
linha=536 | nome=Joao | acao=escreveu o relatorio | valor=6460
linha=537 | nome=Igor | acao=analisou os resultados | valor=3493
linha=538 | nome=Renata | acao=comparou as metricas | valor=8715
linha=539 | nome=Tiago | acao=executou o benchmark | valor=7333
linha=540 | nome=Sofia | acao=estudou computacao | valor=4611
linha=541 | nome=Vitor | acao=otimizou o algoritmo | valor=9166
linha=542 | nome=Paulo | acao=escreveu o relatorio | valor=6023
linha=543 | nome=Mariana | acao=comparou as metricas | valor=4807
linha=544 | nome=Helena | acao=executou o benchmark | valor=5656
linha=545 | nome=Helena | acao=estudou computacao | valor=4478
linha=546 | nome=Mariana | acao=participou da aula | valor=8552
linha=547 | nome=Gabriela | acao=analisou os resultados | valor=4853
linha=548 | nome=Bruno | acao=analisou os resultados | valor=8712
linha=549 | nome=Daniela | acao=otimizou o algoritmo | valor=9201
linha=550 | nome=Igor | acao=fez um experimento | valor=6769
linha=551 | nome=Otavio | acao=estudou computacao | valor=4253
linha=552 | nome=Paulo | acao=comparou as metricas | valor=8115
linha=553 | nome=Sofia | acao=escreveu o relatorio | valor=3680
linha=554 | nome=Bruno | acao=estudou computacao | valor=9434
linha=555 | nome=Vitor | acao=estudou computacao | valor=4057
linha=556 | nome=Tiago | acao=executou o benchmark | valor=3860
linha=557 | nome=Lucas | acao=fez um experimento | valor=3191
linha=558 | nome=Helena | acao=participou da aula | valor=1845
linha=559 | nome=Eduarda | acao=fez um experimento | valor=9621
linha=560 | nome=Carlos | acao=otimizou o algoritmo | valor=3153
linha=561 | nome=Natalia | acao=escreveu o relatorio | valor=5704
linha=562 | nome=Helena | acao=participou da aula | valor=3410
linha=563 | nome=Lucas | acao=estudou computacao | valor=4271
linha=564 | nome=Otavio | acao=participou da aula | valor=1719
linha=565 | nome=Mariana | acao=fez um experimento | valor=4301
linha=566 | nome=Joao | acao=estudou computacao | valor=2567
linha=567 | nome=Gabriela | acao=estudou computacao | valor=8589
linha=568 | nome=Otavio | acao=executou o benchmark | valor=6045
linha=569 | nome=Bruno | acao=escreveu o relatorio | valor=9579
linha=570 | nome=Gabriela | acao=analisou os resultados | valor=6023
linha=571 | nome=Renata | acao=comparou as metricas | valor=9793
linha=572 | nome=Paulo | acao=escreveu o relatorio | valor=6675
linha=573 | nome=Sofia | acao=comparou as metricas | valor=2971
linha=574 | nome=Daniela | acao=executou o benchmark | valor=5845
linha=575 | nome=Ana | acao=comparou as metricas | valor=5655
linha=576 | nome=Lucas | acao=fez um experimento | valor=6079
linha=577 | nome=Ana | acao=estudou computacao | valor=4411
linha=578 | nome=Joao | acao=escreveu o relatorio | valor=7245
linha=579 | nome=Otavio | acao=analisou os resultados | valor=7272
linha=580 | nome=Paulo | acao=fez um experimento | valor=1331
linha=581 | nome=Carlos | acao=escreveu o relatorio | valor=1489
linha=582 | nome=Sofia | acao=executou o benchmark | valor=2151
linha=583 | nome=Lucas | acao=participou da aula | valor=1376
linha=584 | nome=Daniela | acao=estudou computacao | valor=3654
linha=585 | nome=Tiago | acao=participou da aula | valor=8857
linha=586 | nome=Helena | acao=fez um experimento | valor=6153
linha=587 | nome=Vitor | acao=escreveu o relatorio | valor=2538
linha=588 | nome=Mariana | acao=escreveu o relatorio | valor=8139
linha=589 | nome=Eduarda | acao=participou da aula | valor=9517
linha=590 | nome=Daniela | acao=participou da aula | valor=2778
linha=591 | nome=Renata | acao=executou o benchmark | valor=9188
linha=592 | nome=Gabriela | acao=comparou as metricas | valor=4464
linha=593 | nome=Mariana | acao=estudou computacao | valor=2590
linha=594 | nome=Natalia | acao=comparou as metricas | valor=2715
linha=595 | nome=Lucas | acao=fez um experimento | valor=7356
linha=596 | nome=Daniela | acao=escreveu o relatorio | valor=4379
linha=597 | nome=Otavio | acao=otimizou o algoritmo | valor=8888
linha=598 | nome=Renata | acao=fez um experimento | valor=6510
linha=599 | nome=Tiago | acao=estudou computacao | valor=5683
linha=600 | nome=Eduarda | acao=otimizou o algoritmo | valor=5155
linha=601 | nome=Otavio | acao=comparou as metricas | valor=1963
linha=602 | nome=Sofia | acao=otimizou o algoritmo | valor=5167
linha=603 | nome=Joao | acao=fez um experimento | valor=1880
linha=604 | nome=Carlos | acao=participou da aula | valor=8949
linha=605 | nome=Tiago | acao=otimizou o algoritmo | valor=4989
linha=606 | nome=Carlos | acao=executou o benchmark | valor=2397
linha=607 | nome=Gabriela | acao=participou da aula | valor=6133
linha=608 | nome=Gabriela | acao=escreveu o relatorio | valor=3380
linha=609 | nome=Ana | acao=comparou as metricas | valor=8716
linha=610 | nome=Sofia | acao=executou o benchmark | valor=2340
linha=611 | nome=Gabriela | acao=analisou os resultados | valor=9621
linha=612 | nome=Otavio | acao=estudou computacao | valor=7174
linha=613 | nome=Sofia | acao=fez um experimento | valor=4722
linha=614 | nome=Mariana | acao=comparou as metricas | valor=6974
linha=615 | nome=Vitor | acao=executou o benchmark | valor=7308
linha=616 | nome=Helena | acao=comparou as metricas | valor=4347
linha=617 | nome=Vitor | acao=otimizou o algoritmo | valor=8786
linha=618 | nome=Mariana | acao=analisou os resultados | valor=7814
linha=619 | nome=Natalia | acao=comparou as metricas | valor=3015
linha=620 | nome=Natalia | acao=escreveu o relatorio | valor=1558
linha=621 | nome=Karen | acao=comparou as metricas | valor=8305
linha=622 | nome=Renata | acao=executou o benchmark | valor=8665
linha=623 | nome=Mariana | acao=executou o benchmark | valor=8769
linha=624 | nome=Vitor | acao=escreveu o relatorio | valor=5223
linha=625 | nome=Igor | acao=fez um experimento | valor=3915
linha=626 | nome=Helena | acao=otimizou o algoritmo | valor=4797
linha=627 | nome=Helena | acao=participou da aula | valor=9722
linha=628 | nome=Lucas | acao=escreveu o relatorio | valor=8384
linha=629 | nome=Renata | acao=estudou computacao | valor=5652
linha=630 | nome=Eduarda | acao=estudou computacao | valor=4581
linha=631 | nome=Daniela | acao=executou o benchmark | valor=2943
linha=632 | nome=Sofia | acao=analisou os resultados | valor=5623
linha=633 | nome=Bruno | acao=fez um experimento | valor=4020
linha=634 | nome=Renata | acao=executou o benchmark | valor=9709
linha=635 | nome=Natalia | acao=escreveu o relatorio | valor=3474
linha=636 | nome=Paulo | acao=fez um experimento | valor=3627
linha=637 | nome=Natalia | acao=comparou as metricas | valor=6011
linha=638 | nome=Vitor | acao=fez um experimento | valor=9950
linha=639 | nome=Felipe | acao=otimizou o algoritmo | valor=9658
linha=640 | nome=Vitor | acao=estudou computacao | valor=5490
linha=641 | nome=Mariana | acao=comparou as metricas | valor=6934
linha=642 | nome=Renata | acao=fez um experimento | valor=2244
linha=643 | nome=Renata | acao=executou o benchmark | valor=8819
linha=644 | nome=Paulo | acao=otimizou o algoritmo | valor=7161
linha=645 | nome=Mariana | acao=participou da aula | valor=1469
linha=646 | nome=Sofia | acao=participou da aula | valor=9890
linha=647 | nome=Otavio | acao=otimizou o algoritmo | valor=3039
linha=648 | nome=Tiago | acao=analisou os resultados | valor=3464
linha=649 | nome=Mariana | acao=estudou computacao | valor=9615
linha=650 | nome=Joao | acao=executou o benchmark | valor=5261
linha=651 | nome=Carlos | acao=comparou as metricas | valor=9987
linha=652 | nome=Otavio | acao=comparou as metricas | valor=2680
linha=653 | nome=Renata | acao=participou da aula | valor=5635
linha=654 | nome=Tiago | acao=escreveu o relatorio | valor=6926
linha=655 | nome=Bruno | acao=analisou os resultados | valor=3253
linha=656 | nome=Eduarda | acao=otimizou o algoritmo | valor=6114
linha=657 | nome=Karen | acao=executou o benchmark | valor=1394
linha=658 | nome=Vitor | acao=participou da aula | valor=4588
linha=659 | nome=Ana | acao=fez um experimento | valor=5857
linha=660 | nome=Sofia | acao=estudou computacao | valor=8493
linha=661 | nome=Lucas | acao=otimizou o algoritmo | valor=9820
linha=662 | nome=Helena | acao=estudou computacao | valor=1679
linha=663 | nome=Ana | acao=executou o benchmark | valor=9921
linha=664 | nome=Eduarda | acao=escreveu o relatorio | valor=6752
linha=665 | nome=Bruno | acao=fez um experimento | valor=3513
linha=666 | nome=Helena | acao=otimizou o algoritmo | valor=9989
linha=667 | nome=Sofia | acao=escreveu o relatorio | valor=7666
linha=668 | nome=Carlos | acao=estudou computacao | valor=2767
linha=669 | nome=Sofia | acao=participou da aula | valor=1451
linha=670 | nome=Paulo | acao=escreveu o relatorio | valor=6617
linha=671 | nome=Mariana | acao=executou o benchmark | valor=6809
linha=672 | nome=Natalia | acao=estudou computacao | valor=4957
linha=673 | nome=Mariana | acao=escreveu o relatorio | valor=6248
linha=674 | nome=Tiago | acao=fez um experimento | valor=9756
linha=675 | nome=Gabriela | acao=estudou computacao | valor=3460
linha=676 | nome=Ana | acao=participou da aula | valor=9946
linha=677 | nome=Carlos | acao=fez um experimento | valor=2460
linha=678 | nome=Lucas | acao=fez um experimento | valor=1393
linha=679 | nome=Mariana | acao=analisou os resultados | valor=5348
linha=680 | nome=Tiago | acao=escreveu o relatorio | valor=2974
linha=681 | nome=Ana | acao=executou o benchmark | valor=9355
linha=682 | nome=Mariana | acao=escreveu o relatorio | valor=1354
linha=683 | nome=Ana | acao=analisou os resultados | valor=8215
linha=684 | nome=Joao | acao=participou da aula | valor=7570
linha=685 | nome=Helena | acao=analisou os resultados | valor=9997
linha=686 | nome=Tiago | acao=executou o benchmark | valor=4875
linha=687 | nome=Igor | acao=comparou as metricas | valor=7435
linha=688 | nome=Eduarda | acao=executou o benchmark | valor=7199
linha=689 | nome=Renata | acao=comparou as metricas | valor=4763
linha=690 | nome=Helena | acao=analisou os resultados | valor=5455
linha=691 | nome=Vitor | acao=otimizou o algoritmo | valor=9773
linha=692 | nome=Joao | acao=escreveu o relatorio | valor=4190
linha=693 | nome=Bruno | acao=otimizou o algoritmo | valor=2095
linha=694 | nome=Igor | acao=executou o benchmark | valor=6999
linha=695 | nome=Helena | acao=comparou as metricas | valor=8272
linha=696 | nome=Vitor | acao=estudou computacao | valor=3731
linha=697 | nome=Gabriela | acao=comparou as metricas | valor=5784
linha=698 | nome=Sofia | acao=analisou os resultados | valor=9843
linha=699 | nome=Otavio | acao=comparou as metricas | valor=4562
linha=700 | nome=Ana | acao=estudou computacao | valor=1030
linha=701 | nome=Natalia | acao=escreveu o relatorio | valor=8116
linha=702 | nome=Vitor | acao=otimizou o algoritmo | valor=6996
linha=703 | nome=Sofia | acao=executou o benchmark | valor=7776
