linha=1 | nome=Lucas | acao=analisou os resultados | valor=5466
linha=453 | nome=Sofia | acao=analisou os resultados | valor=1391
linha=454 | nome=Sofia | acao=participou da aula | valor=8432
linha=455 | nome=Helena | acao=executou o benchmark | valor=5039
linha=456 | nome=Carlos | acao=escreveu o relatorio | valor=7810
linha=457 | nome=Mariana | acao=estudou computacao | valor=5444
linha=458 | nome=Mariana | acao=executou o benchmark | valor=9481
linha=459 | nome=Gabriela | acao=participou da aula | valor=4985
linha=460 | nome=Carlos | acao=participou da aula | valor=1719
linha=461 | nome=Daniela | acao=analisou os resultados | valor=5149
linha=462 | nome=Natalia | acao=executou o benchmark | valor=8391
linha=463 | nome=Otavio | acao=otimizou o algoritmo | valor=4672
linha=464 | nome=Lucas | acao=analisou os resultados | valor=6742
linha=465 | nome=Lucas | acao=analisou os resultados | valor=7431
linha=466 | nome=Ana | acao=comparou as metricas | valor=5861
linha=467 | nome=Karen | acao=participou da aula | valor=4679
linha=468 | nome=Joao | acao=fez um experimento | valor=2233
linha=469 | nome=Joao | acao=estudou computacao | valor=3001
linha=470 | nome=Helena | acao=otimizou o algoritmo | valor=3664
linha=471 | nome=Tiago | acao=executou o benchmark | valor=6614
linha=472 | nome=Sofia | acao=estudou computacao | valor=8592
linha=473 | nome=Sofia | acao=escreveu o relatorio | valor=9679
linha=474 | nome=Daniela | acao=estudou computacao | valor=3402
linha=475 | nome=Otavio | acao=fez um experimento | valor=7461
linha=476 | nome=Ana | acao=comparou as metricas | valor=3906
linha=477 | nome=Eduarda | acao=comparou as metricas | valor=9607
linha=478 | nome=Carlos | acao=otimizou o algoritmo | valor=2405
linha=479 | nome=Mariana | acao=fez um experimento | valor=6308
linha=480 | nome=Helena | acao=escreveu o relatorio | valor=9667
linha=481 | nome=Sofia | acao=comparou as metricas | valor=1430
linha=482 | nome=Renata | acao=executou o benchmark | valor=6434
linha=483 | nome=Bruno | acao=executou o benchmark | valor=7311
linha=484 | nome=Igor | acao=participou da aula | valor=1916
linha=485 | nome=Ana | acao=fez um experimento | valor=2253
linha=486 | nome=Felipe | acao=escreveu o relatorio | valor=5758
linha=487 | nome=Helena | acao=executou o benchmark | valor=6492
linha=488 | nome=Gabriela | acao=participou da aula | valor=9717
linha=489 | nome=Bruno | acao=analisou os resultados | valor=5475
linha=490 | nome=Natalia | acao=analisou os resultados | valor=6127
linha=491 | nome=Otavio | acao=executou o benchmark | valor=6567
linha=492 | nome=Paulo | acao=fez um experimento | valor=9546
linha=493 | nome=Tiago | acao=estudou computacao | valor=3135
linha=494 | nome=Paulo | acao=escreveu o relatorio | valor=4186
linha=495 | nome=Eduarda | acao=analisou os resultados | valor=4283
linha=496 | nome=Joao | acao=executou o benchmark | valor=3973
linha=497 | nome=Carlos | acao=otimizou o algoritmo | valor=2374
linha=498 | nome=Eduarda | acao=executou o benchmark | valor=8646
linha=499 | nome=Sofia | acao=executou o benchmark | valor=9416
linha=500 | nome=Vitor | acao=participou da aula | valor=4159
linha=501 | nome=Gabriela | acao=analisou os resultados | valor=9131
linha=502 | nome=Ana | acao=estudou computacao | valor=1085
linha=503 | nome=Igor | acao=participou da aula | valor=5073
linha=504 | nome=Felipe | acao=participou da aula | valor=5706
linha=505 | nome=Felipe | acao=analisou os resultados | valor=5790
linha=506 | nome=Ana | acao=comparou as metricas | valor=6633
linha=507 | nome=Renata | acao=otimizou o algoritmo | valor=3828
linha=508 | nome=Bruno | acao=analisou os resultados | valor=7824
linha=509 | nome=Helena | acao=executou o benchmark | valor=3561
linha=510 | nome=Bruno | acao=comparou as metricas | valor=8768
linha=511 | nome=Mariana | acao=executou o benchmark | valor=3542
linha=512 | nome=Mariana | acao=comparou as metricas | valor=8653
linha=513 | nome=Igor | acao=analisou os resultados | valor=8605
linha=514 | nome=Helena | acao=fez um experimento | valor=4330
linha=515 | nome=Sofia | acao=otimizou o algoritmo | valor=5183
linha=516 | nome=Gabriela | acao=escreveu o relatorio | valor=3867
linha=517 | nome=Ana | acao=analisou os resultados | valor=8498
linha=518 | nome=Mariana | acao=fez um experimento | valor=2175
linha=519 | nome=Carlos | acao=executou o benchmark | valor=9665
linha=520 | nome=Paulo | acao=executou o benchmark | valor=2713
linha=521 | nome=Vitor | acao=analisou os resultados | valor=6755
linha=522 | nome=Paulo | acao=escreveu o relatorio | valor=1196
linha=523 | nome=Lucas | acao=participou da aula | valor=8211
linha=524 | nome=Gabriela | acao=participou da aula | valor=8234
linha=525 | nome=Eduarda | acao=escreveu o relatorio | valor=9180
linha=526 | nome=Sofia | acao=comparou as metricas | valor=4330
linha=527 | nome=Igor | acao=comparou as metricas | valor=3804
linha=528 | nome=Karen | acao=participou da aula | valor=4450
linha=529 | nome=Tiago | acao=otimizou o algoritmo | valor=9373
linha=530 | nome=Bruno | acao=escreveu o relatorio | valor=3900
linha=531 | nome=Paulo | acao=otimizou o algoritmo | valor=9544
linha=532 | nome=Joao | acao=analisou os resultados | valor=3038
linha=533 | nome=Karen | acao=escreveu o relatorio | valor=7064
linha=534 | nome=Gabriela | acao=otimizou o algoritmo | valor=1408
linha=535 | nome=Eduarda | acao=participou da aula | valor=6462
linha=536 | nome=Eduarda | acao=executou o benchmark | valor=7118
linha=537 | nome=Gabriela | acao=comparou as metricas | valor=9457
linha=538 | nome=Renata | acao=otimizou o algoritmo | valor=1792
linha=539 | nome=Gabriela | acao=escreveu o relatorio | valor=2777
linha=540 | nome=Paulo | acao=escreveu o relatorio | valor=1000
linha=541 | nome=Otavio | acao=fez um experimento | valor=6235
linha=542 | nome=Ana | acao=analisou os resultados | valor=1194
linha=543 | nome=Felipe | acao=estudou computacao | valor=6648
linha=544 | nome=Felipe | acao=comparou as metricas | valor=7255
linha=545 | nome=Bruno | acao=analisou os resultados | valor=8227
linha=546 | nome=Sofia | acao=otimizou o algoritmo | valor=1415
linha=547 | nome=Igor | acao=executou o benchmark | valor=9076
linha=548 | nome=Mariana | acao=analisou os resultados | valor=2591
linha=549 | nome=Gabriela | acao=escreveu o relatorio | valor=1273
linha=550 | nome=Carlos | acao=comparou as metricas | valor=9791
linha=551 | nome=Paulo | acao=executou o benchmark | valor=9188
linha=552 | nome=Igor | acao=fez um experimento | valor=3554
linha=553 | nome=Karen | acao=otimizou o algoritmo | valor=1030
linha=554 | nome=Lucas | acao=otimizou o algoritmo | valor=3574
linha=555 | nome=Carlos | acao=executou o benchmark | valor=4870
linha=556 | nome=Helena | acao=fez um experimento | valor=7097
linha=557 | nome=Mariana | acao=comparou as metricas | valor=9747
linha=558 | nome=Gabriela | acao=escreveu o relatorio | valor=3633
linha=559 | nome=Daniela | acao=analisou os resultados | valor=4916
linha=560 | nome=Lucas | acao=participou da aula | valor=5494
linha=561 | nome=Mariana | acao=participou da aula | valor=6958
linha=562 | nome=Daniela | acao=estudou computacao | valor=7674
linha=563 | nome=Otavio | acao=executou o benchmark | valor=8219
linha=564 | nome=Paulo | acao=estudou computacao | valor=9325
linha=565 | nome=Felipe | acao=analisou os resultados | valor=1473
linha=566 | nome=Carlos | acao=estudou computacao | valor=2989
linha=567 | nome=Carlos | acao=analisou os resultados | valor=5369
linha=568 | nome=Natalia | acao=executou o benchmark | valor=9092
linha=569 | nome=Sofia | acao=comparou as metricas | valor=5477
linha=570 | nome=Igor | acao=analisou os resultados | valor=4982
linha=571 | nome=Sofia | acao=fez um experimento | valor=5966
linha=572 | nome=Otavio | acao=estudou computacao | valor=8359
linha=573 | nome=Ana | acao=participou da aula | valor=9248
linha=574 | nome=Lucas | acao=executou o benchmark | valor=5482
linha=575 | nome=Daniela | acao=fez um experimento | valor=4998
linha=576 | nome=Carlos | acao=estudou computacao | valor=2564
linha=577 | nome=Mariana | acao=executou o benchmark | valor=6602
linha=578 | nome=Ana | acao=comparou as metricas | valor=4149
linha=579 | nome=Helena | acao=comparou as metricas | valor=2819
linha=580 | nome=Mariana | acao=participou da aula | valor=6080
linha=581 | nome=Joao | acao=escreveu o relatorio | valor=5261
linha=582 | nome=Ana | acao=participou da aula | valor=3453
linha=583 | nome=Gabriela | acao=analisou os resultados | valor=4918
linha=584 | nome=Bruno | acao=analisou os resultados | valor=9523
linha=585 | nome=Tiago | acao=fez um experimento | valor=5909
linha=586 | nome=Gabriela | acao=estudou computacao | valor=9024
linha=587 | nome=Otavio | acao=estudou computacao | valor=5990
linha=588 | nome=Gabriela | acao=fez um experimento | valor=5883
linha=589 | nome=Paulo | acao=otimizou o algoritmo | valor=5407
linha=590 | nome=Igor | acao=escreveu o relatorio | valor=1501
linha=591 | nome=Bruno | acao=estudou computacao | valor=1218
linha=592 | nome=Joao | acao=participou da aula | valor=3525
linha=593 | nome=Eduarda | acao=comparou as metricas | valor=1940
linha=594 | nome=Ana | acao=analisou os resultados | valor=5874
linha=595 | nome=Lucas | acao=fez um experimento | valor=9790
linha=596 | nome=Carlos | acao=estudou computacao | valor=1973
linha=597 | nome=Felipe | acao=participou da aula | valor=9031
linha=598 | nome=Eduarda | acao=otimizou o algoritmo | valor=4655
linha=599 | nome=Eduarda | acao=escreveu o relatorio | valor=9783
linha=600 | nome=Carlos | acao=analisou os resultados | valor=9448
linha=601 | nome=Felipe | acao=estudou computacao | valor=7537
linha=602 | nome=Mariana | acao=comparou as metricas | valor=3216
linha=603 | nome=Gabriela | acao=participou da aula | valor=4443
linha=604 | nome=Paulo | acao=comparou as metricas | valor=5819
linha=605 | nome=Mariana | acao=participou da aula | valor=6306
linha=606 | nome=Carlos | acao=fez um experimento | valor=2557
linha=607 | nome=Ana | acao=analisou os resultados | valor=8205
linha=608 | nome=Felipe | acao=estudou computacao | valor=1933
linha=609 | nome=Gabriela | acao=analisou os resultados | valor=1294
linha=610 | nome=Helena | acao=executou o benchmark | valor=1181
linha=611 | nome=Otavio | acao=escreveu o relatorio | valor=7679
linha=612 | nome=Tiago | acao=fez um experimento | valor=9688
linha=613 | nome=Mariana | acao=participou da aula | valor=6049
linha=614 | nome=Gabriela | acao=estudou computacao | valor=3291
linha=615 | nome=Gabriela | acao=fez um experimento | valor=9324
linha=616 | nome=Helena | acao=fez um experimento | valor=6638
linha=617 | nome=Natalia | acao=escreveu o relatorio | valor=9928
linha=618 | nome=Gabriela | acao=otimizou o algoritmo | valor=3111
linha=619 | nome=Ana | acao=analisou os resultados | valor=3673
linha=620 | nome=Gabriela | acao=analisou os resultados | valor=4567
linha=621 | nome=Igor | acao=escreveu o relatorio | valor=2726
linha=622 | nome=Natalia | acao=comparou as metricas | valor=6350
linha=623 | nome=Vitor | acao=comparou as metricas | valor=2591
linha=624 | nome=Igor | acao=escreveu o relatorio | valor=4071
linha=625 | nome=Renata | acao=escreveu o relatorio | valor=8655
linha=626 | nome=Eduarda | acao=participou da aula | valor=5756
linha=627 | nome=Ana | acao=comparou as metricas | valor=3023
linha=628 | nome=Lucas | acao=executou o benchmark | valor=5453
linha=629 | nome=Renata | acao=analisou os resultados | valor=3452
linha=630 | nome=Carlos | acao=executou o benchmark | valor=9694
linha=631 | nome=Igor | acao=fez um experimento | valor=5707
linha=632 | nome=Gabriela | acao=escreveu o relatorio | valor=9966
linha=633 | nome=Renata | acao=fez um experimento | valor=8836
linha=634 | nome=Eduarda | acao=escreveu o relatorio | valor=6733
linha=635 | nome=Felipe | acao=participou da aula | valor=7836
linha=636 | nome=Bruno | acao=comparou as metricas | valor=5769
linha=637 | nome=Bruno | acao=otimizou o algoritmo | valor=6555
linha=638 | nome=Paulo | acao=estudou computacao | valor=2989
linha=639 | nome=Gabriela | acao=escreveu o relatorio | valor=6277
linha=640 | nome=Eduarda | acao=analisou os resultados | valor=7661
linha=641 | nome=Tiago | acao=analisou os resultados | valor=4457
linha=642 | nome=Mariana | acao=executou o benchmark | valor=4171
linha=643 | nome=Tiago | acao=otimizou o algoritmo | valor=5020
linha=644 | nome=Karen | acao=fez um experimento | valor=8222
linha=645 | nome=Ana | acao=fez um experimento | valor=6480
linha=646 | nome=Carlos | acao=escreveu o relatorio | valor=1160
linha=647 | nome=Paulo | acao=escreveu o relatorio | valor=7279
linha=648 | nome=Carlos | acao=analisou os resultados | valor=6232
linha=649 | nome=Karen | acao=comparou as metricas | valor=8683
linha=650 | nome=Gabriela | acao=fez um experimento | valor=8527
linha=651 | nome=Daniela | acao=escreveu o relatorio | valor=2005
linha=652 | nome=Gabriela | acao=participou da aula | valor=7960
linha=653 | nome=Karen | acao=analisou os resultados | valor=9106
linha=654 | nome=Ana | acao=escreveu o relatorio | valor=5312
linha=655 | nome=Karen | acao=fez um experimento | valor=5841
linha=656 | nome=Mariana | acao=comparou as metricas | valor=3598
linha=657 | nome=Tiago | acao=estudou computacao | valor=4869
linha=658 | nome=Renata | acao=escreveu o relatorio | valor=1257
linha=659 | nome=Otavio | acao=escreveu o relatorio | valor=9014
linha=660 | nome=Karen | acao=participou da aula | valor=8531
linha=661 | nome=Mariana | acao=executou o benchmark | valor=9310
linha=662 | nome=Karen | acao=participou da aula | valor=8795
linha=663 | nome=Otavio | acao=comparou as metricas | valor=3786
linha=664 | nome=Lucas | acao=estudou computacao | valor=9717
linha=665 | nome=Carlos | acao=escreveu o relatorio | valor=6586
linha=666 | nome=Daniela | acao=estudou computacao | valor=7211
linha=667 | nome=Lucas | acao=estudou computacao | valor=2252
linha=668 | nome=Mariana | acao=participou da aula | valor=5923
linha=669 | nome=Joao | acao=comparou as metricas | valor=9719
linha=670 | nome=Paulo | acao=executou o benchmark | valor=3610
linha=671 | nome=Daniela | acao=comparou as metricas | valor=5187
linha=672 | nome=Lucas | acao=otimizou o algoritmo | valor=8798
linha=673 | nome=Igor | acao=estudou computacao | valor=5336
linha=674 | nome=Mariana | acao=otimizou o algoritmo | valor=4401
linha=675 | nome=Lucas | acao=participou da aula | valor=5894
linha=676 | nome=Gabriela | acao=executou o benchmark | valor=1484
linha=677 | nome=Tiago | acao=comparou as metricas | valor=8837
linha=678 | nome=Helena | acao=fez um experimento | valor=7853
linha=679 | nome=Renata | acao=analisou os resultados | valor=3419
linha=680 | nome=Paulo | acao=escreveu o relatorio | valor=4954
linha=681 | nome=Karen | acao=estudou computacao | valor=2735
linha=682 | nome=Gabriela | acao=analisou os resultados | valor=9579
linha=683 | nome=Eduarda | acao=participou da aula | valor=2744
linha=684 | nome=Lucas | acao=estudou computacao | valor=4709
linha=685 | nome=Vitor | acao=fez um experimento | valor=1775
linha=686 | nome=Karen | acao=escreveu o relatorio | valor=7416
linha=687 | nome=Igor | acao=escreveu o relatorio | valor=6734
linha=688 | nome=Ana | acao=participou da aula | valor=3989
linha=689 | nome=Sofia | acao=fez um experimento | valor=2430
linha=690 | nome=Vitor | acao=otimizou o algoritmo | valor=4319
linha=691 | nome=Carlos | acao=executou o benchmark | valor=9380
linha=692 | nome=Natalia | acao=participou da aula | valor=9478
linha=693 | nome=Helena | acao=executou o benchmark | valor=1537
linha=694 | nome=Gabriela | acao=estudou computacao | valor=1599
linha=695 | nome=Vitor | acao=analisou os resultados | valor=8096
linha=696 | nome=Sofia | acao=comparou as metricas | valor=9756
linha=697 | nome=Ana | acao=otimizou o algoritmo | valor=8275
linha=698 | nome=Daniela | acao=executou o benchmark | valor=6496
linha=699 | nome=Carlos | acao=comparou as metricas | valor=6017
linha=700 | nome=Natalia | acao=participou da aula | valor=2562
linha=701 | nome=Igor | acao=comparou as metricas | valor=5525
linha=702 | nome=Felipe | acao=executou o benchmark | valor=8945
linha=703 | nome=Otavio | acao=fez um experimento | valor=9712
linha=704 | nome=Ana | acao=analisou os resultados | valor=4871
linha=705 | nome=Mariana | acao=comparou as metricas | valor=6362
