linha=1 | nome=Joao | acao=escreveu o relatorio | valor=3891
linha=453 | nome=Renata | acao=participou da aula | valor=6217
linha=454 | nome=Daniela | acao=participou da aula | valor=2537
linha=455 | nome=Vitor | acao=estudou computacao | valor=5174
linha=456 | nome=Renata | acao=estudou computacao | valor=3837
linha=457 | nome=Sofia | acao=escreveu o relatorio | valor=8290
linha=458 | nome=Helena | acao=fez um experimento | valor=1202
linha=459 | nome=Carlos | acao=otimizou o algoritmo | valor=6894
linha=460 | nome=Karen | acao=participou da aula | valor=8765
linha=461 | nome=Helena | acao=escreveu o relatorio | valor=3084
linha=462 | nome=Bruno | acao=executou o benchmark | valor=6022
linha=463 | nome=Bruno | acao=participou da aula | valor=8090
linha=464 | nome=Mariana | acao=otimizou o algoritmo | valor=9502
linha=465 | nome=Sofia | acao=comparou as metricas | valor=2095
linha=466 | nome=Igor | acao=estudou computacao | valor=1242
linha=467 | nome=Eduarda | acao=fez um experimento | valor=6715
linha=468 | nome=Joao | acao=participou da aula | valor=6522
linha=469 | nome=Paulo | acao=estudou computacao | valor=4554
linha=470 | nome=Felipe | acao=analisou os resultados | valor=6776
linha=471 | nome=Joao | acao=executou o benchmark | valor=8329
linha=472 | nome=Natalia | acao=participou da aula | valor=6862
linha=473 | nome=Renata | acao=escreveu o relatorio | valor=7736
linha=474 | nome=Mariana | acao=comparou as metricas | valor=1272
linha=475 | nome=Joao | acao=participou da aula | valor=9576
linha=476 | nome=Daniela | acao=estudou computacao | valor=9264
linha=477 | nome=Otavio | acao=comparou as metricas | valor=1761
linha=478 | nome=Carlos | acao=estudou computacao | valor=5842
linha=479 | nome=Gabriela | acao=analisou os resultados | valor=5870
linha=480 | nome=Bruno | acao=estudou computacao | valor=9073
linha=481 | nome=Mariana | acao=otimizou o algoritmo | valor=5848
linha=482 | nome=Lucas | acao=executou o benchmark | valor=9142
linha=483 | nome=Natalia | acao=estudou computacao | valor=5768
linha=484 | nome=Mariana | acao=estudou computacao | valor=9394
linha=485 | nome=Sofia | acao=comparou as metricas | valor=3264
linha=486 | nome=Tiago | acao=otimizou o algoritmo | valor=5021
linha=487 | nome=Eduarda | acao=estudou computacao | valor=2694
linha=488 | nome=Mariana | acao=escreveu o relatorio | valor=7265
linha=489 | nome=Paulo | acao=estudou computacao | valor=3092
linha=490 | nome=Daniela | acao=estudou computacao | valor=5569
linha=491 | nome=Felipe | acao=executou o benchmark | valor=6921
linha=492 | nome=Igor | acao=fez um experimento | valor=5587
linha=493 | nome=Mariana | acao=estudou computacao | valor=9362
linha=494 | nome=Otavio | acao=otimizou o algoritmo | valor=8496
linha=495 | nome=Vitor | acao=estudou computacao | valor=6574
linha=496 | nome=Mariana | acao=fez um experimento | valor=3619
linha=497 | nome=Bruno | acao=participou da aula | valor=6674
linha=498 | nome=Ana | acao=otimizou o algoritmo | valor=1713
linha=499 | nome=Felipe | acao=analisou os resultados | valor=8459
linha=500 | nome=Daniela | acao=estudou computacao | valor=6201
linha=501 | nome=Felipe | acao=participou da aula | valor=1677
linha=502 | nome=Paulo | acao=fez um experimento | valor=7979
linha=503 | nome=Tiago | acao=executou o benchmark | valor=2796
linha=504 | nome=Carlos | acao=escreveu o relatorio | valor=8320
linha=505 | nome=Felipe | acao=executou o benchmark | valor=7676
linha=506 | nome=Otavio | acao=escreveu o relatorio | valor=6095
linha=507 | nome=Renata | acao=executou o benchmark | valor=1867
linha=508 | nome=Vitor | acao=executou o benchmark | valor=5870
linha=509 | nome=Eduarda | acao=comparou as metricas | valor=4527
linha=510 | nome=Gabriela | acao=otimizou o algoritmo | valor=3784
linha=511 | nome=Tiago | acao=executou o benchmark | valor=4801
linha=512 | nome=Carlos | acao=comparou as metricas | valor=5562
linha=513 | nome=Daniela | acao=analisou os resultados | valor=9714
linha=514 | nome=Helena | acao=executou o benchmark | valor=1592
linha=515 | nome=Gabriela | acao=escreveu o relatorio | valor=9245
linha=516 | nome=Mariana | acao=fez um experimento | valor=6494
linha=517 | nome=Renata | acao=fez um experimento | valor=4853
linha=518 | nome=Vitor | acao=escreveu o relatorio | valor=3019
linha=519 | nome=Bruno | acao=estudou computacao | valor=6030
linha=520 | nome=Lucas | acao=escreveu o relatorio | valor=5563
linha=521 | nome=Karen | acao=fez um experimento | valor=4683
linha=522 | nome=Carlos | acao=escreveu o relatorio | valor=6506
linha=523 | nome=Mariana | acao=executou o benchmark | valor=4827
linha=524 | nome=Gabriela | acao=participou da aula | valor=4645
linha=525 | nome=Paulo | acao=otimizou o algoritmo | valor=8374
linha=526 | nome=Daniela | acao=analisou os resultados | valor=6977
linha=527 | nome=Otavio | acao=fez um experimento | valor=6863
linha=528 | nome=Eduarda | acao=otimizou o algoritmo | valor=9671
linha=529 | nome=Mariana | acao=comparou as metricas | valor=8156
linha=530 | nome=Karen | acao=comparou as metricas | valor=6512
linha=531 | nome=Lucas | acao=otimizou o algoritmo | valor=7500
linha=532 | nome=Joao | acao=fez um experimento | valor=2947
linha=533 | nome=Ana | acao=estudou computacao | valor=9341
linha=534 | nome=Tiago | acao=analisou os resultados | valor=4570
linha=535 | nome=Felipe | acao=executou o benchmark | valor=9247
linha=536 | nome=Natalia | acao=executou o benchmark | valor=5051
linha=537 | nome=Carlos | acao=estudou computacao | valor=9714
linha=538 | nome=Mariana | acao=participou da aula | valor=8241
linha=539 | nome=Sofia | acao=comparou as metricas | valor=6589
linha=540 | nome=Paulo | acao=executou o benchmark | valor=1695
linha=541 | nome=Igor | acao=escreveu o relatorio | valor=2898
linha=542 | nome=Igor | acao=fez um experimento | valor=8670
linha=543 | nome=Igor | acao=estudou computacao | valor=2414
linha=544 | nome=Felipe | acao=estudou computacao | valor=8151
linha=545 | nome=Lucas | acao=escreveu o relatorio | valor=8116
linha=546 | nome=Karen | acao=executou o benchmark | valor=5574
linha=547 | nome=Bruno | acao=executou o benchmark | valor=3773
linha=548 | nome=Vitor | acao=fez um experimento | valor=1175
linha=549 | nome=Carlos | acao=comparou as metricas | valor=6952
linha=550 | nome=Karen | acao=participou da aula | valor=4816
linha=551 | nome=Helena | acao=participou da aula | valor=4411
linha=552 | nome=Mariana | acao=estudou computacao | valor=9045
linha=553 | nome=Bruno | acao=executou o benchmark | valor=8749
linha=554 | nome=Igor | acao=executou o benchmark | valor=2883
linha=555 | nome=Ana | acao=comparou as metricas | valor=2050
linha=556 | nome=Daniela | acao=analisou os resultados | valor=3157
linha=557 | nome=Joao | acao=estudou computacao | valor=3495
linha=558 | nome=Renata | acao=estudou computacao | valor=2511
linha=559 | nome=Mariana | acao=otimizou o algoritmo | valor=7557
linha=560 | nome=Daniela | acao=otimizou o algoritmo | valor=1028
linha=561 | nome=Helena | acao=otimizou o algoritmo | valor=6626
linha=562 | nome=Lucas | acao=participou da aula | valor=4794
linha=563 | nome=Bruno | acao=executou o benchmark | valor=1382
linha=564 | nome=Daniela | acao=escreveu o relatorio | valor=2614
linha=565 | nome=Gabriela | acao=comparou as metricas | valor=7955
linha=566 | nome=Paulo | acao=analisou os resultados | valor=3539
linha=567 | nome=Daniela | acao=executou o benchmark | valor=6848
linha=568 | nome=Helena | acao=otimizou o algoritmo | valor=7248
linha=569 | nome=Carlos | acao=participou da aula | valor=5716
linha=570 | nome=Otavio | acao=participou da aula | valor=4367
linha=571 | nome=Ana | acao=comparou as metricas | valor=7263
linha=572 | nome=Ana | acao=analisou os resultados | valor=3326
linha=573 | nome=Lucas | acao=comparou as metricas | valor=9118
linha=574 | nome=Carlos | acao=participou da aula | valor=9500
linha=575 | nome=Otavio | acao=estudou computacao | valor=9228
linha=576 | nome=Natalia | acao=otimizou o algoritmo | valor=8284
linha=577 | nome=Lucas | acao=analisou os resultados | valor=6676
linha=578 | nome=Ana | acao=estudou computacao | valor=8904
linha=579 | nome=Natalia | acao=participou da aula | valor=5362
linha=580 | nome=Sofia | acao=analisou os resultados | valor=7674
linha=581 | nome=Sofia | acao=comparou as metricas | valor=9345
linha=582 | nome=Helena | acao=estudou computacao | valor=2611
linha=583 | nome=Bruno | acao=otimizou o algoritmo | valor=3423
linha=584 | nome=Helena | acao=analisou os resultados | valor=5736
linha=585 | nome=Mariana | acao=executou o benchmark | valor=9143
linha=586 | nome=Paulo | acao=analisou os resultados | valor=7735
linha=587 | nome=Joao | acao=fez um experimento | valor=8892
linha=588 | nome=Renata | acao=fez um experimento | valor=6785
linha=589 | nome=Mariana | acao=participou da aula | valor=1076
linha=590 | nome=Gabriela | acao=executou o benchmark | valor=5368
linha=591 | nome=Otavio | acao=participou da aula | valor=3336
linha=592 | nome=Vitor | acao=analisou os resultados | valor=3478
linha=593 | nome=Renata | acao=escreveu o relatorio | valor=9668
linha=594 | nome=Gabriela | acao=comparou as metricas | valor=6701
linha=595 | nome=Bruno | acao=otimizou o algoritmo | valor=8922
linha=596 | nome=Carlos | acao=executou o benchmark | valor=5172
linha=597 | nome=Renata | acao=estudou computacao | valor=4979
linha=598 | nome=Helena | acao=analisou os resultados | valor=5439
linha=599 | nome=Lucas | acao=executou o benchmark | valor=5392
linha=600 | nome=Lucas | acao=otimizou o algoritmo | valor=5755
linha=601 | nome=Carlos | acao=escreveu o relatorio | valor=2283
linha=602 | nome=Mariana | acao=estudou computacao | valor=2024
linha=603 | nome=Ana | acao=otimizou o algoritmo | valor=2417
linha=604 | nome=Joao | acao=executou o benchmark | valor=1590
linha=605 | nome=Mariana | acao=comparou as metricas | valor=5196
linha=606 | nome=Natalia | acao=executou o benchmark | valor=7172
linha=607 | nome=Ana | acao=otimizou o algoritmo | valor=8959
linha=608 | nome=Felipe | acao=executou o benchmark | valor=7031
linha=609 | nome=Felipe | acao=estudou computacao | valor=1691
linha=610 | nome=Ana | acao=escreveu o relatorio | valor=9333
linha=611 | nome=Joao | acao=fez um experimento | valor=2712
linha=612 | nome=Mariana | acao=participou da aula | valor=2141
linha=613 | nome=Joao | acao=analisou os resultados | valor=3860
linha=614 | nome=Lucas | acao=executou o benchmark | valor=9624
linha=615 | nome=Renata | acao=analisou os resultados | valor=5152
linha=616 | nome=Mariana | acao=comparou as metricas | valor=1128
linha=617 | nome=Otavio | acao=fez um experimento | valor=4038
linha=618 | nome=Sofia | acao=executou o benchmark | valor=2712
linha=619 | nome=Joao | acao=participou da aula | valor=1122
linha=620 | nome=Sofia | acao=estudou computacao | valor=2598
linha=621 | nome=Felipe | acao=estudou computacao | valor=7852
linha=622 | nome=Joao | acao=analisou os resultados | valor=7924
linha=623 | nome=Sofia | acao=analisou os resultados | valor=2436
linha=624 | nome=Gabriela | acao=analisou os resultados | valor=3520
linha=625 | nome=Eduarda | acao=fez um experimento | valor=3411
linha=626 | nome=Lucas | acao=executou o benchmark | valor=9997
linha=627 | nome=Sofia | acao=otimizou o algoritmo | valor=9129
linha=628 | nome=Ana | acao=otimizou o algoritmo | valor=1284
linha=629 | nome=Mariana | acao=comparou as metricas | valor=8732
linha=630 | nome=Carlos | acao=fez um experimento | valor=8529
linha=631 | nome=Bruno | acao=otimizou o algoritmo | valor=3144
linha=632 | nome=Bruno | acao=analisou os resultados | valor=1287
linha=633 | nome=Natalia | acao=executou o benchmark | valor=6276
linha=634 | nome=Mariana | acao=executou o benchmark | valor=6304
linha=635 | nome=Daniela | acao=participou da aula | valor=2553
linha=636 | nome=Felipe | acao=fez um experimento | valor=2395
linha=637 | nome=Igor | acao=participou da aula | valor=6753
linha=638 | nome=Lucas | acao=escreveu o relatorio | valor=8906
linha=639 | nome=Renata | acao=fez um experimento | valor=1021
linha=640 | nome=Bruno | acao=escreveu o relatorio | valor=6417
linha=641 | nome=Renata | acao=escreveu o relatorio | valor=3073
linha=642 | nome=Karen | acao=executou o benchmark | valor=2107
linha=643 | nome=Sofia | acao=comparou as metricas | valor=7805
linha=644 | nome=Gabriela | acao=participou da aula | valor=6106
linha=645 | nome=Tiago | acao=executou o benchmark | valor=2784
linha=646 | nome=Tiago | acao=otimizou o algoritmo | valor=7034
linha=647 | nome=Otavio | acao=executou o benchmark | valor=1033
linha=648 | nome=Felipe | acao=comparou as metricas | valor=3768
linha=649 | nome=Paulo | acao=otimizou o algoritmo | valor=6037
linha=650 | nome=Carlos | acao=estudou computacao | valor=2625
linha=651 | nome=Mariana | acao=executou o benchmark | valor=1056
linha=652 | nome=Ana | acao=analisou os resultados | valor=7427
linha=653 | nome=Lucas | acao=estudou computacao | valor=3490
linha=654 | nome=Eduarda | acao=participou da aula | valor=7109
linha=655 | nome=Gabriela | acao=estudou computacao | valor=4814
linha=656 | nome=Igor | acao=fez um experimento | valor=1638
linha=657 | nome=Vitor | acao=estudou computacao | valor=5830
linha=658 | nome=Gabriela | acao=fez um experimento | valor=3382
linha=659 | nome=Paulo | acao=estudou computacao | valor=6366
linha=660 | nome=Otavio | acao=estudou computacao | valor=9336
linha=661 | nome=Carlos | acao=comparou as metricas | valor=9880
linha=662 | nome=Felipe | acao=estudou computacao | valor=8929
linha=663 | nome=Renata | acao=fez um experimento | valor=1158
linha=664 | nome=Ana | acao=executou o benchmark | valor=8464
linha=665 | nome=Felipe | acao=comparou as metricas | valor=9482
linha=666 | nome=Paulo | acao=escreveu o relatorio | valor=8296
linha=667 | nome=Daniela | acao=otimizou o algoritmo | valor=5489
linha=668 | nome=Igor | acao=comparou as metricas | valor=1792
linha=669 | nome=Otavio | acao=escreveu o relatorio | valor=9807
linha=670 | nome=Vitor | acao=estudou computacao | valor=8812
linha=671 | nome=Felipe | acao=fez um experimento | valor=3469
linha=672 | nome=Eduarda | acao=analisou os resultados | valor=9890
linha=673 | nome=Igor | acao=estudou computacao | valor=4827
linha=674 | nome=Joao | acao=analisou os resultados | valor=9762
linha=675 | nome=Mariana | acao=analisou os resultados | valor=5153
linha=676 | nome=Otavio | acao=estudou computacao | valor=7001
linha=677 | nome=Bruno | acao=analisou os resultados | valor=9342
linha=678 | nome=Paulo | acao=participou da aula | valor=2082
linha=679 | nome=Carlos | acao=comparou as metricas | valor=1786
linha=680 | nome=Mariana | acao=fez um experimento | valor=4703
linha=681 | nome=Natalia | acao=otimizou o algoritmo | valor=1451
linha=682 | nome=Eduarda | acao=escreveu o relatorio | valor=7410
linha=683 | nome=Sofia | acao=fez um experimento | valor=3215
linha=684 | nome=Paulo | acao=escreveu o relatorio | valor=9282
linha=685 | nome=Paulo | acao=otimizou o algoritmo | valor=6479
linha=686 | nome=Renata | acao=escreveu o relatorio | valor=6471
linha=687 | nome=Karen | acao=participou da aula | valor=7749
linha=688 | nome=Mariana | acao=executou o benchmark | valor=4923
linha=689 | nome=Lucas | acao=comparou as metricas | valor=4201
linha=690 | nome=Renata | acao=otimizou o algoritmo | valor=5381
linha=691 | nome=Otavio | acao=executou o benchmark | valor=1231
linha=692 | nome=Bruno | acao=otimizou o algoritmo | valor=5374
linha=693 | nome=Vitor | acao=comparou as metricas | valor=4671
linha=694 | nome=Igor | acao=fez um experimento | valor=2530
linha=695 | nome=Otavio | acao=otimizou o algoritmo | valor=8915
linha=696 | nome=Natalia | acao=participou da aula | valor=5186
linha=697 | nome=Otavio | acao=analisou os resultados | valor=5579
linha=698 | nome=Vitor | acao=escreveu o relatorio | valor=3814
linha=699 | nome=Mariana | acao=participou da aula | valor=6185
linha=700 | nome=Mariana | acao=fez um experimento | valor=5339
linha=701 | nome=Felipe | acao=executou o benchmark | valor=9908
linha=702 | nome=Tiago | acao=estudou computacao | valor=4048
linha=703 | nome=Lucas | acao=otimizou o algoritmo | valor=7227
