linha=1 | nome=Eduarda | acao=participou da aula | valor=3466
linha=452 | nome=Sofia | acao=escreveu o relatorio | valor=7520
linha=453 | nome=Ana | acao=executou o benchmark | valor=4740
linha=454 | nome=Lucas | acao=executou o benchmark | valor=8693
linha=455 | nome=Joao | acao=executou o benchmark | valor=2578
linha=456 | nome=Bruno | acao=executou o benchmark | valor=7526
linha=457 | nome=Eduarda | acao=participou da aula | valor=6632
linha=458 | nome=Carlos | acao=otimizou o algoritmo | valor=2613
linha=459 | nome=Tiago | acao=estudou computacao | valor=8137
linha=460 | nome=Mariana | acao=otimizou o algoritmo | valor=8251
linha=461 | nome=Eduarda | acao=executou o benchmark | valor=2953
linha=462 | nome=Igor | acao=executou o benchmark | valor=6089
linha=463 | nome=Gabriela | acao=analisou os resultados | valor=3711
linha=464 | nome=Vitor | acao=estudou computacao | valor=8277
linha=465 | nome=Bruno | acao=estudou computacao | valor=6888
linha=466 | nome=Gabriela | acao=fez um experimento | valor=8131
linha=467 | nome=Lucas | acao=otimizou o algoritmo | valor=2101
linha=468 | nome=Otavio | acao=otimizou o algoritmo | valor=9386
linha=469 | nome=Helena | acao=fez um experimento | valor=3195
linha=470 | nome=Carlos | acao=participou da aula | valor=2431
linha=471 | nome=Daniela | acao=analisou os resultados | valor=7024
linha=472 | nome=Joao | acao=comparou as metricas | valor=2208
linha=473 | nome=Sofia | acao=participou da aula | valor=6151
linha=474 | nome=Daniela | acao=escreveu o relatorio | valor=9767
linha=475 | nome=Helena | acao=otimizou o algoritmo | valor=7679
linha=476 | nome=Carlos | acao=participou da aula | valor=2070
linha=477 | nome=Helena | acao=participou da aula | valor=4931
linha=478 | nome=Karen | acao=escreveu o relatorio | valor=2706
linha=479 | nome=Eduarda | acao=otimizou o algoritmo | valor=9642
linha=480 | nome=Bruno | acao=escreveu o relatorio | valor=9937
linha=481 | nome=Natalia | acao=fez um experimento | valor=8523
linha=482 | nome=Joao | acao=analisou os resultados | valor=2323
linha=483 | nome=Renata | acao=escreveu o relatorio | valor=3503
linha=484 | nome=Lucas | acao=estudou computacao | valor=5721
linha=485 | nome=Karen | acao=executou o benchmark | valor=4863
linha=486 | nome=Otavio | acao=fez um experimento | valor=1550
linha=487 | nome=Igor | acao=analisou os resultados | valor=2360
linha=488 | nome=Daniela | acao=otimizou o algoritmo | valor=5258
linha=489 | nome=Igor | acao=analisou os resultados | valor=2399
linha=490 | nome=Bruno | acao=estudou computacao | valor=5214
linha=491 | nome=Bruno | acao=participou da aula | valor=9854
linha=492 | nome=Joao | acao=estudou computacao | valor=9840
linha=493 | nome=Eduarda | acao=fez um experimento | valor=3749
linha=494 | nome=Eduarda | acao=otimizou o algoritmo | valor=8227
linha=495 | nome=Felipe | acao=analisou os resultados | valor=2412
linha=496 | nome=Sofia | acao=fez um experimento | valor=1186
linha=497 | nome=Karen | acao=estudou computacao | valor=3527
linha=498 | nome=Helena | acao=estudou computacao | valor=8208
linha=499 | nome=Joao | acao=estudou computacao | valor=4474
linha=500 | nome=Mariana | acao=comparou as metricas | valor=1880
linha=501 | nome=Ana | acao=comparou as metricas | valor=6639
linha=502 | nome=Helena | acao=fez um experimento | valor=8488
linha=503 | nome=Gabriela | acao=estudou computacao | valor=1567
linha=504 | nome=Ana | acao=executou o benchmark | valor=1544
linha=505 | nome=Renata | acao=executou o benchmark | valor=2585
linha=506 | nome=Daniela | acao=fez um experimento | valor=8753
linha=507 | nome=Eduarda | acao=comparou as metricas | valor=9145
linha=508 | nome=Bruno | acao=participou da aula | valor=4187
linha=509 | nome=Paulo | acao=fez um experimento | valor=8761
linha=510 | nome=Tiago | acao=estudou computacao | valor=2298
linha=511 | nome=Paulo | acao=otimizou o algoritmo | valor=6212
linha=512 | nome=Gabriela | acao=escreveu o relatorio | valor=8581
linha=513 | nome=Renata | acao=estudou computacao | valor=9614
linha=514 | nome=Carlos | acao=otimizou o algoritmo | valor=8847
linha=515 | nome=Sofia | acao=executou o benchmark | valor=4852
linha=516 | nome=Tiago | acao=executou o benchmark | valor=5338
linha=517 | nome=Helena | acao=analisou os resultados | valor=3182
linha=518 | nome=Carlos | acao=fez um experimento | valor=5621
linha=519 | nome=Eduarda | acao=estudou computacao | valor=4656
linha=520 | nome=Felipe | acao=comparou as metricas | valor=2004
linha=521 | nome=Paulo | acao=fez um experimento | valor=7222
linha=522 | nome=Vitor | acao=escreveu o relatorio | valor=5383
linha=523 | nome=Karen | acao=analisou os resultados | valor=6429
linha=524 | nome=Karen | acao=comparou as metricas | valor=5977
linha=525 | nome=Eduarda | acao=comparou as metricas | valor=9550
linha=526 | nome=Mariana | acao=executou o benchmark | valor=1086
linha=527 | nome=Lucas | acao=escreveu o relatorio | valor=3488
linha=528 | nome=Vitor | acao=executou o benchmark | valor=5669
linha=529 | nome=Natalia | acao=comparou as metricas | valor=5056
linha=530 | nome=Carlos | acao=participou da aula | valor=5867
linha=531 | nome=Renata | acao=executou o benchmark | valor=5803
linha=532 | nome=Ana | acao=comparou as metricas | valor=5878
linha=533 | nome=Ana | acao=executou o benchmark | valor=1544
linha=534 | nome=Eduarda | acao=comparou as metricas | valor=8619
linha=535 | nome=Eduarda | acao=otimizou o algoritmo | valor=8813
linha=536 | nome=Bruno | acao=participou da aula | valor=6789
linha=537 | nome=Bruno | acao=escreveu o relatorio | valor=8494
linha=538 | nome=Gabriela | acao=executou o benchmark | valor=4501
linha=539 | nome=Ana | acao=executou o benchmark | valor=9066
linha=540 | nome=Vitor | acao=estudou computacao | valor=5191
linha=541 | nome=Joao | acao=analisou os resultados | valor=5591
linha=542 | nome=Sofia | acao=escreveu o relatorio | valor=5046
linha=543 | nome=Eduarda | acao=otimizou o algoritmo | valor=7376
linha=544 | nome=Mariana | acao=estudou computacao | valor=3649
linha=545 | nome=Vitor | acao=escreveu o relatorio | valor=1924
linha=546 | nome=Mariana | acao=otimizou o algoritmo | valor=4681
linha=547 | nome=Helena | acao=otimizou o algoritmo | valor=2830
linha=548 | nome=Felipe | acao=comparou as metricas | valor=6332
linha=549 | nome=Mariana | acao=executou o benchmark | valor=8566
linha=550 | nome=Helena | acao=fez um experimento | valor=3350
linha=551 | nome=Renata | acao=participou da aula | valor=8267
linha=552 | nome=Sofia | acao=escreveu o relatorio | valor=6722
linha=553 | nome=Gabriela | acao=analisou os resultados | valor=6442
linha=554 | nome=Gabriela | acao=participou da aula | valor=1714
linha=555 | nome=Ana | acao=estudou computacao | valor=4186
linha=556 | nome=Helena | acao=participou da aula | valor=7695
linha=557 | nome=Mariana | acao=fez um experimento | valor=7046
linha=558 | nome=Vitor | acao=estudou computacao | valor=7330
linha=559 | nome=Renata | acao=participou da aula | valor=5497
linha=560 | nome=Gabriela | acao=comparou as metricas | valor=1246
linha=561 | nome=Bruno | acao=escreveu o relatorio | valor=3909
linha=562 | nome=Karen | acao=executou o benchmark | valor=2928
linha=563 | nome=Sofia | acao=otimizou o algoritmo | valor=2690
linha=564 | nome=Igor | acao=analisou os resultados | valor=7822
linha=565 | nome=Eduarda | acao=otimizou o algoritmo | valor=3494
linha=566 | nome=Paulo | acao=escreveu o relatorio | valor=7644
linha=567 | nome=Bruno | acao=comparou as metricas | valor=7317
linha=568 | nome=Joao | acao=comparou as metricas | valor=4165
linha=569 | nome=Bruno | acao=executou o benchmark | valor=9255
linha=570 | nome=Renata | acao=executou o benchmark | valor=1110
linha=571 | nome=Natalia | acao=executou o benchmark | valor=1842
linha=572 | nome=Mariana | acao=analisou os resultados | valor=3059
linha=573 | nome=Sofia | acao=fez um experimento | valor=1301
linha=574 | nome=Carlos | acao=fez um experimento | valor=5111
linha=575 | nome=Lucas | acao=analisou os resultados | valor=3114
linha=576 | nome=Lucas | acao=comparou as metricas | valor=3476
linha=577 | nome=Carlos | acao=analisou os resultados | valor=6680
linha=578 | nome=Vitor | acao=analisou os resultados | valor=8928
linha=579 | nome=Karen | acao=executou o benchmark | valor=8641
linha=580 | nome=Carlos | acao=escreveu o relatorio | valor=9199
linha=581 | nome=Renata | acao=analisou os resultados | valor=8869
linha=582 | nome=Tiago | acao=estudou computacao | valor=1162
linha=583 | nome=Gabriela | acao=estudou computacao | valor=1847
linha=584 | nome=Carlos | acao=escreveu o relatorio | valor=1475
linha=585 | nome=Gabriela | acao=escreveu o relatorio | valor=9416
linha=586 | nome=Ana | acao=participou da aula | valor=4380
linha=587 | nome=Lucas | acao=otimizou o algoritmo | valor=5296
linha=588 | nome=Felipe | acao=executou o benchmark | valor=4417
linha=589 | nome=Lucas | acao=executou o benchmark | valor=9251
linha=590 | nome=Lucas | acao=estudou computacao | valor=8074
linha=591 | nome=Igor | acao=participou da aula | valor=1646
linha=592 | nome=Tiago | acao=estudou computacao | valor=2570
linha=593 | nome=Carlos | acao=fez um experimento | valor=9647
linha=594 | nome=Helena | acao=comparou as metricas | valor=5697
linha=595 | nome=Carlos | acao=escreveu o relatorio | valor=5248
linha=596 | nome=Tiago | acao=participou da aula | valor=4266
linha=597 | nome=Lucas | acao=fez um experimento | valor=5255
linha=598 | nome=Felipe | acao=comparou as metricas | valor=7807
linha=599 | nome=Carlos | acao=fez um experimento | valor=9737
linha=600 | nome=Karen | acao=comparou as metricas | valor=8966
linha=601 | nome=Sofia | acao=analisou os resultados | valor=8595
linha=602 | nome=Lucas | acao=participou da aula | valor=9656
linha=603 | nome=Ana | acao=fez um experimento | valor=1983
linha=604 | nome=Bruno | acao=fez um experimento | valor=6311
linha=605 | nome=Sofia | acao=comparou as metricas | valor=3631
linha=606 | nome=Daniela | acao=executou o benchmark | valor=1645
linha=607 | nome=Carlos | acao=estudou computacao | valor=8565
linha=608 | nome=Tiago | acao=escreveu o relatorio | valor=8369
linha=609 | nome=Joao | acao=executou o benchmark | valor=5040
linha=610 | nome=Joao | acao=fez um experimento | valor=3886
linha=611 | nome=Daniela | acao=executou o benchmark | valor=3624
linha=612 | nome=Gabriela | acao=analisou os resultados | valor=9358
linha=613 | nome=Carlos | acao=fez um experimento | valor=3831
linha=614 | nome=Lucas | acao=fez um experimento | valor=6078
linha=615 | nome=Gabriela | acao=analisou os resultados | valor=2522
linha=616 | nome=Renata | acao=estudou computacao | valor=6980
linha=617 | nome=Paulo | acao=comparou as metricas | valor=3205
linha=618 | nome=Ana | acao=otimizou o algoritmo | valor=4134
linha=619 | nome=Vitor | acao=fez um experimento | valor=6230
linha=620 | nome=Carlos | acao=analisou os resultados | valor=8470
linha=621 | nome=Vitor | acao=analisou os resultados | valor=3436
linha=622 | nome=Felipe | acao=escreveu o relatorio | valor=1410
linha=623 | nome=Igor | acao=otimizou o algoritmo | valor=6377
linha=624 | nome=Eduarda | acao=analisou os resultados | valor=7894
linha=625 | nome=Otavio | acao=estudou computacao | valor=1885
linha=626 | nome=Lucas | acao=participou da aula | valor=4857
linha=627 | nome=Mariana | acao=estudou computacao | valor=7862
linha=628 | nome=Ana | acao=estudou computacao | valor=4056
linha=629 | nome=Tiago | acao=executou o benchmark | valor=1001
linha=630 | nome=Igor | acao=escreveu o relatorio | valor=9194
linha=631 | nome=Sofia | acao=executou o benchmark | valor=8028
linha=632 | nome=Eduarda | acao=fez um experimento | valor=3330
linha=633 | nome=Helena | acao=participou da aula | valor=7309
linha=634 | nome=Daniela | acao=comparou as metricas | valor=4884
linha=635 | nome=Vitor | acao=participou da aula | valor=2862
linha=636 | nome=Lucas | acao=fez um experimento | valor=7507
linha=637 | nome=Ana | acao=participou da aula | valor=9105
linha=638 | nome=Renata | acao=otimizou o algoritmo | valor=4190
linha=639 | nome=Natalia | acao=analisou os resultados | valor=2748
linha=640 | nome=Felipe | acao=executou o benchmark | valor=7362
linha=641 | nome=Gabriela | acao=fez um experimento | valor=4882
linha=642 | nome=Tiago | acao=escreveu o relatorio | valor=2003
linha=643 | nome=Gabriela | acao=participou da aula | valor=6976
linha=644 | nome=Gabriela | acao=escreveu o relatorio | valor=7152
linha=645 | nome=Ana | acao=analisou os resultados | valor=9000
linha=646 | nome=Igor | acao=estudou computacao | valor=1227
linha=647 | nome=Carlos | acao=comparou as metricas | valor=6408
linha=648 | nome=Tiago | acao=executou o benchmark | valor=9940
linha=649 | nome=Eduarda | acao=escreveu o relatorio | valor=3594
linha=650 | nome=Paulo | acao=analisou os resultados | valor=2879
linha=651 | nome=Daniela | acao=comparou as metricas | valor=3264
linha=652 | nome=Sofia | acao=executou o benchmark | valor=8198
linha=653 | nome=Natalia | acao=participou da aula | valor=7156
linha=654 | nome=Felipe | acao=executou o benchmark | valor=9437
linha=655 | nome=Renata | acao=escreveu o relatorio | valor=6660
linha=656 | nome=Ana | acao=comparou as metricas | valor=5050
linha=657 | nome=Vitor | acao=executou o benchmark | valor=6771
linha=658 | nome=Felipe | acao=executou o benchmark | valor=3933
linha=659 | nome=Lucas | acao=fez um experimento | valor=7466
linha=660 | nome=Mariana | acao=executou o benchmark | valor=6489
linha=661 | nome=Mariana | acao=participou da aula | valor=9442
linha=662 | nome=Igor | acao=fez um experimento | valor=4523
linha=663 | nome=Tiago | acao=escreveu o relatorio | valor=7608
linha=664 | nome=Vitor | acao=comparou as metricas | valor=4476
linha=665 | nome=Sofia | acao=executou o benchmark | valor=2630
linha=666 | nome=Mariana | acao=comparou as metricas | valor=9591
linha=667 | nome=Eduarda | acao=fez um experimento | valor=7084
linha=668 | nome=Vitor | acao=comparou as metricas | valor=1500
linha=669 | nome=Igor | acao=comparou as metricas | valor=1760
linha=670 | nome=Gabriela | acao=analisou os resultados | valor=5961
linha=671 | nome=Otavio | acao=participou da aula | valor=7600
linha=672 | nome=Felipe | acao=comparou as metricas | valor=9857
linha=673 | nome=Igor | acao=comparou as metricas | valor=1034
linha=674 | nome=Ana | acao=participou da aula | valor=9332
linha=675 | nome=Helena | acao=participou da aula | valor=2717
linha=676 | nome=Eduarda | acao=comparou as metricas | valor=7480
linha=677 | nome=Daniela | acao=analisou os resultados | valor=9884
linha=678 | nome=Bruno | acao=estudou computacao | valor=2965
linha=679 | nome=Eduarda | acao=estudou computacao | valor=5813
linha=680 | nome=Natalia | acao=participou da aula | valor=6313
linha=681 | nome=Felipe | acao=fez um experimento | valor=9407
linha=682 | nome=Eduarda | acao=analisou os resultados | valor=9570
linha=683 | nome=Vitor | acao=otimizou o algoritmo | valor=7200
linha=684 | nome=Daniela | acao=fez um experimento | valor=3873
linha=685 | nome=Gabriela | acao=escreveu o relatorio | valor=9972
linha=686 | nome=Joao | acao=analisou os resultados | valor=7956
linha=687 | nome=Ana | acao=otimizou o algoritmo | valor=1029
linha=688 | nome=Karen | acao=otimizou o algoritmo | valor=1124
linha=689 | nome=Ana | acao=otimizou o algoritmo | valor=2833
linha=690 | nome=Mariana | acao=executou o benchmark | valor=7102
linha=691 | nome=Natalia | acao=executou o benchmark | valor=5982
linha=692 | nome=Otavio | acao=otimizou o algoritmo | valor=2533
linha=693 | nome=Vitor | acao=comparou as metricas | valor=3708
linha=694 | nome=Ana | acao=fez um experimento | valor=8017
linha=695 | nome=Igor | acao=estudou computacao | valor=9899
linha=696 | nome=Bruno | acao=participou da aula | valor=2955
linha=697 | nome=Eduarda | acao=participou da aula | valor=7913
linha=698 | nome=Tiago | acao=executou o benchmark | valor=6093
linha=699 | nome=Natalia | acao=escreveu o relatorio | valor=8751
linha=700 | nome=Otavio | acao=otimizou o algoritmo | valor=4041
linha=701 | nome=Natalia | acao=fez um experimento | valor=1670
linha=702 | nome=Vitor | acao=estudou computacao | valor=7270
linha=703 | nome=Natalia | acao=executou o benchmark | valor=4471
