linha=1 | nome=Lucas | acao=comparou as metricas | valor=1308
linha=451 | nome=Renata | acao=executou o benchmark | valor=6746
linha=452 | nome=Joao | acao=fez um experimento | valor=7837
linha=453 | nome=Daniela | acao=estudou computacao | valor=5953
linha=454 | nome=Joao | acao=estudou computacao | valor=6921
linha=455 | nome=Tiago | acao=analisou os resultados | valor=3689
linha=456 | nome=Felipe | acao=participou da aula | valor=6853
linha=457 | nome=Bruno | acao=fez um experimento | valor=9801
linha=458 | nome=Vitor | acao=comparou as metricas | valor=2240
linha=459 | nome=Renata | acao=estudou computacao | valor=4180
linha=460 | nome=Vitor | acao=fez um experimento | valor=2753
linha=461 | nome=Igor | acao=analisou os resultados | valor=8853
linha=462 | nome=Karen | acao=escreveu o relatorio | valor=6920
linha=463 | nome=Felipe | acao=otimizou o algoritmo | valor=8775
linha=464 | nome=Igor | acao=estudou computacao | valor=2005
linha=465 | nome=Renata | acao=comparou as metricas | valor=5722
linha=466 | nome=Eduarda | acao=executou o benchmark | valor=7667
linha=467 | nome=Bruno | acao=comparou as metricas | valor=5312
linha=468 | nome=Natalia | acao=participou da aula | valor=7337
linha=469 | nome=Natalia | acao=executou o benchmark | valor=1813
linha=470 | nome=Renata | acao=estudou computacao | valor=4151
linha=471 | nome=Daniela | acao=comparou as metricas | valor=6705
linha=472 | nome=Helena | acao=estudou computacao | valor=4020
linha=473 | nome=Gabriela | acao=otimizou o algoritmo | valor=7786
linha=474 | nome=Renata | acao=escreveu o relatorio | valor=6170
linha=475 | nome=Felipe | acao=participou da aula | valor=9480
linha=476 | nome=Renata | acao=fez um experimento | valor=7767
linha=477 | nome=Natalia | acao=participou da aula | valor=9159
linha=478 | nome=Helena | acao=fez um experimento | valor=3753
linha=479 | nome=Carlos | acao=fez um experimento | valor=7586
linha=480 | nome=Lucas | acao=executou o benchmark | valor=6516
linha=481 | nome=Gabriela | acao=otimizou o algoritmo | valor=1223
linha=482 | nome=Natalia | acao=executou o benchmark | valor=3377
linha=483 | nome=Eduarda | acao=participou da aula | valor=1068
linha=484 | nome=Natalia | acao=estudou computacao | valor=1747
linha=485 | nome=Ana | acao=executou o benchmark | valor=1604
linha=486 | nome=Vitor | acao=participou da aula | valor=1096
linha=487 | nome=Carlos | acao=comparou as metricas | valor=3682
linha=488 | nome=Lucas | acao=executou o benchmark | valor=3585
linha=489 | nome=Bruno | acao=escreveu o relatorio | valor=3053
linha=490 | nome=Gabriela | acao=otimizou o algoritmo | valor=1089
linha=491 | nome=Joao | acao=executou o benchmark | valor=8466
linha=492 | nome=Felipe | acao=analisou os resultados | valor=7821
linha=493 | nome=Gabriela | acao=estudou computacao | valor=8478
linha=494 | nome=Otavio | acao=participou da aula | valor=8962
linha=495 | nome=Vitor | acao=escreveu o relatorio | valor=8088
linha=496 | nome=Felipe | acao=fez um experimento | valor=9816
linha=497 | nome=Carlos | acao=escreveu o relatorio | valor=8325
linha=498 | nome=Mariana | acao=comparou as metricas | valor=1817
linha=499 | nome=Felipe | acao=escreveu o relatorio | valor=4934
linha=500 | nome=Ana | acao=analisou os resultados | valor=4477
linha=501 | nome=Paulo | acao=comparou as metricas | valor=1772
linha=502 | nome=Otavio | acao=estudou computacao | valor=6430
linha=503 | nome=Eduarda | acao=comparou as metricas | valor=9062
linha=504 | nome=Natalia | acao=participou da aula | valor=4138
linha=505 | nome=Natalia | acao=escreveu o relatorio | valor=8289
linha=506 | nome=Felipe | acao=escreveu o relatorio | valor=1237
linha=507 | nome=Eduarda | acao=escreveu o relatorio | valor=3831
linha=508 | nome=Otavio | acao=comparou as metricas | valor=5207
linha=509 | nome=Renata | acao=escreveu o relatorio | valor=1618
linha=510 | nome=Paulo | acao=otimizou o algoritmo | valor=5243
linha=511 | nome=Carlos | acao=estudou computacao | valor=9105
linha=512 | nome=Sofia | acao=executou o benchmark | valor=9190
linha=513 | nome=Joao | acao=estudou computacao | valor=2287
linha=514 | nome=Helena | acao=fez um experimento | valor=9978
linha=515 | nome=Lucas | acao=otimizou o algoritmo | valor=2831
linha=516 | nome=Daniela | acao=executou o benchmark | valor=2339
linha=517 | nome=Renata | acao=comparou as metricas | valor=9477
linha=518 | nome=Otavio | acao=comparou as metricas | valor=9872
linha=519 | nome=Mariana | acao=participou da aula | valor=9870
linha=520 | nome=Lucas | acao=analisou os resultados | valor=6461
linha=521 | nome=Otavio | acao=escreveu o relatorio | valor=9066
linha=522 | nome=Otavio | acao=executou o benchmark | valor=9915
linha=523 | nome=Paulo | acao=escreveu o relatorio | valor=1933
linha=524 | nome=Tiago | acao=estudou computacao | valor=6898
linha=525 | nome=Igor | acao=escreveu o relatorio | valor=3205
linha=526 | nome=Felipe | acao=participou da aula | valor=6917
linha=527 | nome=Otavio | acao=estudou computacao | valor=9730
linha=528 | nome=Renata | acao=analisou os resultados | valor=5487
linha=529 | nome=Mariana | acao=otimizou o algoritmo | valor=3185
linha=530 | nome=Tiago | acao=executou o benchmark | valor=7966
linha=531 | nome=Helena | acao=fez um experimento | valor=4135
linha=532 | nome=Carlos | acao=escreveu o relatorio | valor=5577
linha=533 | nome=Tiago | acao=executou o benchmark | valor=1214
linha=534 | nome=Joao | acao=comparou as metricas | valor=6263
linha=535 | nome=Eduarda | acao=executou o benchmark | valor=9114
linha=536 | nome=Otavio | acao=otimizou o algoritmo | valor=4851
linha=537 | nome=Natalia | acao=estudou computacao | valor=1359
linha=538 | nome=Helena | acao=fez um experimento | valor=9592
linha=539 | nome=Mariana | acao=analisou os resultados | valor=4253
linha=540 | nome=Lucas | acao=fez um experimento | valor=7167
linha=541 | nome=Gabriela | acao=estudou computacao | valor=4509
linha=542 | nome=Igor | acao=participou da aula | valor=4137
linha=543 | nome=Daniela | acao=comparou as metricas | valor=8323
linha=544 | nome=Mariana | acao=escreveu o relatorio | valor=1158
linha=545 | nome=Lucas | acao=otimizou o algoritmo | valor=6776
linha=546 | nome=Carlos | acao=escreveu o relatorio | valor=4758
linha=547 | nome=Tiago | acao=fez um experimento | valor=9151
linha=548 | nome=Lucas | acao=analisou os resultados | valor=4415
linha=549 | nome=Mariana | acao=otimizou o algoritmo | valor=6598
linha=550 | nome=Vitor | acao=estudou computacao | valor=7976
linha=551 | nome=Gabriela | acao=analisou os resultados | valor=3737
linha=552 | nome=Ana | acao=otimizou o algoritmo | valor=6109
linha=553 | nome=Eduarda | acao=otimizou o algoritmo | valor=8219
linha=554 | nome=Mariana | acao=executou o benchmark | valor=2560
linha=555 | nome=Otavio | acao=fez um experimento | valor=2391
linha=556 | nome=Sofia | acao=executou o benchmark | valor=4478
linha=557 | nome=Karen | acao=executou o benchmark | valor=7361
linha=558 | nome=Paulo | acao=fez um experimento | valor=2427
linha=559 | nome=Igor | acao=otimizou o algoritmo | valor=1953
linha=560 | nome=Natalia | acao=fez um experimento | valor=1080
linha=561 | nome=Bruno | acao=fez um experimento | valor=2962
linha=562 | nome=Daniela | acao=estudou computacao | valor=2157
linha=563 | nome=Renata | acao=fez um experimento | valor=7853
linha=564 | nome=Tiago | acao=fez um experimento | valor=6074
linha=565 | nome=Eduarda | acao=fez um experimento | valor=9926
linha=566 | nome=Otavio | acao=estudou computacao | valor=1421
linha=567 | nome=Sofia | acao=escreveu o relatorio | valor=9442
linha=568 | nome=Carlos | acao=executou o benchmark | valor=7649
linha=569 | nome=Eduarda | acao=estudou computacao | valor=4786
linha=570 | nome=Vitor | acao=estudou computacao | valor=7081
linha=571 | nome=Tiago | acao=executou o benchmark | valor=5236
linha=572 | nome=Ana | acao=analisou os resultados | valor=9911
linha=573 | nome=Helena | acao=otimizou o algoritmo | valor=9630
linha=574 | nome=Paulo | acao=comparou as metricas | valor=4622
linha=575 | nome=Lucas | acao=analisou os resultados | valor=1874
linha=576 | nome=Eduarda | acao=escreveu o relatorio | valor=1752
linha=577 | nome=Carlos | acao=fez um experimento | valor=5223
linha=578 | nome=Paulo | acao=estudou computacao | valor=1850
linha=579 | nome=Felipe | acao=participou da aula | valor=8570
linha=580 | nome=Helena | acao=fez um experimento | valor=7635
linha=581 | nome=Igor | acao=participou da aula | valor=4188
linha=582 | nome=Mariana | acao=estudou computacao | valor=1089
linha=583 | nome=Ana | acao=participou da aula | valor=3677
linha=584 | nome=Natalia | acao=participou da aula | valor=5265
linha=585 | nome=Igor | acao=comparou as metricas | valor=5700
linha=586 | nome=Helena | acao=participou da aula | valor=4295
linha=587 | nome=Tiago | acao=analisou os resultados | valor=3750
linha=588 | nome=Vitor | acao=fez um experimento | valor=5636
linha=589 | nome=Felipe | acao=fez um experimento | valor=3021
linha=590 | nome=Igor | acao=escreveu o relatorio | valor=2120
linha=591 | nome=Vitor | acao=otimizou o algoritmo | valor=1756
linha=592 | nome=Bruno | acao=fez um experimento | valor=4871
linha=593 | nome=Gabriela | acao=estudou computacao | valor=5312
linha=594 | nome=Otavio | acao=executou o benchmark | valor=7105
linha=595 | nome=Natalia | acao=analisou os resultados | valor=5807
linha=596 | nome=Renata | acao=fez um experimento | valor=1917
linha=597 | nome=Joao | acao=escreveu o relatorio | valor=4520
linha=598 | nome=Tiago | acao=escreveu o relatorio | valor=4634
linha=599 | nome=Vitor | acao=analisou os resultados | valor=2784
linha=600 | nome=Natalia | acao=otimizou o algoritmo | valor=2673
linha=601 | nome=Otavio | acao=escreveu o relatorio | valor=1091
linha=602 | nome=Bruno | acao=analisou os resultados | valor=1387
linha=603 | nome=Karen | acao=executou o benchmark | valor=8146
linha=604 | nome=Mariana | acao=participou da aula | valor=5722
linha=605 | nome=Renata | acao=fez um experimento | valor=1136
linha=606 | nome=Natalia | acao=executou o benchmark | valor=2950
linha=607 | nome=Mariana | acao=analisou os resultados | valor=2957
linha=608 | nome=Tiago | acao=participou da aula | valor=1734
linha=609 | nome=Otavio | acao=otimizou o algoritmo | valor=4872
linha=610 | nome=Eduarda | acao=analisou os resultados | valor=3995
linha=611 | nome=Vitor | acao=estudou computacao | valor=2495
linha=612 | nome=Tiago | acao=otimizou o algoritmo | valor=2650
linha=613 | nome=Vitor | acao=fez um experimento | valor=4803
linha=614 | nome=Igor | acao=escreveu o relatorio | valor=8727
linha=615 | nome=Renata | acao=escreveu o relatorio | valor=8515
linha=616 | nome=Daniela | acao=otimizou o algoritmo | valor=9156
linha=617 | nome=Tiago | acao=otimizou o algoritmo | valor=4460
linha=618 | nome=Otavio | acao=escreveu o relatorio | valor=9531
linha=619 | nome=Sofia | acao=comparou as metricas | valor=8466
linha=620 | nome=Karen | acao=comparou as metricas | valor=6327
linha=621 | nome=Lucas | acao=estudou computacao | valor=7950
linha=622 | nome=Igor | acao=escreveu o relatorio | valor=5569
linha=623 | nome=Joao | acao=estudou computacao | valor=7021
linha=624 | nome=Tiago | acao=estudou computacao | valor=4045
linha=625 | nome=Renata | acao=analisou os resultados | valor=9309
linha=626 | nome=Lucas | acao=fez um experimento | valor=6242
linha=627 | nome=Bruno | acao=otimizou o algoritmo | valor=6000
linha=628 | nome=Ana | acao=estudou computacao | valor=6113
linha=629 | nome=Renata | acao=escreveu o relatorio | valor=6402
linha=630 | nome=Felipe | acao=comparou as metricas | valor=8266
linha=631 | nome=Daniela | acao=comparou as metricas | valor=7153
linha=632 | nome=Bruno | acao=participou da aula | valor=7519
linha=633 | nome=Vitor | acao=escreveu o relatorio | valor=9680
linha=634 | nome=Eduarda | acao=participou da aula | valor=7271
linha=635 | nome=Mariana | acao=analisou os resultados | valor=5838
linha=636 | nome=Otavio | acao=analisou os resultados | valor=1109
linha=637 | nome=Helena | acao=fez um experimento | valor=2749
linha=638 | nome=Natalia | acao=comparou as metricas | valor=1927
linha=639 | nome=Sofia | acao=executou o benchmark | valor=1328
linha=640 | nome=Bruno | acao=fez um experimento | valor=8491
linha=641 | nome=Gabriela | acao=analisou os resultados | valor=2863
linha=642 | nome=Paulo | acao=fez um experimento | valor=8888
linha=643 | nome=Joao | acao=estudou computacao | valor=1163
linha=644 | nome=Felipe | acao=escreveu o relatorio | valor=3150
linha=645 | nome=Natalia | acao=analisou os resultados | valor=8685
linha=646 | nome=Mariana | acao=fez um experimento | valor=4905
linha=647 | nome=Helena | acao=estudou computacao | valor=2702
linha=648 | nome=Vitor | acao=otimizou o algoritmo | valor=9804
linha=649 | nome=Natalia | acao=fez um experimento | valor=3046
linha=650 | nome=Natalia | acao=fez um experimento | valor=3007
linha=651 | nome=Vitor | acao=estudou computacao | valor=6485
linha=652 | nome=Bruno | acao=comparou as metricas | valor=5097
linha=653 | nome=Igor | acao=estudou computacao | valor=8066
linha=654 | nome=Paulo | acao=participou da aula | valor=9706
linha=655 | nome=Eduarda | acao=analisou os resultados | valor=2008
linha=656 | nome=Felipe | acao=otimizou o algoritmo | valor=4006
linha=657 | nome=Vitor | acao=escreveu o relatorio | valor=4195
linha=658 | nome=Gabriela | acao=fez um experimento | valor=2878
linha=659 | nome=Joao | acao=executou o benchmark | valor=3119
linha=660 | nome=Paulo | acao=escreveu o relatorio | valor=6737
linha=661 | nome=Mariana | acao=analisou os resultados | valor=7412
linha=662 | nome=Joao | acao=estudou computacao | valor=6094
linha=663 | nome=Karen | acao=participou da aula | valor=9798
linha=664 | nome=Joao | acao=escreveu o relatorio | valor=8638
linha=665 | nome=Bruno | acao=comparou as metricas | valor=8659
linha=666 | nome=Joao | acao=estudou computacao | valor=3612
linha=667 | nome=Otavio | acao=estudou computacao | valor=1420
linha=668 | nome=Carlos | acao=escreveu o relatorio | valor=8817
linha=669 | nome=Igor | acao=fez um experimento | valor=9237
linha=670 | nome=Joao | acao=participou da aula | valor=5780
linha=671 | nome=Eduarda | acao=fez um experimento | valor=9196
linha=672 | nome=Renata | acao=fez um experimento | valor=7618
linha=673 | nome=Ana | acao=fez um experimento | valor=6639
linha=674 | nome=Vitor | acao=fez um experimento | valor=9278
linha=675 | nome=Karen | acao=executou o benchmark | valor=4589
linha=676 | nome=Karen | acao=otimizou o algoritmo | valor=1413
linha=677 | nome=Karen | acao=escreveu o relatorio | valor=8818
linha=678 | nome=Ana | acao=executou o benchmark | valor=9705
linha=679 | nome=Natalia | acao=comparou as metricas | valor=5161
linha=680 | nome=Daniela | acao=comparou as metricas | valor=6177
linha=681 | nome=Eduarda | acao=escreveu o relatorio | valor=3702
linha=682 | nome=Otavio | acao=fez um experimento | valor=4038
linha=683 | nome=Natalia | acao=otimizou o algoritmo | valor=5768
linha=684 | nome=Daniela | acao=executou o benchmark | valor=6587
linha=685 | nome=Daniela | acao=comparou as metricas | valor=3790
linha=686 | nome=Renata | acao=fez um experimento | valor=1392
linha=687 | nome=Renata | acao=fez um experimento | valor=4260
linha=688 | nome=Joao | acao=fez um experimento | valor=7968
linha=689 | nome=Joao | acao=estudou computacao | valor=3033
linha=690 | nome=Helena | acao=comparou as metricas | valor=7548
linha=691 | nome=Paulo | acao=otimizou o algoritmo | valor=9198
linha=692 | nome=Karen | acao=participou da aula | valor=6222
linha=693 | nome=Natalia | acao=escreveu o relatorio | valor=3890
linha=694 | nome=Natalia | acao=escreveu o relatorio | valor=9523
linha=695 | nome=Daniela | acao=escreveu o relatorio | valor=4614
linha=696 | nome=Natalia | acao=escreveu o relatorio | valor=1416
linha=697 | nome=Helena | acao=fez um experimento | valor=7582
linha=698 | nome=Paulo | acao=analisou os resultados | valor=6929
linha=699 | nome=Sofia | acao=estudou computacao | valor=4729
linha=700 | nome=Paulo | acao=escreveu o relatorio | valor=2004
linha=701 | nome=Vitor | acao=estudou computacao | valor=1491
linha=702 | nome=Mariana | acao=executou o benchmark | valor=9263
linha=703 | nome=Paulo | acao=otimizou o algoritmo | valor=2683
linha=704 | nome=Joao | acao=otimizou o algoritmo | valor=9517
