linha=1 | nome=Carlos | acao=analisou os resultados | valor=3789
linha=452 | nome=Carlos | acao=escreveu o relatorio | valor=9782
linha=453 | nome=Karen | acao=escreveu o relatorio | valor=2893
linha=454 | nome=Gabriela | acao=otimizou o algoritmo | valor=7369
linha=455 | nome=Sofia | acao=participou da aula | valor=9503
linha=456 | nome=Ana | acao=fez um experimento | valor=8978
linha=457 | nome=Helena | acao=executou o benchmark | valor=7748
linha=458 | nome=Otavio | acao=executou o benchmark | valor=9856
linha=459 | nome=Joao | acao=executou o benchmark | valor=3327
linha=460 | nome=Mariana | acao=executou o benchmark | valor=9948
linha=461 | nome=Gabriela | acao=participou da aula | valor=5980
linha=462 | nome=Ana | acao=otimizou o algoritmo | valor=7932
linha=463 | nome=Mariana | acao=estudou computacao | valor=3844
linha=464 | nome=Karen | acao=otimizou o algoritmo | valor=1853
linha=465 | nome=Daniela | acao=fez um experimento | valor=6783
linha=466 | nome=Carlos | acao=participou da aula | valor=6721
linha=467 | nome=Tiago | acao=analisou os resultados | valor=9295
linha=468 | nome=Helena | acao=fez um experimento | valor=9167
linha=469 | nome=Lucas | acao=estudou computacao | valor=4281
linha=470 | nome=Felipe | acao=escreveu o relatorio | valor=9162
linha=471 | nome=Otavio | acao=analisou os resultados | valor=2534
linha=472 | nome=Ana | acao=comparou as metricas | valor=5092
linha=473 | nome=Sofia | acao=estudou computacao | valor=4961
linha=474 | nome=Renata | acao=escreveu o relatorio | valor=4481
linha=475 | nome=Tiago | acao=comparou as metricas | valor=2357
linha=476 | nome=Ana | acao=fez um experimento | valor=2899
linha=477 | nome=Felipe | acao=escreveu o relatorio | valor=9225
linha=478 | nome=Gabriela | acao=executou o benchmark | valor=7128
linha=479 | nome=Daniela | acao=analisou os resultados | valor=4215
linha=480 | nome=Gabriela | acao=participou da aula | valor=7411
linha=481 | nome=Renata | acao=executou o benchmark | valor=2084
linha=482 | nome=Mariana | acao=fez um experimento | valor=8757
linha=483 | nome=Tiago | acao=executou o benchmark | valor=7343
linha=484 | nome=Mariana | acao=otimizou o algoritmo | valor=5393
linha=485 | nome=Sofia | acao=fez um experimento | valor=4243
linha=486 | nome=Natalia | acao=otimizou o algoritmo | valor=8242
linha=487 | nome=Renata | acao=estudou computacao | valor=8866
linha=488 | nome=Otavio | acao=participou da aula | valor=9159
linha=489 | nome=Bruno | acao=estudou computacao | valor=6493
linha=490 | nome=Joao | acao=participou da aula | valor=2858
linha=491 | nome=Eduarda | acao=estudou computacao | valor=5616
linha=492 | nome=Eduarda | acao=escreveu o relatorio | valor=2141
linha=493 | nome=Tiago | acao=escreveu o relatorio | valor=1739
linha=494 | nome=Lucas | acao=fez um experimento | valor=5692
linha=495 | nome=Otavio | acao=participou da aula | valor=8514
linha=496 | nome=Felipe | acao=escreveu o relatorio | valor=1919
linha=497 | nome=Bruno | acao=estudou computacao | valor=2290
linha=498 | nome=Vitor | acao=otimizou o algoritmo | valor=1614
linha=499 | nome=Bruno | acao=escreveu o relatorio | valor=9702
linha=500 | nome=Renata | acao=participou da aula | valor=2866
linha=501 | nome=Lucas | acao=escreveu o relatorio | valor=3282
linha=502 | nome=Mariana | acao=analisou os resultados | valor=4465
linha=503 | nome=Gabriela | acao=estudou computacao | valor=1847
linha=504 | nome=Mariana | acao=estudou computacao | valor=3044
linha=505 | nome=Felipe | acao=otimizou o algoritmo | valor=1884
linha=506 | nome=Vitor | acao=escreveu o relatorio | valor=2133
linha=507 | nome=Igor | acao=analisou os resultados | valor=1080
linha=508 | nome=Bruno | acao=otimizou o algoritmo | valor=1207
linha=509 | nome=Joao | acao=fez um experimento | valor=4378
linha=510 | nome=Gabriela | acao=fez um experimento | valor=5001
linha=511 | nome=Sofia | acao=executou o benchmark | valor=9536
linha=512 | nome=Karen | acao=analisou os resultados | valor=1881
linha=513 | nome=Mariana | acao=participou da aula | valor=7319
linha=514 | nome=Eduarda | acao=fez um experimento | valor=5889
linha=515 | nome=Otavio | acao=otimizou o algoritmo | valor=8223
linha=516 | nome=Vitor | acao=escreveu o relatorio | valor=3987
linha=517 | nome=Vitor | acao=analisou os resultados | valor=1374
linha=518 | nome=Karen | acao=estudou computacao | valor=3652
linha=519 | nome=Helena | acao=executou o benchmark | valor=1495
linha=520 | nome=Igor | acao=executou o benchmark | valor=1963
linha=521 | nome=Gabriela | acao=fez um experimento | valor=7263
linha=522 | nome=Carlos | acao=otimizou o algoritmo | valor=4097
linha=523 | nome=Karen | acao=comparou as metricas | valor=6367
linha=524 | nome=Paulo | acao=comparou as metricas | valor=5408
linha=525 | nome=Gabriela | acao=participou da aula | valor=6516
linha=526 | nome=Igor | acao=escreveu o relatorio | valor=4700
linha=527 | nome=Bruno | acao=analisou os resultados | valor=7801
linha=528 | nome=Daniela | acao=comparou as metricas | valor=6898
linha=529 | nome=Mariana | acao=analisou os resultados | valor=3179
linha=530 | nome=Daniela | acao=escreveu o relatorio | valor=1538
linha=531 | nome=Ana | acao=escreveu o relatorio | valor=2652
linha=532 | nome=Felipe | acao=estudou computacao | valor=3243
linha=533 | nome=Paulo | acao=fez um experimento | valor=6892
linha=534 | nome=Carlos | acao=executou o benchmark | valor=3967
linha=535 | nome=Felipe | acao=estudou computacao | valor=7661
linha=536 | nome=Joao | acao=fez um experimento | valor=5685
linha=537 | nome=Mariana | acao=executou o benchmark | valor=8979
linha=538 | nome=Mariana | acao=otimizou o algoritmo | valor=1736
linha=539 | nome=Lucas | acao=fez um experimento | valor=6367
linha=540 | nome=Carlos | acao=analisou os resultados | valor=2978
linha=541 | nome=Felipe | acao=estudou computacao | valor=1160
linha=542 | nome=Bruno | acao=estudou computacao | valor=1274
linha=543 | nome=Felipe | acao=comparou as metricas | valor=9730
linha=544 | nome=Helena | acao=otimizou o algoritmo | valor=5114
linha=545 | nome=Lucas | acao=analisou os resultados | valor=6539
linha=546 | nome=Renata | acao=comparou as metricas | valor=9486
linha=547 | nome=Mariana | acao=estudou computacao | valor=9856
linha=548 | nome=Daniela | acao=participou da aula | valor=3108
linha=549 | nome=Tiago | acao=fez um experimento | valor=1324
linha=550 | nome=Helena | acao=participou da aula | valor=2615
linha=551 | nome=Gabriela | acao=analisou os resultados | valor=5099
linha=552 | nome=Renata | acao=otimizou o algoritmo | valor=3459
linha=553 | nome=Daniela | acao=analisou os resultados | valor=4055
linha=554 | nome=Bruno | acao=otimizou o algoritmo | valor=4961
linha=555 | nome=Tiago | acao=escreveu o relatorio | valor=2363
linha=556 | nome=Mariana | acao=analisou os resultados | valor=8748
linha=557 | nome=Felipe | acao=comparou as metricas | valor=1773
linha=558 | nome=Helena | acao=analisou os resultados | valor=6199
linha=559 | nome=Natalia | acao=escreveu o relatorio | valor=3588
linha=560 | nome=Renata | acao=estudou computacao | valor=3609
linha=561 | nome=Natalia | acao=comparou as metricas | valor=9030
linha=562 | nome=Ana | acao=fez um experimento | valor=6601
linha=563 | nome=Gabriela | acao=estudou computacao | valor=8453
linha=564 | nome=Otavio | acao=otimizou o algoritmo | valor=9829
linha=565 | nome=Carlos | acao=escreveu o relatorio | valor=3588
linha=566 | nome=Daniela | acao=escreveu o relatorio | valor=5904
linha=567 | nome=Natalia | acao=analisou os resultados | valor=3004
linha=568 | nome=Sofia | acao=escreveu o relatorio | valor=5773
linha=569 | nome=Joao | acao=analisou os resultados | valor=9705
linha=570 | nome=Natalia | acao=fez um experimento | valor=2231
linha=571 | nome=Karen | acao=executou o benchmark | valor=4374
linha=572 | nome=Igor | acao=fez um experimento | valor=2255
linha=573 | nome=Paulo | acao=otimizou o algoritmo | valor=9529
linha=574 | nome=Igor | acao=analisou os resultados | valor=9807
linha=575 | nome=Bruno | acao=escreveu o relatorio | valor=7186
linha=576 | nome=Sofia | acao=participou da aula | valor=7498
linha=577 | nome=Otavio | acao=participou da aula | valor=9923
linha=578 | nome=Eduarda | acao=participou da aula | valor=6103
linha=579 | nome=Eduarda | acao=fez um experimento | valor=8862
linha=580 | nome=Felipe | acao=analisou os resultados | valor=6960
linha=581 | nome=Vitor | acao=analisou os resultados | valor=9905
linha=582 | nome=Mariana | acao=comparou as metricas | valor=8317
linha=583 | nome=Vitor | acao=otimizou o algoritmo | valor=1621
linha=584 | nome=Natalia | acao=escreveu o relatorio | valor=6722
linha=585 | nome=Vitor | acao=estudou computacao | valor=3981
linha=586 | nome=Bruno | acao=analisou os resultados | valor=5484
linha=587 | nome=Otavio | acao=estudou computacao | valor=6596
linha=588 | nome=Karen | acao=analisou os resultados | valor=2610
linha=589 | nome=Felipe | acao=otimizou o algoritmo | valor=5555
linha=590 | nome=Bruno | acao=estudou computacao | valor=1777
linha=591 | nome=Sofia | acao=participou da aula | valor=1515
linha=592 | nome=Lucas | acao=participou da aula | valor=3080
linha=593 | nome=Daniela | acao=analisou os resultados | valor=2898
linha=594 | nome=Bruno | acao=analisou os resultados | valor=8746
linha=595 | nome=Gabriela | acao=analisou os resultados | valor=5893
linha=596 | nome=Otavio | acao=participou da aula | valor=9510
linha=597 | nome=Eduarda | acao=comparou as metricas | valor=8533
linha=598 | nome=Otavio | acao=comparou as metricas | valor=5581
linha=599 | nome=Daniela | acao=escreveu o relatorio | valor=7580
linha=600 | nome=Tiago | acao=fez um experimento | valor=8521
linha=601 | nome=Vitor | acao=participou da aula | valor=3991
linha=602 | nome=Felipe | acao=otimizou o algoritmo | valor=7982
linha=603 | nome=Paulo | acao=analisou os resultados | valor=1394
linha=604 | nome=Mariana | acao=comparou as metricas | valor=4248
linha=605 | nome=Karen | acao=fez um experimento | valor=6340
linha=606 | nome=Daniela | acao=executou o benchmark | valor=6872
linha=607 | nome=Gabriela | acao=escreveu o relatorio | valor=4158
linha=608 | nome=Gabriela | acao=otimizou o algoritmo | valor=2092
linha=609 | nome=Mariana | acao=participou da aula | valor=8665
linha=610 | nome=Otavio | acao=participou da aula | valor=4151
linha=611 | nome=Mariana | acao=fez um experimento | valor=6568
linha=612 | nome=Eduarda | acao=executou o benchmark | valor=3398
linha=613 | nome=Helena | acao=executou o benchmark | valor=9158
linha=614 | nome=Eduarda | acao=executou o benchmark | valor=5506
linha=615 | nome=Felipe | acao=escreveu o relatorio | valor=8795
linha=616 | nome=Carlos | acao=otimizou o algoritmo | valor=5854
linha=617 | nome=Eduarda | acao=executou o benchmark | valor=5662
linha=618 | nome=Lucas | acao=executou o benchmark | valor=3175
linha=619 | nome=Eduarda | acao=comparou as metricas | valor=6598
linha=620 | nome=Vitor | acao=comparou as metricas | valor=7616
linha=621 | nome=Helena | acao=estudou computacao | valor=2168
linha=622 | nome=Eduarda | acao=participou da aula | valor=2631
linha=623 | nome=Gabriela | acao=comparou as metricas | valor=7191
linha=624 | nome=Igor | acao=escreveu o relatorio | valor=7243
linha=625 | nome=Karen | acao=executou o benchmark | valor=5445
linha=626 | nome=Carlos | acao=fez um experimento | valor=9273
linha=627 | nome=Bruno | acao=participou da aula | valor=2541
linha=628 | nome=Sofia | acao=analisou os resultados | valor=7642
linha=629 | nome=Natalia | acao=fez um experimento | valor=7374
linha=630 | nome=Helena | acao=otimizou o algoritmo | valor=4923
linha=631 | nome=Tiago | acao=participou da aula | valor=3800
linha=632 | nome=Bruno | acao=escreveu o relatorio | valor=6667
linha=633 | nome=Helena | acao=participou da aula | valor=8769
linha=634 | nome=Carlos | acao=fez um experimento | valor=1260
linha=635 | nome=Eduarda | acao=estudou computacao | valor=2390
linha=636 | nome=Bruno | acao=fez um experimento | valor=8687
linha=637 | nome=Joao | acao=fez um experimento | valor=9272
linha=638 | nome=Vitor | acao=escreveu o relatorio | valor=3918
linha=639 | nome=Mariana | acao=executou o benchmark | valor=1004
linha=640 | nome=Paulo | acao=otimizou o algoritmo | valor=2703
linha=641 | nome=Mariana | acao=analisou os resultados | valor=1134
linha=642 | nome=Vitor | acao=comparou as metricas | valor=4367
linha=643 | nome=Lucas | acao=fez um experimento | valor=4070
linha=644 | nome=Bruno | acao=escreveu o relatorio | valor=1069
linha=645 | nome=Joao | acao=executou o benchmark | valor=3254
linha=646 | nome=Felipe | acao=executou o benchmark | valor=9919
linha=647 | nome=Paulo | acao=estudou computacao | valor=9421
linha=648 | nome=Ana | acao=participou da aula | valor=9643
linha=649 | nome=Felipe | acao=participou da aula | valor=4098
linha=650 | nome=Daniela | acao=comparou as metricas | valor=4341
linha=651 | nome=Joao | acao=executou o benchmark | valor=2901
linha=652 | nome=Igor | acao=otimizou o algoritmo | valor=5413
linha=653 | nome=Helena | acao=escreveu o relatorio | valor=7612
linha=654 | nome=Daniela | acao=fez um experimento | valor=6466
linha=655 | nome=Vitor | acao=participou da aula | valor=4640
linha=656 | nome=Carlos | acao=executou o benchmark | valor=5954
linha=657 | nome=Vitor | acao=executou o benchmark | valor=6884
linha=658 | nome=Mariana | acao=otimizou o algoritmo | valor=3847
linha=659 | nome=Tiago | acao=participou da aula | valor=6574
linha=660 | nome=Paulo | acao=escreveu o relatorio | valor=3667
linha=661 | nome=Karen | acao=estudou computacao | valor=6336
linha=662 | nome=Ana | acao=participou da aula | valor=7909
linha=663 | nome=Felipe | acao=analisou os resultados | valor=8870
linha=664 | nome=Bruno | acao=analisou os resultados | valor=9453
linha=665 | nome=Daniela | acao=fez um experimento | valor=4825
linha=666 | nome=Carlos | acao=fez um experimento | valor=9791
linha=667 | nome=Mariana | acao=otimizou o algoritmo | valor=2523
linha=668 | nome=Mariana | acao=participou da aula | valor=3239
linha=669 | nome=Helena | acao=analisou os resultados | valor=1366
linha=670 | nome=Helena | acao=executou o benchmark | valor=6529
linha=671 | nome=Otavio | acao=otimizou o algoritmo | valor=9641
linha=672 | nome=Otavio | acao=estudou computacao | valor=3728
linha=673 | nome=Mariana | acao=analisou os resultados | valor=6607
linha=674 | nome=Carlos | acao=escreveu o relatorio | valor=3000
linha=675 | nome=Bruno | acao=otimizou o algoritmo | valor=6733
linha=676 | nome=Eduarda | acao=comparou as metricas | valor=9852
linha=677 | nome=Mariana | acao=comparou as metricas | valor=2078
linha=678 | nome=Mariana | acao=analisou os resultados | valor=3740
linha=679 | nome=Daniela | acao=escreveu o relatorio | valor=9039
linha=680 | nome=Renata | acao=fez um experimento | valor=5019
linha=681 | nome=Carlos | acao=otimizou o algoritmo | valor=1386
linha=682 | nome=Sofia | acao=executou o benchmark | valor=2071
linha=683 | nome=Natalia | acao=executou o benchmark | valor=5635
linha=684 | nome=Otavio | acao=comparou as metricas | valor=7864
linha=685 | nome=Renata | acao=otimizou o algoritmo | valor=1515
linha=686 | nome=Gabriela | acao=participou da aula | valor=2140
linha=687 | nome=Ana | acao=estudou computacao | valor=1815
linha=688 | nome=Vitor | acao=escreveu o relatorio | valor=6398
linha=689 | nome=Renata | acao=comparou as metricas | valor=6201
linha=690 | nome=Igor | acao=analisou os resultados | valor=6973
linha=691 | nome=Carlos | acao=executou o benchmark | valor=1150
linha=692 | nome=Felipe | acao=executou o benchmark | valor=8193
linha=693 | nome=Helena | acao=analisou os resultados | valor=9837
linha=694 | nome=Lucas | acao=otimizou o algoritmo | valor=7742
linha=695 | nome=Ana | acao=fez um experimento | valor=4544
linha=696 | nome=Joao | acao=participou da aula | valor=4935
linha=697 | nome=Carlos | acao=estudou computacao | valor=7011
linha=698 | nome=Sofia | acao=estudou computacao | valor=5823
linha=699 | nome=Paulo | acao=executou o benchmark | valor=2260
linha=700 | nome=Carlos | acao=analisou os resultados | valor=3510
linha=701 | nome=Paulo | acao=participou da aula | valor=5874
linha=702 | nome=Eduarda | acao=fez um experimento | valor=6360
linha=703 | nome=Vitor | acao=participou da aula | valor=5755
