linha=1 | nome=Bruno | acao=participou da aula | valor=3317
linha=452 | nome=Tiago | acao=estudou computacao | valor=8695
linha=453 | nome=Bruno | acao=otimizou o algoritmo | valor=5712
linha=454 | nome=Lucas | acao=executou o benchmark | valor=7352
linha=455 | nome=Daniela | acao=participou da aula | valor=6631
linha=456 | nome=Helena | acao=escreveu o relatorio | valor=9719
linha=457 | nome=Lucas | acao=analisou os resultados | valor=1880
linha=458 | nome=Eduarda | acao=otimizou o algoritmo | valor=6423
linha=459 | nome=Felipe | acao=fez um experimento | valor=7702
linha=460 | nome=Joao | acao=escreveu o relatorio | valor=7896
linha=461 | nome=Paulo | acao=fez um experimento | valor=7419
linha=462 | nome=Joao | acao=otimizou o algoritmo | valor=5459
linha=463 | nome=Bruno | acao=analisou os resultados | valor=5263
linha=464 | nome=Renata | acao=comparou as metricas | valor=7020
linha=465 | nome=Mariana | acao=participou da aula | valor=1053
linha=466 | nome=Igor | acao=participou da aula | valor=2105
linha=467 | nome=Sofia | acao=otimizou o algoritmo | valor=6238
linha=468 | nome=Joao | acao=analisou os resultados | valor=8135
linha=469 | nome=Sofia | acao=participou da aula | valor=7495
linha=470 | nome=Helena | acao=participou da aula | valor=7336
linha=471 | nome=Carlos | acao=otimizou o algoritmo | valor=7448
linha=472 | nome=Gabriela | acao=estudou computacao | valor=1140
linha=473 | nome=Eduarda | acao=comparou as metricas | valor=4533
linha=474 | nome=Vitor | acao=participou da aula | valor=2794
linha=475 | nome=Carlos | acao=analisou os resultados | valor=2556
linha=476 | nome=Bruno | acao=estudou computacao | valor=9966
linha=477 | nome=Vitor | acao=participou da aula | valor=1924
linha=478 | nome=Paulo | acao=executou o benchmark | valor=3581
linha=479 | nome=Mariana | acao=otimizou o algoritmo | valor=5506
linha=480 | nome=Paulo | acao=escreveu o relatorio | valor=7998
linha=481 | nome=Felipe | acao=participou da aula | valor=6234
linha=482 | nome=Eduarda | acao=comparou as metricas | valor=3736
linha=483 | nome=Sofia | acao=escreveu o relatorio | valor=8548
linha=484 | nome=Tiago | acao=participou da aula | valor=2007
linha=485 | nome=Sofia | acao=participou da aula | valor=5618
linha=486 | nome=Natalia | acao=otimizou o algoritmo | valor=3163
linha=487 | nome=Bruno | acao=analisou os resultados | valor=8772
linha=488 | nome=Daniela | acao=comparou as metricas | valor=5647
linha=489 | nome=Igor | acao=comparou as metricas | valor=5929
linha=490 | nome=Tiago | acao=fez um experimento | valor=4066
linha=491 | nome=Vitor | acao=fez um experimento | valor=8350
linha=492 | nome=Mariana | acao=participou da aula | valor=9674
linha=493 | nome=Carlos | acao=escreveu o relatorio | valor=8728
linha=494 | nome=Felipe | acao=analisou os resultados | valor=2613
linha=495 | nome=Karen | acao=estudou computacao | valor=5834
linha=496 | nome=Karen | acao=otimizou o algoritmo | valor=9642
linha=497 | nome=Bruno | acao=estudou computacao | valor=6554
linha=498 | nome=Bruno | acao=estudou computacao | valor=3834
linha=499 | nome=Carlos | acao=executou o benchmark | valor=9036
linha=500 | nome=Mariana | acao=executou o benchmark | valor=1672
linha=501 | nome=Gabriela | acao=analisou os resultados | valor=8768
linha=502 | nome=Gabriela | acao=participou da aula | valor=2632
linha=503 | nome=Paulo | acao=otimizou o algoritmo | valor=7651
linha=504 | nome=Helena | acao=participou da aula | valor=3397
linha=505 | nome=Otavio | acao=executou o benchmark | valor=8352
linha=506 | nome=Mariana | acao=estudou computacao | valor=6409
linha=507 | nome=Helena | acao=otimizou o algoritmo | valor=2962
linha=508 | nome=Gabriela | acao=escreveu o relatorio | valor=3813
linha=509 | nome=Sofia | acao=participou da aula | valor=9418
linha=510 | nome=Felipe | acao=estudou computacao | valor=8642
linha=511 | nome=Daniela | acao=fez um experimento | valor=6656
linha=512 | nome=Tiago | acao=estudou computacao | valor=1169
linha=513 | nome=Karen | acao=executou o benchmark | valor=3708
linha=514 | nome=Karen | acao=estudou computacao | valor=6479
linha=515 | nome=Eduarda | acao=comparou as metricas | valor=9064
linha=516 | nome=Natalia | acao=otimizou o algoritmo | valor=4929
linha=517 | nome=Paulo | acao=fez um experimento | valor=3168
linha=518 | nome=Igor | acao=analisou os resultados | valor=2922
linha=519 | nome=Natalia | acao=fez um experimento | valor=5054
linha=520 | nome=Renata | acao=comparou as metricas | valor=5207
linha=521 | nome=Lucas | acao=otimizou o algoritmo | valor=6196
linha=522 | nome=Felipe | acao=executou o benchmark | valor=3667
linha=523 | nome=Vitor | acao=executou o benchmark | valor=8448
linha=524 | nome=Bruno | acao=analisou os resultados | valor=3912
linha=525 | nome=Otavio | acao=participou da aula | valor=9614
linha=526 | nome=Lucas | acao=comparou as metricas | valor=9770
linha=527 | nome=Otavio | acao=participou da aula | valor=9566
linha=528 | nome=Eduarda | acao=fez um experimento | valor=4740
linha=529 | nome=Natalia | acao=fez um experimento | valor=8930
linha=530 | nome=Otavio | acao=estudou computacao | valor=3623
linha=531 | nome=Tiago | acao=estudou computacao | valor=6719
linha=532 | nome=Otavio | acao=analisou os resultados | valor=3813
linha=533 | nome=Daniela | acao=participou da aula | valor=5984
linha=534 | nome=Gabriela | acao=otimizou o algoritmo | valor=6083
linha=535 | nome=Daniela | acao=executou o benchmark | valor=2249
linha=536 | nome=Vitor | acao=otimizou o algoritmo | valor=3837
linha=537 | nome=Daniela | acao=participou da aula | valor=9206
linha=538 | nome=Felipe | acao=analisou os resultados | valor=8120
linha=539 | nome=Lucas | acao=participou da aula | valor=2148
linha=540 | nome=Felipe | acao=comparou as metricas | valor=1848
linha=541 | nome=Ana | acao=fez um experimento | valor=7039
linha=542 | nome=Tiago | acao=participou da aula | valor=8237
linha=543 | nome=Felipe | acao=escreveu o relatorio | valor=9060
linha=544 | nome=Gabriela | acao=comparou as metricas | valor=1897
linha=545 | nome=Helena | acao=comparou as metricas | valor=7103
linha=546 | nome=Daniela | acao=escreveu o relatorio | valor=4453
linha=547 | nome=Natalia | acao=comparou as metricas | valor=3585
linha=548 | nome=Eduarda | acao=analisou os resultados | valor=3330
linha=549 | nome=Renata | acao=comparou as metricas | valor=4101
linha=550 | nome=Felipe | acao=analisou os resultados | valor=4110
linha=551 | nome=Vitor | acao=comparou as metricas | valor=2444
linha=552 | nome=Joao | acao=analisou os resultados | valor=3548
linha=553 | nome=Karen | acao=fez um experimento | valor=2195
linha=554 | nome=Renata | acao=otimizou o algoritmo | valor=9941
linha=555 | nome=Otavio | acao=analisou os resultados | valor=5944
linha=556 | nome=Bruno | acao=analisou os resultados | valor=6021
linha=557 | nome=Bruno | acao=fez um experimento | valor=6356
linha=558 | nome=Paulo | acao=escreveu o relatorio | valor=3383
linha=559 | nome=Ana | acao=executou o benchmark | valor=1698
linha=560 | nome=Daniela | acao=participou da aula | valor=6752
linha=561 | nome=Natalia | acao=executou o benchmark | valor=2370
linha=562 | nome=Lucas | acao=participou da aula | valor=6755
linha=563 | nome=Daniela | acao=analisou os resultados | valor=6479
linha=564 | nome=Daniela | acao=escreveu o relatorio | valor=9879
linha=565 | nome=Bruno | acao=participou da aula | valor=1754
linha=566 | nome=Joao | acao=comparou as metricas | valor=1068
linha=567 | nome=Carlos | acao=comparou as metricas | valor=5288
linha=568 | nome=Karen | acao=executou o benchmark | valor=7948
linha=569 | nome=Bruno | acao=analisou os resultados | valor=9558
linha=570 | nome=Vitor | acao=participou da aula | valor=4508
linha=571 | nome=Sofia | acao=escreveu o relatorio | valor=7980
linha=572 | nome=Mariana | acao=participou da aula | valor=3137
linha=573 | nome=Bruno | acao=analisou os resultados | valor=7389
linha=574 | nome=Carlos | acao=otimizou o algoritmo | valor=4209
linha=575 | nome=Carlos | acao=fez um experimento | valor=9176
linha=576 | nome=Renata | acao=analisou os resultados | valor=7033
linha=577 | nome=Eduarda | acao=escreveu o relatorio | valor=7102
linha=578 | nome=Karen | acao=analisou os resultados | valor=4027
linha=579 | nome=Karen | acao=estudou computacao | valor=9668
linha=580 | nome=Daniela | acao=executou o benchmark | valor=6967
linha=581 | nome=Paulo | acao=escreveu o relatorio | valor=6058
linha=582 | nome=Carlos | acao=executou o benchmark | valor=7752
linha=583 | nome=Felipe | acao=comparou as metricas | valor=1611
linha=584 | nome=Joao | acao=executou o benchmark | valor=4827
linha=585 | nome=Lucas | acao=escreveu o relatorio | valor=5918
linha=586 | nome=Igor | acao=participou da aula | valor=6665
linha=587 | nome=Vitor | acao=executou o benchmark | valor=4647
linha=588 | nome=Karen | acao=otimizou o algoritmo | valor=7735
linha=589 | nome=Gabriela | acao=executou o benchmark | valor=2266
linha=590 | nome=Ana | acao=participou da aula | valor=1851
linha=591 | nome=Igor | acao=fez um experimento | valor=7535
linha=592 | nome=Igor | acao=estudou computacao | valor=3067
linha=593 | nome=Renata | acao=otimizou o algoritmo | valor=6969
linha=594 | nome=Paulo | acao=fez um experimento | valor=9939
linha=595 | nome=Helena | acao=executou o benchmark | valor=8475
linha=596 | nome=Carlos | acao=otimizou o algoritmo | valor=3519
linha=597 | nome=Lucas | acao=estudou computacao | valor=3184
linha=598 | nome=Karen | acao=executou o benchmark | valor=4762
linha=599 | nome=Joao | acao=otimizou o algoritmo | valor=4068
linha=600 | nome=Bruno | acao=analisou os resultados | valor=2933
linha=601 | nome=Felipe | acao=comparou as metricas | valor=1344
linha=602 | nome=Carlos | acao=participou da aula | valor=7715
linha=603 | nome=Vitor | acao=estudou computacao | valor=1289
linha=604 | nome=Joao | acao=estudou computacao | valor=5128
linha=605 | nome=Joao | acao=estudou computacao | valor=4463
linha=606 | nome=Mariana | acao=analisou os resultados | valor=7229
linha=607 | nome=Eduarda | acao=executou o benchmark | valor=9013
linha=608 | nome=Igor | acao=comparou as metricas | valor=1988
linha=609 | nome=Bruno | acao=otimizou o algoritmo | valor=9394
linha=610 | nome=Helena | acao=participou da aula | valor=9694
linha=611 | nome=Natalia | acao=executou o benchmark | valor=8365
linha=612 | nome=Tiago | acao=executou o benchmark | valor=3548
linha=613 | nome=Otavio | acao=escreveu o relatorio | valor=1358
linha=614 | nome=Felipe | acao=fez um experimento | valor=2023
linha=615 | nome=Mariana | acao=otimizou o algoritmo | valor=1354
linha=616 | nome=Mariana | acao=participou da aula | valor=1529
linha=617 | nome=Karen | acao=escreveu o relatorio | valor=5830
linha=618 | nome=Carlos | acao=escreveu o relatorio | valor=3484
linha=619 | nome=Otavio | acao=escreveu o relatorio | valor=9553
linha=620 | nome=Joao | acao=executou o benchmark | valor=3586
linha=621 | nome=Renata | acao=executou o benchmark | valor=4764
linha=622 | nome=Helena | acao=executou o benchmark | valor=4908
linha=623 | nome=Helena | acao=analisou os resultados | valor=9059
linha=624 | nome=Paulo | acao=executou o benchmark | valor=6279
linha=625 | nome=Renata | acao=executou o benchmark | valor=9199
linha=626 | nome=Daniela | acao=otimizou o algoritmo | valor=2433
linha=627 | nome=Carlos | acao=participou da aula | valor=3299
linha=628 | nome=Carlos | acao=fez um experimento | valor=7763
linha=629 | nome=Sofia | acao=otimizou o algoritmo | valor=3085
linha=630 | nome=Mariana | acao=estudou computacao | valor=5918
linha=631 | nome=Vitor | acao=fez um experimento | valor=5210
linha=632 | nome=Vitor | acao=escreveu o relatorio | valor=6913
linha=633 | nome=Gabriela | acao=escreveu o relatorio | valor=3790
linha=634 | nome=Paulo | acao=otimizou o algoritmo | valor=2218
linha=635 | nome=Bruno | acao=comparou as metricas | valor=6730
linha=636 | nome=Bruno | acao=otimizou o algoritmo | valor=8715
linha=637 | nome=Carlos | acao=analisou os resultados | valor=3930
linha=638 | nome=Mariana | acao=otimizou o algoritmo | valor=9846
linha=639 | nome=Daniela | acao=escreveu o relatorio | valor=7008
linha=640 | nome=Joao | acao=executou o benchmark | valor=9813
linha=641 | nome=Bruno | acao=comparou as metricas | valor=4071
linha=642 | nome=Helena | acao=participou da aula | valor=4001
linha=643 | nome=Igor | acao=otimizou o algoritmo | valor=5949
linha=644 | nome=Ana | acao=otimizou o algoritmo | valor=3890
linha=645 | nome=Gabriela | acao=analisou os resultados | valor=2166
linha=646 | nome=Joao | acao=otimizou o algoritmo | valor=9670
linha=647 | nome=Joao | acao=fez um experimento | valor=7162
linha=648 | nome=Tiago | acao=comparou as metricas | valor=9621
linha=649 | nome=Vitor | acao=executou o benchmark | valor=6316
linha=650 | nome=Felipe | acao=comparou as metricas | valor=4296
linha=651 | nome=Tiago | acao=executou o benchmark | valor=4022
linha=652 | nome=Ana | acao=escreveu o relatorio | valor=9355
linha=653 | nome=Ana | acao=escreveu o relatorio | valor=8120
linha=654 | nome=Daniela | acao=estudou computacao | valor=4413
linha=655 | nome=Igor | acao=analisou os resultados | valor=7428
linha=656 | nome=Helena | acao=estudou computacao | valor=3724
linha=657 | nome=Natalia | acao=otimizou o algoritmo | valor=1013
linha=658 | nome=Ana | acao=executou o benchmark | valor=7278
linha=659 | nome=Sofia | acao=estudou computacao | valor=5933
linha=660 | nome=Lucas | acao=participou da aula | valor=4321
linha=661 | nome=Ana | acao=participou da aula | valor=8286
linha=662 | nome=Carlos | acao=fez um experimento | valor=6560
linha=663 | nome=Eduarda | acao=analisou os resultados | valor=1415
linha=664 | nome=Karen | acao=escreveu o relatorio | valor=6872
linha=665 | nome=Helena | acao=escreveu o relatorio | valor=9273
linha=666 | nome=Vitor | acao=participou da aula | valor=2836
linha=667 | nome=Renata | acao=escreveu o relatorio | valor=9313
linha=668 | nome=Carlos | acao=comparou as metricas | valor=9620
linha=669 | nome=Gabriela | acao=executou o benchmark | valor=8489
linha=670 | nome=Renata | acao=otimizou o algoritmo | valor=2889
linha=671 | nome=Tiago | acao=participou da aula | valor=1500
linha=672 | nome=Daniela | acao=participou da aula | valor=5920
linha=673 | nome=Karen | acao=analisou os resultados | valor=1771
linha=674 | nome=Paulo | acao=otimizou o algoritmo | valor=5441
linha=675 | nome=Renata | acao=analisou os resultados | valor=4431
linha=676 | nome=Otavio | acao=fez um experimento | valor=1338
linha=677 | nome=Otavio | acao=otimizou o algoritmo | valor=3060
linha=678 | nome=Bruno | acao=participou da aula | valor=7145
linha=679 | nome=Natalia | acao=comparou as metricas | valor=9270
linha=680 | nome=Daniela | acao=analisou os resultados | valor=8925
linha=681 | nome=Tiago | acao=participou da aula | valor=9101
linha=682 | nome=Lucas | acao=escreveu o relatorio | valor=2419
linha=683 | nome=Tiago | acao=estudou computacao | valor=2976
linha=684 | nome=Karen | acao=otimizou o algoritmo | valor=9728
linha=685 | nome=Carlos | acao=estudou computacao | valor=9308
linha=686 | nome=Renata | acao=participou da aula | valor=4831
linha=687 | nome=Felipe | acao=executou o benchmark | valor=8299
linha=688 | nome=Ana | acao=escreveu o relatorio | valor=9315
linha=689 | nome=Paulo | acao=participou da aula | valor=9240
linha=690 | nome=Mariana | acao=estudou computacao | valor=7128
linha=691 | nome=Gabriela | acao=fez um experimento | valor=1902
linha=692 | nome=Karen | acao=executou o benchmark | valor=4360
linha=693 | nome=Karen | acao=estudou computacao | valor=5481
linha=694 | nome=Felipe | acao=estudou computacao | valor=3825
linha=695 | nome=Mariana | acao=estudou computacao | valor=3099
linha=696 | nome=Mariana | acao=otimizou o algoritmo | valor=7478
linha=697 | nome=Igor | acao=analisou os resultados | valor=2121
linha=698 | nome=Vitor | acao=fez um experimento | valor=8294
linha=699 | nome=Paulo | acao=fez um experimento | valor=7055
linha=700 | nome=Ana | acao=executou o benchmark | valor=4842
linha=701 | nome=Paulo | acao=fez um experimento | valor=5851
linha=702 | nome=Paulo | acao=analisou os resultados | valor=3327
linha=703 | nome=Paulo | acao=analisou os resultados | valor=2231
