linha=1 | nome=Bruno | acao=escreveu o relatorio | valor=8028
linha=452 | nome=Igor | acao=otimizou o algoritmo | valor=6754
linha=453 | nome=Joao | acao=comparou as metricas | valor=5920
linha=454 | nome=Vitor | acao=comparou as metricas | valor=6511
linha=455 | nome=Gabriela | acao=participou da aula | valor=6920
linha=456 | nome=Daniela | acao=participou da aula | valor=3104
linha=457 | nome=Otavio | acao=analisou os resultados | valor=1549
linha=458 | nome=Paulo | acao=executou o benchmark | valor=8971
linha=459 | nome=Mariana | acao=estudou computacao | valor=3405
linha=460 | nome=Renata | acao=otimizou o algoritmo | valor=7944
linha=461 | nome=Natalia | acao=analisou os resultados | valor=7137
linha=462 | nome=Tiago | acao=fez um experimento | valor=1584
linha=463 | nome=Eduarda | acao=escreveu o relatorio | valor=6478
linha=464 | nome=Natalia | acao=analisou os resultados | valor=7543
linha=465 | nome=Joao | acao=estudou computacao | valor=6444
linha=466 | nome=Carlos | acao=analisou os resultados | valor=4559
linha=467 | nome=Eduarda | acao=fez um experimento | valor=2793
linha=468 | nome=Karen | acao=otimizou o algoritmo | valor=1526
linha=469 | nome=Renata | acao=comparou as metricas | valor=2620
linha=470 | nome=Sofia | acao=executou o benchmark | valor=9996
linha=471 | nome=Daniela | acao=otimizou o algoritmo | valor=8380
linha=472 | nome=Eduarda | acao=estudou computacao | valor=7352
linha=473 | nome=Joao | acao=comparou as metricas | valor=2909
linha=474 | nome=Carlos | acao=participou da aula | valor=2679
linha=475 | nome=Vitor | acao=executou o benchmark | valor=2309
linha=476 | nome=Paulo | acao=comparou as metricas | valor=9735
linha=477 | nome=Lucas | acao=escreveu o relatorio | valor=2969
linha=478 | nome=Tiago | acao=executou o benchmark | valor=2568
linha=479 | nome=Eduarda | acao=otimizou o algoritmo | valor=2804
linha=480 | nome=Renata | acao=escreveu o relatorio | valor=3326
linha=481 | nome=Renata | acao=fez um experimento | valor=1860
linha=482 | nome=Eduarda | acao=comparou as metricas | valor=3078
linha=483 | nome=Carlos | acao=estudou computacao | valor=8185
linha=484 | nome=Eduarda | acao=executou o benchmark | valor=7767
linha=485 | nome=Ana | acao=estudou computacao | valor=4378
linha=486 | nome=Lucas | acao=comparou as metricas | valor=1417
linha=487 | nome=Mariana | acao=executou o benchmark | valor=5210
linha=488 | nome=Sofia | acao=escreveu o relatorio | valor=8476
linha=489 | nome=Daniela | acao=participou da aula | valor=3717
linha=490 | nome=Helena | acao=participou da aula | valor=6633
linha=491 | nome=Sofia | acao=escreveu o relatorio | valor=1546
linha=492 | nome=Carlos | acao=escreveu o relatorio | valor=6819
linha=493 | nome=Lucas | acao=otimizou o algoritmo | valor=3453
linha=494 | nome=Ana | acao=estudou computacao | valor=7032
linha=495 | nome=Karen | acao=comparou as metricas | valor=1640
linha=496 | nome=Gabriela | acao=fez um experimento | valor=1468
linha=497 | nome=Mariana | acao=fez um experimento | valor=7910
linha=498 | nome=Mariana | acao=estudou computacao | valor=5046
linha=499 | nome=Renata | acao=participou da aula | valor=2582
linha=500 | nome=Ana | acao=escreveu o relatorio | valor=5148
linha=501 | nome=Helena | acao=comparou as metricas | valor=9156
linha=502 | nome=Vitor | acao=participou da aula | valor=5071
linha=503 | nome=Natalia | acao=analisou os resultados | valor=8450
linha=504 | nome=Renata | acao=estudou computacao | valor=3037
linha=505 | nome=Karen | acao=participou da aula | valor=6614
linha=506 | nome=Mariana | acao=otimizou o algoritmo | valor=4403
linha=507 | nome=Helena | acao=otimizou o algoritmo | valor=5928
linha=508 | nome=Vitor | acao=fez um experimento | valor=9902
linha=509 | nome=Joao | acao=analisou os resultados | valor=5140
linha=510 | nome=Vitor | acao=fez um experimento | valor=5238
linha=511 | nome=Lucas | acao=otimizou o algoritmo | valor=6642
linha=512 | nome=Eduarda | acao=comparou as metricas | valor=1338
linha=513 | nome=Eduarda | acao=otimizou o algoritmo | valor=7191
linha=514 | nome=Vitor | acao=comparou as metricas | valor=3372
linha=515 | nome=Gabriela | acao=escreveu o relatorio | valor=4627
linha=516 | nome=Gabriela | acao=participou da aula | valor=8947
linha=517 | nome=Renata | acao=estudou computacao | valor=2003
linha=518 | nome=Karen | acao=fez um experimento | valor=5050
linha=519 | nome=Gabriela | acao=fez um experimento | valor=7280
linha=520 | nome=Helena | acao=executou o benchmark | valor=2702
linha=521 | nome=Sofia | acao=estudou computacao | valor=2748
linha=522 | nome=Natalia | acao=participou da aula | valor=9423
linha=523 | nome=Sofia | acao=analisou os resultados | valor=2187
linha=524 | nome=Felipe | acao=fez um experimento | valor=5599
linha=525 | nome=Mariana | acao=otimizou o algoritmo | valor=2668
linha=526 | nome=Gabriela | acao=comparou as metricas | valor=6489
linha=527 | nome=Carlos | acao=executou o benchmark | valor=7281
linha=528 | nome=Eduarda | acao=participou da aula | valor=8623
linha=529 | nome=Karen | acao=estudou computacao | valor=4946
linha=530 | nome=Tiago | acao=estudou computacao | valor=1465
linha=531 | nome=Vitor | acao=analisou os resultados | valor=2830
linha=532 | nome=Tiago | acao=analisou os resultados | valor=8263
linha=533 | nome=Felipe | acao=estudou computacao | valor=6898
linha=534 | nome=Renata | acao=comparou as metricas | valor=3630
linha=535 | nome=Vitor | acao=otimizou o algoritmo | valor=8471
linha=536 | nome=Tiago | acao=participou da aula | valor=6679
linha=537 | nome=Sofia | acao=estudou computacao | valor=7274
linha=538 | nome=Felipe | acao=executou o benchmark | valor=8848
linha=539 | nome=Karen | acao=otimizou o algoritmo | valor=1265
linha=540 | nome=Vitor | acao=escreveu o relatorio | valor=7799
linha=541 | nome=Carlos | acao=analisou os resultados | valor=7475
linha=542 | nome=Lucas | acao=comparou as metricas | valor=4673
linha=543 | nome=Mariana | acao=analisou os resultados | valor=5200
linha=544 | nome=Helena | acao=executou o benchmark | valor=4607
linha=545 | nome=Renata | acao=estudou computacao | valor=5840
linha=546 | nome=Daniela | acao=executou o benchmark | valor=3591
linha=547 | nome=Felipe | acao=otimizou o algoritmo | valor=6788
linha=548 | nome=Paulo | acao=escreveu o relatorio | valor=7541
linha=549 | nome=Joao | acao=analisou os resultados | valor=2392
linha=550 | nome=Paulo | acao=analisou os resultados | valor=2176
linha=551 | nome=Daniela | acao=estudou computacao | valor=2632
linha=552 | nome=Vitor | acao=executou o benchmark | valor=2100
linha=553 | nome=Renata | acao=executou o benchmark | valor=6578
linha=554 | nome=Paulo | acao=estudou computacao | valor=3446
linha=555 | nome=Felipe | acao=analisou os resultados | valor=7560
linha=556 | nome=Otavio | acao=estudou computacao | valor=1273
linha=557 | nome=Vitor | acao=comparou as metricas | valor=4342
linha=558 | nome=Igor | acao=estudou computacao | valor=3215
linha=559 | nome=Carlos | acao=executou o benchmark | valor=4021
linha=560 | nome=Mariana | acao=comparou as metricas | valor=9683
linha=561 | nome=Ana | acao=estudou computacao | valor=2935
linha=562 | nome=Vitor | acao=otimizou o algoritmo | valor=5904
linha=563 | nome=Daniela | acao=escreveu o relatorio | valor=9776
linha=564 | nome=Natalia | acao=comparou as metricas | valor=3196
linha=565 | nome=Tiago | acao=estudou computacao | valor=7727
linha=566 | nome=Lucas | acao=comparou as metricas | valor=9251
linha=567 | nome=Eduarda | acao=otimizou o algoritmo | valor=9305
linha=568 | nome=Renata | acao=escreveu o relatorio | valor=4554
linha=569 | nome=Felipe | acao=analisou os resultados | valor=9869
linha=570 | nome=Carlos | acao=fez um experimento | valor=8920
linha=571 | nome=Joao | acao=estudou computacao | valor=8774
linha=572 | nome=Daniela | acao=executou o benchmark | valor=1842
linha=573 | nome=Natalia | acao=estudou computacao | valor=1003
linha=574 | nome=Tiago | acao=participou da aula | valor=5093
linha=575 | nome=Felipe | acao=participou da aula | valor=9136
linha=576 | nome=Vitor | acao=comparou as metricas | valor=6794
linha=577 | nome=Daniela | acao=fez um experimento | valor=3064
linha=578 | nome=Vitor | acao=otimizou o algoritmo | valor=6467
linha=579 | nome=Felipe | acao=analisou os resultados | valor=5143
linha=580 | nome=Mariana | acao=estudou computacao | valor=7090
linha=581 | nome=Renata | acao=otimizou o algoritmo | valor=2013
linha=582 | nome=Mariana | acao=executou o benchmark | valor=8615
linha=583 | nome=Natalia | acao=executou o benchmark | valor=5998
linha=584 | nome=Renata | acao=analisou os resultados | valor=7790
linha=585 | nome=Helena | acao=executou o benchmark | valor=7796
linha=586 | nome=Daniela | acao=escreveu o relatorio | valor=2648
linha=587 | nome=Vitor | acao=participou da aula | valor=6722
linha=588 | nome=Mariana | acao=analisou os resultados | valor=3614
linha=589 | nome=Natalia | acao=estudou computacao | valor=8175
linha=590 | nome=Karen | acao=participou da aula | valor=1561
linha=591 | nome=Eduarda | acao=fez um experimento | valor=5574
linha=592 | nome=Vitor | acao=escreveu o relatorio | valor=8840
linha=593 | nome=Eduarda | acao=estudou computacao | valor=2244
linha=594 | nome=Mariana | acao=otimizou o algoritmo | valor=8536
linha=595 | nome=Daniela | acao=otimizou o algoritmo | valor=1866
linha=596 | nome=Daniela | acao=executou o benchmark | valor=4388
linha=597 | nome=Paulo | acao=estudou computacao | valor=7483
linha=598 | nome=Igor | acao=escreveu o relatorio | valor=8005
linha=599 | nome=Mariana | acao=fez um experimento | valor=5575
linha=600 | nome=Ana | acao=analisou os resultados | valor=5418
linha=601 | nome=Natalia | acao=executou o benchmark | valor=6707
linha=602 | nome=Joao | acao=otimizou o algoritmo | valor=3073
linha=603 | nome=Gabriela | acao=fez um experimento | valor=4587
linha=604 | nome=Igor | acao=estudou computacao | valor=6686
linha=605 | nome=Lucas | acao=analisou os resultados | valor=9338
linha=606 | nome=Gabriela | acao=escreveu o relatorio | valor=2377
linha=607 | nome=Natalia | acao=estudou computacao | valor=3681
linha=608 | nome=Bruno | acao=estudou computacao | valor=1979
linha=609 | nome=Renata | acao=escreveu o relatorio | valor=1391
linha=610 | nome=Joao | acao=otimizou o algoritmo | valor=4006
linha=611 | nome=Mariana | acao=analisou os resultados | valor=2556
linha=612 | nome=Natalia | acao=fez um experimento | valor=2222
linha=613 | nome=Vitor | acao=comparou as metricas | valor=1434
linha=614 | nome=Vitor | acao=executou o benchmark | valor=6678
linha=615 | nome=Karen | acao=escreveu o relatorio | valor=9001
linha=616 | nome=Ana | acao=executou o benchmark | valor=8230
linha=617 | nome=Natalia | acao=analisou os resultados | valor=5804
linha=618 | nome=Tiago | acao=comparou as metricas | valor=6551
linha=619 | nome=Carlos | acao=fez um experimento | valor=9046
linha=620 | nome=Otavio | acao=executou o benchmark | valor=3320
linha=621 | nome=Karen | acao=participou da aula | valor=3211
linha=622 | nome=Paulo | acao=executou o benchmark | valor=6557
linha=623 | nome=Paulo | acao=comparou as metricas | valor=8498
linha=624 | nome=Carlos | acao=participou da aula | valor=9368
linha=625 | nome=Mariana | acao=estudou computacao | valor=5150
linha=626 | nome=Vitor | acao=executou o benchmark | valor=8585
linha=627 | nome=Natalia | acao=estudou computacao | valor=9578
linha=628 | nome=Felipe | acao=comparou as metricas | valor=1659
linha=629 | nome=Sofia | acao=comparou as metricas | valor=9265
linha=630 | nome=Daniela | acao=analisou os resultados | valor=9338
linha=631 | nome=Paulo | acao=estudou computacao | valor=7380
linha=632 | nome=Natalia | acao=analisou os resultados | valor=1864
linha=633 | nome=Gabriela | acao=fez um experimento | valor=1614
linha=634 | nome=Lucas | acao=escreveu o relatorio | valor=5441
linha=635 | nome=Bruno | acao=executou o benchmark | valor=4548
linha=636 | nome=Ana | acao=fez um experimento | valor=4197
linha=637 | nome=Renata | acao=fez um experimento | valor=9040
linha=638 | nome=Eduarda | acao=escreveu o relatorio | valor=1085
linha=639 | nome=Sofia | acao=otimizou o algoritmo | valor=6993
linha=640 | nome=Ana | acao=fez um experimento | valor=3742
linha=641 | nome=Karen | acao=escreveu o relatorio | valor=6596
linha=642 | nome=Daniela | acao=escreveu o relatorio | valor=3485
linha=643 | nome=Karen | acao=comparou as metricas | valor=8779
linha=644 | nome=Felipe | acao=otimizou o algoritmo | valor=1784
linha=645 | nome=Natalia | acao=comparou as metricas | valor=1926
linha=646 | nome=Paulo | acao=comparou as metricas | valor=2781
linha=647 | nome=Karen | acao=otimizou o algoritmo | valor=4290
linha=648 | nome=Helena | acao=participou da aula | valor=8933
linha=649 | nome=Bruno | acao=analisou os resultados | valor=7821
linha=650 | nome=Tiago | acao=executou o benchmark | valor=9080
linha=651 | nome=Karen | acao=participou da aula | valor=2813
linha=652 | nome=Mariana | acao=estudou computacao | valor=1449
linha=653 | nome=Felipe | acao=otimizou o algoritmo | valor=1108
linha=654 | nome=Vitor | acao=escreveu o relatorio | valor=8828
linha=655 | nome=Mariana | acao=fez um experimento | valor=6790
linha=656 | nome=Otavio | acao=escreveu o relatorio | valor=5658
linha=657 | nome=Carlos | acao=fez um experimento | valor=8182
linha=658 | nome=Mariana | acao=executou o benchmark | valor=3257
linha=659 | nome=Mariana | acao=fez um experimento | valor=6002
linha=660 | nome=Mariana | acao=analisou os resultados | valor=7147
linha=661 | nome=Lucas | acao=otimizou o algoritmo | valor=4069
linha=662 | nome=Joao | acao=fez um experimento | valor=9650
linha=663 | nome=Eduarda | acao=otimizou o algoritmo | valor=9257
linha=664 | nome=Eduarda | acao=analisou os resultados | valor=4000
linha=665 | nome=Otavio | acao=otimizou o algoritmo | valor=8071
linha=666 | nome=Ana | acao=executou o benchmark | valor=7493
linha=667 | nome=Natalia | acao=fez um experimento | valor=5969
linha=668 | nome=Mariana | acao=estudou computacao | valor=7443
linha=669 | nome=Felipe | acao=otimizou o algoritmo | valor=8861
linha=670 | nome=Renata | acao=otimizou o algoritmo | valor=4400
linha=671 | nome=Helena | acao=escreveu o relatorio | valor=5352
linha=672 | nome=Eduarda | acao=participou da aula | valor=4016
linha=673 | nome=Mariana | acao=estudou computacao | valor=7058
linha=674 | nome=Felipe | acao=otimizou o algoritmo | valor=3861
linha=675 | nome=Daniela | acao=estudou computacao | valor=3797
linha=676 | nome=Natalia | acao=escreveu o relatorio | valor=6843
linha=677 | nome=Igor | acao=fez um experimento | valor=4423
linha=678 | nome=Paulo | acao=participou da aula | valor=8400
linha=679 | nome=Daniela | acao=estudou computacao | valor=1926
linha=680 | nome=Karen | acao=estudou computacao | valor=6296
linha=681 | nome=Mariana | acao=fez um experimento | valor=8668
linha=682 | nome=Helena | acao=escreveu o relatorio | valor=2456
linha=683 | nome=Joao | acao=executou o benchmark | valor=2164
linha=684 | nome=Eduarda | acao=comparou as metricas | valor=9484
linha=685 | nome=Lucas | acao=analisou os resultados | valor=8866
linha=686 | nome=Renata | acao=estudou computacao | valor=4739
linha=687 | nome=Mariana | acao=analisou os resultados | valor=1079
linha=688 | nome=Ana | acao=analisou os resultados | valor=4210
linha=689 | nome=Gabriela | acao=escreveu o relatorio | valor=2065
linha=690 | nome=Sofia | acao=executou o benchmark | valor=2448
linha=691 | nome=Karen | acao=otimizou o algoritmo | valor=5195
linha=692 | nome=Otavio | acao=estudou computacao | valor=9589
linha=693 | nome=Eduarda | acao=fez um experimento | valor=2453
linha=694 | nome=Igor | acao=escreveu o relatorio | valor=9165
linha=695 | nome=Bruno | acao=comparou as metricas | valor=2584
linha=696 | nome=Paulo | acao=executou o benchmark | valor=7638
linha=697 | nome=Bruno | acao=escreveu o relatorio | valor=2216
linha=698 | nome=Vitor | acao=otimizou o algoritmo | valor=3908
linha=699 | nome=Bruno | acao=fez um experimento | valor=7444
linha=700 | nome=Tiago | acao=estudou computacao | valor=1521
linha=701 | nome=Tiago | acao=comparou as metricas | valor=8211
linha=702 | nome=Gabriela | acao=participou da aula | valor=8413
linha=703 | nome=Tiago | acao=fez um experimento | valor=6668
