linha=1 | nome=Joao | acao=comparou as metricas | valor=7931
linha=454 | nome=Vitor | acao=analisou os resultados | valor=4983
linha=455 | nome=Carlos | acao=executou o benchmark | valor=7086
linha=456 | nome=Paulo | acao=escreveu o relatorio | valor=2546
linha=457 | nome=Natalia | acao=comparou as metricas | valor=4970
linha=458 | nome=Igor | acao=comparou as metricas | valor=7452
linha=459 | nome=Mariana | acao=otimizou o algoritmo | valor=8555
linha=460 | nome=Eduarda | acao=participou da aula | valor=7277
linha=461 | nome=Mariana | acao=estudou computacao | valor=9279
linha=462 | nome=Joao | acao=otimizou o algoritmo | valor=4431
linha=463 | nome=Karen | acao=executou o benchmark | valor=8986
linha=464 | nome=Ana | acao=otimizou o algoritmo | valor=6217
linha=465 | nome=Bruno | acao=executou o benchmark | valor=7418
linha=466 | nome=Natalia | acao=estudou computacao | valor=6423
linha=467 | nome=Mariana | acao=comparou as metricas | valor=2372
linha=468 | nome=Gabriela | acao=estudou computacao | valor=3471
linha=469 | nome=Sofia | acao=analisou os resultados | valor=8847
linha=470 | nome=Carlos | acao=estudou computacao | valor=6670
linha=471 | nome=Daniela | acao=participou da aula | valor=8456
linha=472 | nome=Renata | acao=comparou as metricas | valor=3954
linha=473 | nome=Lucas | acao=fez um experimento | valor=8416
linha=474 | nome=Felipe | acao=otimizou o algoritmo | valor=5153
linha=475 | nome=Bruno | acao=escreveu o relatorio | valor=7522
linha=476 | nome=Helena | acao=executou o benchmark | valor=9963
linha=477 | nome=Mariana | acao=comparou as metricas | valor=7647
linha=478 | nome=Igor | acao=comparou as metricas | valor=9325
linha=479 | nome=Karen | acao=otimizou o algoritmo | valor=1647
linha=480 | nome=Karen | acao=participou da aula | valor=3579
linha=481 | nome=Tiago | acao=fez um experimento | valor=9773
linha=482 | nome=Tiago | acao=fez um experimento | valor=4951
linha=483 | nome=Mariana | acao=executou o benchmark | valor=6487
linha=484 | nome=Vitor | acao=escreveu o relatorio | valor=5095
linha=485 | nome=Helena | acao=fez um experimento | valor=2773
linha=486 | nome=Lucas | acao=fez um experimento | valor=5254
linha=487 | nome=Bruno | acao=participou da aula | valor=8816
linha=488 | nome=Bruno | acao=comparou as metricas | valor=7486
linha=489 | nome=Lucas | acao=executou o benchmark | valor=2655
linha=490 | nome=Karen | acao=comparou as metricas | valor=7792
linha=491 | nome=Felipe | acao=fez um experimento | valor=1200
linha=492 | nome=Renata | acao=escreveu o relatorio | valor=2002
linha=493 | nome=Vitor | acao=participou da aula | valor=4745
linha=494 | nome=Igor | acao=comparou as metricas | valor=7012
linha=495 | nome=Tiago | acao=escreveu o relatorio | valor=4771
linha=496 | nome=Otavio | acao=fez um experimento | valor=6243
linha=497 | nome=Tiago | acao=escreveu o relatorio | valor=6736
linha=498 | nome=Ana | acao=estudou computacao | valor=1571
linha=499 | nome=Karen | acao=otimizou o algoritmo | valor=6863
linha=500 | nome=Helena | acao=escreveu o relatorio | valor=7063
linha=501 | nome=Otavio | acao=executou o benchmark | valor=4091
linha=502 | nome=Daniela | acao=escreveu o relatorio | valor=6394
linha=503 | nome=Igor | acao=otimizou o algoritmo | valor=5343
linha=504 | nome=Lucas | acao=executou o benchmark | valor=9017
linha=505 | nome=Karen | acao=participou da aula | valor=8584
linha=506 | nome=Vitor | acao=executou o benchmark | valor=9796
linha=507 | nome=Carlos | acao=fez um experimento | valor=5450
linha=508 | nome=Mariana | acao=otimizou o algoritmo | valor=8747
linha=509 | nome=Helena | acao=analisou os resultados | valor=9117
linha=510 | nome=Karen | acao=otimizou o algoritmo | valor=4478
linha=511 | nome=Tiago | acao=fez um experimento | valor=1908
linha=512 | nome=Vitor | acao=estudou computacao | valor=1844
linha=513 | nome=Igor | acao=fez um experimento | valor=1728
linha=514 | nome=Ana | acao=executou o benchmark | valor=8208
linha=515 | nome=Paulo | acao=executou o benchmark | valor=6416
linha=516 | nome=Lucas | acao=escreveu o relatorio | valor=3955
linha=517 | nome=Igor | acao=escreveu o relatorio | valor=7635
linha=518 | nome=Vitor | acao=fez um experimento | valor=6087
linha=519 | nome=Renata | acao=comparou as metricas | valor=1073
linha=520 | nome=Bruno | acao=fez um experimento | valor=4697
linha=521 | nome=Tiago | acao=estudou computacao | valor=9343
linha=522 | nome=Natalia | acao=escreveu o relatorio | valor=1784
linha=523 | nome=Renata | acao=participou da aula | valor=8771
linha=524 | nome=Daniela | acao=analisou os resultados | valor=1181
linha=525 | nome=Igor | acao=otimizou o algoritmo | valor=7372
linha=526 | nome=Bruno | acao=fez um experimento | valor=9784
linha=527 | nome=Felipe | acao=comparou as metricas | valor=5530
linha=528 | nome=Vitor | acao=executou o benchmark | valor=3634
linha=529 | nome=Mariana | acao=fez um experimento | valor=5386
linha=530 | nome=Paulo | acao=participou da aula | valor=8032
linha=531 | nome=Gabriela | acao=otimizou o algoritmo | valor=8431
linha=532 | nome=Sofia | acao=comparou as metricas | valor=5212
linha=533 | nome=Natalia | acao=escreveu o relatorio | valor=8631
linha=534 | nome=Bruno | acao=executou o benchmark | valor=3324
linha=535 | nome=Vitor | acao=otimizou o algoritmo | valor=6970
linha=536 | nome=Natalia | acao=participou da aula | valor=7496
linha=537 | nome=Otavio | acao=estudou computacao | valor=3389
linha=538 | nome=Tiago | acao=comparou as metricas | valor=7019
linha=539 | nome=Ana | acao=otimizou o algoritmo | valor=1889
linha=540 | nome=Vitor | acao=fez um experimento | valor=5290
linha=541 | nome=Gabriela | acao=estudou computacao | valor=8975
linha=542 | nome=Tiago | acao=participou da aula | valor=9378
linha=543 | nome=Tiago | acao=estudou computacao | valor=1195
linha=544 | nome=Bruno | acao=comparou as metricas | valor=3553
linha=545 | nome=Igor | acao=analisou os resultados | valor=4687
linha=546 | nome=Tiago | acao=estudou computacao | valor=8778
linha=547 | nome=Renata | acao=executou o benchmark | valor=5112
linha=548 | nome=Daniela | acao=otimizou o algoritmo | valor=1637
linha=549 | nome=Joao | acao=estudou computacao | valor=7759
linha=550 | nome=Mariana | acao=fez um experimento | valor=8345
linha=551 | nome=Sofia | acao=fez um experimento | valor=7800
linha=552 | nome=Karen | acao=executou o benchmark | valor=6537
linha=553 | nome=Eduarda | acao=estudou computacao | valor=1258
linha=554 | nome=Tiago | acao=analisou os resultados | valor=5420
linha=555 | nome=Lucas | acao=fez um experimento | valor=5574
linha=556 | nome=Vitor | acao=participou da aula | valor=8837
linha=557 | nome=Felipe | acao=escreveu o relatorio | valor=4613
linha=558 | nome=Otavio | acao=otimizou o algoritmo | valor=4674
linha=559 | nome=Vitor | acao=participou da aula | valor=6194
linha=560 | nome=Eduarda | acao=executou o benchmark | valor=1106
linha=561 | nome=Helena | acao=otimizou o algoritmo | valor=1616
linha=562 | nome=Igor | acao=otimizou o algoritmo | valor=4149
linha=563 | nome=Lucas | acao=analisou os resultados | valor=8632
linha=564 | nome=Mariana | acao=otimizou o algoritmo | valor=1257
linha=565 | nome=Natalia | acao=fez um experimento | valor=6195
linha=566 | nome=Bruno | acao=analisou os resultados | valor=4442
linha=567 | nome=Lucas | acao=executou o benchmark | valor=8799
linha=568 | nome=Paulo | acao=fez um experimento | valor=7783
linha=569 | nome=Renata | acao=analisou os resultados | valor=3350
linha=570 | nome=Otavio | acao=analisou os resultados | valor=1056
linha=571 | nome=Eduarda | acao=fez um experimento | valor=4145
linha=572 | nome=Bruno | acao=analisou os resultados | valor=1735
linha=573 | nome=Paulo | acao=escreveu o relatorio | valor=7305
linha=574 | nome=Tiago | acao=comparou as metricas | valor=3431
linha=575 | nome=Igor | acao=fez um experimento | valor=5795
linha=576 | nome=Joao | acao=otimizou o algoritmo | valor=7866
linha=577 | nome=Gabriela | acao=otimizou o algoritmo | valor=2132
linha=578 | nome=Natalia | acao=participou da aula | valor=1223
linha=579 | nome=Otavio | acao=analisou os resultados | valor=3730
linha=580 | nome=Daniela | acao=analisou os resultados | valor=9763
linha=581 | nome=Joao | acao=escreveu o relatorio | valor=2284
linha=582 | nome=Mariana | acao=escreveu o relatorio | valor=4099
linha=583 | nome=Karen | acao=analisou os resultados | valor=5793
linha=584 | nome=Daniela | acao=estudou computacao | valor=6030
linha=585 | nome=Igor | acao=otimizou o algoritmo | valor=7498
linha=586 | nome=Mariana | acao=participou da aula | valor=4054
linha=587 | nome=Carlos | acao=fez um experimento | valor=7641
linha=588 | nome=Eduarda | acao=analisou os resultados | valor=1645
linha=589 | nome=Igor | acao=executou o benchmark | valor=2689
linha=590 | nome=Otavio | acao=estudou computacao | valor=4774
linha=591 | nome=Bruno | acao=otimizou o algoritmo | valor=1880
linha=592 | nome=Helena | acao=analisou os resultados | valor=9641
linha=593 | nome=Natalia | acao=otimizou o algoritmo | valor=2251
linha=594 | nome=Ana | acao=otimizou o algoritmo | valor=4888
linha=595 | nome=Paulo | acao=escreveu o relatorio | valor=5680
linha=596 | nome=Eduarda | acao=comparou as metricas | valor=1529
linha=597 | nome=Karen | acao=analisou os resultados | valor=7533
linha=598 | nome=Helena | acao=executou o benchmark | valor=1544
linha=599 | nome=Paulo | acao=otimizou o algoritmo | valor=6447
linha=600 | nome=Otavio | acao=fez um experimento | valor=7015
linha=601 | nome=Karen | acao=otimizou o algoritmo | valor=1065
linha=602 | nome=Paulo | acao=participou da aula | valor=2050
linha=603 | nome=Paulo | acao=estudou computacao | valor=3912
linha=604 | nome=Sofia | acao=analisou os resultados | valor=7722
linha=605 | nome=Daniela | acao=estudou computacao | valor=3359
linha=606 | nome=Lucas | acao=fez um experimento | valor=2356
linha=607 | nome=Otavio | acao=otimizou o algoritmo | valor=6256
linha=608 | nome=Eduarda | acao=estudou computacao | valor=3141
linha=609 | nome=Igor | acao=executou o benchmark | valor=1487
linha=610 | nome=Sofia | acao=escreveu o relatorio | valor=5095
linha=611 | nome=Tiago | acao=comparou as metricas | valor=6279
linha=612 | nome=Renata | acao=escreveu o relatorio | valor=9008
linha=613 | nome=Tiago | acao=fez um experimento | valor=2290
linha=614 | nome=Otavio | acao=participou da aula | valor=8704
linha=615 | nome=Natalia | acao=participou da aula | valor=2768
linha=616 | nome=Gabriela | acao=estudou computacao | valor=9456
linha=617 | nome=Carlos | acao=fez um experimento | valor=7815
linha=618 | nome=Gabriela | acao=fez um experimento | valor=5390
linha=619 | nome=Igor | acao=executou o benchmark | valor=3547
linha=620 | nome=Gabriela | acao=fez um experimento | valor=5661
linha=621 | nome=Paulo | acao=comparou as metricas | valor=1026
linha=622 | nome=Igor | acao=participou da aula | valor=9722
linha=623 | nome=Paulo | acao=participou da aula | valor=6069
linha=624 | nome=Mariana | acao=analisou os resultados | valor=9768
linha=625 | nome=Ana | acao=estudou computacao | valor=4679
linha=626 | nome=Renata | acao=otimizou o algoritmo | valor=3805
linha=627 | nome=Natalia | acao=analisou os resultados | valor=6466
linha=628 | nome=Paulo | acao=participou da aula | valor=9078
linha=629 | nome=Ana | acao=escreveu o relatorio | valor=9829
linha=630 | nome=Vitor | acao=otimizou o algoritmo | valor=8547
linha=631 | nome=Eduarda | acao=fez um experimento | valor=1410
linha=632 | nome=Natalia | acao=otimizou o algoritmo | valor=9174
linha=633 | nome=Joao | acao=participou da aula | valor=1511
linha=634 | nome=Vitor | acao=analisou os resultados | valor=4098
linha=635 | nome=Tiago | acao=analisou os resultados | valor=5551
linha=636 | nome=Karen | acao=participou da aula | valor=2250
linha=637 | nome=Eduarda | acao=comparou as metricas | valor=6979
linha=638 | nome=Renata | acao=executou o benchmark | valor=9686
linha=639 | nome=Daniela | acao=fez um experimento | valor=6624
linha=640 | nome=Karen | acao=estudou computacao | valor=2789
linha=641 | nome=Otavio | acao=estudou computacao | valor=9958
linha=642 | nome=Eduarda | acao=executou o benchmark | valor=3557
linha=643 | nome=Vitor | acao=escreveu o relatorio | valor=2902
linha=644 | nome=Gabriela | acao=comparou as metricas | valor=4002
linha=645 | nome=Bruno | acao=analisou os resultados | valor=6272
linha=646 | nome=Bruno | acao=analisou os resultados | valor=2697
linha=647 | nome=Mariana | acao=participou da aula | valor=5668
linha=648 | nome=Carlos | acao=analisou os resultados | valor=3772
linha=649 | nome=Otavio | acao=otimizou o algoritmo | valor=4098
linha=650 | nome=Vitor | acao=executou o benchmark | valor=7103
linha=651 | nome=Joao | acao=comparou as metricas | valor=3804
linha=652 | nome=Tiago | acao=escreveu o relatorio | valor=4031
linha=653 | nome=Ana | acao=fez um experimento | valor=2487
linha=654 | nome=Mariana | acao=escreveu o relatorio | valor=3979
linha=655 | nome=Carlos | acao=comparou as metricas | valor=6125
linha=656 | nome=Helena | acao=otimizou o algoritmo | valor=1082
linha=657 | nome=Karen | acao=participou da aula | valor=6646
linha=658 | nome=Ana | acao=executou o benchmark | valor=2973
linha=659 | nome=Paulo | acao=fez um experimento | valor=6682
linha=660 | nome=Joao | acao=participou da aula | valor=3406
linha=661 | nome=Felipe | acao=comparou as metricas | valor=4094
linha=662 | nome=Otavio | acao=otimizou o algoritmo | valor=4436
linha=663 | nome=Vitor | acao=participou da aula | valor=7804
linha=664 | nome=Helena | acao=executou o benchmark | valor=6024
linha=665 | nome=Igor | acao=executou o benchmark | valor=2652
linha=666 | nome=Mariana | acao=analisou os resultados | valor=2373
linha=667 | nome=Karen | acao=otimizou o algoritmo | valor=8840
linha=668 | nome=Gabriela | acao=executou o benchmark | valor=5175
linha=669 | nome=Ana | acao=estudou computacao | valor=4918
linha=670 | nome=Natalia | acao=fez um experimento | valor=9791
linha=671 | nome=Igor | acao=executou o benchmark | valor=4004
linha=672 | nome=Helena | acao=comparou as metricas | valor=1010
linha=673 | nome=Tiago | acao=escreveu o relatorio | valor=4818
linha=674 | nome=Felipe | acao=participou da aula | valor=1959
linha=675 | nome=Otavio | acao=estudou computacao | valor=1444
linha=676 | nome=Felipe | acao=fez um experimento | valor=6553
linha=677 | nome=Ana | acao=otimizou o algoritmo | valor=7522
linha=678 | nome=Otavio | acao=escreveu o relatorio | valor=3019
linha=679 | nome=Eduarda | acao=executou o benchmark | valor=3953
linha=680 | nome=Daniela | acao=participou da aula | valor=6045
linha=681 | nome=Gabriela | acao=participou da aula | valor=5166
linha=682 | nome=Joao | acao=fez um experimento | valor=6292
linha=683 | nome=Sofia | acao=escreveu o relatorio | valor=8098
linha=684 | nome=Eduarda | acao=fez um experimento | valor=1142
linha=685 | nome=Sofia | acao=otimizou o algoritmo | valor=7020
linha=686 | nome=Paulo | acao=analisou os resultados | valor=1301
linha=687 | nome=Tiago | acao=participou da aula | valor=1171
linha=688 | nome=Ana | acao=otimizou o algoritmo | valor=6546
linha=689 | nome=Eduarda | acao=estudou computacao | valor=8804
linha=690 | nome=Vitor | acao=participou da aula | valor=8850
linha=691 | nome=Renata | acao=analisou os resultados | valor=3186
linha=692 | nome=Gabriela | acao=otimizou o algoritmo | valor=4933
linha=693 | nome=Paulo | acao=comparou as metricas | valor=2317
linha=694 | nome=Tiago | acao=estudou computacao | valor=5343
linha=695 | nome=Sofia | acao=escreveu o relatorio | valor=4946
linha=696 | nome=Renata | acao=participou da aula | valor=3209
linha=697 | nome=Renata | acao=escreveu o relatorio | valor=5484
linha=698 | nome=Gabriela | acao=estudou computacao | valor=5942
linha=699 | nome=Helena | acao=fez um experimento | valor=6567
linha=700 | nome=Otavio | acao=escreveu o relatorio | valor=7635
linha=701 | nome=Daniela | acao=comparou as metricas | valor=5595
linha=702 | nome=Helena | acao=participou da aula | valor=9500
linha=703 | nome=Igor | acao=estudou computacao | valor=8337
linha=704 | nome=Natalia | acao=analisou os resultados | valor=3150
linha=705 | nome=Vitor | acao=executou o benchmark | valor=3935
