linha=1 | nome=Sofia | acao=estudou computacao | valor=7362
linha=451 | nome=Eduarda | acao=otimizou o algoritmo | valor=2184
linha=452 | nome=Igor | acao=comparou as metricas | valor=4975
linha=453 | nome=Lucas | acao=escreveu o relatorio | valor=1174
linha=454 | nome=Ana | acao=otimizou o algoritmo | valor=4340
linha=455 | nome=Lucas | acao=otimizou o algoritmo | valor=8537
linha=456 | nome=Renata | acao=escreveu o relatorio | valor=6591
linha=457 | nome=Eduarda | acao=comparou as metricas | valor=2834
linha=458 | nome=Igor | acao=executou o benchmark | valor=8587
linha=459 | nome=Bruno | acao=estudou computacao | valor=3048
linha=460 | nome=Lucas | acao=fez um experimento | valor=5337
linha=461 | nome=Natalia | acao=participou da aula | valor=7073
linha=462 | nome=Joao | acao=estudou computacao | valor=8880
linha=463 | nome=Renata | acao=analisou os resultados | valor=7308
linha=464 | nome=Lucas | acao=analisou os resultados | valor=8924
linha=465 | nome=Vitor | acao=executou o benchmark | valor=1833
linha=466 | nome=Mariana | acao=comparou as metricas | valor=2286
linha=467 | nome=Renata | acao=estudou computacao | valor=7140
linha=468 | nome=Otavio | acao=analisou os resultados | valor=1865
linha=469 | nome=Otavio | acao=executou o benchmark | valor=3881
linha=470 | nome=Joao | acao=otimizou o algoritmo | valor=5434
linha=471 | nome=Ana | acao=fez um experimento | valor=2087
linha=472 | nome=Paulo | acao=participou da aula | valor=4618
linha=473 | nome=Daniela | acao=estudou computacao | valor=5106
linha=474 | nome=Vitor | acao=estudou computacao | valor=3157
linha=475 | nome=Daniela | acao=estudou computacao | valor=2723
linha=476 | nome=Eduarda | acao=fez um experimento | valor=5242
linha=477 | nome=Gabriela | acao=comparou as metricas | valor=4510
linha=478 | nome=Mariana | acao=executou o benchmark | valor=1775
linha=479 | nome=Vitor | acao=fez um experimento | valor=5565
linha=480 | nome=Joao | acao=fez um experimento | valor=2309
linha=481 | nome=Sofia | acao=analisou os resultados | valor=8207
linha=482 | nome=Joao | acao=analisou os resultados | valor=9487
linha=483 | nome=Helena | acao=executou o benchmark | valor=8050
linha=484 | nome=Igor | acao=estudou computacao | valor=8404
linha=485 | nome=Mariana | acao=participou da aula | valor=5977
linha=486 | nome=Tiago | acao=otimizou o algoritmo | valor=7633
linha=487 | nome=Eduarda | acao=executou o benchmark | valor=5852
linha=488 | nome=Sofia | acao=fez um experimento | valor=6001
linha=489 | nome=Felipe | acao=otimizou o algoritmo | valor=6056
linha=490 | nome=Karen | acao=escreveu o relatorio | valor=4407
linha=491 | nome=Carlos | acao=comparou as metricas | valor=2916
linha=492 | nome=Gabriela | acao=executou o benchmark | valor=5263
linha=493 | nome=Otavio | acao=escreveu o relatorio | valor=6606
linha=494 | nome=Otavio | acao=fez um experimento | valor=6527
linha=495 | nome=Joao | acao=estudou computacao | valor=7603
linha=496 | nome=Otavio | acao=executou o benchmark | valor=4833
linha=497 | nome=Gabriela | acao=analisou os resultados | valor=7781
linha=498 | nome=Natalia | acao=analisou os resultados | valor=6865
linha=499 | nome=Vitor | acao=escreveu o relatorio | valor=1596
linha=500 | nome=Otavio | acao=analisou os resultados | valor=7100
linha=501 | nome=Sofia | acao=fez um experimento | valor=7875
linha=502 | nome=Lucas | acao=executou o benchmark | valor=1519
linha=503 | nome=Natalia | acao=otimizou o algoritmo | valor=4943
linha=504 | nome=Lucas | acao=comparou as metricas | valor=8057
linha=505 | nome=Paulo | acao=executou o benchmark | valor=7916
linha=506 | nome=Felipe | acao=executou o benchmark | valor=4114
linha=507 | nome=Mariana | acao=analisou os resultados | valor=2391
linha=508 | nome=Bruno | acao=estudou computacao | valor=9758
linha=509 | nome=Paulo | acao=fez um experimento | valor=1831
linha=510 | nome=Otavio | acao=comparou as metricas | valor=2381
linha=511 | nome=Felipe | acao=fez um experimento | valor=5746
linha=512 | nome=Eduarda | acao=estudou computacao | valor=9583
linha=513 | nome=Mariana | acao=comparou as metricas | valor=2307
linha=514 | nome=Tiago | acao=comparou as metricas | valor=8439
linha=515 | nome=Igor | acao=analisou os resultados | valor=4121
linha=516 | nome=Bruno | acao=otimizou o algoritmo | valor=3503
linha=517 | nome=Bruno | acao=participou da aula | valor=8822
linha=518 | nome=Lucas | acao=participou da aula | valor=6522
linha=519 | nome=Felipe | acao=analisou os resultados | valor=8871
linha=520 | nome=Eduarda | acao=otimizou o algoritmo | valor=7631
linha=521 | nome=Felipe | acao=analisou os resultados | valor=5055
linha=522 | nome=Tiago | acao=participou da aula | valor=1316
linha=523 | nome=Ana | acao=fez um experimento | valor=5377
linha=524 | nome=Mariana | acao=participou da aula | valor=1683
linha=525 | nome=Vitor | acao=otimizou o algoritmo | valor=6192
linha=526 | nome=Eduarda | acao=executou o benchmark | valor=3351
linha=527 | nome=Igor | acao=fez um experimento | valor=1522
linha=528 | nome=Paulo | acao=participou da aula | valor=8821
linha=529 | nome=Renata | acao=fez um experimento | valor=2799
linha=530 | nome=Sofia | acao=escreveu o relatorio | valor=4226
linha=531 | nome=Gabriela | acao=participou da aula | valor=3786
linha=532 | nome=Mariana | acao=otimizou o algoritmo | valor=5742
linha=533 | nome=Carlos | acao=comparou as metricas | valor=9515
linha=534 | nome=Lucas | acao=fez um experimento | valor=2065
linha=535 | nome=Daniela | acao=fez um experimento | valor=9246
linha=536 | nome=Karen | acao=comparou as metricas | valor=9774
linha=537 | nome=Gabriela | acao=estudou computacao | valor=1636
linha=538 | nome=Lucas | acao=executou o benchmark | valor=7198
linha=539 | nome=Igor | acao=comparou as metricas | valor=9817
linha=540 | nome=Sofia | acao=escreveu o relatorio | valor=9380
linha=541 | nome=Ana | acao=comparou as metricas | valor=4339
linha=542 | nome=Otavio | acao=escreveu o relatorio | valor=6008
linha=543 | nome=Natalia | acao=analisou os resultados | valor=1270
linha=544 | nome=Carlos | acao=executou o benchmark | valor=7186
linha=545 | nome=Vitor | acao=participou da aula | valor=6823
linha=546 | nome=Karen | acao=estudou computacao | valor=2176
linha=547 | nome=Lucas | acao=participou da aula | valor=5217
linha=548 | nome=Natalia | acao=otimizou o algoritmo | valor=7336
linha=549 | nome=Natalia | acao=comparou as metricas | valor=8216
linha=550 | nome=Bruno | acao=otimizou o algoritmo | valor=7876
linha=551 | nome=Bruno | acao=fez um experimento | valor=5254
linha=552 | nome=Ana | acao=participou da aula | valor=6417
linha=553 | nome=Mariana | acao=escreveu o relatorio | valor=6213
linha=554 | nome=Tiago | acao=participou da aula | valor=2533
linha=555 | nome=Lucas | acao=analisou os resultados | valor=4680
linha=556 | nome=Lucas | acao=estudou computacao | valor=6089
linha=557 | nome=Sofia | acao=executou o benchmark | valor=3811
linha=558 | nome=Carlos | acao=analisou os resultados | valor=2346
linha=559 | nome=Daniela | acao=executou o benchmark | valor=8300
linha=560 | nome=Mariana | acao=fez um experimento | valor=2584
linha=561 | nome=Gabriela | acao=participou da aula | valor=5315
linha=562 | nome=Helena | acao=fez um experimento | valor=2089
linha=563 | nome=Paulo | acao=escreveu o relatorio | valor=6254
linha=564 | nome=Lucas | acao=fez um experimento | valor=6259
linha=565 | nome=Ana | acao=otimizou o algoritmo | valor=3072
linha=566 | nome=Igor | acao=executou o benchmark | valor=4755
linha=567 | nome=Carlos | acao=executou o benchmark | valor=5276
linha=568 | nome=Tiago | acao=participou da aula | valor=4089
linha=569 | nome=Eduarda | acao=fez um experimento | valor=4424
linha=570 | nome=Lucas | acao=fez um experimento | valor=7720
linha=571 | nome=Paulo | acao=participou da aula | valor=5083
linha=572 | nome=Gabriela | acao=fez um experimento | valor=9740
linha=573 | nome=Ana | acao=analisou os resultados | valor=6695
linha=574 | nome=Ana | acao=otimizou o algoritmo | valor=3381
linha=575 | nome=Sofia | acao=escreveu o relatorio | valor=1749
linha=576 | nome=Sofia | acao=escreveu o relatorio | valor=3607
linha=577 | nome=Ana | acao=participou da aula | valor=8481
linha=578 | nome=Igor | acao=comparou as metricas | valor=4917
linha=579 | nome=Eduarda | acao=analisou os resultados | valor=8964
linha=580 | nome=Paulo | acao=escreveu o relatorio | valor=1448
linha=581 | nome=Bruno | acao=escreveu o relatorio | valor=1056
linha=582 | nome=Daniela | acao=fez um experimento | valor=8648
linha=583 | nome=Felipe | acao=escreveu o relatorio | valor=6436
linha=584 | nome=Felipe | acao=analisou os resultados | valor=8378
linha=585 | nome=Lucas | acao=escreveu o relatorio | valor=7284
linha=586 | nome=Vitor | acao=participou da aula | valor=3642
linha=587 | nome=Tiago | acao=otimizou o algoritmo | valor=6421
linha=588 | nome=Daniela | acao=comparou as metricas | valor=1154
linha=589 | nome=Otavio | acao=comparou as metricas | valor=6480
linha=590 | nome=Vitor | acao=estudou computacao | valor=6674
linha=591 | nome=Otavio | acao=analisou os resultados | valor=9174
linha=592 | nome=Carlos | acao=estudou computacao | valor=9275
linha=593 | nome=Karen | acao=comparou as metricas | valor=5266
linha=594 | nome=Mariana | acao=fez um experimento | valor=7992
linha=595 | nome=Paulo | acao=participou da aula | valor=2405
linha=596 | nome=Lucas | acao=escreveu o relatorio | valor=6264
linha=597 | nome=Paulo | acao=comparou as metricas | valor=3612
linha=598 | nome=Paulo | acao=executou o benchmark | valor=5657
linha=599 | nome=Otavio | acao=comparou as metricas | valor=3996
linha=600 | nome=Otavio | acao=fez um experimento | valor=6533
linha=601 | nome=Daniela | acao=analisou os resultados | valor=7270
linha=602 | nome=Mariana | acao=participou da aula | valor=7738
linha=603 | nome=Felipe | acao=analisou os resultados | valor=4223
linha=604 | nome=Tiago | acao=estudou computacao | valor=7578
linha=605 | nome=Renata | acao=comparou as metricas | valor=4101
linha=606 | nome=Helena | acao=estudou computacao | valor=2510
linha=607 | nome=Igor | acao=executou o benchmark | valor=2641
linha=608 | nome=Otavio | acao=participou da aula | valor=1796
linha=609 | nome=Lucas | acao=otimizou o algoritmo | valor=2285
linha=610 | nome=Gabriela | acao=otimizou o algoritmo | valor=2582
linha=611 | nome=Lucas | acao=executou o benchmark | valor=7485
linha=612 | nome=Gabriela | acao=executou o benchmark | valor=7082
linha=613 | nome=Daniela | acao=otimizou o algoritmo | valor=2826
linha=614 | nome=Karen | acao=participou da aula | valor=1964
linha=615 | nome=Igor | acao=comparou as metricas | valor=1752
linha=616 | nome=Bruno | acao=estudou computacao | valor=7273
linha=617 | nome=Daniela | acao=analisou os resultados | valor=6917
linha=618 | nome=Mariana | acao=executou o benchmark | valor=7878
linha=619 | nome=Ana | acao=otimizou o algoritmo | valor=4766
linha=620 | nome=Sofia | acao=fez um experimento | valor=3860
linha=621 | nome=Renata | acao=fez um experimento | valor=3076
linha=622 | nome=Joao | acao=otimizou o algoritmo | valor=4003
linha=623 | nome=Mariana | acao=analisou os resultados | valor=2619
linha=624 | nome=Joao | acao=participou da aula | valor=6619
linha=625 | nome=Otavio | acao=analisou os resultados | valor=1028
linha=626 | nome=Mariana | acao=estudou computacao | valor=8312
linha=627 | nome=Vitor | acao=otimizou o algoritmo | valor=5067
linha=628 | nome=Felipe | acao=analisou os resultados | valor=7252
linha=629 | nome=Paulo | acao=escreveu o relatorio | valor=8577
linha=630 | nome=Bruno | acao=participou da aula | valor=6323
linha=631 | nome=Paulo | acao=estudou computacao | valor=8834
linha=632 | nome=Tiago | acao=fez um experimento | valor=6264
linha=633 | nome=Renata | acao=otimizou o algoritmo | valor=4965
linha=634 | nome=Mariana | acao=participou da aula | valor=2426
linha=635 | nome=Felipe | acao=executou o benchmark | valor=5610
linha=636 | nome=Helena | acao=participou da aula | valor=8015
linha=637 | nome=Daniela | acao=comparou as metricas | valor=6872
linha=638 | nome=Bruno | acao=comparou as metricas | valor=7126
linha=639 | nome=Joao | acao=comparou as metricas | valor=1533
linha=640 | nome=Igor | acao=escreveu o relatorio | valor=9797
linha=641 | nome=Karen | acao=estudou computacao | valor=2324
linha=642 | nome=Carlos | acao=otimizou o algoritmo | valor=8127
linha=643 | nome=Daniela | acao=comparou as metricas | valor=2833
linha=644 | nome=Lucas | acao=comparou as metricas | valor=5389
linha=645 | nome=Ana | acao=comparou as metricas | valor=5204
linha=646 | nome=Eduarda | acao=escreveu o relatorio | valor=9353
linha=647 | nome=Joao | acao=estudou computacao | valor=8697
linha=648 | nome=Bruno | acao=estudou computacao | valor=4618
linha=649 | nome=Tiago | acao=executou o benchmark | valor=3685
linha=650 | nome=Bruno | acao=participou da aula | valor=1322
linha=651 | nome=Natalia | acao=analisou os resultados | valor=5545
linha=652 | nome=Tiago | acao=estudou computacao | valor=6701
linha=653 | nome=Bruno | acao=executou o benchmark | valor=6656
linha=654 | nome=Gabriela | acao=escreveu o relatorio | valor=6392
linha=655 | nome=Renata | acao=estudou computacao | valor=1493
linha=656 | nome=Bruno | acao=participou da aula | valor=3990
linha=657 | nome=Lucas | acao=escreveu o relatorio | valor=3558
linha=658 | nome=Natalia | acao=escreveu o relatorio | valor=6208
linha=659 | nome=Eduarda | acao=estudou computacao | valor=5335
linha=660 | nome=Ana | acao=otimizou o algoritmo | valor=9703
linha=661 | nome=Carlos | acao=estudou computacao | valor=8632
linha=662 | nome=Bruno | acao=participou da aula | valor=5193
linha=663 | nome=Joao | acao=estudou computacao | valor=5156
linha=664 | nome=Helena | acao=executou o benchmark | valor=4050
linha=665 | nome=Otavio | acao=executou o benchmark | valor=9705
linha=666 | nome=Otavio | acao=escreveu o relatorio | valor=1073
linha=667 | nome=Renata | acao=executou o benchmark | valor=3681
linha=668 | nome=Renata | acao=estudou computacao | valor=9891
linha=669 | nome=Lucas | acao=participou da aula | valor=5763
linha=670 | nome=Sofia | acao=fez um experimento | valor=3110
linha=671 | nome=Renata | acao=otimizou o algoritmo | valor=3710
linha=672 | nome=Carlos | acao=escreveu o relatorio | valor=3664
linha=673 | nome=Eduarda | acao=participou da aula | valor=8803
linha=674 | nome=Felipe | acao=analisou os resultados | valor=9629
linha=675 | nome=Gabriela | acao=participou da aula | valor=6551
linha=676 | nome=Renata | acao=estudou computacao | valor=5406
linha=677 | nome=Renata | acao=comparou as metricas | valor=6553
linha=678 | nome=Karen | acao=estudou computacao | valor=2167
linha=679 | nome=Igor | acao=participou da aula | valor=3723
linha=680 | nome=Gabriela | acao=otimizou o algoritmo | valor=2327
linha=681 | nome=Daniela | acao=estudou computacao | valor=2624
linha=682 | nome=Daniela | acao=escreveu o relatorio | valor=4776
linha=683 | nome=Otavio | acao=participou da aula | valor=9650
linha=684 | nome=Helena | acao=estudou computacao | valor=3590
linha=685 | nome=Paulo | acao=analisou os resultados | valor=8782
linha=686 | nome=Helena | acao=participou da aula | valor=3042
linha=687 | nome=Felipe | acao=estudou computacao | valor=3632
linha=688 | nome=Karen | acao=otimizou o algoritmo | valor=9323
linha=689 | nome=Felipe | acao=estudou computacao | valor=8776
linha=690 | nome=Daniela | acao=fez um experimento | valor=2967
linha=691 | nome=Tiago | acao=estudou computacao | valor=7720
linha=692 | nome=Daniela | acao=fez um experimento | valor=6114
linha=693 | nome=Vitor | acao=participou da aula | valor=3629
linha=694 | nome=Vitor | acao=executou o benchmark | valor=4133
linha=695 | nome=Mariana | acao=participou da aula | valor=9435
linha=696 | nome=Renata | acao=comparou as metricas | valor=1477
linha=697 | nome=Bruno | acao=comparou as metricas | valor=9653
linha=698 | nome=Carlos | acao=participou da aula | valor=8783
linha=699 | nome=Igor | acao=analisou os resultados | valor=7390
linha=700 | nome=Lucas | acao=estudou computacao | valor=3352
linha=701 | nome=Felipe | acao=executou o benchmark | valor=5230
linha=702 | nome=Otavio | acao=escreveu o relatorio | valor=9927
linha=703 | nome=Renata | acao=comparou as metricas | valor=7353
linha=704 | nome=Igor | acao=executou o benchmark | valor=9475
