linha=1 | nome=Carlos | acao=estudou computacao | valor=1547
linha=452 | nome=Eduarda | acao=otimizou o algoritmo | valor=5659
linha=453 | nome=Lucas | acao=comparou as metricas | valor=1295
linha=454 | nome=Tiago | acao=estudou computacao | valor=5527
linha=455 | nome=Daniela | acao=comparou as metricas | valor=5960
linha=456 | nome=Renata | acao=analisou os resultados | valor=1765
linha=457 | nome=Mariana | acao=otimizou o algoritmo | valor=5973
linha=458 | nome=Paulo | acao=fez um experimento | valor=3869
linha=459 | nome=Tiago | acao=executou o benchmark | valor=8933
linha=460 | nome=Tiago | acao=fez um experimento | valor=4605
linha=461 | nome=Igor | acao=fez um experimento | valor=1585
linha=462 | nome=Natalia | acao=comparou as metricas | valor=5754
linha=463 | nome=Joao | acao=fez um experimento | valor=5885
linha=464 | nome=Sofia | acao=estudou computacao | valor=5188
linha=465 | nome=Vitor | acao=comparou as metricas | valor=6304
linha=466 | nome=Otavio | acao=otimizou o algoritmo | valor=1061
linha=467 | nome=Joao | acao=analisou os resultados | valor=8236
linha=468 | nome=Mariana | acao=comparou as metricas | valor=9833
linha=469 | nome=Vitor | acao=participou da aula | valor=9458
linha=470 | nome=Felipe | acao=fez um experimento | valor=6220
linha=471 | nome=Lucas | acao=comparou as metricas | valor=6675
linha=472 | nome=Paulo | acao=analisou os resultados | valor=7878
linha=473 | nome=Helena | acao=executou o benchmark | valor=6424
linha=474 | nome=Helena | acao=escreveu o relatorio | valor=1856
linha=475 | nome=Sofia | acao=comparou as metricas | valor=6681
linha=476 | nome=Renata | acao=estudou computacao | valor=1673
linha=477 | nome=Bruno | acao=analisou os resultados | valor=9179
linha=478 | nome=Natalia | acao=otimizou o algoritmo | valor=7669
linha=479 | nome=Otavio | acao=executou o benchmark | valor=8681
linha=480 | nome=Ana | acao=otimizou o algoritmo | valor=1062
linha=481 | nome=Mariana | acao=fez um experimento | valor=1280
linha=482 | nome=Eduarda | acao=escreveu o relatorio | valor=2726
linha=483 | nome=Daniela | acao=otimizou o algoritmo | valor=8672
linha=484 | nome=Felipe | acao=analisou os resultados | valor=9330
linha=485 | nome=Sofia | acao=fez um experimento | valor=6553
linha=486 | nome=Karen | acao=executou o benchmark | valor=3958
linha=487 | nome=Mariana | acao=otimizou o algoritmo | valor=3678
linha=488 | nome=Felipe | acao=comparou as metricas | valor=3532
linha=489 | nome=Felipe | acao=comparou as metricas | valor=8312
linha=490 | nome=Mariana | acao=fez um experimento | valor=4271
linha=491 | nome=Mariana | acao=otimizou o algoritmo | valor=8811
linha=492 | nome=Daniela | acao=executou o benchmark | valor=1019
linha=493 | nome=Bruno | acao=escreveu o relatorio | valor=8246
linha=494 | nome=Felipe | acao=fez um experimento | valor=2104
linha=495 | nome=Renata | acao=otimizou o algoritmo | valor=1874
linha=496 | nome=Carlos | acao=otimizou o algoritmo | valor=1537
linha=497 | nome=Eduarda | acao=escreveu o relatorio | valor=4141
linha=498 | nome=Eduarda | acao=fez um experimento | valor=5255
linha=499 | nome=Paulo | acao=otimizou o algoritmo | valor=6070
linha=500 | nome=Gabriela | acao=otimizou o algoritmo | valor=5158
linha=501 | nome=Mariana | acao=comparou as metricas | valor=1324
linha=502 | nome=Renata | acao=comparou as metricas | valor=8855
linha=503 | nome=Daniela | acao=executou o benchmark | valor=5699
linha=504 | nome=Mariana | acao=escreveu o relatorio | valor=5026
linha=505 | nome=Carlos | acao=comparou as metricas | valor=1331
linha=506 | nome=Helena | acao=estudou computacao | valor=4062
linha=507 | nome=Karen | acao=analisou os resultados | valor=7261
linha=508 | nome=Lucas | acao=comparou as metricas | valor=4405
linha=509 | nome=Joao | acao=escreveu o relatorio | valor=1092
linha=510 | nome=Mariana | acao=executou o benchmark | valor=4012
linha=511 | nome=Daniela | acao=otimizou o algoritmo | valor=7941
linha=512 | nome=Eduarda | acao=comparou as metricas | valor=2822
linha=513 | nome=Bruno | acao=participou da aula | valor=6708
linha=514 | nome=Natalia | acao=comparou as metricas | valor=4952
linha=515 | nome=Otavio | acao=estudou computacao | valor=1147
linha=516 | nome=Helena | acao=escreveu o relatorio | valor=7713
linha=517 | nome=Felipe | acao=otimizou o algoritmo | valor=3317
linha=518 | nome=Bruno | acao=executou o benchmark | valor=6478
linha=519 | nome=Daniela | acao=executou o benchmark | valor=3973
linha=520 | nome=Igor | acao=otimizou o algoritmo | valor=4930
linha=521 | nome=Eduarda | acao=participou da aula | valor=3154
linha=522 | nome=Joao | acao=fez um experimento | valor=9652
linha=523 | nome=Ana | acao=comparou as metricas | valor=2826
linha=524 | nome=Joao | acao=participou da aula | valor=8736
linha=525 | nome=Natalia | acao=analisou os resultados | valor=8654
linha=526 | nome=Vitor | acao=participou da aula | valor=3106
linha=527 | nome=Igor | acao=estudou computacao | valor=2554
linha=528 | nome=Otavio | acao=fez um experimento | valor=4468
linha=529 | nome=Natalia | acao=estudou computacao | valor=4752
linha=530 | nome=Ana | acao=escreveu o relatorio | valor=8128
linha=531 | nome=Eduarda | acao=comparou as metricas | valor=6501
linha=532 | nome=Ana | acao=estudou computacao | valor=6966
linha=533 | nome=Paulo | acao=analisou os resultados | valor=8414
linha=534 | nome=Natalia | acao=analisou os resultados | valor=5587
linha=535 | nome=Bruno | acao=executou o benchmark | valor=8574
linha=536 | nome=Renata | acao=otimizou o algoritmo | valor=5969
linha=537 | nome=Helena | acao=estudou computacao | valor=3605
linha=538 | nome=Eduarda | acao=participou da aula | valor=4080
linha=539 | nome=Eduarda | acao=comparou as metricas | valor=9348
linha=540 | nome=Vitor | acao=estudou computacao | valor=4910
linha=541 | nome=Igor | acao=executou o benchmark | valor=3354
linha=542 | nome=Mariana | acao=fez um experimento | valor=2649
linha=543 | nome=Natalia | acao=otimizou o algoritmo | valor=7454
linha=544 | nome=Tiago | acao=fez um experimento | valor=8640
linha=545 | nome=Helena | acao=otimizou o algoritmo | valor=2847
linha=546 | nome=Tiago | acao=fez um experimento | valor=1172
linha=547 | nome=Mariana | acao=analisou os resultados | valor=1262
linha=548 | nome=Mariana | acao=analisou os resultados | valor=2960
linha=549 | nome=Igor | acao=comparou as metricas | valor=6532
linha=550 | nome=Renata | acao=estudou computacao | valor=1633
linha=551 | nome=Lucas | acao=analisou os resultados | valor=3133
linha=552 | nome=Karen | acao=participou da aula | valor=9932
linha=553 | nome=Sofia | acao=escreveu o relatorio | valor=8528
linha=554 | nome=Natalia | acao=comparou as metricas | valor=8224
linha=555 | nome=Felipe | acao=escreveu o relatorio | valor=8877
linha=556 | nome=Eduarda | acao=comparou as metricas | valor=8004
linha=557 | nome=Gabriela | acao=fez um experimento | valor=8251
linha=558 | nome=Vitor | acao=executou o benchmark | valor=1413
linha=559 | nome=Karen | acao=comparou as metricas | valor=5840
linha=560 | nome=Felipe | acao=participou da aula | valor=8359
linha=561 | nome=Joao | acao=participou da aula | valor=8380
linha=562 | nome=Mariana | acao=estudou computacao | valor=1771
linha=563 | nome=Joao | acao=estudou computacao | valor=1492
linha=564 | nome=Karen | acao=participou da aula | valor=6610
linha=565 | nome=Eduarda | acao=comparou as metricas | valor=4443
linha=566 | nome=Carlos | acao=estudou computacao | valor=9898
linha=567 | nome=Mariana | acao=fez um experimento | valor=9339
linha=568 | nome=Sofia | acao=comparou as metricas | valor=5740
linha=569 | nome=Igor | acao=estudou computacao | valor=8360
linha=570 | nome=Vitor | acao=analisou os resultados | valor=1852
linha=571 | nome=Paulo | acao=executou o benchmark | valor=3993
linha=572 | nome=Helena | acao=estudou computacao | valor=4355
linha=573 | nome=Mariana | acao=estudou computacao | valor=6716
linha=574 | nome=Karen | acao=otimizou o algoritmo | valor=1882
linha=575 | nome=Karen | acao=escreveu o relatorio | valor=9921
linha=576 | nome=Vitor | acao=otimizou o algoritmo | valor=4672
linha=577 | nome=Karen | acao=estudou computacao | valor=7166
linha=578 | nome=Gabriela | acao=fez um experimento | valor=9274
linha=579 | nome=Otavio | acao=fez um experimento | valor=8459
linha=580 | nome=Igor | acao=escreveu o relatorio | valor=5755
linha=581 | nome=Sofia | acao=analisou os resultados | valor=7830
linha=582 | nome=Natalia | acao=executou o benchmark | valor=1109
linha=583 | nome=Mariana | acao=fez um experimento | valor=3539
linha=584 | nome=Tiago | acao=comparou as metricas | valor=2178
linha=585 | nome=Gabriela | acao=escreveu o relatorio | valor=3068
linha=586 | nome=Felipe | acao=otimizou o algoritmo | valor=3970
linha=587 | nome=Gabriela | acao=otimizou o algoritmo | valor=5772
linha=588 | nome=Paulo | acao=executou o benchmark | valor=3553
linha=589 | nome=Carlos | acao=executou o benchmark | valor=2057
linha=590 | nome=Eduarda | acao=comparou as metricas | valor=4662
linha=591 | nome=Mariana | acao=analisou os resultados | valor=1070
linha=592 | nome=Sofia | acao=estudou computacao | valor=7559
linha=593 | nome=Felipe | acao=escreveu o relatorio | valor=8472
linha=594 | nome=Ana | acao=estudou computacao | valor=8689
linha=595 | nome=Vitor | acao=fez um experimento | valor=1232
linha=596 | nome=Joao | acao=analisou os resultados | valor=5992
linha=597 | nome=Daniela | acao=comparou as metricas | valor=1394
linha=598 | nome=Otavio | acao=executou o benchmark | valor=5712
linha=599 | nome=Joao | acao=comparou as metricas | valor=6754
linha=600 | nome=Paulo | acao=executou o benchmark | valor=8744
linha=601 | nome=Daniela | acao=escreveu o relatorio | valor=8771
linha=602 | nome=Igor | acao=estudou computacao | valor=8505
linha=603 | nome=Gabriela | acao=participou da aula | valor=1044
linha=604 | nome=Tiago | acao=estudou computacao | valor=8484
linha=605 | nome=Gabriela | acao=otimizou o algoritmo | valor=8022
linha=606 | nome=Vitor | acao=estudou computacao | valor=4736
linha=607 | nome=Natalia | acao=escreveu o relatorio | valor=7213
linha=608 | nome=Ana | acao=otimizou o algoritmo | valor=8022
linha=609 | nome=Felipe | acao=executou o benchmark | valor=8786
linha=610 | nome=Vitor | acao=participou da aula | valor=6770
linha=611 | nome=Gabriela | acao=escreveu o relatorio | valor=5791
linha=612 | nome=Igor | acao=analisou os resultados | valor=6703
linha=613 | nome=Tiago | acao=comparou as metricas | valor=4390
linha=614 | nome=Sofia | acao=analisou os resultados | valor=8821
linha=615 | nome=Gabriela | acao=analisou os resultados | valor=8705
linha=616 | nome=Gabriela | acao=participou da aula | valor=8668
linha=617 | nome=Otavio | acao=escreveu o relatorio | valor=3144
linha=618 | nome=Lucas | acao=escreveu o relatorio | valor=7645
linha=619 | nome=Bruno | acao=analisou os resultados | valor=6365
linha=620 | nome=Felipe | acao=escreveu o relatorio | valor=3638
linha=621 | nome=Sofia | acao=analisou os resultados | valor=8861
linha=622 | nome=Helena | acao=escreveu o relatorio | valor=6252
linha=623 | nome=Ana | acao=fez um experimento | valor=3351
linha=624 | nome=Ana | acao=comparou as metricas | valor=5297
linha=625 | nome=Mariana | acao=estudou computacao | valor=1400
linha=626 | nome=Felipe | acao=otimizou o algoritmo | valor=2277
linha=627 | nome=Gabriela | acao=escreveu o relatorio | valor=4614
linha=628 | nome=Vitor | acao=estudou computacao | valor=9860
linha=629 | nome=Mariana | acao=executou o benchmark | valor=2703
linha=630 | nome=Gabriela | acao=analisou os resultados | valor=8380
linha=631 | nome=Carlos | acao=estudou computacao | valor=2274
linha=632 | nome=Tiago | acao=escreveu o relatorio | valor=4157
linha=633 | nome=Otavio | acao=fez um experimento | valor=5276
linha=634 | nome=Otavio | acao=comparou as metricas | valor=1791
linha=635 | nome=Joao | acao=otimizou o algoritmo | valor=6914
linha=636 | nome=Carlos | acao=executou o benchmark | valor=9758
linha=637 | nome=Igor | acao=executou o benchmark | valor=9706
linha=638 | nome=Bruno | acao=comparou as metricas | valor=7630
linha=639 | nome=Otavio | acao=fez um experimento | valor=1713
linha=640 | nome=Mariana | acao=comparou as metricas | valor=3874
linha=641 | nome=Karen | acao=executou o benchmark | valor=4320
linha=642 | nome=Natalia | acao=analisou os resultados | valor=7674
linha=643 | nome=Tiago | acao=escreveu o relatorio | valor=1137
linha=644 | nome=Joao | acao=estudou computacao | valor=1675
linha=645 | nome=Helena | acao=executou o benchmark | valor=9335
linha=646 | nome=Paulo | acao=executou o benchmark | valor=3867
linha=647 | nome=Tiago | acao=escreveu o relatorio | valor=9580
linha=648 | nome=Joao | acao=estudou computacao | valor=5326
linha=649 | nome=Carlos | acao=estudou computacao | valor=4928
linha=650 | nome=Mariana | acao=executou o benchmark | valor=2002
linha=651 | nome=Otavio | acao=estudou computacao | valor=8578
linha=652 | nome=Joao | acao=escreveu o relatorio | valor=3025
linha=653 | nome=Renata | acao=escreveu o relatorio | valor=7000
linha=654 | nome=Natalia | acao=comparou as metricas | valor=8205
linha=655 | nome=Joao | acao=executou o benchmark | valor=4524
linha=656 | nome=Daniela | acao=participou da aula | valor=3503
linha=657 | nome=Mariana | acao=otimizou o algoritmo | valor=5761
linha=658 | nome=Karen | acao=otimizou o algoritmo | valor=6347
linha=659 | nome=Bruno | acao=estudou computacao | valor=4035
linha=660 | nome=Mariana | acao=analisou os resultados | valor=4995
linha=661 | nome=Bruno | acao=otimizou o algoritmo | valor=4983
linha=662 | nome=Gabriela | acao=comparou as metricas | valor=5451
linha=663 | nome=Lucas | acao=estudou computacao | valor=1260
linha=664 | nome=Otavio | acao=escreveu o relatorio | valor=1419
linha=665 | nome=Mariana | acao=executou o benchmark | valor=2185
linha=666 | nome=Mariana | acao=comparou as metricas | valor=2496
linha=667 | nome=Karen | acao=analisou os resultados | valor=6804
linha=668 | nome=Eduarda | acao=escreveu o relatorio | valor=8075
linha=669 | nome=Eduarda | acao=comparou as metricas | valor=4384
linha=670 | nome=Paulo | acao=escreveu o relatorio | valor=2075
linha=671 | nome=Ana | acao=participou da aula | valor=2755
linha=672 | nome=Carlos | acao=estudou computacao | valor=8577
linha=673 | nome=Mariana | acao=estudou computacao | valor=7781
linha=674 | nome=Sofia | acao=otimizou o algoritmo | valor=2325
linha=675 | nome=Ana | acao=participou da aula | valor=8285
linha=676 | nome=Helena | acao=escreveu o relatorio | valor=4700
linha=677 | nome=Helena | acao=otimizou o algoritmo | valor=3691
linha=678 | nome=Gabriela | acao=executou o benchmark | valor=6641
linha=679 | nome=Eduarda | acao=comparou as metricas | valor=1596
linha=680 | nome=Helena | acao=analisou os resultados | valor=1973
linha=681 | nome=Eduarda | acao=fez um experimento | valor=1552
linha=682 | nome=Mariana | acao=otimizou o algoritmo | valor=9799
linha=683 | nome=Mariana | acao=participou da aula | valor=9348
linha=684 | nome=Paulo | acao=participou da aula | valor=7266
linha=685 | nome=Daniela | acao=otimizou o algoritmo | valor=7706
linha=686 | nome=Joao | acao=fez um experimento | valor=9606
linha=687 | nome=Natalia | acao=estudou computacao | valor=9155
linha=688 | nome=Lucas | acao=fez um experimento | valor=6136
linha=689 | nome=Bruno | acao=estudou computacao | valor=5916
linha=690 | nome=Otavio | acao=participou da aula | valor=9413
linha=691 | nome=Gabriela | acao=participou da aula | valor=2364
linha=692 | nome=Eduarda | acao=otimizou o algoritmo | valor=4463
linha=693 | nome=Vitor | acao=executou o benchmark | valor=7572
linha=694 | nome=Helena | acao=executou o benchmark | valor=8080
linha=695 | nome=Helena | acao=fez um experimento | valor=6464
linha=696 | nome=Lucas | acao=estudou computacao | valor=2997
linha=697 | nome=Natalia | acao=participou da aula | valor=8476
linha=698 | nome=Gabriela | acao=escreveu o relatorio | valor=8375
linha=699 | nome=Eduarda | acao=executou o benchmark | valor=1666
linha=700 | nome=Ana | acao=estudou computacao | valor=9540
linha=701 | nome=Tiago | acao=escreveu o relatorio | valor=4620
linha=702 | nome=Paulo | acao=analisou os resultados | valor=5224
linha=703 | nome=Carlos | acao=executou o benchmark | valor=3413
linha=704 | nome=Gabriela | acao=otimizou o algoritmo | valor=2902
