linha=1 | nome=Igor | acao=comparou as metricas | valor=7119
linha=451 | nome=Tiago | acao=otimizou o algoritmo | valor=2166
linha=452 | nome=Natalia | acao=otimizou o algoritmo | valor=5648
linha=453 | nome=Daniela | acao=analisou os resultados | valor=7069
linha=454 | nome=Sofia | acao=executou o benchmark | valor=7376
linha=455 | nome=Mariana | acao=executou o benchmark | valor=6492
linha=456 | nome=Gabriela | acao=executou o benchmark | valor=3364
linha=457 | nome=Mariana | acao=comparou as metricas | valor=6395
linha=458 | nome=Tiago | acao=comparou as metricas | valor=4685
linha=459 | nome=Natalia | acao=comparou as metricas | valor=1359
linha=460 | nome=Ana | acao=executou o benchmark | valor=6087
linha=461 | nome=Eduarda | acao=comparou as metricas | valor=5782
linha=462 | nome=Eduarda | acao=otimizou o algoritmo | valor=6864
linha=463 | nome=Gabriela | acao=escreveu o relatorio | valor=6034
linha=464 | nome=Joao | acao=otimizou o algoritmo | valor=9809
linha=465 | nome=Felipe | acao=fez um experimento | valor=7092
linha=466 | nome=Carlos | acao=otimizou o algoritmo | valor=5391
linha=467 | nome=Ana | acao=analisou os resultados | valor=4094
linha=468 | nome=Felipe | acao=participou da aula | valor=3827
linha=469 | nome=Vitor | acao=participou da aula | valor=7293
linha=470 | nome=Felipe | acao=comparou as metricas | valor=2403
linha=471 | nome=Ana | acao=escreveu o relatorio | valor=5192
linha=472 | nome=Carlos | acao=fez um experimento | valor=1019
linha=473 | nome=Karen | acao=participou da aula | valor=7360
linha=474 | nome=Otavio | acao=fez um experimento | valor=1763
linha=475 | nome=Vitor | acao=analisou os resultados | valor=1188
linha=476 | nome=Karen | acao=participou da aula | valor=1532
linha=477 | nome=Lucas | acao=analisou os resultados | valor=1111
linha=478 | nome=Renata | acao=executou o benchmark | valor=2705
linha=479 | nome=Daniela | acao=executou o benchmark | valor=2325
linha=480 | nome=Paulo | acao=otimizou o algoritmo | valor=8375
linha=481 | nome=Otavio | acao=fez um experimento | valor=1480
linha=482 | nome=Karen | acao=analisou os resultados | valor=2202
linha=483 | nome=Felipe | acao=escreveu o relatorio | valor=5614
linha=484 | nome=Paulo | acao=analisou os resultados | valor=7580
linha=485 | nome=Karen | acao=executou o benchmark | valor=2047
linha=486 | nome=Natalia | acao=otimizou o algoritmo | valor=2664
linha=487 | nome=Eduarda | acao=analisou os resultados | valor=4614
linha=488 | nome=Natalia | acao=estudou computacao | valor=5344
linha=489 | nome=Carlos | acao=analisou os resultados | valor=8312
linha=490 | nome=Vitor | acao=analisou os resultados | valor=3781
linha=491 | nome=Vitor | acao=analisou os resultados | valor=7537
linha=492 | nome=Tiago | acao=analisou os resultados | valor=6164
linha=493 | nome=Mariana | acao=analisou os resultados | valor=5007
linha=494 | nome=Mariana | acao=fez um experimento | valor=6814
linha=495 | nome=Renata | acao=analisou os resultados | valor=5357
linha=496 | nome=Gabriela | acao=comparou as metricas | valor=1615
linha=497 | nome=Karen | acao=comparou as metricas | valor=2843
linha=498 | nome=Joao | acao=otimizou o algoritmo | valor=3717
linha=499 | nome=Lucas | acao=fez um experimento | valor=3806
linha=500 | nome=Sofia | acao=comparou as metricas | valor=3828
linha=501 | nome=Renata | acao=executou o benchmark | valor=8403
linha=502 | nome=Karen | acao=analisou os resultados | valor=6266
linha=503 | nome=Natalia | acao=otimizou o algoritmo | valor=6883
linha=504 | nome=Lucas | acao=estudou computacao | valor=2438
linha=505 | nome=Sofia | acao=otimizou o algoritmo | valor=3200
linha=506 | nome=Renata | acao=comparou as metricas | valor=9713
linha=507 | nome=Helena | acao=analisou os resultados | valor=7694
linha=508 | nome=Vitor | acao=participou da aula | valor=6118
linha=509 | nome=Daniela | acao=otimizou o algoritmo | valor=1925
linha=510 | nome=Eduarda | acao=comparou as metricas | valor=7832
linha=511 | nome=Karen | acao=fez um experimento | valor=5615
linha=512 | nome=Bruno | acao=estudou computacao | valor=2034
linha=513 | nome=Lucas | acao=executou o benchmark | valor=3995
linha=514 | nome=Renata | acao=analisou os resultados | valor=6832
linha=515 | nome=Mariana | acao=comparou as metricas | valor=8633
linha=516 | nome=Tiago | acao=participou da aula | valor=8946
linha=517 | nome=Otavio | acao=otimizou o algoritmo | valor=4801
linha=518 | nome=Daniela | acao=comparou as metricas | valor=3609
linha=519 | nome=Helena | acao=participou da aula | valor=9782
linha=520 | nome=Natalia | acao=comparou as metricas | valor=5997
linha=521 | nome=Gabriela | acao=executou o benchmark | valor=7559
linha=522 | nome=Carlos | acao=escreveu o relatorio | valor=2639
linha=523 | nome=Sofia | acao=participou da aula | valor=4206
linha=524 | nome=Eduarda | acao=comparou as metricas | valor=8174
linha=525 | nome=Otavio | acao=escreveu o relatorio | valor=7202
linha=526 | nome=Eduarda | acao=fez um experimento | valor=3222
linha=527 | nome=Mariana | acao=participou da aula | valor=4466
linha=528 | nome=Sofia | acao=escreveu o relatorio | valor=1424
linha=529 | nome=Vitor | acao=analisou os resultados | valor=6337
linha=530 | nome=Igor | acao=fez um experimento | valor=6315
linha=531 | nome=Ana | acao=otimizou o algoritmo | valor=1922
linha=532 | nome=Otavio | acao=fez um experimento | valor=3726
linha=533 | nome=Felipe | acao=participou da aula | valor=6237
linha=534 | nome=Karen | acao=analisou os resultados | valor=5292
linha=535 | nome=Carlos | acao=analisou os resultados | valor=7859
linha=536 | nome=Lucas | acao=estudou computacao | valor=1209
linha=537 | nome=Joao | acao=estudou computacao | valor=3662
linha=538 | nome=Tiago | acao=escreveu o relatorio | valor=4085
linha=539 | nome=Felipe | acao=participou da aula | valor=9891
linha=540 | nome=Tiago | acao=participou da aula | valor=2775
linha=541 | nome=Carlos | acao=fez um experimento | valor=5141
linha=542 | nome=Vitor | acao=escreveu o relatorio | valor=1370
linha=543 | nome=Renata | acao=fez um experimento | valor=4307
linha=544 | nome=Daniela | acao=escreveu o relatorio | valor=1128
linha=545 | nome=Igor | acao=comparou as metricas | valor=8981
linha=546 | nome=Mariana | acao=executou o benchmark | valor=7520
linha=547 | nome=Felipe | acao=analisou os resultados | valor=9647
linha=548 | nome=Joao | acao=otimizou o algoritmo | valor=5859
linha=549 | nome=Otavio | acao=analisou os resultados | valor=6091
linha=550 | nome=Helena | acao=fez um experimento | valor=3309
linha=551 | nome=Otavio | acao=executou o benchmark | valor=2476
linha=552 | nome=Karen | acao=executou o benchmark | valor=9877
linha=553 | nome=Gabriela | acao=executou o benchmark | valor=9918
linha=554 | nome=Lucas | acao=estudou computacao | valor=7463
linha=555 | nome=Carlos | acao=escreveu o relatorio | valor=2215
linha=556 | nome=Paulo | acao=fez um experimento | valor=3666
linha=557 | nome=Daniela | acao=estudou computacao | valor=2429
linha=558 | nome=Igor | acao=participou da aula | valor=1353
linha=559 | nome=Igor | acao=analisou os resultados | valor=4150
linha=560 | nome=Tiago | acao=escreveu o relatorio | valor=9557
linha=561 | nome=Karen | acao=escreveu o relatorio | valor=5292
linha=562 | nome=Otavio | acao=otimizou o algoritmo | valor=3928
linha=563 | nome=Bruno | acao=escreveu o relatorio | valor=8701
linha=564 | nome=Ana | acao=fez um experimento | valor=7035
linha=565 | nome=Natalia | acao=comparou as metricas | valor=7090
linha=566 | nome=Paulo | acao=comparou as metricas | valor=3524
linha=567 | nome=Paulo | acao=otimizou o algoritmo | valor=4815
linha=568 | nome=Igor | acao=participou da aula | valor=9765
linha=569 | nome=Felipe | acao=escreveu o relatorio | valor=8282
linha=570 | nome=Vitor | acao=participou da aula | valor=2194
linha=571 | nome=Carlos | acao=fez um experimento | valor=5726
linha=572 | nome=Paulo | acao=estudou computacao | valor=7131
linha=573 | nome=Helena | acao=comparou as metricas | valor=4444
linha=574 | nome=Carlos | acao=escreveu o relatorio | valor=7783
linha=575 | nome=Carlos | acao=fez um experimento | valor=5793
linha=576 | nome=Vitor | acao=estudou computacao | valor=1044
linha=577 | nome=Ana | acao=analisou os resultados | valor=2630
linha=578 | nome=Sofia | acao=fez um experimento | valor=7504
linha=579 | nome=Otavio | acao=participou da aula | valor=6249
linha=580 | nome=Tiago | acao=analisou os resultados | valor=2722
linha=581 | nome=Karen | acao=fez um experimento | valor=7548
linha=582 | nome=Karen | acao=fez um experimento | valor=1046
linha=583 | nome=Bruno | acao=analisou os resultados | valor=4799
linha=584 | nome=Igor | acao=otimizou o algoritmo | valor=4482
linha=585 | nome=Vitor | acao=otimizou o algoritmo | valor=5985
linha=586 | nome=Natalia | acao=participou da aula | valor=8110
linha=587 | nome=Eduarda | acao=comparou as metricas | valor=6157
linha=588 | nome=Natalia | acao=executou o benchmark | valor=6226
linha=589 | nome=Felipe | acao=participou da aula | valor=3441
linha=590 | nome=Mariana | acao=comparou as metricas | valor=5053
linha=591 | nome=Felipe | acao=analisou os resultados | valor=8599
linha=592 | nome=Mariana | acao=executou o benchmark | valor=4340
linha=593 | nome=Carlos | acao=escreveu o relatorio | valor=6733
linha=594 | nome=Mariana | acao=executou o benchmark | valor=4919
linha=595 | nome=Otavio | acao=analisou os resultados | valor=1967
linha=596 | nome=Paulo | acao=participou da aula | valor=2075
linha=597 | nome=Sofia | acao=executou o benchmark | valor=2867
linha=598 | nome=Otavio | acao=escreveu o relatorio | valor=5405
linha=599 | nome=Carlos | acao=participou da aula | valor=1090
linha=600 | nome=Carlos | acao=analisou os resultados | valor=1789
linha=601 | nome=Daniela | acao=otimizou o algoritmo | valor=2228
linha=602 | nome=Mariana | acao=analisou os resultados | valor=9614
linha=603 | nome=Eduarda | acao=comparou as metricas | valor=5621
linha=604 | nome=Ana | acao=escreveu o relatorio | valor=3415
linha=605 | nome=Vitor | acao=otimizou o algoritmo | valor=8683
linha=606 | nome=Natalia | acao=analisou os resultados | valor=4166
linha=607 | nome=Renata | acao=participou da aula | valor=6291
linha=608 | nome=Mariana | acao=participou da aula | valor=3842
linha=609 | nome=Paulo | acao=fez um experimento | valor=7892
linha=610 | nome=Natalia | acao=estudou computacao | valor=7700
linha=611 | nome=Natalia | acao=fez um experimento | valor=5098
linha=612 | nome=Igor | acao=participou da aula | valor=4126
linha=613 | nome=Mariana | acao=comparou as metricas | valor=1523
linha=614 | nome=Mariana | acao=fez um experimento | valor=4760
linha=615 | nome=Mariana | acao=executou o benchmark | valor=5334
linha=616 | nome=Gabriela | acao=executou o benchmark | valor=5163
linha=617 | nome=Igor | acao=escreveu o relatorio | valor=6220
linha=618 | nome=Eduarda | acao=participou da aula | valor=7665
linha=619 | nome=Felipe | acao=fez um experimento | valor=6083
linha=620 | nome=Eduarda | acao=executou o benchmark | valor=1793
linha=621 | nome=Paulo | acao=comparou as metricas | valor=2313
linha=622 | nome=Natalia | acao=comparou as metricas | valor=9500
linha=623 | nome=Natalia | acao=executou o benchmark | valor=1035
linha=624 | nome=Mariana | acao=estudou computacao | valor=5063
linha=625 | nome=Joao | acao=fez um experimento | valor=1588
linha=626 | nome=Daniela | acao=otimizou o algoritmo | valor=8758
linha=627 | nome=Otavio | acao=escreveu o relatorio | valor=2258
linha=628 | nome=Karen | acao=participou da aula | valor=4751
linha=629 | nome=Mariana | acao=otimizou o algoritmo | valor=1870
linha=630 | nome=Daniela | acao=participou da aula | valor=1140
linha=631 | nome=Sofia | acao=participou da aula | valor=6241
linha=632 | nome=Karen | acao=fez um experimento | valor=6011
linha=633 | nome=Otavio | acao=fez um experimento | valor=7221
linha=634 | nome=Igor | acao=comparou as metricas | valor=5043
linha=635 | nome=Gabriela | acao=participou da aula | valor=2832
linha=636 | nome=Tiago | acao=fez um experimento | valor=6460
linha=637 | nome=Daniela | acao=participou da aula | valor=3521
linha=638 | nome=Igor | acao=otimizou o algoritmo | valor=1237
linha=639 | nome=Sofia | acao=escreveu o relatorio | valor=6231
linha=640 | nome=Sofia | acao=fez um experimento | valor=3747
linha=641 | nome=Daniela | acao=executou o benchmark | valor=5225
linha=642 | nome=Ana | acao=participou da aula | valor=7091
linha=643 | nome=Lucas | acao=otimizou o algoritmo | valor=1209
linha=644 | nome=Tiago | acao=executou o benchmark | valor=8736
linha=645 | nome=Gabriela | acao=escreveu o relatorio | valor=1943
linha=646 | nome=Lucas | acao=executou o benchmark | valor=2906
linha=647 | nome=Helena | acao=participou da aula | valor=4950
linha=648 | nome=Mariana | acao=otimizou o algoritmo | valor=9737
linha=649 | nome=Bruno | acao=participou da aula | valor=9816
linha=650 | nome=Vitor | acao=fez um experimento | valor=2725
linha=651 | nome=Sofia | acao=estudou computacao | valor=1775
linha=652 | nome=Sofia | acao=otimizou o algoritmo | valor=2435
linha=653 | nome=Renata | acao=otimizou o algoritmo | valor=8509
linha=654 | nome=Daniela | acao=fez um experimento | valor=5920
linha=655 | nome=Eduarda | acao=estudou computacao | valor=8416
linha=656 | nome=Carlos | acao=participou da aula | valor=4997
linha=657 | nome=Gabriela | acao=executou o benchmark | valor=9821
linha=658 | nome=Bruno | acao=participou da aula | valor=1712
linha=659 | nome=Vitor | acao=analisou os resultados | valor=8108
linha=660 | nome=Lucas | acao=fez um experimento | valor=3723
linha=661 | nome=Gabriela | acao=estudou computacao | valor=1877
linha=662 | nome=Bruno | acao=escreveu o relatorio | valor=9865
linha=663 | nome=Mariana | acao=comparou as metricas | valor=2423
linha=664 | nome=Vitor | acao=fez um experimento | valor=4914
linha=665 | nome=Daniela | acao=estudou computacao | valor=2044
linha=666 | nome=Ana | acao=fez um experimento | valor=7789
linha=667 | nome=Gabriela | acao=estudou computacao | valor=8814
linha=668 | nome=Sofia | acao=fez um experimento | valor=9647
linha=669 | nome=Lucas | acao=fez um experimento | valor=1194
linha=670 | nome=Natalia | acao=comparou as metricas | valor=3698
linha=671 | nome=Igor | acao=estudou computacao | valor=3570
linha=672 | nome=Karen | acao=participou da aula | valor=5130
linha=673 | nome=Vitor | acao=analisou os resultados | valor=6091
linha=674 | nome=Tiago | acao=analisou os resultados | valor=1896
linha=675 | nome=Mariana | acao=participou da aula | valor=9192
linha=676 | nome=Joao | acao=analisou os resultados | valor=5971
linha=677 | nome=Eduarda | acao=comparou as metricas | valor=1109
linha=678 | nome=Vitor | acao=escreveu o relatorio | valor=7372
linha=679 | nome=Eduarda | acao=comparou as metricas | valor=5896
linha=680 | nome=Natalia | acao=otimizou o algoritmo | valor=9552
linha=681 | nome=Ana | acao=executou o benchmark | valor=5511
linha=682 | nome=Igor | acao=analisou os resultados | valor=4864
linha=683 | nome=Bruno | acao=participou da aula | valor=3450
linha=684 | nome=Mariana | acao=otimizou o algoritmo | valor=3924
linha=685 | nome=Igor | acao=comparou as metricas | valor=8012
linha=686 | nome=Renata | acao=estudou computacao | valor=8993
linha=687 | nome=Daniela | acao=participou da aula | valor=2679
linha=688 | nome=Felipe | acao=escreveu o relatorio | valor=3662
linha=689 | nome=Karen | acao=participou da aula | valor=2094
linha=690 | nome=Joao | acao=analisou os resultados | valor=8423
linha=691 | nome=Gabriela | acao=estudou computacao | valor=6421
linha=692 | nome=Bruno | acao=executou o benchmark | valor=7317
linha=693 | nome=Natalia | acao=fez um experimento | valor=5726
linha=694 | nome=Tiago | acao=estudou computacao | valor=8550
linha=695 | nome=Helena | acao=executou o benchmark | valor=3395
linha=696 | nome=Renata | acao=estudou computacao | valor=4509
linha=697 | nome=Karen | acao=escreveu o relatorio | valor=1649
linha=698 | nome=Natalia | acao=fez um experimento | valor=5488
linha=699 | nome=Mariana | acao=comparou as metricas | valor=4588
linha=700 | nome=Mariana | acao=fez um experimento | valor=4729
linha=701 | nome=Igor | acao=analisou os resultados | valor=2256
linha=702 | nome=Vitor | acao=executou o benchmark | valor=1461
linha=703 | nome=Otavio | acao=escreveu o relatorio | valor=7964
linha=704 | nome=Karen | acao=estudou computacao | valor=1854
