linha=1 | nome=Natalia | acao=otimizou o algoritmo | valor=7255
linha=451 | nome=Karen | acao=escreveu o relatorio | valor=1160
linha=452 | nome=Felipe | acao=participou da aula | valor=7202
linha=453 | nome=Tiago | acao=comparou as metricas | valor=6906
linha=454 | nome=Mariana | acao=escreveu o relatorio | valor=4285
linha=455 | nome=Helena | acao=escreveu o relatorio | valor=2429
linha=456 | nome=Mariana | acao=estudou computacao | valor=8277
linha=457 | nome=Daniela | acao=estudou computacao | valor=5458
linha=458 | nome=Vitor | acao=otimizou o algoritmo | valor=5785
linha=459 | nome=Bruno | acao=comparou as metricas | valor=6995
linha=460 | nome=Gabriela | acao=participou da aula | valor=2057
linha=461 | nome=Ana | acao=otimizou o algoritmo | valor=4960
linha=462 | nome=Daniela | acao=otimizou o algoritmo | valor=4367
linha=463 | nome=Natalia | acao=comparou as metricas | valor=4302
linha=464 | nome=Mariana | acao=escreveu o relatorio | valor=8879
linha=465 | nome=Sofia | acao=fez um experimento | valor=7134
linha=466 | nome=Bruno | acao=otimizou o algoritmo | valor=9765
linha=467 | nome=Renata | acao=participou da aula | valor=7950
linha=468 | nome=Bruno | acao=participou da aula | valor=4167
linha=469 | nome=Felipe | acao=otimizou o algoritmo | valor=4699
linha=470 | nome=Joao | acao=analisou os resultados | valor=5236
linha=471 | nome=Mariana | acao=otimizou o algoritmo | valor=7261
linha=472 | nome=Carlos | acao=comparou as metricas | valor=7789
linha=473 | nome=Eduarda | acao=estudou computacao | valor=8108
linha=474 | nome=Mariana | acao=escreveu o relatorio | valor=6258
linha=475 | nome=Renata | acao=participou da aula | valor=8122
linha=476 | nome=Paulo | acao=executou o benchmark | valor=1310
linha=477 | nome=Natalia | acao=fez um experimento | valor=2760
linha=478 | nome=Paulo | acao=fez um experimento | valor=9143
linha=479 | nome=Eduarda | acao=comparou as metricas | valor=2763
linha=480 | nome=Renata | acao=analisou os resultados | valor=4569
linha=481 | nome=Tiago | acao=executou o benchmark | valor=1955
linha=482 | nome=Paulo | acao=executou o benchmark | valor=9701
linha=483 | nome=Vitor | acao=fez um experimento | valor=8928
linha=484 | nome=Felipe | acao=participou da aula | valor=5290
linha=485 | nome=Bruno | acao=escreveu o relatorio | valor=4879
linha=486 | nome=Tiago | acao=escreveu o relatorio | valor=8920
linha=487 | nome=Sofia | acao=analisou os resultados | valor=7627
linha=488 | nome=Ana | acao=comparou as metricas | valor=8781
linha=489 | nome=Bruno | acao=analisou os resultados | valor=4013
linha=490 | nome=Lucas | acao=comparou as metricas | valor=6151
linha=491 | nome=Lucas | acao=comparou as metricas | valor=6764
linha=492 | nome=Bruno | acao=estudou computacao | valor=7189
linha=493 | nome=Lucas | acao=executou o benchmark | valor=3402
linha=494 | nome=Joao | acao=comparou as metricas | valor=9263
linha=495 | nome=Joao | acao=otimizou o algoritmo | valor=8857
linha=496 | nome=Ana | acao=otimizou o algoritmo | valor=8416
linha=497 | nome=Karen | acao=analisou os resultados | valor=2389
linha=498 | nome=Vitor | acao=fez um experimento | valor=8915
linha=499 | nome=Paulo | acao=analisou os resultados | valor=5011
linha=500 | nome=Paulo | acao=participou da aula | valor=2672
linha=501 | nome=Karen | acao=estudou computacao | valor=5054
linha=502 | nome=Joao | acao=comparou as metricas | valor=4145
linha=503 | nome=Eduarda | acao=analisou os resultados | valor=8749
linha=504 | nome=Joao | acao=participou da aula | valor=6072
linha=505 | nome=Eduarda | acao=analisou os resultados | valor=9728
linha=506 | nome=Karen | acao=comparou as metricas | valor=1611
linha=507 | nome=Igor | acao=otimizou o algoritmo | valor=9270
linha=508 | nome=Igor | acao=fez um experimento | valor=7362
linha=509 | nome=Ana | acao=comparou as metricas | valor=9320
linha=510 | nome=Daniela | acao=analisou os resultados | valor=3016
linha=511 | nome=Otavio | acao=comparou as metricas | valor=8207
linha=512 | nome=Lucas | acao=estudou computacao | valor=4361
linha=513 | nome=Igor | acao=participou da aula | valor=4238
linha=514 | nome=Helena | acao=executou o benchmark | valor=3086
linha=515 | nome=Otavio | acao=executou o benchmark | valor=8591
linha=516 | nome=Gabriela | acao=comparou as metricas | valor=5199
linha=517 | nome=Eduarda | acao=estudou computacao | valor=1305
linha=518 | nome=Natalia | acao=participou da aula | valor=5207
linha=519 | nome=Felipe | acao=escreveu o relatorio | valor=8394
linha=520 | nome=Lucas | acao=executou o benchmark | valor=1965
linha=521 | nome=Renata | acao=otimizou o algoritmo | valor=7960
linha=522 | nome=Renata | acao=analisou os resultados | valor=6717
linha=523 | nome=Daniela | acao=estudou computacao | valor=3512
linha=524 | nome=Felipe | acao=executou o benchmark | valor=1090
linha=525 | nome=Karen | acao=fez um experimento | valor=2748
linha=526 | nome=Sofia | acao=analisou os resultados | valor=9883
linha=527 | nome=Tiago | acao=executou o benchmark | valor=4594
linha=528 | nome=Igor | acao=otimizou o algoritmo | valor=6881
linha=529 | nome=Otavio | acao=fez um experimento | valor=4074
linha=530 | nome=Eduarda | acao=escreveu o relatorio | valor=5297
linha=531 | nome=Igor | acao=escreveu o relatorio | valor=4960
linha=532 | nome=Tiago | acao=analisou os resultados | valor=7379
linha=533 | nome=Eduarda | acao=analisou os resultados | valor=8500
linha=534 | nome=Mariana | acao=participou da aula | valor=6682
linha=535 | nome=Tiago | acao=participou da aula | valor=7807
linha=536 | nome=Daniela | acao=escreveu o relatorio | valor=2590
linha=537 | nome=Vitor | acao=analisou os resultados | valor=9016
linha=538 | nome=Ana | acao=estudou computacao | valor=3086
linha=539 | nome=Mariana | acao=escreveu o relatorio | valor=9848
linha=540 | nome=Mariana | acao=otimizou o algoritmo | valor=3761
linha=541 | nome=Mariana | acao=escreveu o relatorio | valor=1448
linha=542 | nome=Eduarda | acao=executou o benchmark | valor=5103
linha=543 | nome=Paulo | acao=comparou as metricas | valor=5810
linha=544 | nome=Karen | acao=analisou os resultados | valor=3309
linha=545 | nome=Karen | acao=executou o benchmark | valor=3306
linha=546 | nome=Renata | acao=comparou as metricas | valor=7530
linha=547 | nome=Tiago | acao=executou o benchmark | valor=3439
linha=548 | nome=Joao | acao=escreveu o relatorio | valor=3321
linha=549 | nome=Tiago | acao=analisou os resultados | valor=7057
linha=550 | nome=Carlos | acao=executou o benchmark | valor=7068
linha=551 | nome=Karen | acao=executou o benchmark | valor=6909
linha=552 | nome=Vitor | acao=fez um experimento | valor=7201
linha=553 | nome=Renata | acao=fez um experimento | valor=5521
linha=554 | nome=Paulo | acao=executou o benchmark | valor=5070
linha=555 | nome=Eduarda | acao=fez um experimento | valor=2235
linha=556 | nome=Felipe | acao=executou o benchmark | valor=7547
linha=557 | nome=Renata | acao=estudou computacao | valor=9280
linha=558 | nome=Vitor | acao=comparou as metricas | valor=4791
linha=559 | nome=Lucas | acao=fez um experimento | valor=3164
linha=560 | nome=Karen | acao=analisou os resultados | valor=7368
linha=561 | nome=Vitor | acao=analisou os resultados | valor=9032
linha=562 | nome=Carlos | acao=fez um experimento | valor=1252
linha=563 | nome=Ana | acao=otimizou o algoritmo | valor=6794
linha=564 | nome=Helena | acao=otimizou o algoritmo | valor=8628
linha=565 | nome=Gabriela | acao=fez um experimento | valor=2763
linha=566 | nome=Otavio | acao=fez um experimento | valor=7829
linha=567 | nome=Tiago | acao=estudou computacao | valor=5400
linha=568 | nome=Gabriela | acao=comparou as metricas | valor=1858
linha=569 | nome=Sofia | acao=analisou os resultados | valor=2206
linha=570 | nome=Sofia | acao=fez um experimento | valor=6223
linha=571 | nome=Ana | acao=escreveu o relatorio | valor=7770
linha=572 | nome=Gabriela | acao=participou da aula | valor=1718
linha=573 | nome=Gabriela | acao=fez um experimento | valor=3878
linha=574 | nome=Renata | acao=executou o benchmark | valor=4201
linha=575 | nome=Joao | acao=escreveu o relatorio | valor=4320
linha=576 | nome=Igor | acao=analisou os resultados | valor=4448
linha=577 | nome=Joao | acao=comparou as metricas | valor=8432
linha=578 | nome=Gabriela | acao=otimizou o algoritmo | valor=6325
linha=579 | nome=Paulo | acao=escreveu o relatorio | valor=5942
linha=580 | nome=Natalia | acao=otimizou o algoritmo | valor=8866
linha=581 | nome=Paulo | acao=analisou os resultados | valor=4027
linha=582 | nome=Mariana | acao=executou o benchmark | valor=9956
linha=583 | nome=Helena | acao=participou da aula | valor=9837
linha=584 | nome=Renata | acao=estudou computacao | valor=7639
linha=585 | nome=Felipe | acao=participou da aula | valor=6296
linha=586 | nome=Sofia | acao=executou o benchmark | valor=8073
linha=587 | nome=Paulo | acao=escreveu o relatorio | valor=3288
linha=588 | nome=Paulo | acao=escreveu o relatorio | valor=3280
linha=589 | nome=Eduarda | acao=executou o benchmark | valor=6157
linha=590 | nome=Bruno | acao=participou da aula | valor=8194
linha=591 | nome=Tiago | acao=analisou os resultados | valor=6238
linha=592 | nome=Igor | acao=estudou computacao | valor=1348
linha=593 | nome=Eduarda | acao=fez um experimento | valor=6089
linha=594 | nome=Igor | acao=executou o benchmark | valor=3104
linha=595 | nome=Paulo | acao=executou o benchmark | valor=4372
linha=596 | nome=Karen | acao=participou da aula | valor=6728
linha=597 | nome=Renata | acao=otimizou o algoritmo | valor=5735
linha=598 | nome=Felipe | acao=otimizou o algoritmo | valor=4727
linha=599 | nome=Eduarda | acao=otimizou o algoritmo | valor=8154
linha=600 | nome=Daniela | acao=otimizou o algoritmo | valor=3444
linha=601 | nome=Daniela | acao=executou o benchmark | valor=9069
linha=602 | nome=Ana | acao=otimizou o algoritmo | valor=5411
linha=603 | nome=Igor | acao=comparou as metricas | valor=3165
linha=604 | nome=Gabriela | acao=escreveu o relatorio | valor=3761
linha=605 | nome=Felipe | acao=participou da aula | valor=8585
linha=606 | nome=Daniela | acao=fez um experimento | valor=3454
linha=607 | nome=Ana | acao=analisou os resultados | valor=6994
linha=608 | nome=Natalia | acao=analisou os resultados | valor=1014
linha=609 | nome=Paulo | acao=comparou as metricas | valor=1735
linha=610 | nome=Tiago | acao=analisou os resultados | valor=9751
linha=611 | nome=Tiago | acao=fez um experimento | valor=5264
linha=612 | nome=Felipe | acao=fez um experimento | valor=1554
linha=613 | nome=Gabriela | acao=analisou os resultados | valor=1954
linha=614 | nome=Tiago | acao=escreveu o relatorio | valor=3613
linha=615 | nome=Igor | acao=escreveu o relatorio | valor=2170
linha=616 | nome=Otavio | acao=comparou as metricas | valor=7026
linha=617 | nome=Helena | acao=fez um experimento | valor=4045
linha=618 | nome=Gabriela | acao=comparou as metricas | valor=3906
linha=619 | nome=Joao | acao=otimizou o algoritmo | valor=1751
linha=620 | nome=Helena | acao=executou o benchmark | valor=2818
linha=621 | nome=Vitor | acao=analisou os resultados | valor=2236
linha=622 | nome=Otavio | acao=participou da aula | valor=6555
linha=623 | nome=Gabriela | acao=escreveu o relatorio | valor=8464
linha=624 | nome=Tiago | acao=estudou computacao | valor=4433
linha=625 | nome=Karen | acao=otimizou o algoritmo | valor=9643
linha=626 | nome=Daniela | acao=escreveu o relatorio | valor=5748
linha=627 | nome=Ana | acao=escreveu o relatorio | valor=7454
linha=628 | nome=Gabriela | acao=comparou as metricas | valor=8934
linha=629 | nome=Joao | acao=otimizou o algoritmo | valor=4843
linha=630 | nome=Bruno | acao=fez um experimento | valor=9329
linha=631 | nome=Gabriela | acao=executou o benchmark | valor=3853
linha=632 | nome=Carlos | acao=fez um experimento | valor=3120
linha=633 | nome=Otavio | acao=participou da aula | valor=7892
linha=634 | nome=Lucas | acao=executou o benchmark | valor=4607
linha=635 | nome=Paulo | acao=participou da aula | valor=1793
linha=636 | nome=Vitor | acao=fez um experimento | valor=8018
linha=637 | nome=Lucas | acao=estudou computacao | valor=6667
linha=638 | nome=Lucas | acao=escreveu o relatorio | valor=9163
linha=639 | nome=Gabriela | acao=comparou as metricas | valor=9443
linha=640 | nome=Helena | acao=participou da aula | valor=6788
linha=641 | nome=Helena | acao=otimizou o algoritmo | valor=2889
linha=642 | nome=Gabriela | acao=analisou os resultados | valor=9705
linha=643 | nome=Tiago | acao=comparou as metricas | valor=8007
linha=644 | nome=Igor | acao=estudou computacao | valor=7061
linha=645 | nome=Karen | acao=comparou as metricas | valor=1246
linha=646 | nome=Lucas | acao=otimizou o algoritmo | valor=6157
linha=647 | nome=Renata | acao=executou o benchmark | valor=2893
linha=648 | nome=Paulo | acao=comparou as metricas | valor=8941
linha=649 | nome=Daniela | acao=comparou as metricas | valor=6888
linha=650 | nome=Sofia | acao=otimizou o algoritmo | valor=6815
linha=651 | nome=Lucas | acao=participou da aula | valor=3873
linha=652 | nome=Otavio | acao=executou o benchmark | valor=3120
linha=653 | nome=Felipe | acao=comparou as metricas | valor=9939
linha=654 | nome=Igor | acao=analisou os resultados | valor=1008
linha=655 | nome=Lucas | acao=participou da aula | valor=8609
linha=656 | nome=Bruno | acao=estudou computacao | valor=4349
linha=657 | nome=Helena | acao=analisou os resultados | valor=3318
linha=658 | nome=Mariana | acao=escreveu o relatorio | valor=1841
linha=659 | nome=Mariana | acao=participou da aula | valor=1903
linha=660 | nome=Natalia | acao=fez um experimento | valor=1622
linha=661 | nome=Felipe | acao=participou da aula | valor=9737
linha=662 | nome=Ana | acao=executou o benchmark | valor=4261
linha=663 | nome=Mariana | acao=escreveu o relatorio | valor=9274
linha=664 | nome=Gabriela | acao=otimizou o algoritmo | valor=2015
linha=665 | nome=Igor | acao=estudou computacao | valor=9749
linha=666 | nome=Natalia | acao=otimizou o algoritmo | valor=6723
linha=667 | nome=Carlos | acao=escreveu o relatorio | valor=6192
linha=668 | nome=Vitor | acao=escreveu o relatorio | valor=6060
linha=669 | nome=Natalia | acao=comparou as metricas | valor=9826
linha=670 | nome=Vitor | acao=executou o benchmark | valor=8307
linha=671 | nome=Helena | acao=otimizou o algoritmo | valor=5646
linha=672 | nome=Joao | acao=estudou computacao | valor=6859
linha=673 | nome=Carlos | acao=comparou as metricas | valor=6708
linha=674 | nome=Ana | acao=fez um experimento | valor=2807
linha=675 | nome=Bruno | acao=comparou as metricas | valor=8920
linha=676 | nome=Carlos | acao=otimizou o algoritmo | valor=2817
linha=677 | nome=Sofia | acao=participou da aula | valor=6740
linha=678 | nome=Mariana | acao=analisou os resultados | valor=3369
linha=679 | nome=Otavio | acao=comparou as metricas | valor=6564
linha=680 | nome=Carlos | acao=escreveu o relatorio | valor=5081
linha=681 | nome=Tiago | acao=estudou computacao | valor=5675
linha=682 | nome=Joao | acao=otimizou o algoritmo | valor=2210
linha=683 | nome=Ana | acao=analisou os resultados | valor=7220
linha=684 | nome=Vitor | acao=escreveu o relatorio | valor=8250
linha=685 | nome=Mariana | acao=participou da aula | valor=5659
linha=686 | nome=Natalia | acao=comparou as metricas | valor=7263
linha=687 | nome=Renata | acao=escreveu o relatorio | valor=8309
linha=688 | nome=Sofia | acao=participou da aula | valor=1023
linha=689 | nome=Tiago | acao=comparou as metricas | valor=8116
linha=690 | nome=Renata | acao=comparou as metricas | valor=6608
linha=691 | nome=Otavio | acao=executou o benchmark | valor=1986
linha=692 | nome=Mariana | acao=estudou computacao | valor=5326
linha=693 | nome=Ana | acao=otimizou o algoritmo | valor=1475
linha=694 | nome=Helena | acao=fez um experimento | valor=9473
linha=695 | nome=Mariana | acao=comparou as metricas | valor=6265
linha=696 | nome=Igor | acao=estudou computacao | valor=7073
linha=697 | nome=Natalia | acao=otimizou o algoritmo | valor=4872
linha=698 | nome=Joao | acao=estudou computacao | valor=3150
linha=699 | nome=Daniela | acao=estudou computacao | valor=3515
linha=700 | nome=Karen | acao=participou da aula | valor=5227
linha=701 | nome=Natalia | acao=otimizou o algoritmo | valor=7303
linha=702 | nome=Ana | acao=otimizou o algoritmo | valor=6688
linha=703 | nome=Bruno | acao=executou o benchmark | valor=4893
linha=704 | nome=Helena | acao=comparou as metricas | valor=9410
