linha=1 | nome=Bruno | acao=comparou as metricas | valor=1604
linha=454 | nome=Mariana | acao=comparou as metricas | valor=4130
linha=455 | nome=Karen | acao=fez um experimento | valor=2966
linha=456 | nome=Helena | acao=comparou as metricas | valor=9916
linha=457 | nome=Tiago | acao=otimizou o algoritmo | valor=7331
linha=458 | nome=Paulo | acao=otimizou o algoritmo | valor=2581
linha=459 | nome=Lucas | acao=escreveu o relatorio | valor=1092
linha=460 | nome=Karen | acao=fez um experimento | valor=4765
linha=461 | nome=Gabriela | acao=otimizou o algoritmo | valor=6753
linha=462 | nome=Felipe | acao=estudou computacao | valor=1494
linha=463 | nome=Otavio | acao=fez um experimento | valor=2035
linha=464 | nome=Daniela | acao=executou o benchmark | valor=3841
linha=465 | nome=Vitor | acao=participou da aula | valor=1131
linha=466 | nome=Natalia | acao=escreveu o relatorio | valor=6961
linha=467 | nome=Karen | acao=executou o benchmark | valor=8104
linha=468 | nome=Joao | acao=analisou os resultados | valor=2141
linha=469 | nome=Karen | acao=escreveu o relatorio | valor=6579
linha=470 | nome=Felipe | acao=escreveu o relatorio | valor=5754
linha=471 | nome=Helena | acao=fez um experimento | valor=5362
linha=472 | nome=Paulo | acao=participou da aula | valor=3512
linha=473 | nome=Karen | acao=executou o benchmark | valor=2161
linha=474 | nome=Karen | acao=comparou as metricas | valor=7497
linha=475 | nome=Lucas | acao=participou da aula | valor=9137
linha=476 | nome=Vitor | acao=escreveu o relatorio | valor=9198
linha=477 | nome=Carlos | acao=fez um experimento | valor=1946
linha=478 | nome=Natalia | acao=fez um experimento | valor=1490
linha=479 | nome=Eduarda | acao=fez um experimento | valor=8088
linha=480 | nome=Bruno | acao=analisou os resultados | valor=3851
linha=481 | nome=Mariana | acao=comparou as metricas | valor=3281
linha=482 | nome=Eduarda | acao=comparou as metricas | valor=5427
linha=483 | nome=Renata | acao=participou da aula | valor=5197
linha=484 | nome=Paulo | acao=analisou os resultados | valor=2992
linha=485 | nome=Carlos | acao=escreveu o relatorio | valor=6088
linha=486 | nome=Helena | acao=otimizou o algoritmo | valor=2357
linha=487 | nome=Eduarda | acao=comparou as metricas | valor=2992
linha=488 | nome=Ana | acao=otimizou o algoritmo | valor=1162
linha=489 | nome=Tiago | acao=escreveu o relatorio | valor=8305
linha=490 | nome=Renata | acao=comparou as metricas | valor=4262
linha=491 | nome=Mariana | acao=executou o benchmark | valor=3680
linha=492 | nome=Karen | acao=executou o benchmark | valor=3584
linha=493 | nome=Gabriela | acao=otimizou o algoritmo | valor=1778
linha=494 | nome=Eduarda | acao=analisou os resultados | valor=1415
linha=495 | nome=Karen | acao=escreveu o relatorio | valor=4662
linha=496 | nome=Renata | acao=analisou os resultados | valor=2492
linha=497 | nome=Carlos | acao=fez um experimento | valor=2191
linha=498 | nome=Otavio | acao=analisou os resultados | valor=5217
linha=499 | nome=Karen | acao=comparou as metricas | valor=8777
linha=500 | nome=Karen | acao=otimizou o algoritmo | valor=6942
linha=501 | nome=Tiago | acao=executou o benchmark | valor=1041
linha=502 | nome=Igor | acao=analisou os resultados | valor=8044
linha=503 | nome=Daniela | acao=participou da aula | valor=5159
linha=504 | nome=Vitor | acao=fez um experimento | valor=5042
linha=505 | nome=Carlos | acao=participou da aula | valor=1804
linha=506 | nome=Carlos | acao=executou o benchmark | valor=6930
linha=507 | nome=Renata | acao=executou o benchmark | valor=8720
linha=508 | nome=Sofia | acao=executou o benchmark | valor=4611
linha=509 | nome=Felipe | acao=estudou computacao | valor=9812
linha=510 | nome=Sofia | acao=escreveu o relatorio | valor=2337
linha=511 | nome=Bruno | acao=comparou as metricas | valor=5304
linha=512 | nome=Eduarda | acao=fez um experimento | valor=1620
linha=513 | nome=Igor | acao=participou da aula | valor=5837
linha=514 | nome=Felipe | acao=fez um experimento | valor=3502
linha=515 | nome=Otavio | acao=executou o benchmark | valor=6807
linha=516 | nome=Helena | acao=fez um experimento | valor=2678
linha=517 | nome=Renata | acao=analisou os resultados | valor=8670
linha=518 | nome=Joao | acao=fez um experimento | valor=5245
linha=519 | nome=Mariana | acao=analisou os resultados | valor=2727
linha=520 | nome=Vitor | acao=fez um experimento | valor=5204
linha=521 | nome=Sofia | acao=escreveu o relatorio | valor=2105
linha=522 | nome=Mariana | acao=executou o benchmark | valor=8354
linha=523 | nome=Renata | acao=executou o benchmark | valor=4888
linha=524 | nome=Otavio | acao=participou da aula | valor=7245
linha=525 | nome=Ana | acao=comparou as metricas | valor=9062
linha=526 | nome=Gabriela | acao=otimizou o algoritmo | valor=7722
linha=527 | nome=Natalia | acao=estudou computacao | valor=3353
linha=528 | nome=Renata | acao=fez um experimento | valor=8268
linha=529 | nome=Bruno | acao=otimizou o algoritmo | valor=5042
linha=530 | nome=Daniela | acao=fez um experimento | valor=1533
linha=531 | nome=Carlos | acao=participou da aula | valor=2039
linha=532 | nome=Vitor | acao=otimizou o algoritmo | valor=3702
linha=533 | nome=Ana | acao=analisou os resultados | valor=7102
linha=534 | nome=Karen | acao=analisou os resultados | valor=3067
linha=535 | nome=Otavio | acao=escreveu o relatorio | valor=8154
linha=536 | nome=Otavio | acao=estudou computacao | valor=2134
linha=537 | nome=Natalia | acao=comparou as metricas | valor=5687
linha=538 | nome=Gabriela | acao=estudou computacao | valor=3221
linha=539 | nome=Felipe | acao=comparou as metricas | valor=3799
linha=540 | nome=Eduarda | acao=escreveu o relatorio | valor=9204
linha=541 | nome=Eduarda | acao=participou da aula | valor=3148
linha=542 | nome=Carlos | acao=executou o benchmark | valor=6953
linha=543 | nome=Sofia | acao=otimizou o algoritmo | valor=2706
linha=544 | nome=Lucas | acao=comparou as metricas | valor=2814
linha=545 | nome=Vitor | acao=estudou computacao | valor=5055
linha=546 | nome=Igor | acao=participou da aula | valor=5302
linha=547 | nome=Vitor | acao=analisou os resultados | valor=4436
linha=548 | nome=Tiago | acao=executou o benchmark | valor=3592
linha=549 | nome=Tiago | acao=participou da aula | valor=4030
linha=550 | nome=Renata | acao=comparou as metricas | valor=2624
linha=551 | nome=Karen | acao=escreveu o relatorio | valor=3556
linha=552 | nome=Bruno | acao=executou o benchmark | valor=5722
linha=553 | nome=Gabriela | acao=escreveu o relatorio | valor=3408
linha=554 | nome=Igor | acao=fez um experimento | valor=2689
linha=555 | nome=Bruno | acao=estudou computacao | valor=4354
linha=556 | nome=Bruno | acao=otimizou o algoritmo | valor=1902
linha=557 | nome=Igor | acao=otimizou o algoritmo | valor=4443
linha=558 | nome=Mariana | acao=participou da aula | valor=6644
linha=559 | nome=Joao | acao=executou o benchmark | valor=2023
linha=560 | nome=Igor | acao=fez um experimento | valor=5189
linha=561 | nome=Karen | acao=comparou as metricas | valor=1348
linha=562 | nome=Karen | acao=otimizou o algoritmo | valor=1335
linha=563 | nome=Tiago | acao=escreveu o relatorio | valor=8289
linha=564 | nome=Bruno | acao=fez um experimento | valor=5589
linha=565 | nome=Eduarda | acao=analisou os resultados | valor=6342
linha=566 | nome=Bruno | acao=comparou as metricas | valor=3899
linha=567 | nome=Igor | acao=escreveu o relatorio | valor=9331
linha=568 | nome=Carlos | acao=comparou as metricas | valor=2112
linha=569 | nome=Tiago | acao=analisou os resultados | valor=1036
linha=570 | nome=Daniela | acao=analisou os resultados | valor=9787
linha=571 | nome=Lucas | acao=estudou computacao | valor=2387
linha=572 | nome=Igor | acao=analisou os resultados | valor=1220
linha=573 | nome=Sofia | acao=estudou computacao | valor=2059
linha=574 | nome=Joao | acao=estudou computacao | valor=5839
linha=575 | nome=Igor | acao=escreveu o relatorio | valor=3955
linha=576 | nome=Bruno | acao=otimizou o algoritmo | valor=9642
linha=577 | nome=Joao | acao=estudou computacao | valor=6695
linha=578 | nome=Gabriela | acao=analisou os resultados | valor=3867
linha=579 | nome=Vitor | acao=fez um experimento | valor=3338
linha=580 | nome=Karen | acao=participou da aula | valor=4933
linha=581 | nome=Sofia | acao=escreveu o relatorio | valor=2007
linha=582 | nome=Igor | acao=participou da aula | valor=1657
linha=583 | nome=Joao | acao=escreveu o relatorio | valor=6395
linha=584 | nome=Carlos | acao=participou da aula | valor=9785
linha=585 | nome=Helena | acao=executou o benchmark | valor=9883
linha=586 | nome=Ana | acao=participou da aula | valor=2399
linha=587 | nome=Otavio | acao=participou da aula | valor=4051
linha=588 | nome=Paulo | acao=estudou computacao | valor=7357
linha=589 | nome=Gabriela | acao=analisou os resultados | valor=7954
linha=590 | nome=Bruno | acao=estudou computacao | valor=8102
linha=591 | nome=Renata | acao=comparou as metricas | valor=2314
linha=592 | nome=Mariana | acao=comparou as metricas | valor=5503
linha=593 | nome=Gabriela | acao=escreveu o relatorio | valor=8576
linha=594 | nome=Eduarda | acao=otimizou o algoritmo | valor=5560
linha=595 | nome=Lucas | acao=otimizou o algoritmo | valor=1903
linha=596 | nome=Ana | acao=executou o benchmark | valor=7554
linha=597 | nome=Igor | acao=comparou as metricas | valor=7165
linha=598 | nome=Lucas | acao=escreveu o relatorio | valor=4636
linha=599 | nome=Sofia | acao=escreveu o relatorio | valor=7231
linha=600 | nome=Otavio | acao=fez um experimento | valor=6110
linha=601 | nome=Mariana | acao=escreveu o relatorio | valor=6424
linha=602 | nome=Helena | acao=participou da aula | valor=4674
linha=603 | nome=Mariana | acao=executou o benchmark | valor=8190
linha=604 | nome=Tiago | acao=fez um experimento | valor=2682
linha=605 | nome=Joao | acao=escreveu o relatorio | valor=7134
linha=606 | nome=Felipe | acao=otimizou o algoritmo | valor=4720
linha=607 | nome=Bruno | acao=estudou computacao | valor=4999
linha=608 | nome=Paulo | acao=comparou as metricas | valor=8970
linha=609 | nome=Lucas | acao=fez um experimento | valor=3903
linha=610 | nome=Tiago | acao=participou da aula | valor=4646
linha=611 | nome=Otavio | acao=fez um experimento | valor=4666
linha=612 | nome=Gabriela | acao=comparou as metricas | valor=8392
linha=613 | nome=Bruno | acao=otimizou o algoritmo | valor=4605
linha=614 | nome=Felipe | acao=participou da aula | valor=7130
linha=615 | nome=Felipe | acao=analisou os resultados | valor=8861
linha=616 | nome=Otavio | acao=otimizou o algoritmo | valor=2365
linha=617 | nome=Otavio | acao=analisou os resultados | valor=8090
linha=618 | nome=Mariana | acao=estudou computacao | valor=1707
linha=619 | nome=Natalia | acao=escreveu o relatorio | valor=4234
linha=620 | nome=Vitor | acao=analisou os resultados | valor=4064
linha=621 | nome=Helena | acao=analisou os resultados | valor=6041
linha=622 | nome=Helena | acao=estudou computacao | valor=2657
linha=623 | nome=Tiago | acao=analisou os resultados | valor=7068
linha=624 | nome=Lucas | acao=comparou as metricas | valor=8072
linha=625 | nome=Igor | acao=estudou computacao | valor=8562
linha=626 | nome=Karen | acao=otimizou o algoritmo | valor=6902
linha=627 | nome=Vitor | acao=participou da aula | valor=2290
linha=628 | nome=Eduarda | acao=estudou computacao | valor=3462
linha=629 | nome=Ana | acao=escreveu o relatorio | valor=9497
linha=630 | nome=Joao | acao=comparou as metricas | valor=9326
linha=631 | nome=Sofia | acao=fez um experimento | valor=1299
linha=632 | nome=Igor | acao=analisou os resultados | valor=9623
linha=633 | nome=Otavio | acao=fez um experimento | valor=8924
linha=634 | nome=Ana | acao=escreveu o relatorio | valor=6689
linha=635 | nome=Felipe | acao=executou o benchmark | valor=5958
linha=636 | nome=Lucas | acao=executou o benchmark | valor=3816
linha=637 | nome=Carlos | acao=otimizou o algoritmo | valor=5574
linha=638 | nome=Tiago | acao=comparou as metricas | valor=8432
linha=639 | nome=Eduarda | acao=executou o benchmark | valor=5076
linha=640 | nome=Gabriela | acao=otimizou o algoritmo | valor=7506
linha=641 | nome=Natalia | acao=estudou computacao | valor=9996
linha=642 | nome=Vitor | acao=escreveu o relatorio | valor=7444
linha=643 | nome=Vitor | acao=participou da aula | valor=2876
linha=644 | nome=Bruno | acao=analisou os resultados | valor=1109
linha=645 | nome=Tiago | acao=fez um experimento | valor=6348
linha=646 | nome=Tiago | acao=executou o benchmark | valor=4538
linha=647 | nome=Tiago | acao=otimizou o algoritmo | valor=5338
linha=648 | nome=Vitor | acao=executou o benchmark | valor=3675
linha=649 | nome=Joao | acao=participou da aula | valor=8237
linha=650 | nome=Carlos | acao=estudou computacao | valor=1955
linha=651 | nome=Helena | acao=escreveu o relatorio | valor=8069
linha=652 | nome=Karen | acao=estudou computacao | valor=2138
linha=653 | nome=Tiago | acao=otimizou o algoritmo | valor=6510
linha=654 | nome=Natalia | acao=analisou os resultados | valor=6513
linha=655 | nome=Ana | acao=analisou os resultados | valor=4892
linha=656 | nome=Gabriela | acao=participou da aula | valor=2692
linha=657 | nome=Vitor | acao=comparou as metricas | valor=5806
linha=658 | nome=Vitor | acao=escreveu o relatorio | valor=4580
linha=659 | nome=Bruno | acao=estudou computacao | valor=4044
linha=660 | nome=Mariana | acao=estudou computacao | valor=9026
linha=661 | nome=Lucas | acao=fez um experimento | valor=8605
linha=662 | nome=Bruno | acao=analisou os resultados | valor=7140
linha=663 | nome=Natalia | acao=fez um experimento | valor=9008
linha=664 | nome=Lucas | acao=participou da aula | valor=1786
linha=665 | nome=Igor | acao=fez um experimento | valor=1653
linha=666 | nome=Felipe | acao=executou o benchmark | valor=8648
linha=667 | nome=Renata | acao=estudou computacao | valor=6661
linha=668 | nome=Gabriela | acao=escreveu o relatorio | valor=9826
linha=669 | nome=Renata | acao=otimizou o algoritmo | valor=1737
linha=670 | nome=Tiago | acao=analisou os resultados | valor=2899
linha=671 | nome=Vitor | acao=otimizou o algoritmo | valor=4928
linha=672 | nome=Tiago | acao=estudou computacao | valor=2934
linha=673 | nome=Daniela | acao=estudou computacao | valor=7376
linha=674 | nome=Felipe | acao=executou o benchmark | valor=9367
linha=675 | nome=Daniela | acao=comparou as metricas | valor=2630
linha=676 | nome=Daniela | acao=participou da aula | valor=1413
linha=677 | nome=Ana | acao=comparou as metricas | valor=4253
linha=678 | nome=Lucas | acao=executou o benchmark | valor=1226
linha=679 | nome=Vitor | acao=fez um experimento | valor=8688
linha=680 | nome=Tiago | acao=estudou computacao | valor=6705
linha=681 | nome=Carlos | acao=escreveu o relatorio | valor=9454
linha=682 | nome=Helena | acao=estudou computacao | valor=9574
linha=683 | nome=Felipe | acao=comparou as metricas | valor=6273
linha=684 | nome=Karen | acao=fez um experimento | valor=5355
linha=685 | nome=Helena | acao=otimizou o algoritmo | valor=5215
linha=686 | nome=Daniela | acao=analisou os resultados | valor=3789
linha=687 | nome=Mariana | acao=analisou os resultados | valor=7877
linha=688 | nome=Helena | acao=analisou os resultados | valor=3117
linha=689 | nome=Natalia | acao=executou o benchmark | valor=7467
linha=690 | nome=Mariana | acao=estudou computacao | valor=5990
linha=691 | nome=Tiago | acao=estudou computacao | valor=4996
linha=692 | nome=Carlos | acao=comparou as metricas | valor=9572
linha=693 | nome=Ana | acao=otimizou o algoritmo | valor=3584
linha=694 | nome=Carlos | acao=analisou os resultados | valor=8643
linha=695 | nome=Mariana | acao=analisou os resultados | valor=5210
linha=696 | nome=Vitor | acao=estudou computacao | valor=5186
linha=697 | nome=Igor | acao=participou da aula | valor=7004
linha=698 | nome=Tiago | acao=executou o benchmark | valor=4343
linha=699 | nome=Lucas | acao=executou o benchmark | valor=5692
linha=700 | nome=Tiago | acao=executou o benchmark | valor=9336
linha=701 | nome=Eduarda | acao=comparou as metricas | valor=2617
linha=702 | nome=Renata | acao=executou o benchmark | valor=7167
linha=703 | nome=Mariana | acao=participou da aula | valor=5856
linha=704 | nome=Renata | acao=executou o benchmark | valor=9162
linha=705 | nome=Karen | acao=comparou as metricas | valor=7733
