linha=1 | nome=Eduarda | acao=fez um experimento | valor=8369
linha=452 | nome=Paulo | acao=escreveu o relatorio | valor=5492
linha=453 | nome=Ana | acao=participou da aula | valor=4464
linha=454 | nome=Ana | acao=analisou os resultados | valor=6925
linha=455 | nome=Natalia | acao=participou da aula | valor=5686
linha=456 | nome=Lucas | acao=otimizou o algoritmo | valor=1147
linha=457 | nome=Igor | acao=analisou os resultados | valor=4516
linha=458 | nome=Joao | acao=otimizou o algoritmo | valor=7912
linha=459 | nome=Karen | acao=otimizou o algoritmo | valor=4517
linha=460 | nome=Sofia | acao=estudou computacao | valor=3555
linha=461 | nome=Bruno | acao=escreveu o relatorio | valor=8798
linha=462 | nome=Vitor | acao=otimizou o algoritmo | valor=8888
linha=463 | nome=Karen | acao=analisou os resultados | valor=3081
linha=464 | nome=Ana | acao=estudou computacao | valor=6187
linha=465 | nome=Gabriela | acao=estudou computacao | valor=3878
linha=466 | nome=Joao | acao=comparou as metricas | valor=1484
linha=467 | nome=Joao | acao=escreveu o relatorio | valor=4586
linha=468 | nome=Igor | acao=estudou computacao | valor=8923
linha=469 | nome=Igor | acao=escreveu o relatorio | valor=3325
linha=470 | nome=Daniela | acao=executou o benchmark | valor=6346
linha=471 | nome=Joao | acao=executou o benchmark | valor=1073
linha=472 | nome=Carlos | acao=executou o benchmark | valor=1024
linha=473 | nome=Carlos | acao=fez um experimento | valor=4781
linha=474 | nome=Paulo | acao=otimizou o algoritmo | valor=7337
linha=475 | nome=Sofia | acao=escreveu o relatorio | valor=1143
linha=476 | nome=Vitor | acao=estudou computacao | valor=6995
linha=477 | nome=Sofia | acao=fez um experimento | valor=8860
linha=478 | nome=Natalia | acao=fez um experimento | valor=4515
linha=479 | nome=Karen | acao=comparou as metricas | valor=6274
linha=480 | nome=Paulo | acao=comparou as metricas | valor=9822
linha=481 | nome=Otavio | acao=executou o benchmark | valor=8898
linha=482 | nome=Natalia | acao=estudou computacao | valor=9260
linha=483 | nome=Bruno | acao=estudou computacao | valor=5448
linha=484 | nome=Tiago | acao=participou da aula | valor=3068
linha=485 | nome=Helena | acao=escreveu o relatorio | valor=9339
linha=486 | nome=Eduarda | acao=comparou as metricas | valor=2979
linha=487 | nome=Ana | acao=estudou computacao | valor=6309
linha=488 | nome=Paulo | acao=estudou computacao | valor=2189
linha=489 | nome=Felipe | acao=escreveu o relatorio | valor=5672
linha=490 | nome=Lucas | acao=otimizou o algoritmo | valor=1116
linha=491 | nome=Lucas | acao=escreveu o relatorio | valor=7791
linha=492 | nome=Natalia | acao=fez um experimento | valor=9506
linha=493 | nome=Bruno | acao=otimizou o algoritmo | valor=6102
linha=494 | nome=Sofia | acao=analisou os resultados | valor=1903
linha=495 | nome=Mariana | acao=participou da aula | valor=8954
linha=496 | nome=Lucas | acao=comparou as metricas | valor=9922
linha=497 | nome=Gabriela | acao=participou da aula | valor=5192
linha=498 | nome=Igor | acao=escreveu o relatorio | valor=1273
linha=499 | nome=Natalia | acao=fez um experimento | valor=9119
linha=500 | nome=Karen | acao=comparou as metricas | valor=3825
linha=501 | nome=Karen | acao=analisou os resultados | valor=8777
linha=502 | nome=Mariana | acao=analisou os resultados | valor=6661
linha=503 | nome=Felipe | acao=fez um experimento | valor=8573
linha=504 | nome=Carlos | acao=fez um experimento | valor=1210
linha=505 | nome=Felipe | acao=executou o benchmark | valor=4827
linha=506 | nome=Eduarda | acao=executou o benchmark | valor=2606
linha=507 | nome=Sofia | acao=executou o benchmark | valor=1842
linha=508 | nome=Carlos | acao=fez um experimento | valor=1801
linha=509 | nome=Gabriela | acao=participou da aula | valor=5579
linha=510 | nome=Felipe | acao=estudou computacao | valor=1955
linha=511 | nome=Ana | acao=escreveu o relatorio | valor=2988
linha=512 | nome=Gabriela | acao=executou o benchmark | valor=1711
linha=513 | nome=Karen | acao=escreveu o relatorio | valor=5846
linha=514 | nome=Eduarda | acao=comparou as metricas | valor=3183
linha=515 | nome=Karen | acao=executou o benchmark | valor=2224
linha=516 | nome=Natalia | acao=fez um experimento | valor=9386
linha=517 | nome=Ana | acao=otimizou o algoritmo | valor=6510
linha=518 | nome=Lucas | acao=analisou os resultados | valor=5140
linha=519 | nome=Renata | acao=executou o benchmark | valor=6988
linha=520 | nome=Vitor | acao=otimizou o algoritmo | valor=2416
linha=521 | nome=Helena | acao=comparou as metricas | valor=2557
linha=522 | nome=Bruno | acao=escreveu o relatorio | valor=5699
linha=523 | nome=Renata | acao=executou o benchmark | valor=6281
linha=524 | nome=Joao | acao=participou da aula | valor=5000
linha=525 | nome=Eduarda | acao=fez um experimento | valor=7690
linha=526 | nome=Renata | acao=escreveu o relatorio | valor=5315
linha=527 | nome=Mariana | acao=participou da aula | valor=2905
linha=528 | nome=Paulo | acao=participou da aula | valor=4109
linha=529 | nome=Mariana | acao=analisou os resultados | valor=6978
linha=530 | nome=Karen | acao=fez um experimento | valor=1566
linha=531 | nome=Mariana | acao=analisou os resultados | valor=8872
linha=532 | nome=Ana | acao=participou da aula | valor=1434
linha=533 | nome=Mariana | acao=escreveu o relatorio | valor=2463
linha=534 | nome=Lucas | acao=fez um experimento | valor=6034
linha=535 | nome=Natalia | acao=analisou os resultados | valor=1028
linha=536 | nome=Renata | acao=otimizou o algoritmo | valor=6049
linha=537 | nome=Felipe | acao=otimizou o algoritmo | valor=1694
linha=538 | nome=Igor | acao=comparou as metricas | valor=4480
linha=539 | nome=Felipe | acao=participou da aula | valor=2122
linha=540 | nome=Gabriela | acao=executou o benchmark | valor=2712
linha=541 | nome=Felipe | acao=comparou as metricas | valor=7462
linha=542 | nome=Tiago | acao=participou da aula | valor=8662
linha=543 | nome=Lucas | acao=participou da aula | valor=4271
linha=544 | nome=Ana | acao=participou da aula | valor=6946
linha=545 | nome=Karen | acao=estudou computacao | valor=4517
linha=546 | nome=Vitor | acao=escreveu o relatorio | valor=4671
linha=547 | nome=Felipe | acao=otimizou o algoritmo | valor=2262
linha=548 | nome=Felipe | acao=executou o benchmark | valor=4258
linha=549 | nome=Lucas | acao=participou da aula | valor=3532
linha=550 | nome=Eduarda | acao=analisou os resultados | valor=9727
linha=551 | nome=Joao | acao=escreveu o relatorio | valor=3220
linha=552 | nome=Paulo | acao=fez um experimento | valor=6202
linha=553 | nome=Daniela | acao=estudou computacao | valor=3193
linha=554 | nome=Ana | acao=escreveu o relatorio | valor=5826
linha=555 | nome=Helena | acao=estudou computacao | valor=1407
linha=556 | nome=Renata | acao=comparou as metricas | valor=5250
linha=557 | nome=Tiago | acao=executou o benchmark | valor=4293
linha=558 | nome=Eduarda | acao=fez um experimento | valor=1619
linha=559 | nome=Daniela | acao=analisou os resultados | valor=5192
linha=560 | nome=Mariana | acao=fez um experimento | valor=2866
linha=561 | nome=Mariana | acao=escreveu o relatorio | valor=8310
linha=562 | nome=Vitor | acao=participou da aula | valor=3321
linha=563 | nome=Tiago | acao=comparou as metricas | valor=1919
linha=564 | nome=Natalia | acao=participou da aula | valor=9833
linha=565 | nome=Lucas | acao=estudou computacao | valor=3395
linha=566 | nome=Carlos | acao=otimizou o algoritmo | valor=6085
linha=567 | nome=Paulo | acao=participou da aula | valor=8132
linha=568 | nome=Ana | acao=executou o benchmark | valor=4863
linha=569 | nome=Mariana | acao=otimizou o algoritmo | valor=8159
linha=570 | nome=Tiago | acao=comparou as metricas | valor=7343
linha=571 | nome=Tiago | acao=fez um experimento | valor=3309
linha=572 | nome=Gabriela | acao=fez um experimento | valor=1118
linha=573 | nome=Natalia | acao=otimizou o algoritmo | valor=9108
linha=574 | nome=Vitor | acao=fez um experimento | valor=8376
linha=575 | nome=Mariana | acao=executou o benchmark | valor=6945
linha=576 | nome=Lucas | acao=participou da aula | valor=6598
linha=577 | nome=Gabriela | acao=estudou computacao | valor=6581
linha=578 | nome=Joao | acao=fez um experimento | valor=3800
linha=579 | nome=Karen | acao=estudou computacao | valor=7632
linha=580 | nome=Daniela | acao=participou da aula | valor=3430
linha=581 | nome=Bruno | acao=fez um experimento | valor=1695
linha=582 | nome=Sofia | acao=executou o benchmark | valor=4216
linha=583 | nome=Joao | acao=fez um experimento | valor=9852
linha=584 | nome=Tiago | acao=escreveu o relatorio | valor=7767
linha=585 | nome=Ana | acao=participou da aula | valor=7085
linha=586 | nome=Natalia | acao=escreveu o relatorio | valor=3563
linha=587 | nome=Gabriela | acao=escreveu o relatorio | valor=3775
linha=588 | nome=Mariana | acao=analisou os resultados | valor=5177
linha=589 | nome=Helena | acao=executou o benchmark | valor=9983
linha=590 | nome=Tiago | acao=otimizou o algoritmo | valor=4842
linha=591 | nome=Renata | acao=otimizou o algoritmo | valor=7400
linha=592 | nome=Igor | acao=participou da aula | valor=6018
linha=593 | nome=Helena | acao=otimizou o algoritmo | valor=2297
linha=594 | nome=Joao | acao=analisou os resultados | valor=7520
linha=595 | nome=Carlos | acao=analisou os resultados | valor=6596
linha=596 | nome=Felipe | acao=estudou computacao | valor=9760
linha=597 | nome=Ana | acao=participou da aula | valor=8219
linha=598 | nome=Felipe | acao=escreveu o relatorio | valor=7541
linha=599 | nome=Carlos | acao=otimizou o algoritmo | valor=4563
linha=600 | nome=Daniela | acao=otimizou o algoritmo | valor=3732
linha=601 | nome=Joao | acao=executou o benchmark | valor=4897
linha=602 | nome=Joao | acao=fez um experimento | valor=5250
linha=603 | nome=Renata | acao=otimizou o algoritmo | valor=6501
linha=604 | nome=Gabriela | acao=analisou os resultados | valor=2257
linha=605 | nome=Helena | acao=comparou as metricas | valor=8264
linha=606 | nome=Vitor | acao=otimizou o algoritmo | valor=2004
linha=607 | nome=Karen | acao=executou o benchmark | valor=5177
linha=608 | nome=Renata | acao=participou da aula | valor=9228
linha=609 | nome=Lucas | acao=otimizou o algoritmo | valor=9430
linha=610 | nome=Bruno | acao=executou o benchmark | valor=9422
linha=611 | nome=Natalia | acao=otimizou o algoritmo | valor=8357
linha=612 | nome=Bruno | acao=escreveu o relatorio | valor=9573
linha=613 | nome=Igor | acao=executou o benchmark | valor=4033
linha=614 | nome=Lucas | acao=executou o benchmark | valor=8125
linha=615 | nome=Karen | acao=comparou as metricas | valor=6627
linha=616 | nome=Lucas | acao=escreveu o relatorio | valor=2848
linha=617 | nome=Carlos | acao=otimizou o algoritmo | valor=8500
linha=618 | nome=Joao | acao=estudou computacao | valor=6401
linha=619 | nome=Paulo | acao=analisou os resultados | valor=9231
linha=620 | nome=Vitor | acao=participou da aula | valor=8284
linha=621 | nome=Bruno | acao=otimizou o algoritmo | valor=4763
linha=622 | nome=Lucas | acao=estudou computacao | valor=3870
linha=623 | nome=Tiago | acao=participou da aula | valor=4765
linha=624 | nome=Vitor | acao=otimizou o algoritmo | valor=7183
linha=625 | nome=Mariana | acao=analisou os resultados | valor=2193
linha=626 | nome=Carlos | acao=analisou os resultados | valor=1260
linha=627 | nome=Daniela | acao=participou da aula | valor=5304
linha=628 | nome=Ana | acao=analisou os resultados | valor=3348
linha=629 | nome=Eduarda | acao=estudou computacao | valor=9336
linha=630 | nome=Karen | acao=comparou as metricas | valor=5633
linha=631 | nome=Karen | acao=estudou computacao | valor=8375
linha=632 | nome=Igor | acao=participou da aula | valor=9675
linha=633 | nome=Eduarda | acao=escreveu o relatorio | valor=7086
linha=634 | nome=Daniela | acao=estudou computacao | valor=4816
linha=635 | nome=Igor | acao=participou da aula | valor=8321
linha=636 | nome=Sofia | acao=executou o benchmark | valor=4067
linha=637 | nome=Renata | acao=executou o benchmark | valor=7744
linha=638 | nome=Renata | acao=comparou as metricas | valor=3997
linha=639 | nome=Ana | acao=escreveu o relatorio | valor=1312
linha=640 | nome=Bruno | acao=analisou os resultados | valor=9517
linha=641 | nome=Karen | acao=estudou computacao | valor=8415
linha=642 | nome=Sofia | acao=executou o benchmark | valor=6105
linha=643 | nome=Lucas | acao=fez um experimento | valor=5954
linha=644 | nome=Mariana | acao=analisou os resultados | valor=9139
linha=645 | nome=Daniela | acao=comparou as metricas | valor=1409
linha=646 | nome=Sofia | acao=otimizou o algoritmo | valor=3091
linha=647 | nome=Natalia | acao=analisou os resultados | valor=9331
linha=648 | nome=Renata | acao=fez um experimento | valor=4127
linha=649 | nome=Natalia | acao=executou o benchmark | valor=9786
linha=650 | nome=Mariana | acao=analisou os resultados | valor=8598
linha=651 | nome=Mariana | acao=participou da aula | valor=2985
linha=652 | nome=Eduarda | acao=otimizou o algoritmo | valor=2004
linha=653 | nome=Ana | acao=comparou as metricas | valor=6258
linha=654 | nome=Joao | acao=participou da aula | valor=5346
linha=655 | nome=Natalia | acao=otimizou o algoritmo | valor=1773
linha=656 | nome=Vitor | acao=analisou os resultados | valor=1378
linha=657 | nome=Natalia | acao=otimizou o algoritmo | valor=4526
linha=658 | nome=Helena | acao=participou da aula | valor=3904
linha=659 | nome=Mariana | acao=executou o benchmark | valor=7365
linha=660 | nome=Felipe | acao=participou da aula | valor=4710
linha=661 | nome=Otavio | acao=executou o benchmark | valor=8117
linha=662 | nome=Daniela | acao=participou da aula | valor=8542
linha=663 | nome=Igor | acao=escreveu o relatorio | valor=4653
linha=664 | nome=Eduarda | acao=comparou as metricas | valor=3744
linha=665 | nome=Mariana | acao=fez um experimento | valor=2906
linha=666 | nome=Lucas | acao=escreveu o relatorio | valor=4747
linha=667 | nome=Paulo | acao=escreveu o relatorio | valor=9624
linha=668 | nome=Otavio | acao=escreveu o relatorio | valor=2887
linha=669 | nome=Vitor | acao=analisou os resultados | valor=9026
linha=670 | nome=Carlos | acao=executou o benchmark | valor=9924
linha=671 | nome=Paulo | acao=comparou as metricas | valor=8272
linha=672 | nome=Daniela | acao=comparou as metricas | valor=8984
linha=673 | nome=Paulo | acao=participou da aula | valor=7008
linha=674 | nome=Lucas | acao=escreveu o relatorio | valor=6001
linha=675 | nome=Mariana | acao=comparou as metricas | valor=4927
linha=676 | nome=Eduarda | acao=fez um experimento | valor=9853
linha=677 | nome=Felipe | acao=estudou computacao | valor=6738
linha=678 | nome=Karen | acao=participou da aula | valor=8863
linha=679 | nome=Eduarda | acao=analisou os resultados | valor=4505
linha=680 | nome=Gabriela | acao=executou o benchmark | valor=9281
linha=681 | nome=Lucas | acao=otimizou o algoritmo | valor=3463
linha=682 | nome=Gabriela | acao=participou da aula | valor=4193
linha=683 | nome=Renata | acao=participou da aula | valor=3200
linha=684 | nome=Helena | acao=participou da aula | valor=3920
linha=685 | nome=Felipe | acao=fez um experimento | valor=8376
linha=686 | nome=Sofia | acao=analisou os resultados | valor=8465
linha=687 | nome=Felipe | acao=comparou as metricas | valor=2171
linha=688 | nome=Paulo | acao=comparou as metricas | valor=6404
linha=689 | nome=Mariana | acao=fez um experimento | valor=4528
linha=690 | nome=Joao | acao=executou o benchmark | valor=7873
linha=691 | nome=Paulo | acao=comparou as metricas | valor=7323
linha=692 | nome=Bruno | acao=estudou computacao | valor=5171
linha=693 | nome=Igor | acao=participou da aula | valor=5953
linha=694 | nome=Paulo | acao=participou da aula | valor=9711
linha=695 | nome=Ana | acao=executou o benchmark | valor=8764
linha=696 | nome=Mariana | acao=escreveu o relatorio | valor=6788
linha=697 | nome=Gabriela | acao=estudou computacao | valor=9724
linha=698 | nome=Daniela | acao=comparou as metricas | valor=7869
linha=699 | nome=Carlos | acao=participou da aula | valor=9156
linha=700 | nome=Sofia | acao=analisou os resultados | valor=6009
linha=701 | nome=Igor | acao=comparou as metricas | valor=6267
linha=702 | nome=Daniela | acao=executou o benchmark | valor=9807
linha=703 | nome=Eduarda | acao=escreveu o relatorio | valor=1003
linha=704 | nome=Tiago | acao=comparou as metricas | valor=3438
