linha=1 | nome=Tiago | acao=executou o benchmark | valor=4960
linha=451 | nome=Helena | acao=participou da aula | valor=8144
linha=452 | nome=Sofia | acao=participou da aula | valor=2569
linha=453 | nome=Natalia | acao=analisou os resultados | valor=5549
linha=454 | nome=Lucas | acao=estudou computacao | valor=1678
linha=455 | nome=Igor | acao=executou o benchmark | valor=4784
linha=456 | nome=Vitor | acao=otimizou o algoritmo | valor=1198
linha=457 | nome=Ana | acao=otimizou o algoritmo | valor=7282
linha=458 | nome=Mariana | acao=participou da aula | valor=7986
linha=459 | nome=Carlos | acao=estudou computacao | valor=2837
linha=460 | nome=Mariana | acao=estudou computacao | valor=5148
linha=461 | nome=Igor | acao=analisou os resultados | valor=8272
linha=462 | nome=Vitor | acao=otimizou o algoritmo | valor=6816
linha=463 | nome=Ana | acao=fez um experimento | valor=7317
linha=464 | nome=Carlos | acao=estudou computacao | valor=9462
linha=465 | nome=Daniela | acao=fez um experimento | valor=3081
linha=466 | nome=Joao | acao=estudou computacao | valor=9973
linha=467 | nome=Felipe | acao=participou da aula | valor=8711
linha=468 | nome=Ana | acao=analisou os resultados | valor=4206
linha=469 | nome=Mariana | acao=executou o benchmark | valor=1495
linha=470 | nome=Otavio | acao=escreveu o relatorio | valor=2384
linha=471 | nome=Paulo | acao=otimizou o algoritmo | valor=3382
linha=472 | nome=Paulo | acao=comparou as metricas | valor=4829
linha=473 | nome=Karen | acao=participou da aula | valor=8913
linha=474 | nome=Helena | acao=estudou computacao | valor=4161
linha=475 | nome=Paulo | acao=otimizou o algoritmo | valor=2912
linha=476 | nome=Eduarda | acao=estudou computacao | valor=3796
linha=477 | nome=Daniela | acao=estudou computacao | valor=7613
linha=478 | nome=Igor | acao=fez um experimento | valor=7235
linha=479 | nome=Felipe | acao=otimizou o algoritmo | valor=2975
linha=480 | nome=Vitor | acao=comparou as metricas | valor=8609
linha=481 | nome=Paulo | acao=analisou os resultados | valor=1383
linha=482 | nome=Paulo | acao=estudou computacao | valor=3536
linha=483 | nome=Sofia | acao=executou o benchmark | valor=2994
linha=484 | nome=Sofia | acao=fez um experimento | valor=1743
linha=485 | nome=Otavio | acao=otimizou o algoritmo | valor=3076
linha=486 | nome=Renata | acao=analisou os resultados | valor=7740
linha=487 | nome=Felipe | acao=fez um experimento | valor=9220
linha=488 | nome=Karen | acao=comparou as metricas | valor=1831
linha=489 | nome=Sofia | acao=fez um experimento | valor=7465
linha=490 | nome=Sofia | acao=otimizou o algoritmo | valor=1969
linha=491 | nome=Eduarda | acao=escreveu o relatorio | valor=3216
linha=492 | nome=Felipe | acao=participou da aula | valor=1865
linha=493 | nome=Mariana | acao=analisou os resultados | valor=8418
linha=494 | nome=Mariana | acao=comparou as metricas | valor=3643
linha=495 | nome=Gabriela | acao=executou o benchmark | valor=8491
linha=496 | nome=Otavio | acao=estudou computacao | valor=3139
linha=497 | nome=Renata | acao=fez um experimento | valor=7566
linha=498 | nome=Lucas | acao=executou o benchmark | valor=8350
linha=499 | nome=Felipe | acao=executou o benchmark | valor=8418
linha=500 | nome=Joao | acao=otimizou o algoritmo | valor=9479
linha=501 | nome=Natalia | acao=otimizou o algoritmo | valor=3918
linha=502 | nome=Carlos | acao=estudou computacao | valor=6165
linha=503 | nome=Ana | acao=analisou os resultados | valor=4831
linha=504 | nome=Ana | acao=participou da aula | valor=9913
linha=505 | nome=Mariana | acao=otimizou o algoritmo | valor=1032
linha=506 | nome=Lucas | acao=escreveu o relatorio | valor=6230
linha=507 | nome=Natalia | acao=executou o benchmark | valor=5667
linha=508 | nome=Igor | acao=otimizou o algoritmo | valor=2250
linha=509 | nome=Mariana | acao=estudou computacao | valor=8656
linha=510 | nome=Bruno | acao=fez um experimento | valor=6972
linha=511 | nome=Paulo | acao=otimizou o algoritmo | valor=7395
linha=512 | nome=Natalia | acao=executou o benchmark | valor=6669
linha=513 | nome=Karen | acao=comparou as metricas | valor=1318
linha=514 | nome=Ana | acao=fez um experimento | valor=4565
linha=515 | nome=Mariana | acao=estudou computacao | valor=8203
linha=516 | nome=Ana | acao=participou da aula | valor=1491
linha=517 | nome=Mariana | acao=executou o benchmark | valor=8156
linha=518 | nome=Ana | acao=estudou computacao | valor=6661
linha=519 | nome=Ana | acao=otimizou o algoritmo | valor=1074
linha=520 | nome=Tiago | acao=estudou computacao | valor=6312
linha=521 | nome=Eduarda | acao=fez um experimento | valor=5462
linha=522 | nome=Carlos | acao=comparou as metricas | valor=7783
linha=523 | nome=Eduarda | acao=comparou as metricas | valor=2297
linha=524 | nome=Otavio | acao=fez um experimento | valor=5213
linha=525 | nome=Igor | acao=participou da aula | valor=6531
linha=526 | nome=Otavio | acao=executou o benchmark | valor=5987
linha=527 | nome=Daniela | acao=comparou as metricas | valor=8597
linha=528 | nome=Ana | acao=participou da aula | valor=7928
linha=529 | nome=Ana | acao=participou da aula | valor=4964
linha=530 | nome=Vitor | acao=escreveu o relatorio | valor=2488
linha=531 | nome=Helena | acao=otimizou o algoritmo | valor=4421
linha=532 | nome=Otavio | acao=fez um experimento | valor=6384
linha=533 | nome=Igor | acao=otimizou o algoritmo | valor=1360
linha=534 | nome=Ana | acao=comparou as metricas | valor=6193
linha=535 | nome=Karen | acao=participou da aula | valor=5935
linha=536 | nome=Gabriela | acao=participou da aula | valor=6596
linha=537 | nome=Lucas | acao=participou da aula | valor=1977
linha=538 | nome=Helena | acao=executou o benchmark | valor=9635
linha=539 | nome=Eduarda | acao=analisou os resultados | valor=5570
linha=540 | nome=Felipe | acao=participou da aula | valor=4786
linha=541 | nome=Otavio | acao=executou o benchmark | valor=2937
linha=542 | nome=Helena | acao=analisou os resultados | valor=8306
linha=543 | nome=Otavio | acao=otimizou o algoritmo | valor=9725
linha=544 | nome=Igor | acao=executou o benchmark | valor=2347
linha=545 | nome=Ana | acao=fez um experimento | valor=1150
linha=546 | nome=Karen | acao=escreveu o relatorio | valor=8301
linha=547 | nome=Lucas | acao=participou da aula | valor=6628
linha=548 | nome=Mariana | acao=otimizou o algoritmo | valor=4454
linha=549 | nome=Bruno | acao=escreveu o relatorio | valor=9375
linha=550 | nome=Lucas | acao=participou da aula | valor=1014
linha=551 | nome=Natalia | acao=executou o benchmark | valor=9289
linha=552 | nome=Karen | acao=analisou os resultados | valor=8831
linha=553 | nome=Helena | acao=estudou computacao | valor=8758
linha=554 | nome=Karen | acao=participou da aula | valor=1818
linha=555 | nome=Mariana | acao=executou o benchmark | valor=6496
linha=556 | nome=Otavio | acao=participou da aula | valor=6515
linha=557 | nome=Sofia | acao=participou da aula | valor=9749
linha=558 | nome=Sofia | acao=escreveu o relatorio | valor=3994
linha=559 | nome=Mariana | acao=otimizou o algoritmo | valor=4372
linha=560 | nome=Mariana | acao=executou o benchmark | valor=5090
linha=561 | nome=Otavio | acao=executou o benchmark | valor=3241
linha=562 | nome=Joao | acao=comparou as metricas | valor=8566
linha=563 | nome=Daniela | acao=escreveu o relatorio | valor=2964
linha=564 | nome=Lucas | acao=otimizou o algoritmo | valor=2322
linha=565 | nome=Sofia | acao=participou da aula | valor=4728
linha=566 | nome=Joao | acao=estudou computacao | valor=6608
linha=567 | nome=Tiago | acao=participou da aula | valor=4741
linha=568 | nome=Ana | acao=participou da aula | valor=4778
linha=569 | nome=Renata | acao=estudou computacao | valor=7951
linha=570 | nome=Eduarda | acao=analisou os resultados | valor=9753
linha=571 | nome=Daniela | acao=otimizou o algoritmo | valor=7007
linha=572 | nome=Helena | acao=estudou computacao | valor=5565
linha=573 | nome=Helena | acao=analisou os resultados | valor=8905
linha=574 | nome=Paulo | acao=fez um experimento | valor=9042
linha=575 | nome=Carlos | acao=executou o benchmark | valor=2252
linha=576 | nome=Joao | acao=escreveu o relatorio | valor=7660
linha=577 | nome=Daniela | acao=executou o benchmark | valor=9174
linha=578 | nome=Paulo | acao=participou da aula | valor=8475
linha=579 | nome=Natalia | acao=estudou computacao | valor=6003
linha=580 | nome=Bruno | acao=escreveu o relatorio | valor=3696
linha=581 | nome=Helena | acao=executou o benchmark | valor=3449
linha=582 | nome=Carlos | acao=escreveu o relatorio | valor=3032
linha=583 | nome=Lucas | acao=comparou as metricas | valor=4929
linha=584 | nome=Otavio | acao=analisou os resultados | valor=6370
linha=585 | nome=Mariana | acao=fez um experimento | valor=2238
linha=586 | nome=Karen | acao=otimizou o algoritmo | valor=3909
linha=587 | nome=Bruno | acao=estudou computacao | valor=8423
linha=588 | nome=Mariana | acao=analisou os resultados | valor=2238
linha=589 | nome=Vitor | acao=otimizou o algoritmo | valor=4846
linha=590 | nome=Igor | acao=analisou os resultados | valor=2749
linha=591 | nome=Karen | acao=participou da aula | valor=8260
linha=592 | nome=Joao | acao=comparou as metricas | valor=7443
linha=593 | nome=Igor | acao=executou o benchmark | valor=6380
linha=594 | nome=Renata | acao=participou da aula | valor=9630
linha=595 | nome=Paulo | acao=estudou computacao | valor=4834
linha=596 | nome=Helena | acao=escreveu o relatorio | valor=5340
linha=597 | nome=Karen | acao=estudou computacao | valor=8804
linha=598 | nome=Vitor | acao=fez um experimento | valor=2151
linha=599 | nome=Natalia | acao=analisou os resultados | valor=7487
linha=600 | nome=Paulo | acao=participou da aula | valor=4590
linha=601 | nome=Lucas | acao=executou o benchmark | valor=9615
linha=602 | nome=Eduarda | acao=estudou computacao | valor=8734
linha=603 | nome=Helena | acao=escreveu o relatorio | valor=3125
linha=604 | nome=Lucas | acao=escreveu o relatorio | valor=4131
linha=605 | nome=Felipe | acao=fez um experimento | valor=3930
linha=606 | nome=Tiago | acao=participou da aula | valor=1758
linha=607 | nome=Helena | acao=estudou computacao | valor=2805
linha=608 | nome=Vitor | acao=otimizou o algoritmo | valor=8070
linha=609 | nome=Mariana | acao=participou da aula | valor=4427
linha=610 | nome=Paulo | acao=otimizou o algoritmo | valor=9245
linha=611 | nome=Daniela | acao=executou o benchmark | valor=7739
linha=612 | nome=Tiago | acao=comparou as metricas | valor=1422
linha=613 | nome=Lucas | acao=participou da aula | valor=6624
linha=614 | nome=Mariana | acao=escreveu o relatorio | valor=4636
linha=615 | nome=Otavio | acao=comparou as metricas | valor=1784
linha=616 | nome=Otavio | acao=participou da aula | valor=9804
linha=617 | nome=Renata | acao=executou o benchmark | valor=5866
linha=618 | nome=Gabriela | acao=participou da aula | valor=7933
linha=619 | nome=Joao | acao=executou o benchmark | valor=5493
linha=620 | nome=Mariana | acao=fez um experimento | valor=2095
linha=621 | nome=Paulo | acao=participou da aula | valor=6667
linha=622 | nome=Karen | acao=executou o benchmark | valor=7236
linha=623 | nome=Joao | acao=comparou as metricas | valor=9084
linha=624 | nome=Paulo | acao=estudou computacao | valor=9471
linha=625 | nome=Gabriela | acao=estudou computacao | valor=6708
linha=626 | nome=Carlos | acao=otimizou o algoritmo | valor=5115
linha=627 | nome=Bruno | acao=escreveu o relatorio | valor=7485
linha=628 | nome=Felipe | acao=otimizou o algoritmo | valor=4903
linha=629 | nome=Joao | acao=participou da aula | valor=4992
linha=630 | nome=Renata | acao=comparou as metricas | valor=2111
linha=631 | nome=Tiago | acao=fez um experimento | valor=7257
linha=632 | nome=Sofia | acao=otimizou o algoritmo | valor=2284
linha=633 | nome=Tiago | acao=otimizou o algoritmo | valor=9050
linha=634 | nome=Eduarda | acao=otimizou o algoritmo | valor=4656
linha=635 | nome=Vitor | acao=analisou os resultados | valor=8150
linha=636 | nome=Igor | acao=otimizou o algoritmo | valor=5214
linha=637 | nome=Ana | acao=estudou computacao | valor=6697
linha=638 | nome=Ana | acao=participou da aula | valor=4346
linha=639 | nome=Igor | acao=executou o benchmark | valor=9971
linha=640 | nome=Natalia | acao=fez um experimento | valor=9697
linha=641 | nome=Mariana | acao=comparou as metricas | valor=8515
linha=642 | nome=Otavio | acao=participou da aula | valor=6903
linha=643 | nome=Eduarda | acao=participou da aula | valor=4707
linha=644 | nome=Carlos | acao=participou da aula | valor=1904
linha=645 | nome=Felipe | acao=participou da aula | valor=5806
linha=646 | nome=Igor | acao=executou o benchmark | valor=9983
linha=647 | nome=Joao | acao=comparou as metricas | valor=4669
linha=648 | nome=Bruno | acao=comparou as metricas | valor=8798
linha=649 | nome=Bruno | acao=fez um experimento | valor=6178
linha=650 | nome=Tiago | acao=estudou computacao | valor=7165
linha=651 | nome=Lucas | acao=executou o benchmark | valor=8816
linha=652 | nome=Lucas | acao=estudou computacao | valor=1250
linha=653 | nome=Daniela | acao=otimizou o algoritmo | valor=7948
linha=654 | nome=Tiago | acao=fez um experimento | valor=9686
linha=655 | nome=Eduarda | acao=escreveu o relatorio | valor=4820
linha=656 | nome=Joao | acao=executou o benchmark | valor=6302
linha=657 | nome=Gabriela | acao=executou o benchmark | valor=4020
linha=658 | nome=Ana | acao=executou o benchmark | valor=2424
linha=659 | nome=Lucas | acao=escreveu o relatorio | valor=7644
linha=660 | nome=Eduarda | acao=comparou as metricas | valor=3564
linha=661 | nome=Eduarda | acao=escreveu o relatorio | valor=3286
linha=662 | nome=Bruno | acao=estudou computacao | valor=6748
linha=663 | nome=Paulo | acao=participou da aula | valor=5705
linha=664 | nome=Tiago | acao=analisou os resultados | valor=9382
linha=665 | nome=Ana | acao=otimizou o algoritmo | valor=2430
linha=666 | nome=Vitor | acao=executou o benchmark | valor=6514
linha=667 | nome=Vitor | acao=otimizou o algoritmo | valor=8841
linha=668 | nome=Helena | acao=otimizou o algoritmo | valor=1896
linha=669 | nome=Felipe | acao=participou da aula | valor=2182
linha=670 | nome=Vitor | acao=comparou as metricas | valor=3672
linha=671 | nome=Renata | acao=otimizou o algoritmo | valor=3189
linha=672 | nome=Carlos | acao=escreveu o relatorio | valor=4724
linha=673 | nome=Gabriela | acao=otimizou o algoritmo | valor=8266
linha=674 | nome=Ana | acao=analisou os resultados | valor=7478
linha=675 | nome=Tiago | acao=comparou as metricas | valor=9153
linha=676 | nome=Otavio | acao=otimizou o algoritmo | valor=4090
linha=677 | nome=Daniela | acao=participou da aula | valor=8531
linha=678 | nome=Daniela | acao=participou da aula | valor=6688
linha=679 | nome=Karen | acao=analisou os resultados | valor=1796
linha=680 | nome=Joao | acao=analisou os resultados | valor=9705
linha=681 | nome=Lucas | acao=comparou as metricas | valor=8977
linha=682 | nome=Renata | acao=otimizou o algoritmo | valor=8241
linha=683 | nome=Sofia | acao=comparou as metricas | valor=3480
linha=684 | nome=Mariana | acao=participou da aula | valor=8006
linha=685 | nome=Mariana | acao=executou o benchmark | valor=7019
linha=686 | nome=Mariana | acao=executou o benchmark | valor=5784
linha=687 | nome=Tiago | acao=executou o benchmark | valor=6155
linha=688 | nome=Carlos | acao=escreveu o relatorio | valor=4641
linha=689 | nome=Mariana | acao=estudou computacao | valor=2194
linha=690 | nome=Helena | acao=otimizou o algoritmo | valor=7439
linha=691 | nome=Otavio | acao=otimizou o algoritmo | valor=5110
linha=692 | nome=Otavio | acao=estudou computacao | valor=5878
linha=693 | nome=Eduarda | acao=estudou computacao | valor=1970
linha=694 | nome=Daniela | acao=executou o benchmark | valor=9643
linha=695 | nome=Paulo | acao=escreveu o relatorio | valor=4292
linha=696 | nome=Sofia | acao=participou da aula | valor=5825
linha=697 | nome=Helena | acao=escreveu o relatorio | valor=7847
linha=698 | nome=Renata | acao=executou o benchmark | valor=8026
linha=699 | nome=Gabriela | acao=otimizou o algoritmo | valor=9678
linha=700 | nome=Lucas | acao=executou o benchmark | valor=8193
linha=701 | nome=Otavio | acao=executou o benchmark | valor=2534
linha=702 | nome=Otavio | acao=escreveu o relatorio | valor=4634
linha=703 | nome=Igor | acao=executou o benchmark | valor=3100
linha=704 | nome=Sofia | acao=estudou computacao | valor=7103
